OID_,WATERRIGHTID,X,Y,PODID,POUID,PERMITCODE,PODRATE,USECODE,PRIORITYDOY,YEAR,BEGINDOY,ENDDOY,REACHCOMID,LENGTH_OR_COMID,SPECIAL,CERTIFICATE
728,150666,507746.6605,4878752.781,893,167430,4,1.34,1024,346,2000,1,365,-99,-99,0,-99
729,150666,507643.6243,4878704.262,894,167430,4,1.34,1024,346,2000,1,365,-99,-99,0,-99
730,150666,507483.6142,4878854.139,895,167430,4,1.34,1024,346,2000,1,365,-99,-99,0,-99
731,150672,507606.1416,4878870.251,896,,4,1.34,1024,346,2000,1,365,-99,-99,0,-99
732,150672,507606.2535,4878843.135,897,,4,1.34,1024,346,2000,1,365,-99,-99,0,-99
733,150672,507749.857,4878814.677,898,,4,0.89,1024,346,2000,1,365,-99,-99,0,-99
734,150672,507540.3195,4878758.337,899,,4,1.34,1024,346,2000,1,365,-99,-99,0,-99
735,150674,506803.3549,4878059.458,900,,4,0.89,1024,346,2000,1,365,-99,-99,0,-99
736,150674,506686.106,4878379.594,901,,4,0.89,1024,346,2000,1,365,-99,-99,0,-99
916,193158,560514.3685,4886346.084,902,,2,,16,260,2001,105,304,23773011,170,0,-99
917,193158,553732.42,4891078.992,903,,2,,16,260,2001,105,304,23773407,154,0,-99
768,165375,496448.0926,4882733.161,904,202774,4,3.05,1024,261,2002,1,365,-99,-99,0,-99
769,165375,496437.9653,4882565.163,905,202774,4,3.95,1024,261,2002,1,365,-99,-99,0,-99
742,162820,507820.3177,4878815.743,906,198159,2,35.9,1024,312,2002,1,365,23772773,396,0,-99
743,162820,513133.5775,4878206.901,907,198159,2,4.1,2048,312,2002,1,365,23772789,2638,0,-99
744,162820,517326.5661,4878869.772,908,198159,2,35.9,1024,312,2002,1,365,23772801,2288,0,-99
712,144573,531110.5337,4886926.146,909,155242,2,,16,212,2003,60,304,23772865,437,0,-99
713,144573,531133.415,4886836.06,910,155242,2,,16,212,2003,60,304,23772863,51,0,-99
714,144573,553732.42,4891078.992,911,155242,2,,16,212,2003,60,304,23773407,154,0,-99
715,144573,560514.3685,4886346.084,912,155242,2,,16,212,2003,60,304,23773011,170,0,-99
970,197948,560514.3685,4886346.084,913,,2,,16,100,2004,60,304,23773011,170,0,-99
971,197948,553732.42,4891078.992,914,,2,,16,100,2004,60,304,23773407,154,0,-99
716,144788,534730.0884,4887696.572,915,155710,2,,16,114,2004,60,304,23772883,1495,0,-99
717,144788,553732.42,4891078.992,916,155710,2,,16,114,2004,60,304,23773407,154,0,-99
718,144788,560514.3685,4886346.084,917,155710,2,,16,114,2004,60,304,23773011,170,0,-99
749,163481,507448.0205,4878289.265,918,199199,4,0.055,16,31,2006,60,304,-99,-99,0,-99
945,195603,539246.8261,4886684.099,919,250470,2,,16,337,2008,60,304,23772903,3164,0,-99
946,195603,553732.42,4891078.992,920,250470,2,,16,337,2008,60,304,23773407,154,0,-99
947,195603,560514.3685,4886346.084,921,250470,2,,16,337,2008,60,304,23773011,170,0,-99
936,194577,553732.42,4891078.992,922,,2,,16,71,2009,60,304,23773407,154,0,-99
937,194577,560514.3685,4886346.084,923,,2,,16,71,2009,60,304,23773011,170,0,-99
901,185039,553732.42,4891078.992,924,,2,,16,266,2009,60,304,23773407,154,0,-99
902,185039,560514.3685,4886346.084,925,,2,,16,266,2009,60,304,23773011,170,0,-99
803,176781,530131.3143,4885510.992,926,223152,2,1.48,16,288,2009,60,181,23772857,2359,0,-99
807,177084,529796.9249,4885637.615,927,,2,,16,288,2009,182,304,23772857,2359,0,-99
808,177084,553732.42,4891078.992,928,,2,,16,288,2009,182,304,23773407,154,0,-99
809,177084,560514.3685,4886346.084,929,,2,,16,288,2009,182,304,23773011,170,0,-99
966,197567,553732.42,4891078.992,930,,2,,16,208,2010,60,304,23773407,154,0,-99
967,197567,560514.3685,4886346.084,931,,2,,16,208,2010,60,304,23773011,170,0,-99
867,183107,500035.0913,4880446.855,932,232337,2,,16,3,2011,60,304,23774285,776,0,-99
868,183107,553732.42,4891078.992,933,232337,2,,16,3,2011,60,304,23773407,154,0,-99
869,183107,560514.3685,4886346.084,934,232337,2,,16,3,2011,60,304,23773011,170,0,-99
978,199185,553732.42,4891078.992,935,,2,,16,60,2013,60,304,23773407,154,0,-99
979,199185,560514.3685,4886346.084,936,,2,,16,60,2013,60,304,23773011,170,0,-99
820,178483,553732.42,4891078.992,937,,2,,16,101,2013,60,304,23773407,154,0,-99
821,178483,560514.3685,4886346.084,938,,2,,16,101,2013,60,304,23773011,170,0,-99
822,178491,553732.42,4891078.992,939,,2,,16,101,2013,60,304,23773407,154,0,-99
823,178491,560514.3685,4886346.084,940,,2,,16,101,2013,60,304,23773011,170,0,-99
1021,205105,553732.42,4891078.992,941,,2,,16,120,2013,213,304,23773407,154,0,-99
1022,205105,560514.3685,4886346.084,942,,2,,16,120,2013,213,304,23773011,170,0,-99
826,179129,518209.5618,4880226.386,943,227239,4,0.17,16,221,2013,60,304,-99,-99,0,-99
961,197325,553732.42,4891078.992,944,,2,,16,343,2013,60,304,23773407,154,0,-99
962,197325,560514.3685,4886346.084,945,,2,,16,343,2013,60,304,23773011,170,0,-99
827,179887,560514.3685,4886346.084,946,,2,,16,93,2014,60,304,23773011,170,0,-99
828,179887,553732.42,4891078.992,947,,2,,16,93,2014,60,304,23773407,154,0,-99
882,183893,553732.42,4891078.992,948,233692,2,,16,143,2014,60,304,23773407,154,0,-99
883,183893,516999.7179,4880038.202,949,233692,2,,16,143,2014,60,304,23773629,2171,0,-99
884,183893,560514.3685,4886346.084,950,233692,2,,16,143,2014,60,304,23773011,170,0,-99
889,184338,553732.42,4891078.992,951,,2,,16,212,2014,60,304,23773407,154,0,-99
890,184338,560514.3685,4886346.084,952,,2,,16,212,2014,60,304,23773011,170,0,-99
845,182291,560514.3685,4886346.084,953,,2,,16,231,2014,60,274,23773011,170,0,-99
846,182291,553732.42,4891078.992,954,,2,,16,231,2014,60,274,23773407,154,0,-99
972,198165,496207.0639,4884422.392,955,,2,,16,75,2015,60,304,23772727,3181,0,-99
910,192229,553732.42,4891078.992,956,,2,,16,64,2016,60,304,23773407,154,0,-99
911,192229,560514.3685,4886346.084,957,,2,,16,64,2016,60,304,23773011,170,0,-99
903,189955,553732.42,4891078.992,958,,2,,16,88,2016,60,304,23773407,154,0,-99
904,189955,560514.3685,4886346.084,959,,2,,16,88,2016,60,304,23773011,170,0,-99
1027,205698,553732.42,4891078.992,960,,2,,16,116,2016,60,304,23773407,154,0,-99
1028,205698,560514.3685,4886346.084,961,,2,,16,116,2016,60,304,23773011,170,0,-99
908,191949,553732.42,4891078.992,962,,2,,16,165,2016,60,304,23773407,154,0,-99
909,191949,560514.3685,4886346.084,963,,2,,16,165,2016,60,304,23773011,170,0,-99
1014,202714,536208.2555,4886644.266,964,,2,,16,187,2016,91,304,23772885,2316,0,-99
1015,202714,553732.42,4891078.992,965,,2,0.31,16,187,2016,91,304,23773407,154,0,-99
1016,202714,560514.3685,4886346.084,966,,2,0.31,16,187,2016,91,304,23773011,170,0,-99
906,191948,553732.42,4891078.992,967,,2,,16,193,2016,60,304,23773407,154,0,-99
907,191948,560514.3685,4886346.084,968,,2,,16,193,2016,60,304,23773011,170,0,-99
948,195799,518992.1034,4879654.648,969,250778,4,0.006,16,260,2016,1,365,-99,-99,0,-99
927,194229,560514.3685,4886346.084,970,,2,,16,293,2016,60,304,23773011,170,0,-99
928,194229,553732.42,4891078.992,971,,2,,16,293,2016,60,304,23773407,154,0,-99
918,193639,560514.3685,4886346.084,972,247501,2,,16,3,2017,60,304,23773011,170,0,-99
919,193639,553732.42,4891078.992,973,247501,2,,16,3,2017,60,304,23773407,154,0,-99
920,193639,516726.007,4879893.338,974,247501,2,,16,3,2017,60,304,23773627,1328,0,-99
921,193639,516689.7901,4879853.651,975,247501,2,,16,3,2017,60,304,23773627,1328,0,-99
968,197619,553732.42,4891078.992,976,,2,,16,6,2017,60,304,23773407,154,0,-99
969,197619,560514.3685,4886346.084,977,,2,,16,6,2017,60,304,23773011,170,0,-99
953,196154,553732.42,4891078.992,978,,2,,16,17,2017,60,304,23773407,154,0,-99
954,196154,560514.3685,4886346.084,979,,2,,16,17,2017,60,304,23773011,170,0,-99
942,194879,553732.42,4891078.992,980,,2,,16,31,2017,91,304,23773407,154,0,-99
943,194879,560514.3685,4886346.084,981,,2,,16,31,2017,91,304,23773011,170,0,-99
938,194610,553732.42,4891078.992,982,,2,,16,68,2017,60,304,23773407,154,0,-99
939,194610,560514.3685,4886346.084,983,,2,,16,68,2017,60,304,23773011,170,0,-99
949,195971,553732.42,4891078.992,984,,2,,16,115,2017,60,304,23773407,154,0,-99
950,195971,560514.3685,4886346.084,985,,2,,16,115,2017,60,304,23773011,170,0,-99
951,196034,553732.42,4891078.992,986,,2,,16,200,2017,60,304,23773407,154,0,-99
952,196034,560514.3685,4886346.084,987,,2,,16,200,2017,60,304,23773011,170,0,-99
963,197434,553732.42,4891078.992,988,,2,,16,241,2017,60,304,23773407,154,0,-99
964,197434,560514.3685,4886346.084,989,,2,,16,241,2017,60,304,23773011,170,0,-99
1002,201968,553732.42,4891078.992,990,,2,,16,243,2017,60,304,23773407,154,0,-99
1003,201968,560514.3685,4886346.084,991,,2,,16,243,2017,60,304,23773011,170,0,-99
955,196723,537855.2092,4886129.62,992,252549,2,,16,289,2017,60,304,23772903,3164,0,-99
956,196723,553732.42,4891078.992,993,252549,2,,16,289,2017,60,304,23773407,154,0,-99
957,196723,560514.3685,4886346.084,994,252549,2,,16,289,2017,60,304,23773011,170,0,-99
958,197013,553732.42,4891078.992,995,,2,,16,356,2017,60,304,23773407,154,0,-99
959,197013,560514.3685,4886346.084,996,,2,,16,356,2017,60,304,23773011,170,0,-99
973,198865,553732.42,4891078.992,997,,2,,16,79,2018,60,304,23773407,154,0,-99
974,198865,560514.3685,4886346.084,998,,2,,16,79,2018,60,304,23773011,170,0,-99
1006,202278,553732.42,4891078.992,999,,2,,16,173,2018,60,304,23773407,154,0,-99
1007,202278,560514.3685,4886346.084,1000,,2,,16,173,2018,60,304,23773011,170,0,-99
987,199336,553732.42,4891078.992,1001,,2,,16,215,2018,60,90,23773407,154,0,-99
990,199336,560514.3685,4886346.084,1004,,2,,16,215,2018,60,90,23773011,170,0,-99
988,199336,553732.42,4891078.992,1002,,2,,16,215,2018,91,273,23773407,154,0,-99
991,199336,560514.3685,4886346.084,1005,,2,,16,215,2018,91,273,23773011,170,0,-99
989,199336,553732.42,4891078.992,1003,,2,,16,215,2018,274,304,23773407,154,0,-99
992,199336,560514.3685,4886346.084,1006,,2,,16,215,2018,274,304,23773011,170,0,-99
980,199249,553732.42,4891078.992,1007,,2,,16,240,2018,60,304,23773407,154,0,-99
981,199249,560514.3685,4886346.084,1008,,2,,16,240,2018,60,304,23773011,170,0,-99
982,199259,553732.42,4891078.992,1009,,2,,16,250,2018,60,304,23773407,154,0,-99
983,199259,560514.3685,4886346.084,1010,,2,,16,250,2018,60,304,23773011,170,0,-99
975,198942,553732.42,4891078.992,1011,,2,,16,312,2018,60,304,23773407,154,0,-99
976,198942,560514.3685,4886346.084,1012,,2,,16,312,2018,60,304,23773011,170,0,-99
995,199921,560514.3685,4886346.084,1013,,2,,16,333,2018,60,304,23773011,170,0,-99
996,199921,553732.42,4891078.992,1014,,2,,16,333,2018,60,304,23773407,154,0,-99
993,199480,553732.42,4891078.992,1015,,2,,16,14,2019,60,304,23773407,154,0,-99
994,199480,560514.3685,4886346.084,1016,,2,,16,14,2019,60,304,23773011,170,0,-99
984,199296,496207.0296,4884423.708,1017,,2,,16,59,2019,60,304,23772727,3181,0,-99
985,199296,560514.3685,4886346.084,1018,,2,,16,59,2019,60,304,23773011,170,0,-99
986,199296,553732.42,4891078.992,1019,,2,,16,59,2019,60,304,23773407,154,0,-99
1017,202921,553732.42,4891078.992,1020,,2,,16,113,2019,60,304,23773407,154,0,-99
1018,202921,560514.3685,4886346.084,1021,,2,,16,113,2019,60,304,23773011,170,0,-99
1008,202456,553732.42,4891078.992,1022,,2,,16,162,2019,60,304,23773407,154,0,-99
1009,202456,560514.3685,4886346.084,1023,,2,,16,162,2019,60,304,23773011,170,0,-99
1012,202595,553732.42,4891078.992,1024,,2,,16,214,2019,60,304,23773407,154,0,-99
1013,202595,560514.3685,4886346.084,1025,,2,,16,214,2019,60,304,23773011,170,0,-99
1029,207849,496209.7241,4884423.664,1026,,2,,16,52,2020,60,304,23772727,3181,0,-99
1030,207849,560514.3685,4886346.084,1027,,2,,16,52,2020,60,304,23773011,170,0,-99
1031,207849,553732.42,4891078.992,1028,,2,,16,52,2020,60,304,23773407,154,0,-99
1032,207851,560514.3685,4886346.084,1029,,2,,16,70,2020,60,304,23773011,170,0,-99
1033,207851,553732.42,4891078.992,1030,,2,,16,70,2020,60,304,23773407,154,0,-99
1023,205111,560514.3685,4886346.084,1031,,2,,16,153,2020,60,304,23773011,170,0,-99
1024,205111,553732.42,4891078.992,1032,,2,,16,153,2020,60,304,23773407,154,0,-99
1034,208262,496207.118,4884418.394,1033,,2,,16,211,2020,60,304,23772727,3181,0,-99
1035,208262,560514.3685,4886346.084,1034,,2,,16,211,2020,60,304,23773011,170,0,-99
1036,208262,553732.42,4891078.992,1035,,2,,16,211,2020,60,304,23773407,154,0,-99
1025,205601,560514.3685,4886346.084,1036,,2,,16,230,2020,91,273,23773011,170,0,-99
1026,205601,553732.42,4891078.992,1037,,2,,16,230,2020,91,273,23773407,154,0,-99
