OID_,POU_INDEX,POU_ID,IDU_ID,IDU_WW2100,WRIS_ID,AREA_POU,PERCENT_POU,AREA_IDU,PERCENT_IDU,USECODE,PERMITCODE,XCOORD,YCOORD,CERTIFICATE
400,400,59736,36061,36061,76748,20336.394667438598844,0.046483484836428,130167.916668758000014,0.007262208056668,16,2,526501.899199999868870,4884543.972799999639392,-99
401,401,59736,36179,36179,76748,20336.394667438598844,1.200544940676423,76306.022576891104109,0.319958437159930,16,2,526129.985799999907613,4884752.915799999609590,-99
402,402,16815,33245,33245,25748,23957.400194756799465,99.994101354280886,23955.987404072900972,99.999998449335052,16,-99,501605.041500000283122,4880403.108200000599027,-99
403,403,59274,43449,43449,76321,42209.514809556596447,67.691829501878715,28770.846172544501314,99.310227537629459,16,2,514139.096199999563396,4894780.282600000500679,-99
404,404,59274,43669,43669,76321,42209.514809556596447,32.308178693569914,402086.815449723973870,3.391587325515168,16,2,514530.578300000168383,4895082.589700000360608,-99
405,405,64341,34758,34758,80828,149445.366747127991403,41.187896204218063,62112.614167043000634,99.099681060405885,16,2,496964.609799999743700,4882326.116200000047684,-99
406,406,64341,34801,34801,80828,149445.366747127991403,39.548184976079916,62663.521399458601081,94.317920154174161,16,2,497132.614900000393391,4882254.867900000885129,-99
407,407,64341,35243,35243,80828,149445.366747127991403,0.886751436994113,44098.664201972300361,3.005099952873426,16,2,497075.933500000275671,4882874.731399999931455,-99
408,408,59850,39692,39692,76849,2705.187440924500152,100.000000000000000,143349.741469734988641,1.887124045839760,16,2,554755.141999999992549,4889271.706399999558926,-99
409,409,63240,32838,32838,79858,272336.299822164000943,0.064388499849580,42796.484701673100062,0.409737526863952,16,2,509801.386300000362098,4880181.154300000518560,-99
410,410,63240,33298,33298,79858,272336.299822164000943,29.205764036374937,80746.910200444195652,98.502712876582919,16,2,510153.524500000290573,4880471.190300000831485,-99
411,411,63240,33342,33342,79858,272336.299822164000943,69.510397595202150,194658.258487301005516,97.248401518396193,16,2,509851.100100000388920,4880569.649900000542402,-99
412,412,63240,33395,33395,79858,272336.299822164000943,0.595952304604090,380938.921433390001766,0.426051097366663,16,2,510585.040199999697506,4880632.248800000175834,-99
413,413,175539,31752,31752,154693,41075.934843584800547,50.490666928772718,20739.513545188998251,99.999999539840232,16,2,512694.543600000441074,4878533.340500000864267,-99
414,414,175539,31771,31771,154693,41075.934843584800547,25.733908524844644,62938.426406545200734,16.794896380303591,16,2,512862.343899999745190,4878495.689400000497699,-99
415,415,175539,31861,31861,154693,41075.934843584800547,9.933109350391373,148710.378644243988674,2.743666959835769,16,2,512191.604600000195205,4878891.401200000196695,-99
416,416,216971,31927,31927,173336,127139.054484156004037,0.170790254955718,134148.077946934994543,0.161866736091197,16,2,507906.538800000213087,4878939.121500000357628,-99
417,417,216971,31940,31940,173336,127139.054484156004037,37.970675783767746,48872.699227472003258,98.778170503810344,16,2,508100.401600000448525,4879072.255899999290705,-99
418,418,216971,32006,32006,173336,127139.054484156004037,0.110646186469502,96650.133320388296852,0.145550254787311,16,2,507704.681099999696016,4879203.548800000920892,-99
419,419,216971,32052,32052,173336,127139.054484156004037,5.266255436721865,189682.853590668994002,3.529822143764927,16,2,508570.452200000174344,4879163.587999999523163,-99
420,420,175539,32195,32195,154693,41075.934843584800547,13.842314224488264,62155.500693448797392,9.147798518650434,16,2,512737.169599999673665,4878797.513299999758601,-99
421,421,216971,32300,32300,173336,127139.054484156004037,53.945066057815737,88222.357775721000507,77.741344321263568,16,2,508219.980899999849498,4879216.791699999943376,-99
422,422,216971,32359,32359,173336,127139.054484156004037,0.309096354631197,54398.496858779501054,0.722413679450177,16,2,508356.086699999868870,4879586.410399999469519,-99
423,423,83975,30248,30248,97700,34950284.067137897014618,0.653021597048530,228232.903188222000608,100.000000000000000,1024,4,504756.123399999924004,4876212.235600000247359,-99
424,424,83975,31099,31099,97700,34950284.067137897014618,0.171668612925479,59998.667871570200077,100.000000000000000,1024,4,506213.778099999763072,4878122.903599999845028,-99
425,425,83975,31186,31186,97700,34950284.067137897014618,0.101399839916719,35439.532094516398502,100.000000000000000,1024,4,506282.177299999631941,4878279.865900000557303,-99
426,426,83975,31579,31579,97700,34950284.067137897014618,0.153131493624963,70345.041882028803229,76.081967664374133,1024,4,506392.056800000369549,4878692.416699999943376,-99
427,427,83975,31703,31703,97700,34950284.067137897014618,0.134461562735712,46994.698137244100508,100.000000000000000,1024,4,503183.486899999901652,4878336.812100000679493,-99
428,428,83975,31724,31724,97700,34950284.067137897014618,0.132955054614350,46468.169269333498960,100.000000000000000,1024,4,503553.439000000245869,4878466.701700000092387,-99
429,429,83975,31726,31726,97700,34950284.067137897014618,0.114236727424442,46255.855119995198038,86.315690500737077,1024,4,506083.516499999910593,4878350.850500000640750,-99
430,430,83975,31810,31810,97700,34950284.067137897014618,0.112868970406767,41005.515506474497670,96.201755528692530,1024,4,502456.352199999615550,4878539.558399999514222,-99
431,431,83975,32328,32328,97700,34950284.067137897014618,0.061415518642057,21464.898226704899571,100.000000000000000,1024,4,502253.125900000333786,4879495.086300000548363,-99
432,432,83975,33254,33254,97700,34950284.067137897014618,0.121271386173104,71497.434381347396993,59.281419433301132,1024,4,500839.646900000050664,4880445.753000000491738,-99
433,433,83975,33278,33278,97700,34950284.067137897014618,0.106648822594923,80676.693684428901179,46.201777426555005,1024,4,499448.997899999842048,4880468.070000000298023,-99
434,434,83975,33336,33336,97700,34950284.067137897014618,0.011745065787456,46299.075241856597131,8.866124939093689,1024,4,500812.408699999563396,4880850.210899999365211,-99
435,435,83975,33339,33339,97700,34950284.067137897014618,0.215451228808752,83007.336477187200217,90.715856803202826,1024,4,499857.087500000372529,4880764.335899999365211,-99
436,436,83975,33346,33346,97700,34950284.067137897014618,0.073932316049163,26076.376838874799432,99.091812625114983,1024,4,500362.963200000114739,4880863.183499999344349,-99
437,437,83975,33413,33413,97700,34950284.067137897014618,0.235851562078205,82974.178580402105581,99.345112339062382,1024,4,500419.996100000105798,4880990.043099999427795,-99
438,438,83975,33534,33534,97700,34950284.067137897014618,0.201036808568405,89780.890025974702439,78.260457936914946,1024,4,500506.051599999889731,4881180.774299999698997,-99
439,439,83975,33636,33636,97700,34950284.067137897014618,0.035199646675182,159540.257432801998220,7.711142442393723,1024,4,500863.315499999560416,4881337.847500000149012,-99
440,440,83975,34269,34269,97700,34950284.067137897014618,0.003950120824821,240728.851426367007662,0.573499371217801,1024,4,501349.632100000046194,4881446.045800000429153,-99
441,441,64841,35327,35327,81268,113947.259537459001876,29.770982226521813,34048.434339561499655,99.632241665484131,16,2,512095.915500000119209,4883381.341900000348687,-99
442,442,64841,35400,35400,81268,113947.259537459001876,7.780411089505524,165584.175197214004584,5.354113825600205,16,2,511748.948599999770522,4883639.882799999788404,-99
443,443,64841,35736,35736,81268,113947.259537459001876,41.567190764124739,47721.279063051500998,99.252735199841482,16,2,512176.059100000187755,4883588.609099999070168,-99
444,444,63148,33312,33312,79775,286808.611623461009003,0.164221886178571,47986.679302216798533,0.981527620955557,16,2,503059.517400000244379,4880572.911299999803305,-99
445,445,63148,33348,33348,79775,286808.611623461009003,0.072569976766823,189786.410287895007059,0.109669044535203,16,2,502855.848100000061095,4880339.083300000056624,-99
446,446,63148,33745,33745,79775,286808.611623461009003,31.318020132717788,90184.335202127098455,99.599091715082380,16,2,502808.512299999594688,4880964.665599999949336,-99
447,447,63148,33751,33751,79775,286808.611623461009003,58.243027310628570,167615.963741198007483,99.659969294457539,16,2,502749.564100000075996,4880672.568399999290705,-99
448,448,63148,33766,33766,79775,286808.611623461009003,10.176314408341717,186840.922955231013475,15.621067166316926,16,2,503179.309399999678135,4880924.430299999192357,-99
449,449,59278,31702,31702,76325,31516.821681092998915,42.635728082673509,114014.206576462005614,11.785747404416906,16,2,507670.751000000163913,4878345.480599999427795,-99
450,450,59278,31712,31712,76325,31516.821681092998915,54.837062392485926,187930.526854186988203,9.196429903481881,16,2,506969.806900000199676,4878292.035000000149012,-99
451,451,64639,36828,36828,81085,253963.099862879986176,13.613090792852139,34572.227875196600507,99.999998523320500,16,2,506167.969200000166893,4885493.619599999859929,-99
452,452,64639,36856,36856,81085,253963.099862879986176,8.236145976268757,21056.503563692898751,99.336395367320932,16,2,506226.004700000397861,4885611.175699999555945,-99
453,453,64639,37243,37243,81085,253963.099862879986176,76.139150401485892,207312.197375082003418,93.272537273349869,16,2,505901.605000000447035,4885623.710799999535084,-99
454,454,64842,31975,31975,81269,39462.587366194798960,42.934400488023655,485965.184261483023874,3.486468959393966,16,2,504548.993599999696016,4878732.220899999141693,-99
455,455,64842,32042,32042,81269,39462.587366194798960,56.729869200527759,35535.515824449801585,62.999153597717395,16,2,504095.791799999773502,4879298.813100000843406,-99
456,456,66238,42133,42133,82488,23076.510138703099074,19.333916529013351,90731.180958124605240,4.917375879947303,16,2,573659.010499999858439,4893013.177899999544024,-99
457,457,66238,42206,42206,82488,23076.510138703099074,29.704200216485571,306996.035662918002345,2.232827782214237,16,2,573121.048200000077486,4892985.907400000840425,-99
458,458,66238,42207,42207,82488,23076.510138703099074,42.365387966252712,21306.533473695501016,45.884766104270163,16,2,573398.956000000238419,4893219.028899999335408,-99
459,459,66238,42222,42222,82488,23076.510138703099074,8.252918437834259,22512.086051129299449,8.459835999739273,16,2,573503.065799999982119,4893256.614399999380112,-99
460,460,66238,42223,42223,82488,23076.510138703099074,0.343593873054811,32562.650292352500401,0.243498223392700,16,2,573672.918300000019372,4893216.322200000286102,-99
461,461,65611,45546,45546,81940,143152.782843716006028,14.967955412374426,21459.787772191899421,99.847421302955624,16,2,515017.903900000266731,4897852.023299999535084,-99
462,462,65611,45550,45550,81940,143152.782843716006028,9.468728517364351,53082.619613712100545,25.535191125010321,16,2,515390.265499999746680,4897796.366399999707937,-99
463,463,65611,45568,45568,81940,143152.782843716006028,31.713860100333847,45623.938579330402717,99.507571451445486,16,2,515309.159799999557436,4897949.076600000262260,-99
464,464,65611,45601,45601,81940,143152.782843716006028,0.090755526810922,34412.177624035699409,0.377538043752178,16,2,515443.312400000169873,4898063.637199999764562,-99
465,465,65611,45613,45613,81940,143152.782843716006028,0.005992339548836,60938.760023244496551,0.014076756432738,16,2,515696.299700000323355,4898013.578700000420213,-99
466,466,65611,45631,45631,81940,143152.782843716006028,37.902222891775224,59866.482127092596784,90.631827529163743,16,2,515156.068099999800324,4898001.920900000259280,-99
467,467,65611,45912,45912,81940,143152.782843716006028,4.781873812239636,77458.268062507806462,8.837514193800194,16,2,515167.641800000332296,4898302.085899999365211,-99
468,468,63260,31319,31319,79875,90128.666589700995246,2.523741322910563,21768.807710490400495,10.448961802425368,16,2,505723.365100000053644,4878151.002199999988079,-99
469,469,63260,31585,31585,79875,90128.666589700995246,19.310194090373418,20391.100062015801086,85.351061966277726,16,2,505982.366799999959767,4878795.288799999281764,-99
470,470,63260,31742,31742,79875,90128.666589700995246,51.981084055408779,46849.833444779396814,100.000052280297297,16,2,505973.808100000023842,4878362.061300000175834,-99
471,471,63260,31867,31867,79875,90128.666589700995246,25.505656331942706,261234.737652234995039,8.799713301350423,16,2,506311.122100000269711,4878451.262399999424815,-99
472,472,63077,31787,31787,79711,91023.561223343102029,1.171753114770747,55209.374276524802553,1.931866513225978,16,4,511520.589599999599159,4878650.687699999660254,-99
473,473,63077,31821,31821,79711,91023.561223343102029,0.065837097212155,38109.054350208600226,0.157252053377833,16,4,511525.417899999767542,4878821.380999999120831,-99
474,474,63319,31836,31836,79929,94845.755115967200254,40.461537379319914,40866.651577957200061,93.905541993669743,16,4,511131.899000000208616,4878844.876599999144673,-99
475,475,63077,31846,31846,79711,91023.561223343102029,43.909927444727863,43127.853209522996622,92.674169281284890,16,4,511293.496399999596179,4878820.825500000268221,-99
476,476,63077,32212,32212,79711,91023.561223343102029,1.088109741776019,40242.082757650103304,2.461195269010700,16,4,511479.529900000430644,4878993.590500000864267,-99
477,477,63077,32215,32215,79711,91023.561223343102029,29.922472839709734,27236.500384791401302,100.000000000000000,16,4,511275.343500000424683,4879064.802600000053644,-99
478,478,63319,32227,32227,79929,94845.755115967200254,56.802207735745228,54613.312890297900594,98.647161284146790,16,4,511110.091900000348687,4879084.961799999698997,-99
479,479,63077,32262,32262,79711,91023.561223343102029,18.766293938776332,164085.623595140001271,10.410265493375338,16,4,510891.512299999594688,4879159.522199999541044,-99
480,480,66452,38032,38032,82679,5931.693152103490320,13.205531412219157,81849.060689187899698,0.957019660191351,16,2,531692.207000000402331,4887247.104900000616908,-99
481,481,66452,38052,38052,82679,5931.693152103490320,1.139885094798824,112851.480498759003240,0.059914576052703,16,2,532362.877000000327826,4887258.433700000867248,-99
482,482,66452,38102,38102,82679,5931.693152103490320,72.471528169285321,73666.532084956998006,5.835470398802823,16,2,531809.765899999998510,4887378.288300000131130,-99
483,483,62520,33739,33739,79210,72097.370172533701407,85.134012081592346,64232.000043144900701,95.558886212427467,16,4,497657.323300000280142,4881003.907199999317527,-99
484,484,63852,38589,38589,80384,6670.257885535769674,100.000000000000000,157704.778319428995019,4.229585150568646,16,2,534701.490699999965727,4887863.583100000396371,-99
485,485,67009,36033,36033,83183,6288.642032293480042,95.102346539047431,133586.181745284993667,4.476994596309009,16,2,545273.001000000163913,4884456.784600000828505,-99
486,486,67009,36118,36118,83183,6288.642032293480042,2.583843349098232,45643.396216246801487,0.355995987086897,16,2,545005.211099999956787,4884766.523499999195337,-99
487,487,67009,36174,36174,83183,6288.642032293480042,2.313791502454206,160288.297846730012679,0.090777721716220,16,2,545314.744699999690056,4884829.086600000038743,-99
488,488,65716,31239,31239,82030,71500.309193345805397,0.794326257210176,24346.391278162798699,2.332771717254947,16,2,507849.635200000368059,4877850.600800000131130,-99
489,489,65716,31268,31268,82030,71500.309193345805397,49.058486827932974,37608.450439081003424,93.268851436374248,16,2,507807.489900000393391,4877940.616900000721216,-99
490,490,65716,31327,31327,82030,71500.309193345805397,48.800215630386333,35081.607084301598661,99.460395240443219,16,2,507800.088299999944866,4878134.771999999880791,-99
491,491,65829,40354,40354,82129,42823.272035739100829,0.277581991403599,95083.224472981601139,0.125016470528681,16,2,510317.628200000151992,4890151.892200000584126,-99
492,492,65829,40759,40759,82129,42823.272035739100829,99.001149596538966,44031.911410323300515,96.283650317063575,16,2,510363.151399999856949,4890408.378499999642372,-99
493,493,64847,32024,32024,81274,113240.728305341996020,43.366712331827841,53406.407878444500966,91.952975003333492,16,2,504939.567499999888241,4879322.950099999085069,-99
494,494,64847,32146,32146,81274,113240.728305341996020,54.383475762515154,64997.703491336396837,94.748338361585212,16,2,504973.672799999825656,4879545.162200000137091,-99
495,495,64847,32435,32435,81274,113240.728305341996020,1.173671894335320,51667.813670219002233,2.572345347421755,16,2,505018.343500000424683,4879756.345799999311566,-99
496,496,67107,40768,40768,83278,0.817280782498410,99.747272599298626,115389.294653296004981,0.000706491267210,1024,4,510007.905899999663234,4890314.316899999976158,-99
497,497,67107,40782,40782,83278,0.817280947983600,99.747252402300418,715602.135478151030838,0.000113920186875,1024,4,510919.753299999982119,4890336.718699999153614,-99
498,498,67107,40814,40814,83278,0.817280937027172,99.747253751284276,89124.222766407401650,0.000914695539342,1024,4,509984.871399999596179,4890768.302600000053644,-99
499,499,67107,40825,40825,83278,0.817281486874677,99.747186623761749,23284.312063741999737,0.003501135389882,1024,4,511458.126000000163913,4890702.017899999395013,-99
500,500,67107,40846,40846,83278,0.817281102625935,99.747233516724350,261534.752806931996020,0.000311704383901,1024,4,510423.544700000435114,4890770.247999999672174,-99
501,501,67107,41263,41263,83278,0.817281431584018,99.747193367714047,209812.049655282986350,0.000388545505971,1024,4,511018.340300000272691,4891093.654999999329448,-99
502,502,67107,41272,41272,83278,0.817281834010588,99.747144231675151,127059.291015333001269,0.000641602265553,1024,4,511777.085699999704957,4891120.740599999204278,-99
503,503,67107,41877,41877,83278,0.817281583481675,99.747174827055389,747095.729900093981996,0.000109117915854,1024,4,510888.149199999868870,4892020.410599999129772,-99
504,504,64991,39728,39728,81408,1896.259778402800066,100.000000000000000,312885.727074744005222,0.606055059184534,16,2,552101.140999999828637,4889355.154699999839067,-99
505,505,66561,31306,31306,82777,91034.761716602297383,91.079704224169532,88846.456989264406729,93.323014245438813,16,2,509486.309399999678135,4877920.660900000482798,-99
506,506,66561,31325,31325,82777,91034.761716602297383,8.472017524012424,78949.348786582704633,9.768897507213159,16,2,509718.672799999825656,4878002.430099999532104,-99
507,507,65832,33352,33352,82132,944675.749162966036238,3.877079739436466,37086.769100657998933,98.757138899751666,16,2,499095.852300000376999,4880817.440400000661612,-99
508,508,65832,33783,33783,82132,944675.749162966036238,11.170710258336857,131821.858308961993316,80.052725832794366,16,2,499990.581000000238419,4881035.861099999397993,-99
509,509,65832,33806,33806,82132,944675.749162966036238,1.816221885609818,92942.734336339402944,18.460192533455491,16,2,498678.278800000436604,4881158.292199999094009,-99
510,510,65832,33810,33810,82132,944675.749162966036238,10.965188345735703,110174.136324794002576,94.019775064846797,16,2,498986.598399999551475,4881252.545600000768900,-99
511,511,65832,33832,33832,82132,944675.749162966036238,18.307408039216654,174641.962161911011208,99.028688126197679,16,2,499654.997800000011921,4881279.943800000473857,-99
512,512,65832,33857,33857,82132,944675.749162966036238,18.151667702607551,199066.775029888987774,86.139137397204465,16,2,499240.074400000274181,4881164.045800000429153,-99
513,513,65832,33954,33954,82132,944675.749162966036238,0.985924077674572,99894.449734347595950,9.323626779784833,16,2,498873.312099999748170,4881642.316199999302626,-99
514,514,65832,35934,35934,82132,944675.749162966036238,0.513670081467624,3522946.240565369836986,0.137740299140970,16,2,499511.105299999937415,4883003.933900000527501,-99
515,515,66454,37011,37011,82681,18986.590615652301494,0.132811472194925,203969.486918025009800,0.012362815094204,16,2,536986.338999999687076,4885738.647299999371171,-99
516,516,66454,37134,37134,82681,18986.590615652301494,18.653895985811726,53550.291892637498677,6.613855386253488,16,2,537116.533599999733269,4886122.531899999827147,-99
517,517,64508,42114,42114,80965,26714.566137209400040,14.199711875961004,102313.878240945006837,3.707602023904810,16,2,513058.046500000171363,4892936.568600000813603,-99
518,518,64508,42147,42147,80965,26714.566137209400040,73.809149796613980,23605.950356284400186,83.528914702131914,16,2,512906.108400000259280,4893111.723899999633431,-99
519,519,67217,31086,31086,83373,21465.435365812900272,18.272715139919459,246402.029100035986630,1.591836671258137,16,2,516319.631299999542534,4877908.857799999415874,-99
520,520,64851,32822,32822,81278,43778.742485828901408,33.681628111273540,59504.761435249398346,24.780190492679015,16,2,499340.320299999788404,4880078.017300000414252,-99
521,521,64851,32865,32865,81278,43778.742485828901408,66.168965936899099,53222.751761358202202,54.427740476362885,16,2,499195.457100000232458,4880247.482300000265241,-99
522,522,64641,33236,33236,81087,54176.454689249600051,78.425194492442714,44752.549201352696400,94.939820674773671,16,2,499452.008700000122190,4880272.411399999633431,-99
523,523,64641,33262,33262,81087,54176.454689249600051,0.306869882141280,23208.143701320201217,0.716348643789924,16,2,499448.302000000141561,4880414.604599999263883,-99
524,524,63055,32297,32297,79690,62762.930343530897517,87.989407155814263,55461.766024384596676,99.572614219693477,16,2,513047.656899999827147,4879385.073599999770522,-99
525,525,64643,32837,32837,81089,89458.749588806706015,95.179346666100741,85387.783369699594914,99.717137550737732,16,2,518374.619599999859929,4880001.369999999180436,-99
526,526,224191,36275,36275,177517,114754.907677384995623,0.218450286383986,47426.600305213796673,0.528569247737893,16,2,506683.433199999853969,4884543.071499999612570,-99
527,527,224191,36296,36296,177517,114754.907677384995623,4.868541991203520,27424.673659329200746,20.371767907399683,16,2,506617.920199999585748,4884709.435499999672174,-99
528,528,224191,36535,36535,177517,114754.907677384995623,2.031712627003344,23707.522631548901700,9.834388795583468,16,2,506888.839100000448525,4885339.846000000834465,-99
529,529,224191,36536,36536,177517,114754.907677384995623,6.081486607543835,35654.341212560801068,19.573505229822814,16,2,507004.091099999845028,4885153.141699999570847,-99
530,530,224191,37316,37316,177517,114754.907677384995623,45.248801825733871,282620.582708246016409,18.372766860312886,16,2,506525.932799999602139,4885649.540999999269843,-99
531,531,65428,40510,40510,81771,3467.406353825750102,62.540713544613503,147681.528184205002617,1.468389921093613,16,2,557197.422899999655783,4890660.175200000405312,-99
532,532,65428,40546,40546,81771,3467.406353825750102,7.861946075557761,184994.173429590009619,0.147359029046393,16,2,556531.944199999794364,4890704.413399999961257,-99
533,533,65428,40615,40615,81771,3467.406353825750102,0.893797555009073,67513.762250290907104,0.045904112257631,16,2,557068.924899999983609,4890854.430800000205636,-99
534,534,65428,40632,40632,81771,3467.406353825750102,28.703557386740279,170100.381843760987977,0.585106842097520,16,2,557316.213600000366569,4890910.384899999946356,-99
535,535,66659,35920,35920,82863,21758.389244441201299,86.893758663160909,24596.673198096301348,76.866827016749610,16,2,528348.775100000202656,4884388.062000000849366,-99
536,536,67005,33779,33779,83180,24758.309280429599312,83.523469973693949,35536.258041605098697,58.191267616369082,16,4,497541.168200000189245,4881180.985300000756979,-99
537,537,67005,34261,34261,83180,24758.309280429599312,16.476540135144706,341727.743781559984200,1.193731805393251,16,4,497191.079400000162423,4880880.519700000062585,-99
538,538,65430,37448,37448,81773,34425.044165125196741,0.800780591259240,61551.587944777602388,0.447866710529169,16,2,532247.413999999873340,4886342.624199999496341,-99
539,539,65430,37491,37491,81773,34425.044165125196741,80.245469791015850,28218.770815495401621,97.894194600780779,16,2,532104.784400000236928,4886515.708900000900030,-99
540,540,65430,37495,37495,81773,34425.044165125196741,4.776079379313152,45215.451960993501416,3.636295479493120,16,2,531936.375400000251830,4886478.092499999329448,-99
541,541,65430,37917,37917,81773,34425.044165125196741,14.177667251718223,138585.729301293991739,3.521768249584786,16,2,531961.299800000153482,4886829.703500000759959,-99
542,542,66563,38229,38229,82779,9544.250873534379934,93.900209922480798,107799.225226010006736,8.313669775443437,16,2,535585.650799999944866,4887577.427300000563264,-99
543,543,66563,38627,38627,82779,9544.250873534379934,5.701694417497414,338124.096522881998681,0.160942099319275,16,2,535698.366100000217557,4887734.411499999463558,-99
544,544,63863,32713,32713,80393,12801.426806849900458,100.000000000000000,362953.286826613009907,3.527017737950749,16,2,509231.702499999664724,4879519.802899999544024,-99
545,545,65839,37788,37788,82139,191899.612637567013735,12.384733716031498,28818.796070106600382,82.467900357263929,16,2,507418.760900000110269,4886569.886199999600649,-99
546,546,65839,37808,37808,82139,191899.612637567013735,28.685933765164073,55217.906034355102747,99.692653579745297,16,2,507093.741799999959767,4886594.615700000897050,-99
547,547,65839,37817,37817,82139,191899.612637567013735,11.000576072403135,21130.113871345900407,99.905106992676494,16,2,506903.619199999608099,4886641.781999999657273,-99
548,548,65839,37833,37833,82139,191899.612637567013735,25.769737710561891,52091.877173194799980,94.932318679681018,16,2,507059.897800000384450,4886764.213199999183416,-99
549,549,65839,37848,37848,82139,191899.612637567013735,8.324020682272558,24368.920777033399645,65.549736860758102,16,2,506889.886500000022352,4886837.411800000816584,-99
550,550,65839,37866,37866,82139,191899.612637567013735,12.637293409722467,31706.749442822401761,76.485030876036348,16,2,507199.315600000321865,4886781.265799999237061,-99
551,551,82462,32047,32047,96407,52564.251596402900759,5.838441439257788,22860.988653495598555,13.424323391940659,16,2,518114.599899999797344,4879378.079099999740720,-99
552,552,82462,32268,32268,96407,52564.251596402900759,21.736039503755183,37695.184862307796720,30.309936225493566,16,2,517732.976300000213087,4879094.998800000175834,-99
553,553,82462,32277,32277,96407,52564.251596402900759,43.651697577152980,24845.239643876098853,92.352452499733388,16,2,517908.314000000245869,4879323.996700000017881,-99
554,554,65437,33780,33780,81780,50271.734005928599800,94.951247537073456,48395.065572487997997,98.633276001354133,16,2,510188.106399999931455,4881107.974500000476837,-99
555,555,87480,37362,37362,100679,95564.768063215800794,35.654592282791356,35036.493580498703523,97.250680467351174,16,2,507476.512299999594688,4886267.599600000306964,-99
556,556,65439,30851,30851,81782,35544.223066479600675,0.141996325359671,34294.539360219001537,0.147170632915955,16,2,510479.272599999792874,4877557.718399999663234,-99
557,557,65439,31232,31232,81782,35544.223066479600675,98.755133765832454,35476.531196008902043,98.943565934870023,16,2,510451.676699999719858,4877687.417099999263883,-99
558,558,73436,39227,39227,88777,9155.650966652980060,11.335263729427572,113614.912289622006938,0.913451555171247,16,2,550645.015599999576807,4888793.493799999356270,-99
559,559,73436,39478,39478,88777,9155.650966652980060,34.723152922327607,23475.024817629298923,13.542608414190102,16,2,550843.299200000241399,4889106.202999999746680,-99
560,560,73436,39579,39579,88777,9155.650966652980060,1.664691747971456,50806.464932497401605,0.299988134024756,16,2,550759.853000000119209,4889249.803099999204278,-99
561,561,65711,33798,33798,82025,476848.590067179000471,14.208780759684428,67754.370718291800586,100.000000000000000,16,4,521012.014499999582767,4881218.399399999529123,-99
562,562,65711,33804,33804,82025,476848.590067179000471,58.416242151214618,286505.916228702000808,97.225575909552646,16,4,520689.169300000183284,4881078.148099999874830,-99
563,563,65711,33813,33813,82025,476848.590067179000471,4.072827613666870,23192.167017681000289,83.740432866109728,16,4,520734.137799999676645,4881383.789000000804663,-99
564,564,65711,33814,33814,82025,476848.590067179000471,1.651081534119887,25992.713316572200711,30.289869781661199,16,4,521030.766499999910593,4881414.867200000211596,-99
565,565,65711,33815,33815,82025,476848.590067179000471,6.990422757988192,41696.713945665600477,79.943307773937818,16,4,520515.501400000415742,4881308.220100000500679,-99
566,566,65711,33850,33850,82025,476848.590067179000471,12.888540039866953,61458.821032476902474,100.000000696193794,16,4,520727.090200000442564,4881525.567600000649691,-99
567,567,65711,34323,34323,82025,476848.590067179000471,1.730962396014703,404506.033053117978852,2.040530698068793,16,4,521748.971900000236928,4881949.414999999105930,-99
568,568,88178,32487,32487,101292,10117.895650355800171,80.452144425684608,56339.176894175900088,14.448319038728794,16,2,519345.789699999615550,4879872.357699999585748,-99
569,569,88178,32849,32849,101292,10117.895650355800171,9.069474870390433,74907.132961083203554,1.225036878528098,16,2,519305.480899999849498,4880108.945399999618530,-99
570,570,65842,42452,42452,82142,26271.732247356500011,94.582895078992351,25152.663423845999205,98.790988962995073,16,2,513039.733199999667704,4893366.798499999567866,-99
571,571,71342,32721,32721,86964,112830.348870412999531,65.272479893317495,73657.780323579194373,99.985590736603442,16,2,513706.767699999734759,4879569.928200000897050,-99
572,572,71342,32722,32722,86964,112830.348870412999531,21.465666853315515,25558.228431934101536,94.763167417717952,16,2,513802.872399999760091,4879712.122099999338388,-99
573,573,71342,32890,32890,86964,112830.348870412999531,3.111291814642814,474560.459790056978818,0.739733228173099,16,2,513595.546600000001490,4880050.337799999862909,-99
574,574,71110,37971,37971,86765,17802.792235630200594,100.000000000000000,773248.573289399035275,2.302337547148277,16,2,530594.142099999822676,4886278.935799999162555,-99
575,575,67016,35629,35629,83190,2438.291057241310227,100.000000000000000,136218.887507234001532,1.789980157569429,16,2,525421.990600000135601,4883768.513100000098348,-99
576,576,71109,37109,37109,86764,19023.874168426598771,41.180751291651802,21105.859561139201105,37.118480224141578,16,2,537514.390200000256300,4886107.244400000199676,-99
577,577,66666,32304,32304,82870,374720.212252537021413,7.652724344668346,28751.630930308700044,99.738011304303114,16,2,514613.052199999801815,4879394.356000000610948,-99
578,578,66666,32310,32310,82870,374720.212252537021413,0.228918996256798,36782.463030802398862,2.332105242494249,16,2,515423.369699999690056,4879397.459699999541044,-99
579,579,66785,32339,32339,82980,67422.521594586796709,11.588180560886826,20651.357886945399514,37.833074143868217,16,2,515771.973600000143051,4879565.421700000762939,-99
580,580,66666,32365,32365,82870,374720.212252537021413,0.571906827469793,78258.036349324102048,2.738441414777550,16,2,514639.373900000005960,4879604.278500000014901,-99
581,581,66666,32705,32705,82870,374720.212252537021413,58.725728046287188,249054.843469170009485,88.356913568370516,16,2,514144.629200000315905,4879518.061300000175834,-99
