t, o
0, 0.775882
0, 1.059050
0, 1.350714
0, 1.036397
0, 0.931624
0, 0.991090
0, 0.889149
0, 0.906139
0, 0.843842
0, 0.790040
0, 0.764555
0, 0.824020
0, 0.795703
0, 1.475308
0, 1.582912
0, 1.710338
0, 1.512120
0, 5.040399
0, 8.013668
0, 7.305746
0, 9.995847
0, 11.524957
0, 17.160009
0, 12.317828
0, 8.353470
0, 6.116439
0, 4.813864
0, 4.162576
0, 4.927131
0, 8.240202
0, 10.562184
0, 8.834856
0, 7.107528
0, 5.889904
0, 5.012082
0, 4.360794
0, 3.851091
0, 3.454655
0, 3.171487
0, 2.944952
0, 2.831685
0, 10.222382
0, 17.896247
0, 14.554859
0, 11.949709
0, 13.761987
0, 16.735256
0, 15.092879
0, 20.104961
0, 31.148531
0, 30.299026
0, 23.191497
0, 17.443178
0, 13.903572
0, 11.496640
0, 9.740995
0, 8.580005
0, 7.928717
0, 7.362380
0, 6.796043
0, 5.918221
0, 5.436835
0, 5.068716
0, 4.757230
0, 4.530695
0, 11.355055
0, 19.142188
0, 41.625765
0, 109.019859
0, 84.950540
0, 48.988145
0, 31.998037
0, 28.316847
0, 34.829721
0, 139.318885
0, 114.400060
0, 248.621913
0, 218.889224
0, 130.257494
0, 84.667371
0, 61.447557
0, 50.687155
0, 36.811901
0, 37.378238
0, 52.669335
0, 62.580231
0, 58.049536
0, 130.823831
0, 154.609982
0, 125.726799
0, 84.950540
0, 59.748546
0, 43.324775
0, 37.944574
0, 117.514913
0, 111.285207
0, 77.304991
0, 68.809937
0, 62.863399
0, 52.102998
0, 39.926754
0, 31.998037
0, 26.844371
0, 25.768330
0, 35.112890
0, 66.261421
0, 74.473307
0, 120.063430
0, 93.728762
0, 103.922827
0, 71.641622
0, 54.934682
0, 56.633693
0, 53.235672
0, 43.891112
0, 34.546553
0, 27.807143
0, 23.191497
0, 19.821793
0, 16.990108
0, 15.432681
0, 13.960205
0, 12.459413
0, 11.893076
0, 10.760402
0, 10.194065
0, 9.061391
0, 8.495054
0, 8.495054
0, 7.928717
0, 7.928717
0, 7.843767
0, 7.079212
0, 6.796043
0, 6.937627
0, 8.013668
0, 11.326739
0, 10.194065
0, 9.627728
0, 9.061391
0, 8.495054
0, 7.928717
0, 7.362380
0, 10.760402
0, 14.611493
0, 26.759420
0, 28.600015
0, 24.409122
0, 20.076644
0, 17.188326
0, 15.970701
0, 14.979612
0, 16.876841
0, 20.246545
0, 20.954466
0, 19.057238
0, 16.905157
0, 15.121196
0, 13.478819
0, 12.289511
0, 15.177830
0, 14.413275
0, 13.139017
0, 12.261195
0, 11.468323
0, 10.901986
0, 10.505550
0, 10.703768
0, 10.760402
0, 10.533867
0, 10.675451
0, 9.882579
0, 9.316243
0, 8.749906
0, 8.325153
0, 8.098618
0, 7.787133
0, 8.013668
0, 8.296836
0, 8.041984
0, 7.503964
0, 7.334063
0, 10.335649
0, 19.312089
0, 17.386544
0, 14.526542
0, 12.487729
0, 11.185154
0, 10.165748
0, 9.259609
0, 8.551688
0, 7.957034
0, 7.447331
0, 7.022578
0, 6.654459
0, 6.371290
0, 6.059805
0, 5.804954
0, 5.521785
0, 5.266933
0, 5.068716
0, 4.842181
0, 4.559012
0, 4.389111
0, 4.389111
0, 4.389111
0, 4.190893
0, 3.936042
0, 3.766141
0, 3.596240
0, 3.482972
0, 3.369705
0, 3.199804
0, 3.029903
0, 2.888318
0, 2.772219
0, 2.712754
0, 2.684437
0, 2.644793
0, 2.973269
0, 3.539606
0, 4.162576
0, 3.539606
0, 3.171487
0, 3.482972
0, 3.822774
0, 3.766141
0, 3.228121
0, 2.888318
0, 3.001586
0, 3.313071
0, 3.256437
0, 3.369705
0, 3.596240
0, 3.228121
0, 2.831685
0, 2.624972
0, 2.489051
0, 2.404100
0, 2.333308
0, 2.220041
0, 2.205882
0, 2.188892
0, 2.205882
0, 2.160575
0, 2.052971
0, 1.962357
0, 1.837763
0, 1.735823
0, 1.665031
0, 1.602734
0, 1.540436
0, 1.469644
0, 1.407347
0, 1.311070
0, 1.251605
0, 1.302575
0, 1.265763
0, 1.183644
0, 1.110020
0, 1.098694
0, 1.081704
0, 1.078872
0, 1.090199
0, 1.129842
0, 1.095862
0, 1.033565
0, 0.976931
0, 0.906139
0, 0.897644
0, 0.923129
0, 0.957109
0, 0.928793
0, 0.903307
0, 0.841010
0, 0.804198
0, 0.767387
0, 0.707921
0, 0.693763
0, 0.651287
0, 0.639961
0, 0.622971
0, 0.572000
0, 0.557842
0, 0.549347
0, 0.569169
0, 0.532357
0, 0.512535
0, 0.498377
0, 0.484218
0, 0.470060
0, 0.441743
0, 0.441743
0, 0.427584
0, 0.441743
0, 0.433248
0, 0.393604
0, 0.379446
0, 0.373782
0, 0.379446
0, 0.376614
0, 0.370951
0, 0.373782
0, 0.342634
0, 0.334139
0, 0.334139
0, 0.319980
0, 0.308654
0, 0.319980
0, 0.328475
0, 0.305822
0, 0.331307
0, 0.283168
0, 0.278921
0, 0.300159
0, 0.297327
0, 0.302990
0, 0.261364
0, 0.279487
0, 0.325644
0, 0.328475
0, 0.294495
0, 0.273824
0, 0.282602
0, 0.266745
0, 0.261364
0, 0.300159
0, 0.373782
0, 0.481386
0, 0.509703
0, 0.484218
0, 0.436079
0, 0.370951
0, 0.288832
0, 0.288832
0, 0.351129
0, 0.379446
0, 0.368119
0, 0.370951
0, 0.416258
0, 0.410594
0, 0.481386
0, 0.461565
0, 0.441743
0, 0.393604
0, 0.339802
0, 0.325644
0, 0.379446
0, 0.308654
0, 0.300159
0, 0.300159
0, 0.297327
0, 0.308654
0, 0.308654
0, 0.297327
0, 0.311485
0, 0.302990
0, 0.308654
0, 0.317149
0, 0.314317
0, 0.305822
0, 0.300159
0, 0.297327
0, 0.300159
0, 0.302990
0, 0.308654
0, 0.523862
0, 0.566337
0, 0.710753
0, 0.557842
0, 0.540852
0, 0.495545
0, 0.543683
0, 0.467228
0, 0.430416
0, 0.399268
0, 0.393604
0, 0.385109
0, 0.393604
0, 0.402099
0, 0.399268
0, 0.410594
0, 0.362456
0, 0.979763
0, 2.718417
0, 7.928717
0, 21.237635
0, 28.316847
0, 56.633693
0, 101.940648
0, 56.633693
0, 28.316847
0, 42.475270
0, 36.811901
0, 48.138639
0, 45.306955
0, 31.148531
0, 36.811901
0, 26.901004
0, 21.237635
0, 19.821793
0, 22.653477
0, 21.237635
0, 33.980216
0, 50.970324
0, 62.297063
0, 62.297063
0, 48.138639
0, 50.970324
0, 42.475270
0, 29.732689
0, 26.391301
0, 26.447935
0, 22.908329
0, 19.142188
0, 16.027335
0, 13.705354
0, 11.808125
0, 10.335649
0, 9.259609
0, 9.146341
0, 10.703768
0, 17.018425
0, 25.088726
0, 47.572302
0, 92.029751
0, 163.105036
0, 106.471343
0, 59.748546
0, 37.095069
0, 26.561202
0, 21.350902
0, 23.842785
0, 20.388130
0, 22.002190
0, 21.350902
0, 41.342596
0, 84.384203
0, 77.021823
0, 49.271313
0, 34.829721
0, 26.561202
0, 21.492487
0, 17.952881
0, 16.225553
0, 46.156460
0, 68.809937
0, 56.633693
0, 65.411916
0, 57.200030
0, 51.253492
0, 42.758438
0, 38.227743
0, 32.564374
0, 25.824964
0, 21.379219
0, 18.292683
0, 15.772484
0, 14.639810
0, 13.960205
0, 12.544363
0, 11.779808
0, 12.176244
0, 11.949709
0, 11.326739
0, 10.647134
0, 9.939213
0, 9.316243
0, 8.778222
0, 8.155252
0, 7.560598
0, 7.107528
0, 6.739409
0, 6.371290
0, 6.003171
0, 5.663369
0, 5.436835
0, 5.210300
0, 5.040399
0, 4.842181
0, 4.785547
0, 4.898814
0, 4.927131
0, 4.842181
0, 6.484558
0, 7.702182
0, 6.796043
0, 6.173073
0, 19.765159
0, 60.598052
0, 49.554482
0, 35.396058
0, 26.193083
0, 31.998037
0, 36.528732
0, 29.449520
0, 24.975459
0, 38.227743
0, 64.562410
0, 69.942611
0, 66.827758
0, 61.730726
0, 49.271313
0, 48.988145
0, 53.518840
0, 47.005965
0, 37.944574
0, 29.732689
0, 24.692290
0, 20.727932
0, 18.745752
0, 17.216643
0, 15.347731
0, 14.045156
0, 12.969116
0, 11.609907
0, 10.590501
0, 9.825946
0, 9.174658
0, 8.608321
0, 8.240202
0, 9.004757
0, 8.721589
0, 7.843767
0, 7.362380
0, 6.994261
0, 9.401193
0, 9.995847
0, 9.372876
0, 8.551688
0, 7.900400
0, 7.532281
0, 7.192479
0, 6.909311
0, 6.541192
0, 6.258023
0, 6.059805
0, 5.804954
0, 5.606736
0, 5.691686
0, 5.748320
0, 6.767726
0, 6.796043
0, 6.201389
0, 7.787133
0, 9.202975
0, 8.693272
0, 7.957034
0, 7.277430
0, 7.617232
0, 8.551688
0, 8.834856
0, 8.495054
0, 8.410103
0, 9.061391
0, 8.353470
0, 7.730499
0, 7.305746
0, 6.909311
0, 6.597825
0, 6.399607
0, 6.031488
0, 5.748320
0, 5.606736
0, 6.258023
0, 6.682776
0, 6.116439
0, 5.550102
0, 5.210300
0, 4.983765
0, 4.757230
0, 4.530695
0, 4.332478
0, 4.190893
0, 4.049309
0, 3.964359
0, 3.822774
0, 3.709507
0, 3.539606
0, 3.454655
0, 3.284754
0, 3.228121
0, 3.256437
0, 3.369705
0, 3.313071
0, 3.058219
0, 3.001586
0, 2.888318
0, 2.772219
0, 2.684437
0, 2.624972
0, 2.520199
0, 2.409764
0, 2.299328
0, 2.217209
0, 2.146417
0, 2.086952
0, 2.027486
0, 2.027486
0, 2.047308
0, 2.050140
0, 2.002001
0, 1.951031
0, 2.078457
0, 2.143585
0, 1.973684
0, 1.766971
0, 1.710338
0, 1.687684
0, 1.684852
0, 1.682021
0, 1.568753
0, 1.486634
0, 1.418674
0, 1.381862
0, 1.336555
0, 1.319565
0, 1.328060
0, 1.302575
0, 1.305407
0, 1.226119
0, 1.169486
0, 1.231783
0, 1.234615
0, 1.203466
0, 1.090199
0, 1.033565
0, 0.974100
0, 0.931624
0, 0.900476
0, 0.872159
0, 0.838179
0, 0.801367
0, 0.770218
0, 0.741901
0, 0.724911
0, 0.716416
0, 0.699426
0, 0.716416
0, 0.699426
0, 0.719248
0, 0.815525
0, 0.826852
0, 0.801367
0, 0.807030
0, 0.761723
0, 0.733406
0, 0.722080
0, 0.679604
0, 0.654119
0, 0.634297
0, 0.614476
0, 0.608812
0, 0.600317
0, 0.605981
0, 0.569169
0, 0.546515
0, 0.535188
0, 0.543683
0, 0.535188
0, 0.512535
0, 0.506872
0, 0.509703
0, 0.512535
0, 0.504040
0, 0.484218
0, 0.481386
0, 0.484218
0, 0.464396
0, 0.455901
0, 0.447406
0, 0.441743
0, 0.450238
0, 0.521030
0, 0.557842
0, 0.552179
0, 0.523862
0, 0.515367
0, 0.487050
0, 0.464396
0, 0.444574
0, 0.427584
0, 0.416258
0, 0.413426
0, 0.416258
0, 0.404931
0, 0.404931
0, 0.402099
0, 0.393604
0, 0.419089
0, 0.424753
0, 0.410594
0, 0.419089
0, 0.399268
0, 0.387941
0, 0.373782
0, 0.362456
0, 0.356792
0, 0.365287
0, 0.379446
0, 0.385109
0, 0.385109
0, 0.402099
0, 0.404931
0, 0.393604
0, 0.387941
0, 0.385109
0, 0.379446
0, 0.370951
0, 0.373782
0, 0.368119
0, 0.373782
0, 0.370951
0, 0.390772
0, 0.427584
0, 0.574832
0, 1.002416
0, 0.877822
0, 0.855169
0, 0.821189
0, 0.792872
0, 0.651287
0, 0.591822
0, 0.566337
0, 0.555010
0, 0.588990
0, 0.588990
0, 0.574832
0, 0.549347
0, 0.529525
0, 0.509703
0, 0.492713
0, 0.651287
0, 0.753228
0, 3.737824
0, 3.879408
0, 3.001586
0, 2.395605
0, 1.716001
0, 1.336555
0, 1.138337
0, 0.999585
0, 0.917466
0, 0.855169
0, 0.829684
0, 0.798535
0, 0.781545
0, 0.758891
0, 0.747565
0, 0.730575
0, 0.719248
0, 0.722080
0, 0.719248
0, 0.722080
0, 0.713585
0, 0.710753
0, 0.824020
0, 0.869327
0, 1.104357
0, 1.721664
0, 1.546100
0, 1.328060
0, 2.098278
0, 5.833270
0, 10.618817
0, 17.018425
0, 12.232878
0, 8.240202
0, 5.578419
0, 4.190893
0, 3.313071
0, 2.806199
0, 2.503209
0, 3.086536
0, 3.199804
0, 4.020992
0, 5.408518
0, 5.068716
0, 25.145360
0, 152.061466
0, 161.406026
0, 67.960432
0, 39.926754
0, 28.600015
0, 22.002190
0, 17.641395
0, 14.809711
0, 12.685947
0, 11.071887
0, 9.740995
0, 8.778222
0, 8.693272
0, 8.211886
0, 11.241788
0, 16.537038
0, 28.600015
0, 58.332704
0, 43.324775
0, 31.998037
0, 32.281205
0, 62.013894
0, 52.669335
0, 44.174281
0, 37.944574
0, 42.192101
0, 40.493091
0, 38.510911
0, 35.112890
0, 30.299026
0, 27.835460
0, 30.865363
0, 36.245564
0, 52.102998
0, 50.403987
0, 46.722797
0, 64.279242
0, 105.338669
0, 89.764404
0, 83.817866
0, 71.641622
0, 56.350525
0, 44.174281
0, 39.360417
0, 32.847542
0, 27.977044
0, 24.409122
0, 21.492487
0, 19.850109
0, 17.669712
0, 15.574266
0, 14.158423
0, 13.082383
0, 12.176244
0, 12.770898
0, 25.938231
0, 22.625160
0, 27.580609
0, 35.396058
0, 59.748546
0, 80.986181
0, 80.419844
0, 75.039643
0, 54.934682
0, 40.493091
0, 37.378238
0, 49.837650
0, 52.386166
0, 47.855471
0, 41.342596
0, 35.679227
0, 30.299026
0, 26.674469
0, 23.191497
0, 20.303179
0, 18.122782
0, 16.423771
0, 15.121196
0, 14.045156
0, 13.280601
0, 12.459413
0, 11.808125
0, 11.128521
0, 10.562184
0, 9.882579
0, 9.259609
0, 8.834856
0, 8.438420
0, 9.457827
0, 9.202975
0, 8.325153
0, 8.098618
0, 7.758816
0, 7.305746
0, 7.050895
0, 8.608321
0, 8.155252
0, 7.588915
0, 7.985351
0, 7.843767
0, 8.268519
0, 16.168919
0, 25.173677
0, 24.154270
0, 20.133278
0, 22.880012
0, 25.626746
0, 23.418032
0, 21.832289
0, 19.510307
0, 18.037831
0, 17.698029
0, 16.027335
0, 19.085555
0, 21.067734
0, 19.821793
0, 19.595258
0, 19.142188
0, 17.641395
0, 16.225553
0, 14.838028
0, 13.507136
0, 12.997433
0, 13.422185
0, 13.960205
0, 14.668127
0, 16.168919
0, 16.168919
0, 14.979612
0, 13.648720
0, 12.629314
0, 11.808125
0, 11.128521
0, 10.477233
0, 9.712678
0, 9.118025
0, 8.495054
0, 8.325153
0, 8.778222
0, 8.693272
0, 9.599411
0, 13.252284
0, 22.172091
0, 19.595258
0, 16.310504
0, 14.158423
0, 12.714264
0, 11.949709
0, 11.553273
0, 10.703768
0, 9.712678
0, 8.948124
0, 8.325153
0, 7.815450
0, 7.362380
0, 6.965944
0, 6.626142
0, 6.286340
0, 6.003171
0, 5.833270
0, 5.635052
0, 5.323567
0, 5.125349
0, 5.012082
0, 4.870498
0, 4.672280
0, 4.445745
0, 4.162576
0, 4.134260
0, 4.219210
0, 4.247527
0, 4.077626
0, 4.020992
0, 3.794457
0, 3.596240
0, 3.539606
0, 3.426338
0, 3.313071
0, 3.171487
0, 3.029903
0, 2.944952
0, 2.888318
0, 3.284754
0, 3.596240
0, 3.228121
0, 3.313071
0, 4.927131
0, 4.700597
0, 3.822774
0, 3.737824
0, 4.049309
0, 3.681190
0, 3.369705
0, 3.143170
0, 2.973269
0, 2.811863
0, 2.687269
0, 2.590991
0, 2.486219
0, 2.367288
0, 2.239863
0, 2.171902
0, 2.123763
0, 2.044476
0, 1.953862
0, 1.891565
0, 1.846258
0, 1.772635
0, 1.687684
0, 1.619724
0, 1.585743
0, 1.557427
0, 1.492298
0, 1.430001
0, 1.421506
0, 1.452654
0, 1.415842
0, 1.339387
0, 1.243110
0, 1.158159
0, 1.112852
0, 1.059050
0, 1.008080
0, 0.957109
0, 0.985426
0, 0.959941
0, 0.900476
0, 0.883486
0, 0.872159
0, 0.849505
0, 0.838179
0, 0.826852
0, 0.815525
0, 0.798535
0, 0.781545
0, 0.747565
0, 0.741901
0, 0.722080
0, 0.710753
0, 0.713585
0, 0.690931
0, 0.696594
0, 0.713585
0, 0.702258
0, 0.699426
0, 0.651287
0, 0.631466
0, 0.625802
0, 0.622971
0, 0.622971
0, 0.625802
0, 0.608812
0, 0.588990
0, 0.560674
0, 0.501208
0, 0.467228
0, 0.453070
0, 0.464396
0, 0.501208
0, 0.529525
0, 0.662614
0, 0.807030
0, 0.894812
0, 0.778713
0, 0.642792
0, 0.594654
0, 0.535188
0, 0.535188
0, 0.526693
0, 0.526693
0, 0.509703
0, 0.492713
0, 0.495545
0, 0.498377
0, 0.489881
0, 0.475723
0, 0.455901
0, 0.444574
0, 0.438911
0, 0.416258
0, 0.393604
0, 0.399268
0, 0.376614
0, 0.365287
0, 0.365287
0, 0.373782
0, 0.353961
0, 0.328475
0, 0.314317
0, 0.308654
0, 0.331307
0, 0.331307
0, 0.339802
0, 0.370951
0, 0.359624
0, 0.353961
0, 0.390772
0, 0.396436
0, 0.385109
0, 0.385109
0, 0.365287
0, 0.342634
0, 0.345466
0, 0.351129
0, 0.419089
0, 1.396021
0, 1.605565
0, 1.226119
0, 0.889149
0, 0.767387
0, 0.705089
0, 0.662614
0, 0.611644
0, 0.594654
0, 0.574832
0, 0.555010
0, 0.538020
0, 0.535188
0, 0.549347
0, 0.532357
0, 0.518198
0, 0.523862
0, 0.543683
0, 0.540852
0, 0.552179
0, 0.552179
0, 0.526693
0, 0.501208
0, 0.489881
0, 0.475723
0, 0.475723
0, 0.487050
0, 0.540852
0, 0.605981
0, 0.642792
0, 1.112852
0, 4.020992
0, 5.097032
0, 4.445745
0, 3.766141
0, 3.228121
0, 4.077626
0, 3.879408
0, 4.700597
0, 11.864759
0, 27.099222
0, 24.012686
0, 14.668127
0, 9.429510
0, 6.994261
0, 5.606736
0, 4.672280
0, 4.389111
0, 4.842181
0, 4.474062
0, 3.992675
0, 3.596240
0, 3.313071
0, 3.086536
0, 2.888318
0, 2.709922
0, 2.548516
0, 2.412595
0, 2.321981
0, 2.557011
0, 2.916635
0, 2.670279
0, 2.418259
0, 2.276674
0, 2.194556
0, 2.265348
0, 2.262516
0, 2.123763
0, 2.035981
0, 2.211546
0, 5.295250
0, 8.806539
0, 8.240202
0, 6.371290
0, 5.436835
0, 9.429510
0, 12.459413
0, 10.279015
0, 21.096051
0, 32.847542
0, 27.184173
0, 21.662388
0, 25.711697
0, 21.350902
0, 25.201993
0, 50.970324
0, 66.261421
0, 59.748546
0, 41.908933
0, 42.475270
0, 111.568376
0, 88.914898
0, 50.120818
0, 38.510911
0, 38.227743
0, 47.572302
0, 64.845579
0, 63.429736
0, 47.005965
0, 34.546553
0, 27.439024
0, 22.738428
0, 19.340406
0, 16.820207
0, 14.894661
0, 13.280601
0, 11.949709
0, 10.817035
0, 9.854263
0, 9.089708
0, 8.495054
0, 7.900400
0, 7.390697
0, 7.390697
0, 7.050895
0, 6.626142
0, 7.419014
0, 6.909311
0, 6.314657
0, 5.946538
0, 5.550102
0, 5.323567
0, 5.068716
0, 4.898814
0, 4.700597
0, 5.153666
0, 5.408518
0, 4.955448
0, 4.983765
0, 5.181983
0, 6.116439
0, 6.767726
0, 7.503964
0, 7.220796
0, 7.164162
0, 6.909311
0, 6.541192
0, 6.286340
0, 5.776637
0, 5.465151
0, 5.238617
0, 5.521785
0, 8.976440
0, 21.832289
0, 24.579023
0, 36.528732
0, 31.714868
0, 25.173677
0, 21.209318
0, 24.805558
0, 23.616250
0, 19.991694
0, 20.982783
0, 24.012686
0, 21.634071
0, 20.642981
0, 19.736842
0, 18.490901
0, 16.650306
0, 15.149513
0, 13.846938
0, 13.761987
0, 30.582194
0, 35.112890
0, 31.431700
0, 27.070905
0, 23.474666
0, 20.671298
0, 18.236049
0, 16.593672
0, 15.291097
0, 14.271691
0, 13.931889
0, 14.668127
0, 13.733671
0, 12.969116
0, 15.291097
0, 14.696443
0, 13.705354
0, 13.025749
0, 15.659216
0, 21.322585
0, 20.926150
0, 18.660802
0, 16.310504
0, 14.469909
0, 12.940799
0, 11.808125
0, 10.788719
0, 9.797629
0, 9.089708
0, 10.873669
0, 11.156838
0, 10.279015
0, 9.231292
0, 8.664955
0, 8.098618
0, 7.475648
0, 6.965944
0, 6.512875
0, 6.144756
0, 5.776637
0, 5.436835
0, 5.181983
0, 4.983765
0, 4.842181
0, 4.785547
0, 4.700597
0, 4.559012
0, 4.275844
0, 5.720003
0, 6.427924
0, 9.514460
0, 21.605754
0, 19.453674
0, 20.076644
0, 16.820207
0, 14.016839
0, 12.006343
0, 10.420600
0, 9.684362
0, 9.316243
0, 12.006343
0, 12.034660
0, 10.562184
0, 9.372876
0, 8.353470
0, 7.702182
0, 7.164162
0, 6.512875
0, 5.974855
0, 5.521785
0, 5.125349
0, 4.785547
0, 4.474062
0, 4.275844
0, 3.992675
0, 3.709507
0, 3.454655
0, 3.256437
0, 3.143170
0, 3.058219
0, 2.916635
0, 3.539606
0, 4.105943
0, 3.766141
0, 3.369705
0, 3.029903
0, 2.800536
0, 2.678774
0, 2.613645
0, 2.545685
0, 3.313071
0, 3.681190
0, 2.888318
0, 2.494714
0, 2.293665
0, 2.180397
0, 2.064298
0, 2.103942
0, 2.115268
0, 1.962357
0, 1.843427
0, 1.727328
0, 1.659367
0, 1.645209
0, 1.633882
0, 1.531941
0, 1.475308
0, 1.413011
0, 1.356377
0, 1.282753
0, 1.226119
0, 1.186476
0, 1.152496
0, 1.135506
0, 1.138337
0, 1.144001
0, 1.138337
0, 1.095862
0, 1.070377
0, 1.189308
0, 1.693347
0, 1.415842
0, 1.231783
0, 1.098694
0, 0.988258
0, 0.894812
0, 0.846674
0, 0.824020
0, 0.775882
0, 0.775882
0, 0.767387
0, 0.773050
0, 0.741901
0, 0.719248
0, 0.668278
0, 0.639961
0, 0.600317
0, 0.569169
0, 0.560674
0, 0.557842
0, 0.555010
0, 0.552179
0, 0.538020
0, 0.521030
0, 0.529525
0, 0.549347
0, 0.586159
0, 0.572000
0, 0.557842
0, 0.521030
0, 0.518198
0, 0.504040
0, 0.484218
0, 0.504040
0, 0.484218
0, 0.450238
0, 0.416258
0, 0.387941
0, 0.362456
0, 0.362456
0, 0.342634
0, 0.348297
0, 0.336970
0, 0.345466
0, 0.368119
0, 0.359624
0, 0.351129
0, 0.404931
0, 0.399268
0, 0.390772
0, 0.387941
0, 0.362456
0, 0.336970
0, 0.317149
0, 0.399268
0, 0.679604
0, 0.665446
0, 0.549347
0, 0.523862
0, 0.495545
0, 0.453070
0, 0.413426
0, 0.404931
0, 0.427584
0, 0.421921
0, 0.419089
0, 0.430416
0, 0.427584
0, 0.413426
0, 0.416258
0, 0.382277
0, 0.359624
0, 0.345466
0, 0.334139
0, 0.334139
0, 0.325644
0, 0.319980
0, 0.322812
0, 0.339802
0, 0.390772
0, 0.396436
0, 0.407763
0, 0.421921
0, 0.424753
0, 0.419089
0, 0.407763
0, 0.399268
0, 0.390772
0, 0.385109
0, 0.373782
0, 0.373782
0, 0.359624
0, 0.365287
0, 0.736238
0, 0.934456
0, 0.880654
0, 0.739070
0, 0.846674
0, 0.750396
0, 0.744733
0, 0.617307
0, 0.580495
0, 0.620139
0, 0.974100
0, 1.039228
0, 0.925961
0, 1.945367
0, 2.095447
0, 1.537605
0, 1.500793
0, 1.885902
0, 1.866080
0, 1.605565
0, 1.197803
0, 0.988258
0, 0.894812
0, 1.809446
0, 4.983765
0, 10.335649
0, 8.948124
0, 8.240202
0, 8.240202
0, 9.316243
0, 10.335649
0, 8.863173
0, 6.994261
0, 5.691686
0, 10.760402
0, 14.838028
0, 11.666541
0, 12.147927
0, 15.687533
0, 28.600015
0, 26.504568
0, 17.924564
0, 13.167334
0, 13.818621
0, 25.400211
0, 20.444763
0, 15.432681
0, 12.431096
0, 10.448916
0, 8.948124
0, 7.758816
0, 6.824360
0, 6.116439
0, 5.635052
0, 5.153666
0, 3.964359
0, 3.398022
0, 3.114853
0, 3.114853
0, 3.114853
0, 3.681190
0, 3.992675
0, 19.170505
0, 44.457449
0, 35.396058
0, 24.607340
0, 19.085555
0, 16.735256
0, 31.431700
0, 33.130711
0, 26.561202
0, 21.492487
0, 17.896247
0, 15.177830
0, 13.139017
0, 11.524957
0, 10.562184
0, 13.082383
0, 28.316847
0, 52.952503
0, 47.289134
0, 35.962395
0, 28.288530
0, 24.069320
0, 30.865363
0, 30.015857
0, 27.099222
0, 25.598429
0, 21.662388
0, 18.859020
0, 25.966548
0, 33.980216
0, 36.245564
0, 33.130711
0, 43.041607
0, 40.209922
0, 43.324775
0, 37.661406
0, 30.865363
0, 25.570112
0, 21.407536
0, 18.009514
0, 16.763573
0, 20.104961
0, 18.490901
0, 15.885751
0, 14.215057
0, 12.997433
0, 12.289511
0, 11.921392
0, 12.091293
0, 14.130106
0, 15.432681
0, 17.584762
0, 17.924564
0, 16.338820
0, 15.999018
0, 14.328324
0, 13.223967
0, 12.402779
0, 12.884165
0, 21.322585
0, 25.088726
0, 22.993279
0, 20.388130
0, 18.717436
0, 16.876841
0, 15.121196
0, 13.733671
0, 12.516046
0, 11.440006
0, 10.477233
0, 10.732085
0, 16.452088
0, 15.942385
0, 27.523975
0, 33.413879
0, 26.957638
0, 21.917239
0, 18.774069
0, 16.678623
0, 15.036246
0, 13.308918
0, 12.034660
0, 11.043570
0, 10.279015
0, 9.542777
0, 9.656045
0, 10.647134
0, 32.281205
0, 35.112890
0, 26.646153
0, 21.464170
0, 18.037831
0, 15.517632
0, 13.705354
0, 12.289511
0, 11.213471
0, 10.477233
0, 10.250698
0, 9.599411
0, 8.806539
0, 11.298422
0, 32.281205
0, 30.015857
0, 24.154270
0, 51.536661
0, 84.950540
0, 69.376274
0, 45.873291
0, 41.342596
0, 41.625765
0, 37.095069
0, 35.112890
0, 41.059428
0, 36.528732
0, 33.697047
0, 29.449520
0, 25.088726
0, 23.021596
0, 22.795062
0, 19.991694
0, 17.358227
0, 15.829117
0, 14.186740
0, 12.827532
0, 11.779808
0, 10.986936
0, 10.930303
0, 10.165748
0, 9.259609
0, 8.608321
0, 8.183569
0, 7.815450
0, 7.645549
0, 17.301593
0, 20.218228
0, 21.067734
0, 19.028921
0, 16.480405
0, 14.356641
0, 13.733671
0, 13.592086
0, 12.317828
0, 11.270105
0, 10.420600
0, 9.684362
0, 9.004757
0, 8.608321
0, 8.183569
0, 7.560598
0, 7.107528
0, 6.682776
0, 6.314657
0, 6.003171
0, 5.748320
0, 5.663369
0, 5.748320
0, 5.974855
0, 6.512875
0, 7.872083
0, 7.532281
0, 6.597825
0, 6.173073
0, 6.796043
0, 6.937627
0, 6.286340
0, 5.833270
0, 5.521785
0, 5.663369
0, 5.550102
0, 9.259609
0, 13.280601
0, 24.324171
0, 20.982783
0, 16.537038
0, 13.931889
0, 11.836442
0, 10.901986
0, 12.147927
0, 12.062977
0, 10.873669
0, 9.797629
0, 8.806539
0, 8.070301
0, 7.532281
0, 7.135845
0, 6.909311
0, 6.512875
0, 6.088122
0, 5.861587
0, 5.550102
0, 5.210300
0, 4.898814
0, 4.502379
0, 4.275844
0, 4.049309
0, 3.794457
0, 3.624556
0, 3.454655
0, 3.256437
0, 3.284754
0, 3.313071
0, 3.058219
0, 2.860002
0, 2.709922
0, 2.517368
0, 2.299328
0, 2.183229
0, 2.052971
0, 2.004833
0, 1.968021
0, 1.919882
0, 1.843427
0, 1.755644
0, 1.679189
0, 1.633882
0, 1.588575
0, 1.599902
0, 1.534773
0, 1.475308
0, 1.444159
0, 1.404516
0, 1.364872
0, 1.305407
0, 1.240278
0, 1.206298
0, 1.200634
0, 1.197803
0, 1.172317
