station_nbr	record_date	mean_daily_flow_cfs	published_status	estimated	revised	download_date
14170000	01-01-1979	120   	Published			09-07-2017 18:50
14170000	01-02-1979	120   	Published			09-07-2017 18:50
14170000	01-03-1979	120   	Published			09-07-2017 18:50
14170000	01-04-1979	110   	Published			09-07-2017 18:50
14170000	01-05-1979	100   	Published			09-07-2017 18:50
14170000	01-06-1979	100   	Published			09-07-2017 18:50
14170000	01-07-1979	90   	Published			09-07-2017 18:50
14170000	01-08-1979	90   	Published			09-07-2017 18:50
14170000	01-09-1979	90   	Published			09-07-2017 18:50
14170000	01-10-1979	130   	Published			09-07-2017 18:50
14170000	01-11-1979	800   	Published			09-07-2017 18:50
14170000	01-12-1979	1370   	Published			09-07-2017 18:50
14170000	01-13-1979	1070   	Published			09-07-2017 18:50
14170000	01-14-1979	774   	Published			09-07-2017 18:50
14170000	01-15-1979	669   	Published			09-07-2017 18:50
14170000	01-16-1979	386   	Published			09-07-2017 18:50
14170000	01-17-1979	199   	Published			09-07-2017 18:50
14170000	01-18-1979	170   	Published			09-07-2017 18:50
14170000	01-19-1979	156   	Published			09-07-2017 18:50
14170000	01-20-1979	165   	Published			09-07-2017 18:50
14170000	01-21-1979	151   	Published			09-07-2017 18:50
14170000	01-22-1979	134   	Published			09-07-2017 18:50
14170000	01-23-1979	126   	Published			09-07-2017 18:50
14170000	01-24-1979	134   	Published			09-07-2017 18:50
14170000	01-25-1979	156   	Published			09-07-2017 18:50
14170000	01-26-1979	134   	Published			09-07-2017 18:50
14170000	01-27-1979	130   	Published			09-07-2017 18:50
14170000	01-28-1979	156   	Published			09-07-2017 18:50
14170000	01-29-1979	134   	Published			09-07-2017 18:50
14170000	01-30-1979	121   	Published			09-07-2017 18:50
14170000	01-31-1979	113   	Published			09-07-2017 18:50
14170000	02-01-1979	109   	Published			09-07-2017 18:50
14170000	02-02-1979	109   	Published			09-07-2017 18:50
14170000	02-03-1979	106   	Published			09-07-2017 18:50
14170000	02-04-1979	106   	Published			09-07-2017 18:50
14170000	02-05-1979	147   	Published			09-07-2017 18:50
14170000	02-06-1979	316   	Published			09-07-2017 18:50
14170000	02-07-1979	2030   	Published			09-07-2017 18:50
14170000	02-08-1979	3200   	Published			09-07-2017 18:50
14170000	02-09-1979	2320   	Published			09-07-2017 18:50
14170000	02-10-1979	1900   	Published			09-07-2017 18:50
14170000	02-11-1979	2280   	Published			09-07-2017 18:50
14170000	02-12-1979	2120   	Published			09-07-2017 18:50
14170000	02-13-1979	2170   	Published			09-07-2017 18:50
14170000	02-14-1979	1820   	Published			09-07-2017 18:50
14170000	02-15-1979	1120   	Published			09-07-2017 18:50
14170000	02-16-1979	834   	Published			09-07-2017 18:50
14170000	02-17-1979	1030   	Published			09-07-2017 18:50
14170000	02-18-1979	1310   	Published			09-07-2017 18:50
14170000	02-19-1979	1610   	Published			09-07-2017 18:50
14170000	02-20-1979	2130   	Published			09-07-2017 18:50
14170000	02-21-1979	2020   	Published			09-07-2017 18:50
14170000	02-22-1979	1880   	Published			09-07-2017 18:50
14170000	02-23-1979	1630   	Published			09-07-2017 18:50
14170000	02-24-1979	1120   	Published			09-07-2017 18:50
14170000	02-25-1979	1140   	Published			09-07-2017 18:50
14170000	02-26-1979	1430   	Published			09-07-2017 18:50
14170000	02-27-1979	1520   	Published			09-07-2017 18:50
14170000	02-28-1979	1900   	Published			09-07-2017 18:50
14170000	03-01-1979	1780   	Published			09-07-2017 18:50
14170000	03-02-1979	1530   	Published			09-07-2017 18:50
14170000	03-03-1979	1050   	Published			09-07-2017 18:50
