station_nbr	record_date	mean_daily_flow_cfs	published_status	estimated	revised	download_date
14206500	01-01-1979		Missing			09-09-2017 10:16
14206500	01-02-1979		Missing			09-09-2017 10:16
14206500	01-03-1979		Missing			09-09-2017 10:16
14206500	01-04-1979		Missing			09-09-2017 10:16
14206500	01-05-1979		Missing			09-09-2017 10:16
14206500	01-06-1979		Missing			09-09-2017 10:16
14206500	01-07-1979		Missing			09-09-2017 10:16
14206500	01-08-1979		Missing			09-09-2017 10:16
14206500	01-09-1979		Missing			09-09-2017 10:16
14206500	01-10-1979		Missing			09-09-2017 10:16
14206500	01-11-1979		Missing			09-09-2017 10:16
14206500	01-12-1979		Missing			09-09-2017 10:16
14206500	01-13-1979		Missing			09-09-2017 10:16
14206500	01-14-1979		Missing			09-09-2017 10:16
14206500	01-15-1979		Missing			09-09-2017 10:16
14206500	01-16-1979		Missing			09-09-2017 10:16
14206500	01-17-1979		Missing			09-09-2017 10:16
14206500	01-18-1979		Missing			09-09-2017 10:16
14206500	01-19-1979		Missing			09-09-2017 10:16
14206500	01-20-1979		Missing			09-09-2017 10:16
14206500	01-21-1979		Missing			09-09-2017 10:16
14206500	01-22-1979		Missing			09-09-2017 10:16
14206500	01-23-1979		Missing			09-09-2017 10:16
14206500	01-24-1979		Missing			09-09-2017 10:16
14206500	01-25-1979		Missing			09-09-2017 10:16
14206500	01-26-1979		Missing			09-09-2017 10:16
14206500	01-27-1979		Missing			09-09-2017 10:16
14206500	01-28-1979		Missing			09-09-2017 10:16
14206500	01-29-1979		Missing			09-09-2017 10:16
14206500	01-30-1979		Missing			09-09-2017 10:16
14206500	01-31-1979		Missing			09-09-2017 10:16
14206500	02-01-1979		Missing			09-09-2017 10:16
14206500	02-02-1979		Missing			09-09-2017 10:16
14206500	02-03-1979		Missing			09-09-2017 10:16
14206500	02-04-1979		Missing			09-09-2017 10:16
14206500	02-05-1979		Missing			09-09-2017 10:16
14206500	02-06-1979		Missing			09-09-2017 10:16
14206500	02-07-1979		Missing			09-09-2017 10:16
14206500	02-08-1979		Missing			09-09-2017 10:16
14206500	02-09-1979		Missing			09-09-2017 10:16
14206500	02-10-1979		Missing			09-09-2017 10:16
14206500	02-11-1979		Missing			09-09-2017 10:16
14206500	02-12-1979		Missing			09-09-2017 10:16
14206500	02-13-1979		Missing			09-09-2017 10:16
14206500	02-14-1979		Missing			09-09-2017 10:16
14206500	02-15-1979		Missing			09-09-2017 10:16
14206500	02-16-1979		Missing			09-09-2017 10:16
14206500	02-17-1979		Missing			09-09-2017 10:16
14206500	02-18-1979		Missing			09-09-2017 10:16
14206500	02-19-1979		Missing			09-09-2017 10:16
14206500	02-20-1979		Missing			09-09-2017 10:16
14206500	02-21-1979		Missing			09-09-2017 10:16
14206500	02-22-1979		Missing			09-09-2017 10:16
14206500	02-23-1979		Missing			09-09-2017 10:16
14206500	02-24-1979		Missing			09-09-2017 10:16
14206500	02-25-1979		Missing			09-09-2017 10:16
14206500	02-26-1979		Missing			09-09-2017 10:16
14206500	02-27-1979		Missing			09-09-2017 10:16
14206500	02-28-1979		Missing			09-09-2017 10:16
14206500	03-01-1979		Missing			09-09-2017 10:16
14206500	03-02-1979		Missing			09-09-2017 10:16
14206500	03-03-1979		Missing			09-09-2017 10:16
14206500	03-04-1979		Missing			09-09-2017 10:16
14206500	03-05-1979		Missing			09-09-2017 10:16
14206500	03-06-1979		Missing			09-09-2017 10:16
14206500	03-07-1979		Missing			09-09-2017 10:16
14206500	03-08-1979		Missing			09-09-2017 10:16
14206500	03-09-1979		Missing			09-09-2017 10:16
14206500	03-10-1979		Missing			09-09-2017 10:16
14206500	03-11-1979		Missing			09-09-2017 10:16
14206500	03-12-1979		Missing			09-09-2017 10:16
14206500	03-13-1979		Missing			09-09-2017 10:16
14206500	03-14-1979		Missing			09-09-2017 10:16
14206500	03-15-1979		Missing			09-09-2017 10:16
14206500	03-16-1979		Missing			09-09-2017 10:16
14206500	03-17-1979		Missing			09-09-2017 10:16
14206500	03-18-1979		Missing			09-09-2017 10:16
14206500	03-19-1979		Missing			09-09-2017 10:16
14206500	03-20-1979		Missing			09-09-2017 10:16
14206500	03-21-1979		Missing			09-09-2017 10:16
14206500	03-22-1979		Missing			09-09-2017 10:16
14206500	03-23-1979		Missing			09-09-2017 10:16
14206500	03-24-1979		Missing			09-09-2017 10:16
14206500	03-25-1979		Missing			09-09-2017 10:16
14206500	03-26-1979		Missing			09-09-2017 10:16
14206500	03-27-1979		Missing			09-09-2017 10:16
14206500	03-28-1979		Missing			09-09-2017 10:16
14206500	03-29-1979		Missing			09-09-2017 10:16
14206500	03-30-1979		Missing			09-09-2017 10:16
14206500	03-31-1979		Missing			09-09-2017 10:16
14206500	04-01-1979		Missing			09-09-2017 10:16
14206500	04-02-1979		Missing			09-09-2017 10:16
14206500	04-03-1979		Missing			09-09-2017 10:16
14206500	04-04-1979		Missing			09-09-2017 10:16
14206500	04-05-1979		Missing			09-09-2017 10:16
14206500	04-06-1979		Missing			09-09-2017 10:16
14206500	04-07-1979		Missing			09-09-2017 10:16
14206500	04-08-1979		Missing			09-09-2017 10:16
14206500	04-09-1979		Missing			09-09-2017 10:16
14206500	04-10-1979		Missing			09-09-2017 10:16
14206500	04-11-1979		Missing			09-09-2017 10:16
14206500	04-12-1979		Missing			09-09-2017 10:16
14206500	04-13-1979		Missing			09-09-2017 10:16
14206500	04-14-1979		Missing			09-09-2017 10:16
14206500	04-15-1979		Missing			09-09-2017 10:16
14206500	04-16-1979		Missing			09-09-2017 10:16
14206500	04-17-1979		Missing			09-09-2017 10:16
14206500	04-18-1979		Missing			09-09-2017 10:16
14206500	04-19-1979		Missing			09-09-2017 10:16
14206500	04-20-1979		Missing			09-09-2017 10:16
14206500	04-21-1979		Missing			09-09-2017 10:16
14206500	04-22-1979		Missing			09-09-2017 10:16
14206500	04-23-1979		Missing			09-09-2017 10:16
14206500	04-24-1979		Missing			09-09-2017 10:16
14206500	04-25-1979		Missing			09-09-2017 10:16
14206500	04-26-1979		Missing			09-09-2017 10:16
14206500	04-27-1979		Missing			09-09-2017 10:16
14206500	04-28-1979		Missing			09-09-2017 10:16
14206500	04-29-1979		Missing			09-09-2017 10:16
14206500	04-30-1979		Missing			09-09-2017 10:16
14206500	05-01-1979		Missing			09-09-2017 10:16
14206500	05-02-1979		Missing			09-09-2017 10:16
14206500	05-03-1979		Missing			09-09-2017 10:16
14206500	05-04-1979		Missing			09-09-2017 10:16
14206500	05-05-1979		Missing			09-09-2017 10:16
14206500	05-06-1979		Missing			09-09-2017 10:16
14206500	05-07-1979		Missing			09-09-2017 10:16
14206500	05-08-1979		Missing			09-09-2017 10:16
14206500	05-09-1979		Missing			09-09-2017 10:16
14206500	05-10-1979		Missing			09-09-2017 10:16
14206500	05-11-1979		Missing			09-09-2017 10:16
14206500	05-12-1979		Missing			09-09-2017 10:16
14206500	05-13-1979		Missing			09-09-2017 10:16
14206500	05-14-1979		Missing			09-09-2017 10:16
14206500	05-15-1979		Missing			09-09-2017 10:16
14206500	05-16-1979		Missing			09-09-2017 10:16
14206500	05-17-1979		Missing			09-09-2017 10:16
14206500	05-18-1979		Missing			09-09-2017 10:16
14206500	05-19-1979		Missing			09-09-2017 10:16
14206500	05-20-1979		Missing			09-09-2017 10:16
14206500	05-21-1979		Missing			09-09-2017 10:16
14206500	05-22-1979		Missing			09-09-2017 10:16
14206500	05-23-1979		Missing			09-09-2017 10:16
14206500	05-24-1979		Missing			09-09-2017 10:16
14206500	05-25-1979		Missing			09-09-2017 10:16
14206500	05-26-1979		Missing			09-09-2017 10:16
14206500	05-27-1979		Missing			09-09-2017 10:16
14206500	05-28-1979		Missing			09-09-2017 10:16
14206500	05-29-1979		Missing			09-09-2017 10:16
14206500	05-30-1979		Missing			09-09-2017 10:16
14206500	05-31-1979		Missing			09-09-2017 10:16
14206500	06-01-1979		Missing			09-09-2017 10:16
14206500	06-02-1979		Missing			09-09-2017 10:16
14206500	06-03-1979		Missing			09-09-2017 10:16
14206500	06-04-1979		Missing			09-09-2017 10:16
14206500	06-05-1979		Missing			09-09-2017 10:16
14206500	06-06-1979		Missing			09-09-2017 10:16
14206500	06-07-1979		Missing			09-09-2017 10:16
14206500	06-08-1979		Missing			09-09-2017 10:16
14206500	06-09-1979		Missing			09-09-2017 10:16
14206500	06-10-1979		Missing			09-09-2017 10:16
14206500	06-11-1979		Missing			09-09-2017 10:16
14206500	06-12-1979		Missing			09-09-2017 10:16
14206500	06-13-1979		Missing			09-09-2017 10:16
14206500	06-14-1979		Missing			09-09-2017 10:16
14206500	06-15-1979		Missing			09-09-2017 10:16
14206500	06-16-1979		Missing			09-09-2017 10:16
14206500	06-17-1979		Missing			09-09-2017 10:16
14206500	06-18-1979		Missing			09-09-2017 10:16
14206500	06-19-1979		Missing			09-09-2017 10:16
14206500	06-20-1979		Missing			09-09-2017 10:16
14206500	06-21-1979		Missing			09-09-2017 10:16
14206500	06-22-1979		Missing			09-09-2017 10:16
14206500	06-23-1979		Missing			09-09-2017 10:16
14206500	06-24-1979		Missing			09-09-2017 10:16
14206500	06-25-1979		Missing			09-09-2017 10:16
14206500	06-26-1979		Missing			09-09-2017 10:16
14206500	06-27-1979		Missing			09-09-2017 10:16
14206500	06-28-1979		Missing			09-09-2017 10:16
14206500	06-29-1979		Missing			09-09-2017 10:16
14206500	06-30-1979		Missing			09-09-2017 10:16
14206500	07-01-1979		Missing			09-09-2017 10:16
14206500	07-02-1979		Missing			09-09-2017 10:16
14206500	07-03-1979		Missing			09-09-2017 10:16
14206500	07-04-1979		Missing			09-09-2017 10:16
14206500	07-05-1979		Missing			09-09-2017 10:16
14206500	07-06-1979		Missing			09-09-2017 10:16
14206500	07-07-1979		Missing			09-09-2017 10:16
14206500	07-08-1979		Missing			09-09-2017 10:16
14206500	07-09-1979		Missing			09-09-2017 10:16
14206500	07-10-1979		Missing			09-09-2017 10:16
14206500	07-11-1979		Missing			09-09-2017 10:16
14206500	07-12-1979		Missing			09-09-2017 10:16
14206500	07-13-1979		Missing			09-09-2017 10:16
14206500	07-14-1979		Missing			09-09-2017 10:16
14206500	07-15-1979		Missing			09-09-2017 10:16
14206500	07-16-1979		Missing			09-09-2017 10:16
14206500	07-17-1979		Missing			09-09-2017 10:16
14206500	07-18-1979		Missing			09-09-2017 10:16
14206500	07-19-1979		Missing			09-09-2017 10:16
14206500	07-20-1979		Missing			09-09-2017 10:16
14206500	07-21-1979		Missing			09-09-2017 10:16
14206500	07-22-1979		Missing			09-09-2017 10:16
14206500	07-23-1979		Missing			09-09-2017 10:16
14206500	07-24-1979		Missing			09-09-2017 10:16
14206500	07-25-1979		Missing			09-09-2017 10:16
14206500	07-26-1979		Missing			09-09-2017 10:16
14206500	07-27-1979		Missing			09-09-2017 10:16
14206500	07-28-1979		Missing			09-09-2017 10:16
