station_nbr	record_date	mean_daily_flow_cfs	published_status	estimated	revised	download_date
14190500	01-01-1979	330   	Published			09-06-2017 17:48
14190500	01-02-1979	300   	Published			09-06-2017 17:48
14190500	01-03-1979	280   	Published			09-06-2017 17:48
14190500	01-04-1979	260   	Published			09-06-2017 17:48
14190500	01-05-1979	240   	Published			09-06-2017 17:48
14190500	01-06-1979	220   	Published			09-06-2017 17:48
14190500	01-07-1979	210   	Published			09-06-2017 17:48
14190500	01-08-1979	190   	Published			09-06-2017 17:48
14190500	01-09-1979	185   	Published			09-06-2017 17:48
14190500	01-10-1979	897   	Published			09-06-2017 17:48
14190500	01-11-1979	1770   	Published			09-06-2017 17:48
14190500	01-12-1979	1420   	Published			09-06-2017 17:48
14190500	01-13-1979	1110   	Published			09-06-2017 17:48
14190500	01-14-1979	1030   	Published			09-06-2017 17:48
14190500	01-15-1979	942   	Published			09-06-2017 17:48
14190500	01-16-1979	800   	Published			09-06-2017 17:48
14190500	01-17-1979	718   	Published			09-06-2017 17:48
14190500	01-18-1979	646   	Published			09-06-2017 17:48
14190500	01-19-1979	592   	Published			09-06-2017 17:48
14190500	01-20-1979	615   	Published			09-06-2017 17:48
14190500	01-21-1979	595   	Published			09-06-2017 17:48
14190500	01-22-1979	560   	Published			09-06-2017 17:48
14190500	01-23-1979	520   	Published			09-06-2017 17:48
14190500	01-24-1979	497   	Published			09-06-2017 17:48
14190500	01-25-1979	475   	Published			09-06-2017 17:48
14190500	01-26-1979	428   	Published			09-06-2017 17:48
14190500	01-27-1979	425   	Published			09-06-2017 17:48
14190500	01-28-1979	450   	Published			09-06-2017 17:48
14190500	01-29-1979	408   	Published			09-06-2017 17:48
14190500	01-30-1979	381   	Published			09-06-2017 17:48
14190500	01-31-1979	350   	Published			09-06-2017 17:48
14190500	02-01-1979	348   	Published			09-06-2017 17:48
14190500	02-02-1979	353   	Published			09-06-2017 17:48
14190500	02-03-1979	333   	Published			09-06-2017 17:48
14190500	02-04-1979	333   	Published			09-06-2017 17:48
14190500	02-05-1979	551   	Published			09-06-2017 17:48
14190500	02-06-1979	1060   	Published			09-06-2017 17:48
14190500	02-07-1979	3220   	Published			09-06-2017 17:48
14190500	02-08-1979	4950   	Published			09-06-2017 17:48
14190500	02-09-1979	3450   	Published			09-06-2017 17:48
14190500	02-10-1979	3210   	Published			09-06-2017 17:48
14190500	02-11-1979	4540   	Published			09-06-2017 17:48
14190500	02-12-1979	4320   	Published			09-06-2017 17:48
14190500	02-13-1979	3800   	Published			09-06-2017 17:48
14190500	02-14-1979	2830   	Published			09-06-2017 17:48
14190500	02-15-1979	2150   	Published			09-06-2017 17:48
14190500	02-16-1979	1950   	Published			09-06-2017 17:48
14190500	02-17-1979	2630   	Published			09-06-2017 17:48
14190500	02-18-1979	3380   	Published			09-06-2017 17:48
14190500	02-19-1979	3380   	Published			09-06-2017 17:48
14190500	02-20-1979	2800   	Published			09-06-2017 17:48
14190500	02-21-1979	2400   	Published			09-06-2017 17:48
14190500	02-22-1979	2000   	Published			09-06-2017 17:48
14190500	02-23-1979	1950   	Published			09-06-2017 17:48
14190500	02-24-1979	2190   	Published			09-06-2017 17:48
14190500	02-25-1979	2480   	Published			09-06-2017 17:48
14190500	02-26-1979	2480   	Published			09-06-2017 17:48
14190500	02-27-1979	2480   	Published			09-06-2017 17:48
14190500	02-28-1979	2880   	Published			09-06-2017 17:48
14190500	03-01-1979	2530   	Published			09-06-2017 17:48
14190500	03-02-1979	2060   	Published			09-06-2017 17:48
14190500	03-03-1979	2400   	Published			09-06-2017 17:48
14190500	03-04-1979	3710   	Published			09-06-2017 17:48
14190500	03-05-1979	4690   	Published			09-06-2017 17:48
14190500	03-06-1979	5580   	Published			09-06-2017 17:48
14190500	03-07-1979	3920   	Published			09-06-2017 17:48
14190500	03-08-1979	2580   	Published			09-06-2017 17:48
14190500	03-09-1979	1950   	Published			09-06-2017 17:48
14190500	03-10-1979	1600   	Published			09-06-2017 17:48
14190500	03-11-1979	1340   	Published			09-06-2017 17:48
14190500	03-12-1979	1160   	Published			09-06-2017 17:48
14190500	03-13-1979	1010   	Published			09-06-2017 17:48
14190500	03-14-1979	875   	Published			09-06-2017 17:48
14190500	03-15-1979	844   	Published			09-06-2017 17:48
14190500	03-16-1979	789   	Published			09-06-2017 17:48
14190500	03-17-1979	729   	Published			09-06-2017 17:48
14190500	03-18-1979	682   	Published			09-06-2017 17:48
14190500	03-19-1979	634   	Published			09-06-2017 17:48
14190500	03-20-1979	588   	Published			09-06-2017 17:48
14190500	03-21-1979	551   	Published			09-06-2017 17:48
14190500	03-22-1979	516   	Published			09-06-2017 17:48
14190500	03-23-1979	485   	Published			09-06-2017 17:48
14190500	03-24-1979	458   	Published			09-06-2017 17:48
14190500	03-25-1979	438   	Published			09-06-2017 17:48
14190500	03-26-1979	422   	Published			09-06-2017 17:48
14190500	03-27-1979	452   	Published			09-06-2017 17:48
14190500	03-28-1979	469   	Published			09-06-2017 17:48
14190500	03-29-1979	428   	Published			09-06-2017 17:48
14190500	03-30-1979	416   	Published			09-06-2017 17:48
14190500	03-31-1979	403   	Published			09-06-2017 17:48
14190500	04-01-1979	387   	Published			09-06-2017 17:48
14190500	04-02-1979	383   	Published			09-06-2017 17:48
14190500	04-03-1979	371   	Published			09-06-2017 17:48
14190500	04-04-1979	355   	Published			09-06-2017 17:48
14190500	04-05-1979	344   	Published			09-06-2017 17:48
14190500	04-06-1979	341   	Published			09-06-2017 17:48
14190500	04-07-1979	326   	Published			09-06-2017 17:48
14190500	04-08-1979	312   	Published			09-06-2017 17:48
14190500	04-09-1979	338   	Published			09-06-2017 17:48
14190500	04-10-1979	389   	Published			09-06-2017 17:48
14190500	04-11-1979	490   	Published			09-06-2017 17:48
14190500	04-12-1979	583   	Published			09-06-2017 17:48
14190500	04-13-1979	909   	Published			09-06-2017 17:48
14190500	04-14-1979	906   	Published			09-06-2017 17:48
14190500	04-15-1979	797   	Published			09-06-2017 17:48
14190500	04-16-1979	754   	Published			09-06-2017 17:48
14190500	04-17-1979	756   	Published			09-06-2017 17:48
14190500	04-18-1979	682   	Published			09-06-2017 17:48
14190500	04-19-1979	628   	Published			09-06-2017 17:48
14190500	04-20-1979	586   	Published			09-06-2017 17:48
14190500	04-21-1979	545   	Published			09-06-2017 17:48
14190500	04-22-1979	517   	Published			09-06-2017 17:48
14190500	04-23-1979	501   	Published			09-06-2017 17:48
14190500	04-24-1979	474   	Published			09-06-2017 17:48
14190500	04-25-1979	438   	Published			09-06-2017 17:48
14190500	04-26-1979	414   	Published			09-06-2017 17:48
14190500	04-27-1979	407   	Published			09-06-2017 17:48
14190500	04-28-1979	438   	Published			09-06-2017 17:48
14190500	04-29-1979	397   	Published			09-06-2017 17:48
14190500	04-30-1979	365   	Published			09-06-2017 17:48
14190500	05-01-1979	343   	Published			09-06-2017 17:48
14190500	05-02-1979	324   	Published			09-06-2017 17:48
14190500	05-03-1979	311   	Published			09-06-2017 17:48
14190500	05-04-1979	316   	Published			09-06-2017 17:48
14190500	05-05-1979	683   	Published			09-06-2017 17:48
14190500	05-06-1979	1300   	Published			09-06-2017 17:48
14190500	05-07-1979	1820   	Published			09-06-2017 17:48
14190500	05-08-1979	1340   	Published			09-06-2017 17:48
14190500	05-09-1979	1130   	Published			09-06-2017 17:48
14190500	05-10-1979	945   	Published			09-06-2017 17:48
14190500	05-11-1979	823   	Published			09-06-2017 17:48
14190500	05-12-1979	730   	Published			09-06-2017 17:48
14190500	05-13-1979	656   	Published			09-06-2017 17:48
14190500	05-14-1979	599   	Published			09-06-2017 17:48
14190500	05-15-1979	549   	Published			09-06-2017 17:48
14190500	05-16-1979	504   	Published			09-06-2017 17:48
14190500	05-17-1979	470   	Published			09-06-2017 17:48
14190500	05-18-1979	439   	Published			09-06-2017 17:48
14190500	05-19-1979	413   	Published			09-06-2017 17:48
14190500	05-20-1979	387   	Published			09-06-2017 17:48
14190500	05-21-1979	363   	Published			09-06-2017 17:48
14190500	05-22-1979	339   	Published			09-06-2017 17:48
14190500	05-23-1979	330   	Published			09-06-2017 17:48
14190500	05-24-1979	315   	Published			09-06-2017 17:48
14190500	05-25-1979	299   	Published			09-06-2017 17:48
14190500	05-26-1979	281   	Published			09-06-2017 17:48
14190500	05-27-1979	267   	Published			09-06-2017 17:48
14190500	05-28-1979	263   	Published			09-06-2017 17:48
14190500	05-29-1979	251   	Published			09-06-2017 17:48
14190500	05-30-1979	232   	Published			09-06-2017 17:48
14190500	05-31-1979	217   	Published			09-06-2017 17:48
14190500	06-01-1979	204   	Published			09-06-2017 17:48
14190500	06-02-1979	191   	Published			09-06-2017 17:48
14190500	06-03-1979	182   	Published			09-06-2017 17:48
14190500	06-04-1979	172   	Published			09-06-2017 17:48
14190500	06-05-1979	162   	Published			09-06-2017 17:48
14190500	06-06-1979	156   	Published			09-06-2017 17:48
14190500	06-07-1979	146   	Published			09-06-2017 17:48
14190500	06-08-1979	138   	Published			09-06-2017 17:48
14190500	06-09-1979	130   	Published			09-06-2017 17:48
14190500	06-10-1979	127   	Published			09-06-2017 17:48
14190500	06-11-1979	123   	Published			09-06-2017 17:48
14190500	06-12-1979	110   	Published			09-06-2017 17:48
14190500	06-13-1979	103   	Published			09-06-2017 17:48
14190500	06-14-1979	99   	Published			09-06-2017 17:48
14190500	06-15-1979	99   	Published			09-06-2017 17:48
14190500	06-16-1979	106   	Published			09-06-2017 17:48
14190500	06-17-1979	167   	Published			09-06-2017 17:48
14190500	06-18-1979	140   	Published			09-06-2017 17:48
14190500	06-19-1979	121   	Published			09-06-2017 17:48
14190500	06-20-1979	114   	Published			09-06-2017 17:48
14190500	06-21-1979	105   	Published			09-06-2017 17:48
14190500	06-22-1979	95   	Published			09-06-2017 17:48
14190500	06-23-1979	89   	Published			09-06-2017 17:48
14190500	06-24-1979	85   	Published			09-06-2017 17:48
14190500	06-25-1979	81   	Published			09-06-2017 17:48
14190500	06-26-1979	68   	Published			09-06-2017 17:48
14190500	06-27-1979	66   	Published			09-06-2017 17:48
14190500	06-28-1979	62   	Published			09-06-2017 17:48
14190500	06-29-1979	60   	Published			09-06-2017 17:48
14190500	06-30-1979	62   	Published			09-06-2017 17:48
14190500	07-01-1979	79   	Published			09-06-2017 17:48
14190500	07-02-1979	106   	Published			09-06-2017 17:48
14190500	07-03-1979	77   	Published			09-06-2017 17:48
14190500	07-04-1979	71   	Published			09-06-2017 17:48
14190500	07-05-1979	70   	Published			09-06-2017 17:48
14190500	07-06-1979	57   	Published			09-06-2017 17:48
14190500	07-07-1979	54   	Published			09-06-2017 17:48
14190500	07-08-1979	58   	Published			09-06-2017 17:48
14190500	07-09-1979	57   	Published			09-06-2017 17:48
14190500	07-10-1979	55   	Published			09-06-2017 17:48
14190500	07-11-1979	61   	Published			09-06-2017 17:48
14190500	07-12-1979	58   	Published			09-06-2017 17:48
14190500	07-13-1979	52   	Published			09-06-2017 17:48
14190500	07-14-1979	48   	Published			09-06-2017 17:48
14190500	07-15-1979	45   	Published			09-06-2017 17:48
14190500	07-16-1979	44   	Published			09-06-2017 17:48
14190500	07-17-1979	33   	Published			09-06-2017 17:48
14190500	07-18-1979	30   	Published			09-06-2017 17:48
14190500	07-19-1979	26   	Published			09-06-2017 17:48
14190500	07-20-1979	26   	Published			09-06-2017 17:48
14190500	07-21-1979	27   	Published			09-06-2017 17:48
14190500	07-22-1979	33   	Published			09-06-2017 17:48
14190500	07-23-1979	30   	Published			09-06-2017 17:48
14190500	07-24-1979	23   	Published			09-06-2017 17:48
14190500	07-25-1979	23   	Published			09-06-2017 17:48
14190500	07-26-1979	24   	Published			09-06-2017 17:48
14190500	07-27-1979	25   	Published			09-06-2017 17:48
14190500	07-28-1979	24   	Published			09-06-2017 17:48
14190500	07-29-1979	28   	Published			09-06-2017 17:48
14190500	07-30-1979	30   	Published			09-06-2017 17:48
14190500	07-31-1979	22   	Published			09-06-2017 17:48
14190500	08-01-1979	19   	Published			09-06-2017 17:48
14190500	08-02-1979	18   	Published			09-06-2017 17:48
14190500	08-03-1979	21   	Published			09-06-2017 17:48
14190500	08-04-1979	21   	Published			09-06-2017 17:48
14190500	08-05-1979	24   	Published			09-06-2017 17:48
14190500	08-06-1979	24   	Published			09-06-2017 17:48
14190500	08-07-1979	22   	Published			09-06-2017 17:48
14190500	08-08-1979	21   	Published			09-06-2017 17:48
14190500	08-09-1979	20   	Published			09-06-2017 17:48
14190500	08-10-1979	19   	Published			09-06-2017 17:48
14190500	08-11-1979	21   	Published			09-06-2017 17:48
14190500	08-12-1979	22   	Published			09-06-2017 17:48
14190500	08-13-1979	27   	Published			09-06-2017 17:48
14190500	08-14-1979	26   	Published			09-06-2017 17:48
14190500	08-15-1979	35   	Published			09-06-2017 17:48
14190500	08-16-1979	34   	Published			09-06-2017 17:48
14190500	08-17-1979	35   	Published			09-06-2017 17:48
14190500	08-18-1979	31   	Published			09-06-2017 17:48
14190500	08-19-1979	38   	Published			09-06-2017 17:48
14190500	08-20-1979	39   	Published			09-06-2017 17:48
14190500	08-21-1979	36   	Published			09-06-2017 17:48
14190500	08-22-1979	39   	Published			09-06-2017 17:48
14190500	08-23-1979	39   	Published			09-06-2017 17:48
14190500	08-24-1979	37   	Published			09-06-2017 17:48
14190500	08-25-1979	33   	Published			09-06-2017 17:48
14190500	08-26-1979	33   	Published			09-06-2017 17:48
14190500	08-27-1979	34   	Published			09-06-2017 17:48
14190500	08-28-1979	31   	Published			09-06-2017 17:48
14190500	08-29-1979	30   	Published			09-06-2017 17:48
14190500	08-30-1979	34   	Published			09-06-2017 17:48
14190500	08-31-1979	35   	Published			09-06-2017 17:48
14190500	09-01-1979	37   	Published			09-06-2017 17:48
14190500	09-02-1979	53   	Published			09-06-2017 17:48
14190500	09-03-1979	165   	Published			09-06-2017 17:48
14190500	09-04-1979	117   	Published			09-06-2017 17:48
14190500	09-05-1979	82   	Published			09-06-2017 17:48
14190500	09-06-1979	73   	Published			09-06-2017 17:48
14190500	09-07-1979	65   	Published			09-06-2017 17:48
14190500	09-08-1979	58   	Published			09-06-2017 17:48
14190500	09-09-1979	55   	Published			09-06-2017 17:48
14190500	09-10-1979	61   	Published			09-06-2017 17:48
14190500	09-11-1979	57   	Published			09-06-2017 17:48
14190500	09-12-1979	51   	Published			09-06-2017 17:48
14190500	09-13-1979	47   	Published			09-06-2017 17:48
14190500	09-14-1979	44   	Published			09-06-2017 17:48
14190500	09-15-1979	42   	Published			09-06-2017 17:48
14190500	09-16-1979	39   	Published			09-06-2017 17:48
14190500	09-17-1979	40   	Published			09-06-2017 17:48
14190500	09-18-1979	40   	Published			09-06-2017 17:48
14190500	09-19-1979	39   	Published			09-06-2017 17:48
14190500	09-20-1979	37   	Published			09-06-2017 17:48
14190500	09-21-1979	37   	Published			09-06-2017 17:48
14190500	09-22-1979	37   	Published			09-06-2017 17:48
14190500	09-23-1979	37   	Published			09-06-2017 17:48
14190500	09-24-1979	39   	Published			09-06-2017 17:48
14190500	09-25-1979	39   	Published			09-06-2017 17:48
14190500	09-26-1979	34   	Published			09-06-2017 17:48
14190500	09-27-1979	33   	Published			09-06-2017 17:48
14190500	09-28-1979	33   	Published			09-06-2017 17:48
14190500	09-29-1979	32   	Published			09-06-2017 17:48
14190500	09-30-1979	30   	Published			09-06-2017 17:48
14190500	10-01-1979	30   	Published			09-06-2017 17:48
14190500	10-02-1979	30   	Published			09-06-2017 17:48
14190500	10-03-1979	30   	Published			09-06-2017 17:48
14190500	10-04-1979	30   	Published			09-06-2017 17:48
14190500	10-05-1979	29   	Published			09-06-2017 17:48
14190500	10-06-1979	28   	Published			09-06-2017 17:48
14190500	10-07-1979	29   	Published			09-06-2017 17:48
14190500	10-08-1979	30   	Published			09-06-2017 17:48
14190500	10-09-1979	30   	Published			09-06-2017 17:48
14190500	10-10-1979	29   	Published			09-06-2017 17:48
14190500	10-11-1979	28   	Published			09-06-2017 17:48
14190500	10-12-1979	27   	Published			09-06-2017 17:48
14190500	10-13-1979	27   	Published			09-06-2017 17:48
14190500	10-14-1979	28   	Published			09-06-2017 17:48
14190500	10-15-1979	31   	Published			09-06-2017 17:48
14190500	10-16-1979	32   	Published			09-06-2017 17:48
14190500	10-17-1979	32   	Published			09-06-2017 17:48
14190500	10-18-1979	35   	Published			09-06-2017 17:48
14190500	10-19-1979	142   	Published			09-06-2017 17:48
14190500	10-20-1979	251   	Published			09-06-2017 17:48
14190500	10-21-1979	264   	Published			09-06-2017 17:48
14190500	10-22-1979	143   	Published			09-06-2017 17:48
14190500	10-23-1979	141   	Published			09-06-2017 17:48
14190500	10-24-1979	189   	Published			09-06-2017 17:48
14190500	10-25-1979	331   	Published			09-06-2017 17:48
14190500	10-26-1979	406   	Published			09-06-2017 17:48
14190500	10-27-1979	387   	Published			09-06-2017 17:48
14190500	10-28-1979	410   	Published			09-06-2017 17:48
14190500	10-29-1979	367   	Published			09-06-2017 17:48
14190500	10-30-1979	298   	Published			09-06-2017 17:48
14190500	10-31-1979	474   	Published			09-06-2017 17:48
14190500	11-01-1979	463   	Published			09-06-2017 17:48
14190500	11-02-1979	343   	Published			09-06-2017 17:48
14190500	11-03-1979	326   	Published			09-06-2017 17:48
14190500	11-04-1979	349   	Published			09-06-2017 17:48
14190500	11-05-1979	509   	Published			09-06-2017 17:48
14190500	11-06-1979	497   	Published			09-06-2017 17:48
14190500	11-07-1979	403   	Published			09-06-2017 17:48
14190500	11-08-1979	332   	Published			09-06-2017 17:48
14190500	11-09-1979	284   	Published			09-06-2017 17:48
14190500	11-10-1979	248   	Published			09-06-2017 17:48
14190500	11-11-1979	224   	Published			09-06-2017 17:48
14190500	11-12-1979	203   	Published			09-06-2017 17:48
14190500	11-13-1979	183   	Published			09-06-2017 17:48
14190500	11-14-1979	170   	Published			09-06-2017 17:48
14190500	11-15-1979	160   	Published			09-06-2017 17:48
14190500	11-16-1979	155   	Published			09-06-2017 17:48
14190500	11-17-1979	173   	Published			09-06-2017 17:48
14190500	11-18-1979	269   	Published			09-06-2017 17:48
14190500	11-19-1979	501   	Published			09-06-2017 17:48
14190500	11-20-1979	463   	Published			09-06-2017 17:48
14190500	11-21-1979	383   	Published			09-06-2017 17:48
14190500	11-22-1979	373   	Published			09-06-2017 17:48
14190500	11-23-1979	965   	Published			09-06-2017 17:48
14190500	11-24-1979	1280   	Published			09-06-2017 17:48
14190500	11-25-1979	1480   	Published			09-06-2017 17:48
14190500	11-26-1979	1300   	Published			09-06-2017 17:48
14190500	11-27-1979	1050   	Published			09-06-2017 17:48
14190500	11-28-1979	845   	Published			09-06-2017 17:48
14190500	11-29-1979	708   	Published			09-06-2017 17:48
14190500	11-30-1979	619   	Published			09-06-2017 17:48
14190500	12-01-1979	556   	Published			09-06-2017 17:48
14190500	12-02-1979	1660   	Published			09-06-2017 17:48
14190500	12-03-1979	2350   	Published			09-06-2017 17:48
