station_nbr	record_date	mean_daily_flow_cfs	published_status	estimated	revised	download_date
14206950	01-01-1994	255   	Published			09-10-2017 09:31
14206950	01-02-1994	153   	Published			09-10-2017 09:31
14206950	01-03-1994	194   	Published			09-10-2017 09:31
14206950	01-04-1994	159   	Published			09-10-2017 09:31
14206950	01-05-1994	186   	Published			09-10-2017 09:31
14206950	01-06-1994	84   	Published			09-10-2017 09:31
14206950	01-07-1994	57   	Published			09-10-2017 09:31
14206950	01-08-1994	67   	Published			09-10-2017 09:31
14206950	01-09-1994	49   	Published			09-10-2017 09:31
14206950	01-10-1994	41   	Published			09-10-2017 09:31
14206950	01-11-1994	51   	Published			09-10-2017 09:31
14206950	01-12-1994	56   	Published			09-10-2017 09:31
14206950	01-13-1994	43   	Published			09-10-2017 09:31
14206950	01-14-1994	33   	Published			09-10-2017 09:31
14206950	01-15-1994	28   	Published			09-10-2017 09:31
14206950	01-16-1994	24   	Published			09-10-2017 09:31
14206950	01-17-1994	22   	Published			09-10-2017 09:31
14206950	01-18-1994	21   	Published			09-10-2017 09:31
14206950	01-19-1994	20   	Published			09-10-2017 09:31
14206950	01-20-1994	19   	Published			09-10-2017 09:31
14206950	01-21-1994	18   	Published			09-10-2017 09:31
14206950	01-22-1994	27   	Published			09-10-2017 09:31
14206950	01-23-1994	77   	Published			09-10-2017 09:31
14206950	01-24-1994	85   	Published			09-10-2017 09:31
14206950	01-25-1994	56   	Published			09-10-2017 09:31
14206950	01-26-1994	33   	Published			09-10-2017 09:31
14206950	01-27-1994	28   	Published			09-10-2017 09:31
14206950	01-28-1994	24   	Published			09-10-2017 09:31
14206950	01-29-1994	21   	Published			09-10-2017 09:31
14206950	01-30-1994	19   	Published			09-10-2017 09:31
14206950	01-31-1994	17   	Published			09-10-2017 09:31
14206950	02-01-1994	17   	Published			09-10-2017 09:31
14206950	02-02-1994	16   	Published			09-10-2017 09:31
14206950	02-03-1994	21   	Published			09-10-2017 09:31
14206950	02-04-1994	15   	Published			09-10-2017 09:31
14206950	02-05-1994	13   	Published			09-10-2017 09:31
14206950	02-06-1994	12   	Published			09-10-2017 09:31
14206950	02-07-1994	12   	Published			09-10-2017 09:31
14206950	02-08-1994	11   	Published			09-10-2017 09:31
14206950	02-09-1994	13   	Published			09-10-2017 09:31
14206950	02-10-1994	14   	Published			09-10-2017 09:31
14206950	02-11-1994	12   	Published			09-10-2017 09:31
14206950	02-12-1994	11   	Published			09-10-2017 09:31
14206950	02-13-1994	75   	Published			09-10-2017 09:31
14206950	02-14-1994	35   	Published			09-10-2017 09:31
14206950	02-15-1994	23   	Published			09-10-2017 09:31
14206950	02-16-1994	39   	Published			09-10-2017 09:31
14206950	02-17-1994	96   	Published			09-10-2017 09:31
14206950	02-18-1994	96   	Published			09-10-2017 09:31
14206950	02-19-1994	64   	Published			09-10-2017 09:31
14206950	02-20-1994	48   	Published			09-10-2017 09:31
14206950	02-21-1994	121   	Published			09-10-2017 09:31
14206950	02-22-1994	54   	Published			09-10-2017 09:31
14206950	02-23-1994	119   	Published			09-10-2017 09:31
14206950	02-24-1994	756   	Published			09-10-2017 09:31
14206950	02-25-1994	431   	Published			09-10-2017 09:31
14206950	02-26-1994	171   	Published			09-10-2017 09:31
14206950	02-27-1994	158   	Published			09-10-2017 09:31
14206950	02-28-1994	108   	Published			09-10-2017 09:31
14206950	03-01-1994	73   	Published			09-10-2017 09:31
14206950	03-02-1994	76   	Published			09-10-2017 09:31
14206950	03-03-1994	80   	Published			09-10-2017 09:31
14206950	03-04-1994	59   	Published			09-10-2017 09:31
14206950	03-05-1994	41   	Published			09-10-2017 09:31
14206950	03-06-1994	35   	Published			09-10-2017 09:31
14206950	03-07-1994	31   	Published			09-10-2017 09:31
14206950	03-08-1994	27   	Published			09-10-2017 09:31
14206950	03-09-1994	29   	Published			09-10-2017 09:31
14206950	03-10-1994	37   	Published			09-10-2017 09:31
14206950	03-11-1994	27   	Published			09-10-2017 09:31
14206950	03-12-1994	22   	Published			09-10-2017 09:31
14206950	03-13-1994	21   	Published			09-10-2017 09:31
14206950	03-14-1994	20   	Published			09-10-2017 09:31
14206950	03-15-1994	21   	Published			09-10-2017 09:31
14206950	03-16-1994	24   	Published			09-10-2017 09:31
14206950	03-17-1994	44   	Published			09-10-2017 09:31
