station_nbr	record_date	mean_daily_flow_cfs	published_status	estimated	revised	download_date
14174000	01-01-1979	7460   	Published			09-07-2017 18:48
14174000	01-02-1979	7420   	Published			09-07-2017 18:48
14174000	01-03-1979	8140   	Published			09-07-2017 18:48
14174000	01-04-1979	8350   	Published			09-07-2017 18:48
14174000	01-05-1979	8100   	Published			09-07-2017 18:48
14174000	01-06-1979	7620   	Published			09-07-2017 18:48
14174000	01-07-1979	7120   	Published			09-07-2017 18:48
14174000	01-08-1979	6500   	Published			09-07-2017 18:48
14174000	01-09-1979	6500   	Published			09-07-2017 18:48
14174000	01-10-1979	7300   	Published			09-07-2017 18:48
14174000	01-11-1979	14200   	Published			09-07-2017 18:48
14174000	01-12-1979	25600   	Published			09-07-2017 18:48
14174000	01-13-1979	27600   	Published			09-07-2017 18:48
14174000	01-14-1979	24400   	Published			09-07-2017 18:48
14174000	01-15-1979	21300   	Published			09-07-2017 18:48
14174000	01-16-1979	19400   	Published			09-07-2017 18:48
14174000	01-17-1979	17100   	Published			09-07-2017 18:48
14174000	01-18-1979	15200   	Published			09-07-2017 18:48
14174000	01-19-1979	14400   	Published			09-07-2017 18:48
14174000	01-20-1979	14000   	Published			09-07-2017 18:48
14174000	01-21-1979	11700   	Published			09-07-2017 18:48
14174000	01-22-1979	10800   	Published			09-07-2017 18:48
14174000	01-23-1979	11200   	Published			09-07-2017 18:48
14174000	01-24-1979	10900   	Published			09-07-2017 18:48
14174000	01-25-1979	9610   	Published			09-07-2017 18:48
14174000	01-26-1979	10000   	Published			09-07-2017 18:48
14174000	01-27-1979	9960   	Published			09-07-2017 18:48
14174000	01-28-1979	8240   	Published			09-07-2017 18:48
14174000	01-29-1979	7060   	Published			09-07-2017 18:48
14174000	01-30-1979	7440   	Published			09-07-2017 18:48
14174000	01-31-1979	6840   	Published			09-07-2017 18:48
14174000	02-01-1979	6270   	Published			09-07-2017 18:48
14174000	02-02-1979	5970   	Published			09-07-2017 18:48
14174000	02-03-1979	5770   	Published			09-07-2017 18:48
14174000	02-04-1979	5810   	Published			09-07-2017 18:48
14174000	02-05-1979	5630   	Published			09-07-2017 18:48
14174000	02-06-1979	11500   	Published			09-07-2017 18:48
14174000	02-07-1979	32000   	Published			09-07-2017 18:48
14174000	02-08-1979	45400   	Published			09-07-2017 18:48
14174000	02-09-1979	44200   	Published			09-07-2017 18:48
14174000	02-10-1979	35400   	Published			09-07-2017 18:48
14174000	02-11-1979	40900   	Published			09-07-2017 18:48
14174000	02-12-1979	41400   	Published			09-07-2017 18:48
14174000	02-13-1979	42600   	Published			09-07-2017 18:48
14174000	02-14-1979	40500   	Published			09-07-2017 18:48
