,Elevation,Bottom Width (m),West,South,East,Emergent Veg,Veg_1_NE,Veg_2_NE,Veg_3_NE,Veg_4_NE,Veg_5_NE,Veg_6_NE,Veg_7_NE,Veg_8_NE,Veg_9_NE,Veg_1_E,Veg_2_E,Veg_3_E,Veg_4_E,Veg_5_E,Veg_6_E,Veg_7_E,Veg_8_E,Veg_9_E,Veg_1_SE,Veg_2_SE,Veg_3_SE,Veg_4_SE,Veg_5_SE,Veg_6_SE,Veg_7_SE,Veg_8_SE,Veg_9_SE,Veg_1_S,Veg_2_S,Veg_3_S,Veg_4_S,Veg_5_S,Veg_6_S,Veg_7_S,Veg_8_S,Veg_9_S,Veg_1_SW,Veg_2_SW,Veg_3_SW,Veg_4_SW,Veg_5_SW,Veg_6_SW,Veg_7_SW,Veg_8_SW,Veg_9_SW,Veg_1_W,Veg_2_W,Veg_3_W,Veg_4_W,Veg_5_W,Veg_6_W,Veg_7_W,Veg_8_W,Veg_9_W,Veg_1_NW,Veg_2_NW,Veg_3_NW,Veg_4_NW,Veg_5_NW,Veg_6_NW,Veg_7_NW,Veg_8_NW,Veg_9_NW,Elv_1_NE,Elv_2_NE,Elv_3_NE,Elv_4_NE,Elv_5_NE,Elv_6_NE,Elv_7_NE,Elv_8_NE,Elv_9_NE,Elv_1_E,Elv_2_E,Elv_3_E,Elv_4_E,Elv_5_E,Elv_6_E,Elv_7_E,Elv_8_E,Elv_9_E,Elv_1_SE,Elv_2_SE,Elv_3_SE,Elv_4_SE,Elv_5_SE,Elv_6_SE,Elv_7_SE,Elv_8_SE,Elv_9_SE,Elv_1_S,Elv_2_S,Elv_3_S,Elv_4_S,Elv_5_S,Elv_6_S,Elv_7_S,Elv_8_S,Elv_9_S,Elv_1_SW,Elv_2_SW,Elv_3_SW,Elv_4_SW,Elv_5_SW,Elv_6_SW,Elv_7_SW,Elv_8_SW,Elv_9_SW,Elv_1_W,Elv_2_W,Elv_3_W,Elv_4_W,Elv_5_W,Elv_6_W,Elv_7_W,Elv_8_W,Elv_9_W,Elv_1_NW,Elv_2_NW,Elv_3_NW,Elv_4_NW,Elv_5_NW,Elv_6_NW,Elv_7_NW,Elv_8_NW,Elv_9_NW
52.85,211.52510,55.91839,6.91808,10.48917,7.10208,0.07315,0.01829,0.07010,0.01220,0.05486,0.01829,0.06096,0.09449,0.00000,0.00000,0.03963,0.06402,0.04878,23.75915,24.26207,41.02607,42.20870,24.82291,22.36013,0.01219,0.06705,18.05940,27.03882,27.87700,22.37841,20.32711,34.22599,0.03658,0.07925,0.06402,0.05791,0.03658,0.06400,0.98452,27.22169,16.67256,41.05046,0.00915,0.04573,0.08533,0.00303,0.02439,0.09449,0.11583,0.08230,0.00608,0.10364,0.00303,0.04878,0.08840,18.29715,40.91635,38.97477,39.56609,0.02744,0.12193,0.04876,0.14632,0.04876,29.49855,40.72432,48.23765,40.21837,0.01524,211.62264,211.61045,211.69884,211.61655,211.67141,211.69884,211.73541,211.84515,211.85429,211.57996,211.58606,211.57996,211.54035,213.22894,215.57285,216.45068,217.22791,218.87079,211.60740,211.59216,211.57083,214.34145,215.34425,216.01176,217.24315,218.27337,218.31300,211.54949,211.58606,211.60130,211.60435,211.57693,211.52510,212.86928,214.70721,215.01811,211.60130,211.58301,211.53425,211.61655,211.64703,211.55559,211.53425,211.52815,211.59521,211.50681,211.61655,211.56167,211.56167,212.02192,215.25281,217.63635,218.43493,219.01404,211.52815,211.57083,211.54338,211.63179,212.71077,215.64600,216.98103,218.38310,218.77325
52.825,211.50681,52.10898,6.84794,10.61809,6.94175,0.14937,0.08533,0.11278,0.05181,0.00915,0.12496,0.05791,0.09144,0.01829,0.30480,0.10669,0.10059,19.70228,25.97505,28.27325,23.64637,26.20975,22.42414,21.16226,0.02742,0.00000,22.15590,21.44267,42.30624,47.31105,29.51987,27.21561,19.75714,0.03354,0.05183,0.05181,0.08230,0.07012,22.88744,26.27985,33.17749,37.55442,0.00915,0.11278,0.09144,0.10972,0.12496,0.07010,0.14325,0.03352,0.01524,0.03658,0.01219,0.11888,0.14020,25.66720,36.60954,44.68367,39.95319,29.90089,0.14022,0.08533,0.04573,16.57806,34.67405,38.19449,43.37304,28.43175,5.34010,211.57388,211.58606,211.58911,211.60130,211.53425,211.57083,211.55864,211.64092,211.74456,211.56472,211.61958,211.59825,212.86623,214.99677,215.59419,216.31961,217.01455,218.40749,211.57388,211.57083,211.84515,214.25611,215.21319,215.74964,216.37143,218.11487,218.24290,211.59825,211.63787,211.55864,211.54644,211.57996,211.79332,212.24139,213.03386,213.75624,211.56167,211.61655,211.56777,211.54035,211.46415,211.57083,211.49768,211.60740,211.62569,211.61350,211.58911,211.55254,211.54035,211.99145,216.42018,217.93505,219.20606,219.71812,211.50986,211.61350,211.51291,211.63179,212.67725,216.40495,217.56624,218.74886,218.84030
52.8,211.49157,51.32453,8.66520,10.72383,6.67825,0.00000,0.02439,0.11583,0.07925,0.08228,0.04876,0.00305,0.00000,0.00000,0.02439,0.06096,0.04571,0.02439,20.26005,44.44289,41.78199,26.38044,29.56863,32.62884,0.00000,0.01524,0.09144,21.32381,40.23360,32.90316,21.30553,19.40661,0.04268,0.13716,0.10974,0.20118,0.02744,17.28520,17.74850,18.01369,24.01519,43.31513,0.06400,0.07012,0.20423,0.02439,0.00610,0.00000,0.00303,0.00000,0.12498,0.00000,0.00000,0.07315,16.19403,21.53413,22.22906,13.48740,1.97815,2.31952,0.04573,0.02134,0.15850,9.29032,13.72819,32.08325,43.34562,0.08230,6.95859,211.65616,211.57388,211.57996,211.57693,211.59216,211.60740,211.51901,211.60130,211.62569,211.57996,211.57388,211.60435,213.38134,214.82609,215.35949,215.81974,217.50224,218.16975,211.58911,211.59521,211.53730,213.88730,215.13699,215.25585,216.38361,218.02344,217.98686,211.54338,211.52510,211.47024,211.51291,211.55559,211.53120,211.54644,212.37550,212.38464,211.55559,211.56472,211.46718,211.60435,211.60435,211.54949,211.61655,211.50986,211.50376,211.46110,211.54035,211.57693,211.56472,213.79586,218.39225,220.04121,220.84284,220.94037,211.62569,211.54949,211.55254,211.59825,214.86266,217.35592,218.36481,218.99880,218.48064
52.775,211.45195,52.75874,9.22789,10.74821,6.56580,0.11583,0.08840,0.06096,0.10972,0.10362,0.12191,0.00305,0.00000,0.02439,0.10972,0.10057,0.03963,22.09800,30.48000,28.48661,46.46980,47.88407,36.98137,27.13635,0.05181,0.03047,22.36317,35.64331,28.43479,22.05227,24.31694,26.98090,0.05791,0.06095,0.08230,0.07010,0.02134,0.11583,0.00915,0.00610,18.42131,21.50669,0.05791,0.10364,0.10972,0.08533,0.05486,0.06095,0.06705,9.44575,3.15772,0.00000,0.04878,0.02744,0.13411,1.89890,3.11505,5.06883,2.92607,1.31066,0.09144,0.03658,11.03069,13.34108,28.65728,32.83915,28.16963,33.82365,5.68148,211.47024,211.56777,211.57083,211.55559,211.55864,211.56777,211.54949,211.64703,211.54035,211.54035,211.61045,211.55254,213.03996,215.07297,215.02116,215.57590,216.35924,218.48369,211.55559,211.51901,211.47634,212.44560,215.07603,215.43874,216.11235,218.00820,217.57234,211.51901,211.48852,211.55864,211.57996,211.47329,211.53120,211.54338,211.48019,211.78419,211.55254,211.52510,211.50986,211.51596,211.54644,211.51901,211.48244,211.57388,211.55254,211.61045,211.57996,211.62264,211.48547,214.37194,219.07500,220.63252,221.09277,221.05010,211.54949,211.57388,211.54035,211.70799,215.04250,217.91066,219.63887,219.59621,219.84918
52.75,211.44128,53.61459,9.43965,10.93266,6.45044,0.09449,0.08228,0.14327,0.05181,0.00610,0.03352,0.04876,0.14325,0.05181,0.10362,0.03963,0.03963,14.46887,31.97048,28.11170,28.98647,16.96821,20.04975,18.19351,0.09449,0.00000,0.03658,23.78659,45.38473,48.91430,38.50234,20.82392,0.90220,0.00000,0.00915,0.09754,0.05181,0.06096,0.13411,0.13106,0.00915,0.03047,0.08230,0.10669,0.00000,0.11888,0.00915,0.12801,0.03658,0.09754,0.03963,0.09144,0.01219,0.10362,7.26032,18.69034,19.01648,9.36040,0.05791,7.00737,0.04876,0.00608,0.00000,2.39574,35.96030,25.64891,3.10286,0.05181,0.07925,211.49768,211.46718,211.55559,211.56472,211.59521,211.57083,211.55559,211.60740,211.55559,211.56167,211.49157,211.57996,212.18043,214.56701,215.29244,215.68257,217.55100,218.16670,211.51596,211.55864,211.59216,211.82381,214.97544,215.65515,217.43823,217.42604,216.98713,211.51901,211.54949,211.50376,211.53730,211.54338,211.51596,211.49768,211.50986,211.54035,211.56777,211.54338,211.47024,211.53120,211.54949,211.49157,211.51596,211.52205,211.46718,211.54949,211.58911,211.53730,211.57693,215.85021,219.16338,220.83065,220.97085,221.16287,211.57083,211.59521,211.54949,211.88476,216.93835,219.46210,220.93732,220.90685,220.64168
52.725,211.43062,56.10909,10.08663,10.99674,6.32869,0.07315,0.01829,0.08839,0.05181,0.06400,0.07620,6.90981,18.08684,22.29003,10.71981,0.05486,0.07620,19.46758,23.95117,42.86708,42.12336,40.36771,28.66949,13.01496,0.06402,0.07317,0.74676,23.57933,30.48000,23.78355,15.61187,0.04878,0.56694,0.03049,0.02742,0.02744,0.12801,0.00000,0.00000,0.10974,4.85241,19.15667,0.06096,0.06400,0.14022,0.14022,0.03658,0.02742,0.00000,0.14935,0.07620,0.06402,0.00000,9.44575,17.29435,29.39491,29.91611,3.06934,3.16383,4.50493,0.00305,0.10362,0.04876,7.26032,25.54834,21.65606,4.96213,1.67640,7.97661,211.57083,211.53120,211.49768,211.55559,211.53425,211.53120,211.58301,211.54949,211.51901,211.56472,211.52205,211.56167,211.76895,214.94191,215.97519,216.12149,217.72169,217.90456,211.46718,211.48547,211.56472,211.61045,214.32926,216.26778,217.08770,216.67012,216.57258,211.52815,211.57388,211.56167,211.45195,211.44890,211.53120,211.44890,211.47634,211.40319,211.56777,211.51596,211.47024,211.48852,211.53425,211.44281,211.42148,211.36051,211.43366,211.56472,211.40014,211.57388,211.98535,215.91423,220.05341,220.80016,221.02573,220.98610,211.53730,211.51596,211.53120,211.57693,216.06052,219.73336,220.92819,221.14458,221.04401
52.7,211.41996,60.70059,9.76317,11.21340,6.26698,0.00000,0.08840,0.03352,0.07925,0.08839,0.02134,0.08839,0.00000,17.32177,18.77262,0.00000,0.08839,20.21434,23.57933,27.59353,33.88156,30.60498,20.84223,0.42673,0.00000,0.00000,0.00610,5.24562,22.18944,17.95273,13.72208,0.06400,0.22860,0.08535,0.00000,0.00915,0.05486,0.00000,0.01526,23.25319,27.61489,31.47669,0.07315,0.06400,0.12191,0.10972,0.00000,0.09449,0.06707,0.00913,0.10364,0.02439,0.07925,0.00000,0.09144,0.16459,13.85927,8.78129,5.32182,14.79499,0.18289,0.05183,0.00000,11.55193,8.04063,16.56589,17.96186,0.04876,4.41047,211.47024,211.56777,211.56167,211.53120,211.57996,211.54035,211.54949,211.57693,211.53730,211.53120,211.55254,211.52510,211.61045,214.39633,216.79815,217.54490,217.41689,217.16390,211.50986,211.42148,211.54338,211.54338,214.10981,215.94775,216.71890,216.73719,216.94140,211.47329,211.47939,211.53120,211.47634,211.47024,211.50376,211.43671,211.50376,211.40319,211.49768,211.51596,211.45805,211.44281,211.47024,211.43671,211.35441,211.38185,211.31784,211.53425,211.48547,211.39098,211.47939,213.11616,218.12097,220.71788,220.46794,220.52585,211.42756,211.52205,211.47024,212.03716,214.21954,219.37370,221.24823,220.98000,220.95866
52.675,211.40929,64.11863,8.79821,11.33326,6.22741,0.00000,0.06096,0.05183,0.00000,0.06096,0.06096,0.12801,0.09449,19.69312,19.55293,0.03963,0.04268,0.00000,0.00000,28.37079,24.25599,23.16785,0.02134,0.06402,0.00000,0.04268,0.06707,30.48000,28.05684,26.75230,0.16153,0.11888,0.04573,0.01526,0.00000,0.00000,0.00305,0.04571,0.32004,0.00913,21.75357,29.40100,0.00610,0.00915,0.03963,0.03047,0.00000,0.00610,0.03049,0.07925,0.08533,0.03963,0.04268,0.09146,0.16155,28.33116,27.41371,23.46352,3.67284,3.02361,0.01526,0.11583,0.09144,0.05791,0.68275,18.49528,0.28348,3.19430,3.59055,211.50986,211.46718,211.50986,211.49768,211.54949,211.47329,211.48547,211.54644,211.83600,211.50986,211.48852,211.54035,211.43061,213.12835,216.30436,217.05112,216.70975,216.57564,211.53120,211.44585,211.45195,211.37880,213.61299,216.64878,216.96884,217.07246,217.18524,211.54338,211.47939,211.47024,211.47634,211.44281,211.36051,211.40014,211.40624,212.27796,211.50376,211.49157,211.47024,211.33004,211.35136,211.39404,211.29955,211.32089,211.30565,211.54949,211.46718,211.44890,211.40927,213.18931,216.28607,220.07778,220.36735,220.37650,211.50376,211.47329,211.45805,211.48244,214.25611,219.73336,220.87636,221.02573,220.99829
52.65,211.38490,65.33766,7.24560,11.51014,6.04569,0.07012,0.00000,0.01524,0.02744,0.17374,0.03352,0.00000,0.00000,0.13716,3.63626,0.05791,0.03963,0.03658,0.08230,19.24813,24.14016,21.85111,0.05791,0.08840,0.00305,0.05791,0.15240,16.13611,30.23311,28.18485,0.48464,0.08533,0.00000,0.09449,0.11583,0.05791,0.01524,0.06402,0.10972,0.13106,22.29916,26.91081,0.00913,0.02744,0.12193,0.04876,0.06705,0.03352,0.06095,0.18592,0.10362,0.05181,0.00000,0.03658,23.59456,25.56663,32.27222,0.74066,0.02744,3.55396,0.02439,0.07012,0.02437,21.28724,25.10943,17.49248,5.78815,0.02439,39.77945,211.48852,211.53425,211.53120,211.38490,211.51596,211.42148,211.53120,211.43366,211.58301,211.44281,211.47024,211.47329,211.47634,211.98230,215.81974,216.53906,216.75243,216.78290,211.47634,211.44281,211.36661,211.47329,213.81720,216.45373,217.20657,217.15476,217.27059,211.40624,211.38490,211.40319,211.42453,211.33917,211.29955,211.29041,211.29041,211.44890,211.43976,211.41232,211.33612,211.36051,211.31175,211.36661,211.33004,211.21421,211.26603,211.30870,211.30870,211.35441,211.42453,211.98230,214.39633,217.66988,219.58401,219.72728,211.47634,211.39098,211.46415,211.71407,215.49970,220.51670,220.44050,220.49536,220.65996
52.625,211.28736,64.75640,5.98301,11.73229,5.93945,0.04268,0.07010,0.00000,0.00000,0.01220,0.13411,0.03963,0.04573,0.01829,0.10972,0.03049,0.09449,0.00305,16.80058,30.75128,25.54834,21.43049,0.02744,0.89308,0.08228,0.00303,0.04571,21.72308,31.08960,23.70428,20.13204,0.51206,0.04573,0.07925,0.00000,0.05486,0.05791,0.00305,0.01524,14.44753,18.31849,26.73097,0.07012,0.04571,0.12193,0.16764,0.06095,0.10972,0.01829,0.00305,0.02439,0.01219,0.11886,0.12801,0.08839,0.19813,0.24079,0.04268,0.00305,0.07925,0.10669,0.07315,0.08839,23.01545,23.16480,19.65655,5.06883,3.44119,28.09341,211.36051,211.43976,211.40927,211.50681,211.42453,211.50986,211.48547,211.54035,211.49157,211.39098,211.36661,211.48547,211.47024,212.00974,215.39301,217.04807,217.01150,217.04807,211.32699,211.40624,211.38490,211.40624,214.05190,216.39581,217.31935,217.30716,217.28277,211.34223,211.36051,211.35441,211.38185,211.32699,211.38490,211.24164,211.18067,211.15020,211.35136,211.32394,211.27821,211.25384,211.29041,211.24164,211.31175,211.30565,211.25687,211.39709,211.31175,211.30870,211.29041,212.19261,214.71941,216.15806,218.19717,218.79154,211.33307,211.27821,211.34223,211.36356,213.24417,216.88349,220.18143,220.34906,220.25763
52.6,211.22945,65.36905,6.24066,11.94463,6.13489,0.00610,0.00000,0.03352,0.12498,0.02134,0.00915,0.00000,0.03963,0.08230,0.09449,0.08533,0.01829,0.05486,17.69974,28.78531,29.45893,17.59002,0.58826,0.03352,0.13411,0.09449,0.06096,22.11629,27.15157,23.85670,0.03047,0.04268,0.01524,0.04571,0.14020,0.10667,0.09144,0.01829,0.01524,0.14935,16.44702,28.31896,0.06402,0.02742,0.04571,0.00000,0.01829,0.05486,0.00610,0.03352,0.00000,0.08228,0.24386,0.01829,0.07923,22.64359,25.96896,15.90751,3.91364,2.73407,0.13106,0.09754,0.03658,0.02744,7.54075,0.55779,0.11886,0.01524,3.15467,211.33004,211.38795,211.31478,211.35746,211.47024,211.47939,211.47024,211.44890,211.42453,211.32394,211.37270,211.32394,211.37880,212.60410,215.68257,217.38031,217.23096,217.15781,211.28736,211.29650,211.36965,211.31478,213.47888,216.10320,217.17915,217.04807,217.22486,211.34528,211.25079,211.24469,211.26603,211.23250,211.20506,211.08924,211.12276,211.40014,211.21725,211.25384,211.25384,211.25992,211.28126,211.26603,211.26297,211.16544,211.11057,211.32699,211.31478,211.32089,211.31175,211.83600,213.96045,216.76156,218.30690,218.63609,211.25992,211.32394,211.35441,211.35136,213.53984,216.29217,218.89213,219.78519,219.78519
52.575,211.18067,64.29807,5.31298,12.26673,5.78865,0.02439,0.06400,0.01524,0.01219,0.11583,0.00305,0.04573,0.05183,0.00913,0.06707,0.07620,0.00000,0.00000,8.81786,26.42617,23.99995,25.78304,0.06402,0.41452,0.11583,0.04878,0.14630,15.43203,25.76475,24.87167,8.65326,0.32004,0.62789,0.06096,0.17982,0.19203,0.00000,0.08230,0.00000,7.03174,17.04441,5.65404,0.00000,0.00305,0.00000,0.11583,0.06095,0.09449,0.07315,0.10364,0.00610,0.02744,0.09449,0.00000,0.01219,0.02439,36.30169,0.29260,5.21512,25.60017,0.04876,0.00913,0.06400,0.03961,26.82543,0.97536,0.02742,0.04268,0.02134,211.32699,211.36356,211.35746,211.30565,211.35746,211.37575,211.42756,211.43976,211.43366,211.27516,211.36965,211.37880,211.36356,211.31478,214.24088,216.84691,217.27667,217.35592,211.21421,211.25992,211.07400,211.14715,212.68638,216.00871,217.15781,217.19134,217.24315,211.22945,211.25079,211.05876,211.08010,210.97036,210.96123,211.08924,211.47634,211.70494,211.28126,211.25687,211.26908,211.12276,211.13801,211.09534,211.01609,210.99780,210.95512,211.29345,211.21421,211.33004,211.35746,211.28431,213.61907,216.29828,216.46591,213.61907,211.32089,211.33004,211.32699,211.31175,211.80553,215.50578,218.01125,218.47758,219.54744
52.55,211.07705,64.30452,5.16964,12.45601,5.83916,0.03352,0.04573,0.08533,0.07010,0.04268,0.12496,0.00303,0.01524,0.13411,0.05183,0.05181,0.10057,0.05181,16.86762,17.99846,23.91156,20.28139,0.06705,0.03658,0.00610,0.06705,0.08230,17.55344,29.18765,27.98369,0.02744,0.03961,0.05181,0.15240,0.01219,0.10059,0.06402,0.03047,0.06402,0.11886,15.12418,20.86965,0.00303,0.16153,0.00000,0.13411,0.03047,0.15240,0.08840,0.00610,0.19813,0.02439,0.07315,0.00610,0.04876,41.23029,29.36747,20.62581,12.21029,8.81481,0.00000,0.08533,0.04573,0.07010,30.04109,25.97812,2.86816,2.58472,1.03328,211.22335,211.19593,211.26908,211.29650,211.26603,211.36661,211.36356,211.28736,211.40927,211.15935,211.11973,211.17764,211.15325,211.35136,214.13724,216.74937,217.10295,217.10295,211.22335,211.11668,211.12886,211.14715,212.34196,215.36559,216.99321,216.95055,217.10904,211.06790,211.00695,211.05876,211.05571,211.00085,210.93684,210.86979,211.23555,211.92135,211.19593,211.05876,211.07095,210.91550,210.97951,210.87892,210.82101,210.74481,210.71129,211.22640,211.20811,211.11363,211.07705,211.33004,212.81136,213.55508,214.74989,215.06384,211.26908,211.17459,211.26297,211.32089,211.73846,215.83192,218.54160,218.57512,218.73668
52.525,210.94598,64.84844,5.62682,12.67339,5.89898,0.00915,0.07925,0.00915,0.11583,0.06707,0.17679,0.19508,0.08839,0.02742,0.00000,0.04268,0.03658,0.01829,0.00000,28.65730,28.06599,19.01951,0.13106,0.45720,0.08230,0.08840,0.05486,20.08633,22.65577,22.07971,10.75944,0.04571,0.04266,0.00000,0.13106,0.12803,0.12496,0.16764,0.08839,11.53057,18.83359,23.44216,0.08535,0.05486,0.17982,0.05791,0.03961,0.07315,0.12801,0.00000,0.05183,0.09754,0.11888,0.01829,11.34770,22.66493,20.57400,15.32534,18.86408,5.00481,0.04573,0.00305,0.09146,11.61592,24.54553,36.61868,21.39086,25.24962,5.48945,211.03132,211.14105,211.05266,211.12276,211.11363,211.26603,211.27213,211.27213,211.32089,211.00085,211.02219,211.11057,211.14105,211.49157,213.77452,216.41105,217.17915,217.24315,210.94294,210.97341,210.94599,211.20506,212.79308,215.63990,216.84996,216.96579,217.02675,210.94904,210.83321,210.78138,210.81493,210.73263,210.71129,210.73873,210.80577,211.15935,210.97341,210.93378,210.83016,210.78138,210.72044,210.78749,210.67166,210.61070,210.64727,210.98256,210.96123,211.03132,211.05266,211.02524,211.91525,213.51545,215.92641,218.10574,211.07400,211.05571,211.06790,210.99475,211.63484,214.93276,215.81058,214.53044,214.59138
52.5,210.81491,61.12289,5.12627,12.75084,5.84333,0.03352,0.05486,0.00000,0.08230,0.09449,0.09451,0.00608,0.04573,0.00000,0.11886,0.00305,0.00305,0.03658,13.15213,25.67025,25.73426,17.15415,0.03352,0.04268,0.06095,0.01220,0.00000,14.55725,24.99360,20.75687,12.71322,0.40539,0.01220,0.06096,0.12193,0.00000,0.00610,0.00000,0.10974,0.10972,0.02134,0.94184,0.00000,0.04573,0.00610,0.06096,0.10059,0.01829,0.00000,0.00305,0.21640,0.04571,0.02134,0.08230,0.07010,9.14400,45.35729,44.01618,36.03955,7.39445,0.12801,0.07010,0.06095,11.24103,21.77186,23.27453,11.62813,11.29286,0.04266,210.95512,210.90026,210.94294,211.01609,211.06485,211.17459,211.11363,211.10144,211.10144,210.90636,210.92770,210.98256,211.06790,212.36940,214.84437,216.76461,216.94750,217.00845,210.90941,210.87892,210.76920,211.49157,213.45754,216.44457,216.62745,216.82557,217.00845,210.85758,210.80883,210.79054,210.75091,210.67471,210.62898,210.64119,210.69910,210.64727,210.76005,210.80577,210.63509,210.74786,210.72957,210.67471,210.62898,210.65643,210.47355,210.85455,210.78749,210.78749,210.80883,211.06485,213.25333,214.17381,216.02090,216.88654,210.87284,210.93989,210.98561,211.04961,211.48852,214.56396,214.57310,214.66758,215.80755
52.475,210.79053,60.59246,5.10305,12.84979,6.55475,0.19203,0.09146,0.16766,0.11581,0.17374,0.20423,0.13716,0.01829,0.00913,13.29232,0.04573,0.11278,0.13716,15.79474,26.34386,22.44853,0.00610,0.02437,0.04268,0.11583,0.13106,8.49172,20.15948,17.59612,21.19884,15.65758,0.03047,0.03354,0.01219,0.01219,0.10059,0.08840,0.17982,0.09449,21.20494,19.96440,13.96289,0.01524,0.00000,0.07010,0.00000,0.00303,0.18287,0.06400,0.01219,0.02744,0.01220,0.14022,0.00305,0.11888,17.41018,23.13128,27.91967,0.05791,4.70611,0.06402,0.04878,0.06705,0.10059,19.83944,8.83007,15.39545,12.08836,31.19627,210.76005,210.78138,210.85455,210.83625,210.89721,210.95207,211.06181,211.15935,211.03743,210.72347,210.73873,210.74176,211.51596,212.94548,215.66124,216.78290,216.98713,217.08770,210.75396,210.65032,210.77835,211.61045,214.34450,215.72220,217.00236,216.98103,217.06636,210.71739,210.65643,210.61070,210.61070,210.60156,210.65643,211.12581,214.87485,214.67674,210.78444,210.66861,210.61985,210.58023,210.62595,210.54670,210.56499,210.65337,210.61375,210.70824,210.66861,210.78749,210.65643,210.73873,211.18983,213.70137,214.69197,216.56345,210.66556,210.74176,210.75396,210.72957,210.83930,212.79916,214.19515,216.35314,217.51443
52.45,210.76615,66.67265,5.28801,12.93708,6.56971,0.01219,0.02744,0.03352,0.00000,0.01524,0.01524,0.12498,0.03963,0.00915,0.08228,0.00000,0.00000,0.01220,0.08839,20.91538,19.58340,21.89987,15.47470,0.06400,0.07317,0.04268,0.00305,0.10667,15.71244,46.43932,45.49748,27.41676,19.02561,0.00000,0.03049,0.05791,0.00915,30.48000,30.48000,12.61873,23.12823,26.86203,0.00305,0.12193,0.07620,0.01524,0.12193,0.19203,0.00000,0.07315,0.11888,0.01220,0.05791,0.03658,0.14632,0.06402,0.73761,35.60674,21.74139,0.00610,0.21031,0.09146,0.06402,0.06096,51.15762,48.74666,43.66565,7.42798,0.03352,210.63204,210.69910,210.68995,210.78444,210.84540,210.82406,210.92160,210.99170,211.00695,210.58936,210.61985,210.68690,210.75091,211.64397,214.94801,216.63965,216.72498,216.71585,210.57107,210.65643,210.63814,210.62290,210.73873,213.49106,216.49335,216.86215,216.18550,210.66556,210.58936,210.64119,210.70824,212.04326,213.72881,213.95131,214.14029,215.31681,210.65643,210.58936,210.53450,210.60461,210.58936,210.52841,210.58023,210.56804,210.49792,210.64727,210.64119,210.58328,210.55278,210.64727,211.24164,213.39352,215.39911,217.08465,210.55889,210.58936,210.65643,210.74786,211.55254,213.67395,214.93581,216.78290,217.60586
52.425,210.54060,54.83317,5.51221,13.10444,6.44805,0.12191,0.04268,0.01524,0.11888,0.19508,0.00915,0.04268,0.10667,0.14935,0.00305,0.07315,0.02439,0.00000,0.08230,0.06402,8.78434,23.32025,18.98904,19.91259,0.07925,0.04266,0.07620,30.48000,9.33297,11.65252,17.67535,16.75790,0.09754,0.00305,0.04573,0.07620,0.17679,30.48000,30.48000,15.83131,21.65300,25.01494,0.11278,0.00915,0.00913,0.03354,0.11583,0.10972,0.00000,0.00608,0.13716,0.08228,0.05181,0.02744,0.88393,42.80917,44.02226,49.28006,50.54802,19.55291,0.10669,0.00000,0.08230,22.25345,0.05488,0.71322,5.80339,0.11888,37.82872,210.57717,210.62595,210.60156,210.65643,210.71129,210.67776,210.75396,210.81188,210.90636,210.56804,210.68690,210.68995,210.66861,210.67166,210.72652,212.03108,214.44204,216.13672,210.65032,210.60461,210.65032,210.94599,213.99704,214.89618,214.77428,215.67344,216.39276,210.67776,210.57412,210.57412,210.46440,210.54365,210.89721,211.15020,212.32672,213.64651,210.59851,210.63204,210.60156,210.60765,210.56499,210.60156,210.58936,210.64424,210.50403,210.52841,210.59851,210.69300,210.63509,211.09229,213.41791,215.35035,216.87130,217.34679,210.61375,210.65948,210.60765,211.45805,214.09456,215.91728,216.82557,217.45041,214.88095
52.4,210.53755,46.37323,5.13921,13.26316,6.31714,0.16766,0.02439,0.07315,0.01829,0.12191,0.04876,0.10669,0.04878,0.00000,0.11888,0.30177,0.00000,0.00913,0.04571,0.06096,0.34138,19.27250,49.97195,44.40632,0.10972,0.00305,30.48000,10.50342,25.24049,28.65730,15.87094,0.01524,0.05791,0.01219,0.11888,0.10972,0.02134,0.09449,5.16331,21.65604,30.48000,27.26741,0.05486,0.08839,0.03352,0.13106,0.06096,0.08535,0.02437,0.15240,0.10059,0.09146,0.07620,17.84909,19.16583,29.15718,44.92448,42.06240,36.30167,55.98566,0.11583,0.10362,0.68275,18.53489,40.09036,0.01524,0.18898,18.90673,13.35939,210.55584,210.65643,210.66253,210.54365,210.64119,210.59241,210.59241,210.69910,210.71129,210.58936,210.57107,210.63814,210.64424,210.66861,210.73873,210.77835,211.74761,215.46313,210.54060,210.58936,210.88503,212.66810,213.08872,214.76207,216.70975,216.82557,217.25230,210.59851,210.53145,210.50097,210.58936,210.59546,210.89721,210.75396,211.63787,213.11311,210.58633,210.54060,210.57717,210.55889,210.62898,210.51316,210.58633,210.52841,210.51316,210.58936,210.61375,210.67166,210.76310,211.60435,213.20455,214.93886,216.21903,216.94445,210.56499,210.56499,210.64424,211.10447,214.49995,216.54516,217.08161,217.00236,217.01150
