,Elevation,Bottom Width (m),West,South,East,Emergent Veg,Veg_1_NE,Veg_2_NE,Veg_3_NE,Veg_4_NE,Veg_5_NE,Veg_6_NE,Veg_7_NE,Veg_8_NE,Veg_9_NE,Veg_1_E,Veg_2_E,Veg_3_E,Veg_4_E,Veg_5_E,Veg_6_E,Veg_7_E,Veg_8_E,Veg_9_E,Veg_1_SE,Veg_2_SE,Veg_3_SE,Veg_4_SE,Veg_5_SE,Veg_6_SE,Veg_7_SE,Veg_8_SE,Veg_9_SE,Veg_1_S,Veg_2_S,Veg_3_S,Veg_4_S,Veg_5_S,Veg_6_S,Veg_7_S,Veg_8_S,Veg_9_S,Veg_1_SW,Veg_2_SW,Veg_3_SW,Veg_4_SW,Veg_5_SW,Veg_6_SW,Veg_7_SW,Veg_8_SW,Veg_9_SW,Veg_1_W,Veg_2_W,Veg_3_W,Veg_4_W,Veg_5_W,Veg_6_W,Veg_7_W,Veg_8_W,Veg_9_W,Veg_1_NW,Veg_2_NW,Veg_3_NW,Veg_4_NW,Veg_5_NW,Veg_6_NW,Veg_7_NW,Veg_8_NW,Veg_9_NW,Elv_1_NE,Elv_2_NE,Elv_3_NE,Elv_4_NE,Elv_5_NE,Elv_6_NE,Elv_7_NE,Elv_8_NE,Elv_9_NE,Elv_1_E,Elv_2_E,Elv_3_E,Elv_4_E,Elv_5_E,Elv_6_E,Elv_7_E,Elv_8_E,Elv_9_E,Elv_1_SE,Elv_2_SE,Elv_3_SE,Elv_4_SE,Elv_5_SE,Elv_6_SE,Elv_7_SE,Elv_8_SE,Elv_9_SE,Elv_1_S,Elv_2_S,Elv_3_S,Elv_4_S,Elv_5_S,Elv_6_S,Elv_7_S,Elv_8_S,Elv_9_S,Elv_1_SW,Elv_2_SW,Elv_3_SW,Elv_4_SW,Elv_5_SW,Elv_6_SW,Elv_7_SW,Elv_8_SW,Elv_9_SW,Elv_1_W,Elv_2_W,Elv_3_W,Elv_4_W,Elv_5_W,Elv_6_W,Elv_7_W,Elv_8_W,Elv_9_W,Elv_1_NW,Elv_2_NW,Elv_3_NW,Elv_4_NW,Elv_5_NW,Elv_6_NW,Elv_7_NW,Elv_8_NW,Elv_9_NW
13.35,133.57098,27.43096,0.18998,11.56715,3.25376,0.04268,0.19812,0.39014,6.84886,6.54711,0.21031,0.42063,1.04546,2.60300,5.45592,0.44196,0.45415,0.35662,0.29566,0.44501,0.43282,0.41758,21.49754,0.40538,5.95579,16.62989,22.00046,9.85418,30.48000,0.09449,0.05791,0.14326,0.12801,7.71450,17.62659,8.03758,30.48000,0.03047,0.12801,0.06401,0.06706,0.04572,0.31394,12.50290,5.84910,10.20471,10.29614,11.85063,6.20573,5.83692,5.48335,0.46330,0.40539,0.00000,0.45111,0.42672,0.40538,0.44806,0.30785,0.27128,0.39624,0.45720,0.21335,4.41655,0.50597,2.24333,0.37186,0.45111,0.32919,133.55117,133.56031,134.13029,134.93191,135.46836,135.66952,136.03529,134.95629,134.84352,133.55726,133.54508,133.61212,133.56336,133.55422,133.60603,133.62128,133.62128,133.66394,133.55422,133.55117,136.94969,137.10514,136.80643,136.67537,136.63269,136.42543,136.21208,133.53592,135.18489,137.17219,136.80948,136.67842,136.59308,136.28523,135.92251,135.66343,133.54508,133.54812,135.83108,137.34592,136.93445,136.80034,136.66317,136.68451,136.62660,133.54812,133.53592,133.53897,133.52983,133.53288,133.55422,133.54203,133.52069,133.50849,133.56336,133.51154,134.22783,135.27329,135.18489,134.72769,133.70966,133.68832,133.70052
13.325,133.56946,31.72106,0.69866,9.46488,3.23039,0.09145,0.50292,0.06096,4.03860,0.42672,0.45415,10.26567,1.24663,0.71323,0.00914,0.40538,0.30784,0.04268,0.36881,0.39625,0.35357,0.40539,0.49073,0.45110,0.07620,11.50620,14.90167,13.61237,30.48000,0.16459,0.17984,0.07924,0.08840,0.34138,13.87145,11.16787,6.85191,0.07010,0.04573,0.13411,0.05182,0.10058,0.16764,16.55979,0.30785,14.47495,15.55089,6.55929,30.48000,3.77038,0.04268,0.40843,0.33527,0.37490,0.35356,0.45111,0.40843,0.04877,0.27128,0.45415,0.31394,0.53035,0.52426,0.07620,1.69164,0.36270,0.42672,0.02438,0.10972,133.56641,133.90778,133.95046,135.24281,135.46531,135.74572,135.53237,133.96569,133.79196,133.56336,133.57251,133.54812,133.54203,133.58469,133.59689,133.57555,133.52983,133.59994,133.49326,133.46277,134.38937,137.08685,136.90702,136.74548,136.65098,136.57174,136.42238,133.54812,133.61823,137.30326,136.92835,136.67842,136.58392,136.38581,136.13892,135.77926,133.54203,133.52069,133.54203,134.55396,137.06856,137.10209,136.75462,136.73023,136.57783,133.54203,133.55422,133.54508,133.54508,133.50849,133.52069,133.47192,133.49021,133.41706,133.60603,133.55117,133.49631,134.53263,135.46836,133.70662,133.70357,133.70662,133.62128
13.3,133.51154,37.92710,0.34908,6.64243,3.21766,0.41758,0.41453,0.47854,0.53950,0.85039,4.31901,4.48361,0.43891,0.00000,0.00914,0.30176,0.35966,0.34747,0.30480,0.37491,0.33832,0.55169,0.37186,0.30175,0.38709,0.44502,24.48154,11.39037,6.00761,30.48000,0.09754,0.06706,0.11583,0.38100,0.35966,14.41094,14.81633,4.99567,5.62966,7.28472,4.68783,6.20878,0.30480,0.36881,10.60399,18.09902,18.13865,14.19758,10.72591,0.27737,0.06095,0.42977,0.03048,0.32919,0.38100,0.00304,0.10058,0.00610,0.07924,0.00609,0.46330,0.44806,0.28041,1.80442,1.97511,0.19812,0.36270,0.24993,0.00304,133.59689,133.55117,133.45972,134.81914,135.37083,135.21537,133.72186,133.64871,133.76148,133.55726,133.55117,133.54203,133.55422,133.57555,133.56031,133.55726,133.60908,133.56946,133.53288,133.57555,134.31926,137.08075,136.95274,136.78814,136.64184,136.62355,136.46506,133.56031,133.55117,135.25805,136.85215,136.70585,136.62051,136.52602,136.26084,136.04138,133.55422,133.52069,133.49631,133.80111,135.69086,137.17219,137.47394,136.87349,136.85825,133.52983,133.49935,133.52983,133.50849,133.47802,133.40791,133.46277,133.42011,133.47497,133.53592,133.51154,134.39851,134.96544,134.14552,133.69137,133.69748,133.64871,133.70662
13.275,133.48716,36.83859,0.18872,7.72424,3.19950,0.40538,0.32004,0.44806,0.09449,0.40843,0.17069,0.96317,2.47803,0.37795,0.35357,0.44501,0.36881,0.45415,0.46634,0.35966,0.43282,0.01524,0.41453,0.03658,0.37796,0.33833,16.11782,14.70660,10.44550,5.71805,6.84886,0.14630,0.03352,0.07010,0.10363,17.48332,13.94764,3.46558,4.95300,4.16357,4.22147,3.44120,0.34138,0.34748,0.06706,11.33551,8.68680,0.03963,0.03353,0.07011,1.24967,0.03352,0.37186,0.07010,0.40539,0.10363,0.10972,0.12497,0.09145,0.42672,0.48158,0.03658,6.97992,3.27660,5.63576,0.18592,0.18287,0.05486,0.00000,133.52069,133.53288,133.49631,134.55091,134.71855,135.37692,134.26135,133.72186,133.73709,133.48411,133.55117,133.51459,133.55422,133.53897,133.52678,133.54508,133.53592,133.54203,133.45058,133.51154,133.62128,136.80338,136.84301,136.71194,136.71194,136.54431,136.44677,133.46888,133.46583,136.53516,136.96188,136.89483,136.61746,136.49554,136.29742,136.12977,133.49935,133.47192,133.42315,133.49326,136.01395,136.64184,136.75766,136.91921,137.05942,133.50545,133.49935,133.41096,133.45363,133.38657,133.38048,133.38352,133.45972,133.47192,133.41706,133.47192,133.99923,135.20318,133.99312,133.67614,133.57251,133.63651,133.66089
13.25,133.47375,37.86198,0.92299,7.54607,3.20733,0.11887,0.08534,0.35356,0.39319,0.58522,1.74041,5.67232,1.73127,0.37490,0.03048,0.07620,0.36576,0.19507,0.35966,0.46940,0.32310,0.44501,17.13281,0.32004,0.02439,0.04267,17.11147,16.67866,14.76451,30.48000,4.80060,4.78231,5.94665,0.05181,4.05689,7.91261,0.01524,0.04876,0.04573,0.06706,2.66090,0.07620,0.07011,0.03658,14.52981,14.20978,0.70104,0.03048,0.04267,0.03048,14.15796,0.01524,0.00609,0.00000,0.03352,0.13106,0.01525,0.00000,0.07925,0.00000,0.09449,0.17070,0.15240,7.54075,4.90728,0.02438,0.03352,0.00000,0.05487,133.41401,133.48716,133.48716,134.26440,134.91057,135.45617,133.72795,133.71576,133.71881,133.46277,133.49326,133.49631,133.52069,133.52069,133.53592,133.52374,133.52678,133.56946,133.44449,133.47802,133.48716,137.06246,136.89483,136.73937,136.53821,136.56869,136.43457,133.43839,133.47192,135.35863,136.76376,136.82168,136.96492,136.55345,136.43763,136.15416,133.45058,133.45058,133.46888,134.73989,135.63905,136.98017,137.21791,137.37031,137.02284,133.50545,133.47497,133.41096,133.48716,133.38963,133.41401,133.45058,133.42315,133.49021,133.40486,133.45058,133.73709,134.79780,134.30403,133.65480,133.64566,133.62128,133.57555
13.225,133.46034,36.88400,0.34934,6.45818,3.17399,0.00305,0.00914,0.05182,0.00000,3.46252,1.81662,5.84301,4.28245,0.19202,0.07315,0.00000,0.07316,0.10667,0.00000,0.03658,0.34138,0.39624,0.38404,0.36881,0.02438,0.01829,4.49275,5.58699,0.06402,0.03353,3.92582,5.58394,3.31012,0.04572,7.61086,0.17374,0.04572,0.06706,0.07011,0.01525,4.40436,4.59943,0.04877,0.00000,0.00000,17.26997,0.03048,10.32663,20.35760,19.79676,19.22983,0.03658,0.01829,0.02438,0.00000,0.02438,0.10972,0.01219,0.04572,0.00609,0.09144,0.03962,0.00000,4.24282,2.77673,0.00000,0.00305,0.01219,0.15850,133.49935,133.46277,133.45972,133.80720,135.23366,135.48665,134.33755,133.70662,133.65785,133.48106,133.39572,133.39268,133.46888,133.48411,133.49935,133.50240,133.51459,133.54203,133.47802,133.43534,133.96874,136.66317,136.77595,136.96797,136.75462,136.66623,136.45896,133.46277,133.64871,134.96544,136.85520,136.98322,137.08075,136.62355,136.51688,136.29132,133.45972,133.40791,133.68528,135.52932,137.37946,137.12343,136.92226,137.23315,136.73937,133.46277,133.50240,133.46583,133.42925,133.50545,133.47802,133.49631,133.46277,133.47497,133.42925,133.46888,133.46888,134.33755,133.83463,133.67918,133.60603,133.64871,133.61212
13.2,133.44693,41.22612,1.57129,8.53388,3.18740,0.07925,0.11278,0.19507,0.00000,0.11278,6.70865,0.15850,0.42673,0.07010,0.00609,0.00000,0.09449,0.00914,0.14935,0.00000,0.05181,0.07925,0.03963,0.03658,0.35967,0.00000,0.04268,0.16154,0.04877,0.08839,0.03658,0.04572,0.01829,0.07620,13.39291,29.61743,0.02743,12.01217,12.18591,1.73430,0.03048,1.21920,0.05530,0.00000,0.00000,13.24661,4.91032,30.48000,18.03502,18.58366,1.61240,0.00000,0.10059,0.19812,0.00000,0.03658,0.03352,0.00914,0.05181,0.07315,0.02439,0.07010,0.07925,5.88264,0.04876,0.02134,0.00000,0.00000,0.00000,133.40791,133.48411,133.49021,134.98677,134.77037,134.09066,133.67918,133.63042,133.68528,133.42925,133.38657,133.47192,133.37134,133.48106,133.46888,133.44144,133.45972,133.46277,133.45972,133.43809,133.77672,134.96849,136.73023,136.80034,136.86434,136.91311,136.58088,133.41401,133.66699,137.04112,137.34288,137.41908,137.26363,136.74548,136.55040,136.51077,133.47497,133.40182,133.78282,133.53288,136.77900,137.17829,136.60526,136.70585,136.70889,133.38048,133.45058,133.47192,133.50545,133.44754,133.40791,133.48106,133.39877,133.36829,133.45058,133.43839,133.46277,133.88645,133.56336,133.59994,133.50849,133.58774,133.56946
13.175,133.43352,44.31885,2.44370,7.44317,3.14130,0.10668,0.02133,0.00000,0.10058,0.17374,6.04113,2.97790,0.00000,0.07924,0.04572,0.00000,0.07315,0.06096,0.06401,0.00610,0.12192,0.02134,0.06095,0.01219,0.03353,0.00000,15.02360,25.34413,8.03453,0.03048,0.03963,0.03963,0.13106,0.00000,0.00000,12.66444,14.42009,22.72285,13.13687,18.48003,4.04165,0.10972,0.00000,0.00000,0.00000,2.78588,18.17827,24.28341,24.01824,14.99006,18.19351,0.00000,0.00000,0.01524,0.09449,0.07924,0.00305,0.00000,0.03963,0.11278,0.07315,0.01219,0.13411,0.05791,0.00000,0.07316,0.02134,0.00305,0.00000,133.48716,133.42011,133.42925,134.46557,134.42899,133.86206,133.60908,133.62128,133.67309,133.39877,133.43534,133.45058,133.43839,133.46277,133.45668,133.45972,133.42011,133.46888,133.45363,133.40791,133.46583,136.81557,137.37641,137.24839,137.18134,137.16000,136.74852,133.43534,133.64871,134.06628,136.62051,136.69671,136.75462,136.65098,136.53821,136.37971,133.46277,133.48411,133.43229,133.60298,136.00176,136.37666,137.06246,137.40079,137.45566,133.49631,133.45058,133.47802,133.39572,133.41096,133.42620,133.38963,133.38963,133.29818,133.43534,133.44754,133.39572,133.46277,133.49935,133.47192,133.52678,133.53592,133.48411
13.15,133.42011,53.32045,0.22567,5.58444,3.14927,0.01219,0.07011,0.04877,0.14936,0.41148,0.05487,0.00000,0.06706,0.01219,0.01525,0.01220,0.00304,0.02438,0.01219,0.05181,0.04268,0.05791,0.01219,0.05181,0.00000,0.00000,0.00000,3.06934,17.15414,17.37360,15.40154,13.88365,10.50951,0.00304,0.00000,0.04572,19.97964,21.01291,14.19149,6.37337,6.07466,0.06401,0.05486,0.00000,0.00000,21.53716,25.43556,19.95526,20.93672,30.48000,21.14703,0.00609,0.18592,0.08534,0.07010,0.05486,0.13106,0.06401,0.03963,0.04877,0.07315,0.10363,0.39014,0.08839,0.38405,0.00000,0.08839,0.00914,0.00000,133.45058,133.44144,133.49021,133.59994,133.58469,133.64566,133.55422,133.63956,133.59384,133.47192,133.50545,133.49631,133.47802,133.39268,133.46277,133.43229,133.47802,133.44754,133.44754,133.46277,133.63651,134.08152,137.54709,136.90702,137.32764,136.76681,137.37031,133.48716,133.52069,133.62432,136.36143,137.23620,136.59003,136.69671,136.60526,136.44677,133.43534,133.37134,133.41401,133.40182,134.12419,135.25500,136.88263,137.09599,135.67257,133.45363,133.32257,133.39572,133.38963,133.38657,133.31952,133.29514,133.33171,133.26161,133.42620,133.34695,133.42925,133.40182,133.42620,133.44144,133.39268,133.48106,133.44754
13.125,133.39877,78.95350,0.27427,5.71408,3.10205,0.06401,0.07011,0.12192,0.05181,0.03658,0.00914,0.01220,0.02439,0.00610,0.08840,0.10667,0.07315,0.01219,0.00000,0.01524,0.02743,0.03658,0.07315,0.00000,0.12497,0.06706,0.00000,0.00000,17.26693,13.85316,20.95195,16.25194,20.95805,0.16154,0.00610,23.22881,27.87396,22.93315,13.83488,28.98038,27.02661,15.46860,0.06706,0.06095,0.03962,0.00000,0.10668,13.45387,0.13411,21.11045,22.09191,0.08534,0.10972,0.18593,0.08840,0.09449,0.09754,0.03658,0.02134,0.16460,0.08534,0.06402,0.00610,0.11278,0.07620,0.26823,0.05487,0.03963,0.01220,133.39877,133.36829,133.46888,133.50240,133.53288,133.56641,133.59689,133.61517,133.66089,133.40182,133.38657,133.49631,133.50545,133.48411,133.47802,133.50240,133.39877,133.38963,133.35609,133.41401,133.46888,133.47802,134.37412,137.36726,136.54735,137.37946,136.66317,133.31952,133.46277,133.42011,135.34644,136.98626,137.16609,136.65098,137.29411,136.63269,133.35305,133.42925,133.40182,133.38963,133.30428,133.26466,133.53592,136.28828,135.92861,133.39572,133.33171,133.22503,133.33171,133.28599,133.27380,133.25246,133.14883,133.13664,133.34391,133.36524,133.42315,133.36829,133.41401,133.35305,133.37438,133.42315,133.42620
13.1,133.37744,108.32550,1.22240,3.18460,3.08766,0.06402,0.08840,0.06706,0.03963,0.14021,0.03658,0.03048,0.00000,0.00305,0.00000,0.03658,0.08839,0.06096,0.10668,0.00000,0.10363,0.01829,0.00000,0.01219,0.05791,0.18288,0.06706,0.00304,0.47245,16.29156,24.35048,22.88134,17.56257,0.00609,0.17374,0.14021,0.10363,0.07620,33.00985,30.48000,30.48000,22.30222,0.03963,0.10059,0.06096,0.00914,0.04876,0.08230,0.17069,28.49879,29.77287,0.08534,0.42367,0.02743,0.00000,0.03963,0.06095,0.12801,0.21642,0.07925,0.13410,0.00305,0.08840,0.09754,0.09449,0.11583,0.01525,0.08230,0.00610,133.33171,133.36219,133.44144,133.38963,133.47192,133.52983,133.56336,133.57555,133.58469,133.42315,133.36219,133.40791,133.41401,133.42925,133.37743,133.44144,133.45972,133.46888,133.35305,133.29818,133.38352,133.44754,133.45363,134.11809,136.44068,136.98931,136.53821,133.33476,133.30732,133.31952,133.31648,133.32257,133.92912,136.19074,136.73937,136.99846,133.35914,133.29818,133.31037,133.29209,133.24028,133.13664,133.17931,133.17017,135.14832,133.30428,133.31648,133.28294,133.16103,133.20065,133.22808,133.15188,133.03301,133.04215,133.31648,133.33781,133.33171,133.32257,133.31648,133.26466,133.38352,133.30732,133.38352
13.075,133.24942,122.78700,0.33480,3.14073,3.02856,0.00000,0.02134,0.05182,0.00914,0.00305,0.09144,0.02438,0.03352,0.00000,0.00000,0.09449,0.09449,0.07011,0.15545,0.04268,0.02438,0.06401,0.11278,0.03658,0.06706,0.08230,0.11278,0.06095,0.01525,0.00000,14.28902,26.54807,22.83562,0.08229,0.02438,0.09144,0.03353,0.06401,0.08534,18.60500,30.48000,25.45384,0.08534,0.21031,0.12192,0.06402,0.13715,0.00000,0.15240,0.23774,0.20422,0.04268,0.13411,0.00000,0.07925,0.17069,0.10058,0.00000,0.05791,0.04268,0.00000,0.15545,0.10058,0.00000,0.00000,0.03048,0.08534,0.08840,0.35052,133.35914,133.32866,133.40182,133.38657,133.40791,133.50545,133.49631,133.52374,133.55726,133.31648,133.31648,133.34086,133.37438,133.38657,133.43534,133.37743,133.37743,133.47192,133.33171,133.34695,133.30732,133.38048,133.38352,133.42925,133.42011,134.80085,137.05332,133.24637,133.30428,133.23723,133.21589,133.20674,133.24332,134.83437,136.25779,137.13562,133.24332,133.21894,133.24942,133.19455,133.15188,133.16103,133.05739,133.03301,133.03606,133.30732,133.18541,133.25856,133.13054,133.10921,133.03911,132.95986,132.84098,132.97814,133.35305,133.22503,133.24942,133.30123,133.27989,133.31037,133.24332,133.34086,133.46583
13.05,133.13664,123.97289,0.38195,2.90285,3.02434,0.00304,0.10668,0.00304,0.16765,0.06706,0.08534,0.02438,0.03048,0.05181,0.00000,0.06095,0.11278,0.06095,0.14021,0.07620,0.05791,0.09449,0.05181,0.01524,0.15850,0.17679,0.08229,0.00305,0.00000,0.09144,0.05486,0.10059,15.23390,0.06095,0.14326,0.03963,0.14631,0.14022,0.26823,32.06191,23.50618,19.81809,0.07924,0.03658,0.12802,0.20726,0.01525,0.04876,0.08840,0.14021,0.07315,0.07620,0.07620,0.12192,0.05486,0.05181,0.13411,0.12497,0.07011,0.10972,0.17069,0.06706,0.07011,0.11583,0.06401,0.34747,0.00000,0.37490,1.56667,133.24332,133.31648,133.24332,133.33171,133.40791,133.42620,133.44754,133.47802,133.49021,133.24942,133.23723,133.25856,133.30123,133.33476,133.34086,133.33476,133.38963,133.46583,133.22198,133.24332,133.24637,133.25551,133.35914,133.26771,133.33476,133.29818,133.69748,133.17017,133.13664,133.13969,133.10921,133.10921,133.09092,133.15797,135.18489,136.71194,133.20065,133.21284,133.04215,133.07263,133.01472,133.02082,133.00252,133.02996,132.98729,133.15492,133.07263,133.00863,132.99643,133.05739,132.90499,132.97509,132.95071,132.96900,133.20065,133.20369,133.13054,132.99338,133.03606,133.57251,133.39877,133.51459,133.53288
13.025,133.00557,121.21441,1.57127,4.70442,3.01592,0.21031,0.10973,0.09449,0.04876,0.01525,0.08840,0.42977,0.03047,0.04268,0.07011,0.09449,0.15240,0.15240,0.03048,0.12497,0.10668,0.01524,0.07620,0.10363,0.09754,0.22860,0.07925,0.12193,0.12801,0.23470,0.13715,14.18234,20.93672,0.04573,0.10059,0.13715,0.12497,0.20421,0.21642,7.52856,26.56637,25.08504,0.16765,0.03352,0.09753,0.05181,0.19508,0.10667,0.27737,0.21641,0.25298,0.08839,0.09753,0.19203,0.01524,0.07011,0.18592,0.05486,0.17373,0.05182,0.09753,0.03658,0.02744,0.07620,0.10059,3.93192,0.67361,0.43281,2.30734,133.10921,133.11531,133.18236,133.24332,133.27075,133.33171,133.41096,133.42620,133.39877,133.08483,133.18846,133.21894,133.20979,133.23417,133.24332,133.32562,133.31343,133.33781,133.08177,133.02996,133.13054,133.12749,133.14274,133.14578,133.16408,133.35914,136.44372,132.99338,133.07872,133.01168,133.03606,133.07568,133.02386,136.72109,136.92226,137.06551,133.04215,133.03606,132.98119,132.86842,132.96595,132.96291,132.93243,132.91414,132.85623,133.02082,132.95376,132.92937,132.93548,132.89889,132.89280,132.83489,132.88671,132.76783,132.98119,132.99338,133.00252,132.92328,132.92937,133.47802,133.50545,134.46862,134.53263
13,132.88975,110.22763,0.37343,3.41616,3.03780,0.06401,0.01830,0.08840,0.05791,0.17678,0.13410,0.07316,0.07620,0.07315,0.03353,0.10363,0.11278,0.16460,0.04268,0.04877,0.03353,0.08840,0.07315,0.07011,0.07620,0.11278,0.08229,0.13411,0.11888,0.07620,0.28042,37.15208,19.58644,0.16764,0.09144,0.07011,0.16765,0.04876,0.04572,4.97434,17.89786,23.40254,0.05182,0.16764,0.00305,0.10058,0.04267,0.22555,0.25604,0.17070,0.14021,0.14936,0.12801,0.08230,0.11278,0.05486,0.18288,0.02439,0.13411,0.26823,0.04268,0.09449,0.00914,0.11278,0.06401,0.26213,2.72186,0.03048,1.42342,133.00252,133.04215,133.06349,132.93243,133.09702,133.17626,133.23417,133.32562,133.36524,132.94766,133.08788,133.04520,133.14883,133.16103,133.12749,133.22198,133.24637,133.30123,132.99338,133.05739,133.00863,133.04520,133.06044,133.14274,133.06044,133.86816,136.61441,132.96291,132.96900,132.96900,133.02386,133.01168,133.03301,134.24611,136.91311,137.05637,132.93852,132.90194,132.92632,132.86842,132.82879,132.84403,132.77392,132.85012,132.79831,132.88061,132.96291,132.91718,132.86842,132.81660,132.83794,132.80441,132.68554,132.56057,132.96595,133.02691,132.91109,132.87756,132.88671,132.92023,134.68808,134.77037,134.95629
12.975,132.80441,106.44060,4.35752,2.57288,3.04448,0.20726,0.10363,0.11888,0.14935,0.10059,0.10972,0.06402,0.07620,0.07925,0.01829,0.03048,0.04268,0.11887,0.16765,0.05791,0.10973,0.04572,0.08534,0.04573,0.05791,0.24080,0.08230,0.10668,0.18898,0.21946,0.03048,1.70993,27.44420,0.14630,0.22555,0.21641,0.33223,0.12802,0.01219,30.48000,37.61233,41.49547,0.05791,0.18592,0.13411,0.06095,0.22555,0.05181,0.15544,0.26518,0.26823,0.07316,0.07315,0.03352,0.08840,0.21335,0.14326,0.21336,0.28041,0.05791,0.12497,0.03658,0.18593,0.17070,0.08229,2.03302,8.97026,8.21741,1.06375,132.87756,132.88061,133.01168,132.93852,132.98119,132.97509,133.06349,133.04215,133.20065,132.99034,132.95681,132.95071,133.00252,133.00252,133.08177,133.10311,133.13359,133.20369,132.93243,132.92023,132.93852,133.00252,133.00252,132.97205,133.10006,136.90092,136.99541,132.92328,132.88366,132.94462,132.81660,132.88061,133.04825,133.66394,132.94766,133.32562,132.94157,132.87451,132.87451,132.81965,132.74345,132.86842,132.74345,132.67334,132.65201,132.92632,132.85623,132.81660,132.74040,132.68554,132.56666,132.56666,132.56971,132.56057,132.83489,132.90194,132.80441,132.85012,132.84708,132.94766,134.46862,135.00202,135.52628
12.95,132.73735,93.22074,0.64040,4.18090,3.48847,0.27128,0.22251,0.05182,0.05791,0.03353,0.08534,0.17983,0.00000,0.07620,0.13107,0.26823,0.20422,0.03962,0.03963,0.20117,0.24689,0.24689,0.05182,0.00000,0.08535,0.21031,0.11278,0.33223,0.15240,0.01830,14.06043,30.48000,21.44572,0.04572,0.02438,0.26518,0.21641,0.28651,30.48000,5.64185,21.70785,18.35506,0.22555,0.11583,0.03658,0.11278,0.25908,0.20421,0.19203,24.78938,28.73654,0.26823,0.15240,0.27737,0.17069,0.25299,0.21031,0.05486,0.25603,0.28346,0.05791,0.00000,0.02743,0.13107,0.23165,1.86843,0.09449,7.33349,9.12571,132.78612,132.90804,132.85317,132.91718,132.95376,132.91109,132.92937,132.97509,132.89889,132.77088,132.83489,133.02996,132.94157,132.97814,132.92328,132.97205,132.97814,133.03911,132.77392,132.81965,132.96595,132.81660,132.99643,133.00252,134.45032,136.94054,137.04417,132.88366,132.84708,132.77697,132.71297,132.74345,133.06044,135.78840,136.99236,136.73632,132.74345,132.65506,132.68249,132.64591,132.67944,132.66725,132.71906,132.67029,135.51408,132.73126,132.66725,132.63372,132.60934,132.55752,132.61848,132.70383,132.53314,132.50571,132.74345,132.78003,132.69163,132.69772,132.59714,132.99034,133.48411,133.96569,134.11505
12.925,132.62152,80.12348,3.14075,4.40666,6.26218,0.10973,0.17678,0.17678,0.17678,0.17984,0.00000,0.05182,0.07316,0.03048,0.41147,0.21641,0.15545,0.23470,0.03658,0.24384,0.02743,0.05486,0.10668,0.12192,0.07316,0.20726,0.18898,0.21642,0.26213,0.26213,0.22860,30.48000,23.65858,0.26823,0.22555,0.34138,0.15849,0.21335,32.05582,34.08882,0.94487,0.88087,0.19813,0.18288,0.17678,0.13106,0.26518,0.08229,15.84046,27.23082,30.72385,0.30175,0.19203,0.27128,0.14936,0.30785,0.28651,0.35357,0.35357,0.25603,0.24994,0.13411,0.19812,0.27432,0.25908,0.10668,0.10972,0.10363,4.96825,132.73431,132.75259,132.76174,132.84098,132.81965,132.90804,132.90804,132.92937,132.86842,132.70383,132.76478,132.78612,132.78308,132.84708,132.94157,133.01472,132.89280,132.98729,132.74649,132.75259,132.74954,132.80441,132.75869,132.77697,133.19151,133.67004,133.35000,132.67029,132.66420,132.60934,132.71297,132.72516,134.25526,137.20268,136.93445,136.80034,132.62152,132.55752,132.71297,132.64896,132.58495,132.66725,132.56057,132.60934,136.11758,132.59714,132.63677,132.55752,132.62152,132.47217,132.49351,132.45694,132.43560,132.48437,132.56057,132.66725,132.59105,132.50571,132.51180,133.72186,133.97179,134.17601,134.05104
12.9,132.48742,74.29385,1.08650,5.36827,3.57546,0.38709,0.32613,0.30480,0.14022,0.26518,0.22555,0.21336,0.05181,0.24689,0.00000,0.24994,0.21336,0.22860,0.06095,0.28042,0.04572,0.00000,0.09449,0.24994,0.22555,0.30175,0.27432,0.18287,0.19508,0.18592,14.90473,30.48000,18.83054,0.24080,0.06401,0.23470,0.21031,30.16910,22.36013,26.49932,29.68143,23.87194,0.00000,0.11278,0.59741,0.39929,0.26518,30.80004,16.99869,21.24456,33.25977,0.31394,0.25603,0.25908,0.25908,0.16154,0.23774,0.21946,0.25908,0.10668,0.25908,0.21031,0.35357,0.24080,0.41148,3.68808,0.08839,0.05486,2.70967,132.52399,132.60629,132.67944,132.55448,132.68554,132.78612,132.87756,132.83184,132.92937,132.56971,132.55752,132.69163,132.82879,132.70992,132.88366,132.88975,132.86537,132.89889,132.64591,132.56971,132.56666,132.66725,132.66420,132.75259,133.15492,133.83463,137.12037,132.56057,132.59714,132.59409,132.68858,132.80136,137.01979,137.07161,136.88872,136.58697,132.60934,132.63677,132.48132,132.40208,132.52399,132.63068,132.90194,135.78535,135.06908,132.51485,132.53314,132.52094,132.47217,132.60934,132.45084,132.46912,132.48132,132.50266,132.54228,132.56971,132.52704,132.58800,132.54837,133.67309,134.17296,134.32536,133.99923
