obs,sim
0.05238616621,0.070128
0.055501019336,0.056243
0.060031714792,0.045857
0.054368345472,0.036434
0.046439628424,0.02977
0.047005965356,0.025907
0.04530695456,0.023146
0.047289133822,0.0212
0.050120818482,0.019765
0.201615947792,0.018588
0.096560446906,0.050449
0.23078229979,0.164391
0.267027863438,0.188332
0.141017896068,0.479071
0.10052480543,0.500149
0.077021822752,0.402217
0.067677263374,0.308247
0.06937627417,0.234663
0.077021822752,0.179276
0.075322811956,0.137912
0.18830702989,0.107054
0.3114853126,0.085992
0.33130710522,0.31535
0.223136751208,0.497487
0.136204032146,0.55543
0.119497092652,0.495627
0.10901985941,0.433656
0.097126783838,0.354796
0.164804047212,0.360255
0.29166351998,0.304551
0.223986256606,0.545449
0.148380276184,0.586107
0.126576304302,0.494996
0.257966472526,0.44672
0.188873366822,0.355521
0.171600090396,0.462757
0.52952503142,0.499301
0.424752699,0.524945
0.224835762004,1.059217
0.173015932726,0.868573
0.152344634708,0.64209
0.12600996737,0.484029
0.119213924186,0.369382
0.114116891798,0.284371
0.13450502135,0.220911
0.13875254834,0.173406
0.131106999758,0.161119
0.134221852884,0.133904
0.12884165203,0.118375
0.204730800918,0.120735
0.223419919674,0.100918
0.166219889542,0.385271
0.266744694972,0.369601
0.196518915404,0.311099
0.182926829036,0.526468
0.146114928456,0.492203
0.133372347486,0.390971
0.141584233,0.302226
0.15149512931,0.244016
0.258249640992,0.286873
0.1840595029,0.261015
0.19680208387,0.445626
0.155459487834,0.397626
0.144132749194,0.358966
0.232764479052,0.286444
0.221437740412,0.246208
0.1699010796,0.245879
0.156592161698,0.392266
0.1699010796,0.399537
0.282035792136,0.324674
0.3822774291,0.31834
0.50687155414,0.386686
1.03073321624,0.581757
0.62863399452,0.897583
0.69942611102,1.850795
0.83817865936,1.889785
0.69093105704,1.562234
0.67110926442,1.625599
0.95144604576,1.214248
0.71641621898,1.233178
0.62013894054,1.225693
0.54085177006,0.948879
0.47289133822,0.731162
0.41625764502,0.579483
0.37095069046,0.46764
0.33413878988,0.411609
0.33130710522,0.347461
0.283168466,0.375356
0.260798157186,0.411712
0.29449520464,0.403022
0.67394094908,0.343972
0.41625764502,0.456774
0.37661405978,0.57302
0.39077248308,0.643503
0.37095069046,0.595226
0.47855470754,0.593041
0.51253492346,0.972707
0.3822774291,0.91442
0.33697047454,0.717479
0.3256437359,0.577508
0.29166351998,0.456935
0.28600015066,0.362377
0.54651513938,0.289916
0.57766367064,0.483622
0.4389111223,0.526658
0.42758438366,0.786463
0.37944574444,0.823965
0.34829721318,0.701004
0.31714868192,0.637528
0.28600015066,0.52845
0.30299025862,0.434665
0.31714868192,0.476567
0.46156459958,0.548441
1.05905006284,1.108599
0.83251529004,1.527883
0.77588159684,1.193544
0.68526768772,0.922343
0.58615872462,0.697899
0.50687155414,0.541711
0.4389111223,0.427455
0.3964358524,0.33918
0.36528732114,0.261585
0.33697047454,0.244286
0.3964358524,0.218821
0.72491127296,0.71193
0.52102997744,0.836072
0.47289133822,0.676761
0.44174280696,0.545739
0.41342596036,0.430257
0.38794079842,0.339758
0.38510911376,0.265965
0.3539605825,0.304037
0.52669334676,0.273467
0.4813863922,0.586358
0.39077248308,0.589357
0.36528732114,0.596964
0.3539605825,0.508832
0.34829721318,0.402727
0.35679226716,0.315007
0.33130710522,0.474224
0.28883183532,0.460816
0.262497167982,0.37436
0.242392206896,0.298116
0.231631805188,0.216684
0.23219814212,0.171157
0.23219814212,0.136978
0.233897152916,0.11158
0.216340708024,0.115481
0.199350600064,0.098794
0.200766442394,0.081477
0.177263459716,0.069575
0.177829796648,0.060535
0.175281280454,0.05347
0.176413954318,0.048164
0.197368420802,0.043798
0.24777240775,0.223503
0.194536736142,0.267261
0.20388129552,0.249713
0.167635731872,0.201106
0.160273351756,0.155845
0.161122857154,0.120154
0.155176319368,0.093047
0.149796118514,0.070631
0.149229781582,0.051121
0.144982254592,0.040265
0.14583175999,0.032765
0.139035716806,0.028016
0.133372347486,0.025313
0.132239673622,0.021982
0.122611945778,0.019797
0.129691157428,0.021806
0.138186211408,0.174456
