timeInRun,elev_m,inflow_cms,outlfow_cms
706551,194.16,43.89,42.48
706552,193.32,71.24,117.17
706553,193.18,65.74,73.21
706554,193.03,44.26,52.61
706555,192.89,42.65,50.75
706556,192.74,42.66,50.31
706557,192.59,42.66,50.32
706558,192.44,42.64,50.3
706559,192.29,42.59,50.24
706560,192.14,43.15,50.8
706561,191.99,42.72,50.38
706562,191.84,42.17,50.02
706563,191.69,31.96,39.82
706564,191.54,31.22,39.07
706565,191.38,31.29,39.14
706566,191.23,31.31,39.16
706567,191.08,54.04,61.75
706568,190.93,57.62,64.76
706569,190.77,51.93,59.07
706570,190.61,40.79,48.47
706571,190.45,39.43,47.36
706572,190.28,43.81,52.25
706573,190.12,47.87,55.96
706574,189.96,50.01,57.68
706575,189.79,52.12,59.79
706576,189.63,51.11,58.79
706577,189.46,38.47,46.14
706578,189.29,31.76,39.71
706579,189.12,31.6,38.82
706580,188.95,31.62,38.88
706581,188.78,31.58,39.54
706582,188.61,14.73,22.42
706583,188.44,39.18,46.34
706584,188.27,40.73,48.32
706585,188.1,42.97,51.33
706586,187.92,45.02,52.7
706587,187.74,74.83,82.34
706588,187.56,61.75,69.27
706589,187.38,55.82,63.33
706590,187.2,130.22,137.73
706591,187.03,104.26,111.78
706592,186.85,77.04,84.56
706593,186.85,77.08,77.08
706594,186.85,101.6,101.6
706595,186.85,83,83
706596,186.85,65.35,65.35
706597,186.85,56.16,56.16
706598,186.85,49.35,49.35
706599,186.85,47.33,47.33
706600,186.85,50.1,50.1
706601,186.85,59.84,59.84
706602,186.85,60.52,60.52
706603,186.85,54.43,54.43
706604,186.85,50.44,50.44
706605,186.85,47.32,47.32
706606,186.85,44.35,44.35
706607,186.85,42.2,42.2
706608,186.85,41.62,41.62
706609,186.85,40.51,40.51
706610,186.85,39.41,39.41
706611,186.85,38.53,38.53
706612,186.85,37.59,37.59
706613,186.85,36.86,36.86
706614,186.85,40.33,40.33
706615,186.85,50.44,50.44
706616,186.85,72.67,72.67
706617,186.85,61.01,61.01
706618,186.85,72.78,72.78
706619,186.85,100.11,100.11
706620,186.85,161.94,161.94
706621,186.85,113.37,113.37
706622,186.85,88.13,88.13
706623,186.85,75.66,75.66
706624,186.85,68.56,68.56
706625,186.85,62.39,62.39
706626,186.85,57.47,57.47
706627,186.85,53.78,53.78
706628,186.85,50.81,50.81
706629,186.85,48.43,48.43
706630,186.85,47.03,47.03
706631,186.85,45.91,45.91
706632,186.85,44.32,44.32
706633,186.85,47.27,47.27
