timeInRun,elev_m,inflow_cms,outlfow_cms
707292,459.08,8.55,35.64
707293,458.83,8.66,34.82
707294,458.58,26.58,52.49
707295,458.33,23.41,49.32
707296,458.08,13.9,39.81
707297,457.82,11.04,36.95
707298,457.57,10.02,35.93
707299,457.32,9.42,34.48
707300,457.06,8.85,35.76
707301,456.79,8.65,35.64
707302,456.52,8.43,34.98
707303,456.26,8.15,35.49
707304,455.99,7.95,34.18
707305,455.72,7.86,34.09
707306,455.46,8.03,34.26
707307,455.19,12.87,39.1
707308,454.92,13.72,40.27
707309,454.65,10.83,36.85
707310,454.38,9.94,35.6
707311,454.11,8.91,35.26
707312,453.84,8.93,34.22
707313,453.57,8.93,34.22
707314,453.3,9.01,35.44
707315,453.01,9,36.06
707316,452.73,13.13,39.9
707317,452.44,12.96,38.85
707318,452.16,17.29,43.51
707319,451.87,44.53,71.3
707320,451.58,41.13,67.29
707321,451.3,36.03,61.46
707322,451.19,51.89,61.2
707323,451.01,50.19,66.24
707324,450.66,38.31,69.99
707325,450.26,37.76,74.17
707326,449.78,38.89,80.32
707327,449.79,85.89,85.27
707328,450.86,187.83,92.18
707329,450.79,100.33,106.53
707330,450.3,68.62,113.88
707331,449.97,88.44,117.35
707332,449.42,73.14,121.39
707333,448.78,68.61,122.92
707334,448.24,75.69,123.27
707335,447.46,59.83,123.53
707336,446.59,48.22,120.35
707337,445.67,39.72,114.73
707338,444.94,34.34,92.64
707339,444.26,29.59,81.74
707340,443.67,26.05,71.72
707341,443.16,23.73,62.91
707342,442.72,21.3,55.3
707343,442.34,19.69,48.69
707344,442.01,18.36,43.07
707345,441.72,17.17,38.16
707346,441.48,16.41,33.76
707347,441.38,16.21,23.66
707348,441.65,48.85,28.77
707349,444.06,214.5,32.76
707350,445.25,162.4,68.59
707351,445.28,88.49,86.44
707352,445.05,68.67,86.82
707353,444.76,59.89,83.43
707354,444.48,57.9,79.02
707355,444.45,73.19,74.88
707356,444.41,70.93,74.54
707357,444.21,57.9,73.82
707358,443.91,48.27,70.84
707359,443.59,41.2,66.46
707360,443.26,36.96,61.63
707361,442.95,33.56,56.82
707362,442.69,31.58,52.2
707363,442.44,28.61,48.27
707364,442.26,31.58,44.48
707365,442.59,66.41,41.92
707366,442.84,66.44,46.77
707367,442.99,62.2,50.44
707368,443.84,117.69,52.74
707369,444.08,83.14,65.37
707370,443.96,59.87,68.9
707371,443.73,50.24,67.11
707372,443.45,41.18,63.81
707373,443.13,35.79,59.54
707374,442.84,33.24,54.82
707375,442.6,31.26,50.56
707376,442.37,29.56,46.95
707377,442.16,28,43.53
707378,441.97,25.73,40.44
707379,441.79,25.23,37.52
707380,441.64,23.96,34.92
707381,441.54,25.24,32.61
707382,441.47,26.04,31.15
707383,441.65,43.18,30.13
707384,442.3,80.56,32.72
707385,442.65,68.67,42.51
707386,442.91,68.68,47.64
707387,443.33,83.12,51.61
707388,443.48,68.69,57.87
707389,443.4,53.96,60.02
707390,443.78,88.8,58.82
707391,446.19,253.6,64.5
707392,446.71,143.17,100.4
707393,446.47,88.52,108.13
707394,446.06,70.97,104.52
707395,445.6,62.19,98.46
707396,445.16,55.96,91.67
707397,444.77,53.98,84.99
707398,444.41,52.01,79.2
707399,444.06,46.35,73.85
707400,443.72,42.96,68.67
707401,443.47,41.04,60.91
707402,443.31,42.74,55.04
707403,443.49,44.44,30.6
707404,443.82,42.74,16.43
707405,444.21,40.48,11.33
707406,445.29,95.98,11.33
707407,446.24,97.12,20.77
707408,446.81,63.99,17.57
707409,447.29,51.81,11.54
707410,447.81,53.8,11.33
707411,448.29,51.82,11.33
707412,448.71,48.14,11.33
707413,449.12,46.16,11.33
707414,449.52,46.16,11.33
707415,449.88,42.76,11.33
707416,450.18,37.1,11.33
707417,450.43,33.42,11.33
707418,450.65,31.72,11.33
707419,450.87,31.44,11.33
707420,451.1,32.29,11.33
707421,451.39,36.83,11.33
707422,451.76,44.48,11.33
707423,452.24,55.8,11.33
707424,452.86,68.54,11.33
707425,453.42,64.01,11.33
707426,453.93,59.77,11.33
707427,454.41,57.79,11.33
707428,454.88,55.8,11.33
707429,455.33,55.74,11.33
707430,455.78,55.74,11.33
707431,456.19,51.77,11.33
707432,456.53,46.11,11.33
707433,456.9,48.09,11.33
707434,457.22,44.41,11.33
707435,457.51,39.31,11.33
707436,457.76,37.05,11.33
707437,457.99,35.63,11.33
707438,458.23,35.07,11.33
707439,458.45,34.22,11.33
707440,458.71,38.75,11.33
707441,459.16,57.72,11.33
707442,459.52,51.78,13.99
707443,459.88,75.56,36.81
707444,460.64,125.4,45.1
707445,460.85,82.93,60.49
707446,461.6,143.24,62.72
707447,462.5,172.41,73.89
707448,462.52,88.31,85.67
707449,462.36,63.96,81.56
707450,462.29,66.22,73.68
707451,462.61,103.32,68.32
707452,462.71,80.38,69.75
707453,462.72,68.49,67.56
707454,462.65,55.75,63.03
707455,462.63,53.77,56.56
707456,462.69,57.73,51.14
707457,462.72,51.79,48
707458,462.73,44.43,44.14
707459,462.59,40.46,55.59
707460,462.65,37.46,30.98
707461,462.83,36.89,16.57
707462,463.1,40.85,11.33
707463,463.28,49.92,29.76
707464,463.46,53.6,34.08
707465,463.63,49.92,30.34
707466,463.8,47.93,28.66
707467,463.97,53.6,34.32
707468,464.15,61.81,42.54
707469,464.32,53.6,34.33
707470,464.49,49.92,30.64
707471,464.66,47.94,28.66
707472,464.83,44.25,24.93
707473,465,40.57,20.5
707474,465.17,40.86,21.69
707475,465.33,66.06,47.46
707476,465.5,80.22,61.29
707477,465.66,103.16,83.78
707478,465.83,93.81,74.44
707479,466,77.67,58.3
707480,466.16,72.86,53.48
707481,466.32,70.59,51.41
