timeInRun,elev_m,inflow_cms,outlfow_cms,active rule
721296,391.99,35.24,10.24,GC
721297,392.7,33.26,14.62,GC
721298,393.07,29.14,18.74,GC
721299,393.81,15.35,5.19,Daily BiOp Max Rate Decrease
721300,394.18,12.81,2.6,Min Flow - at Blue River
721301,394.54,11.59,1.42,Min Flow - at Blue River
721302,394.84,10.3,1.42,Min Flow - at Blue River
721303,395.08,9.22,1.42,Min Flow - at Blue River
721304,395.34,8.52,1.42,Min Flow - at Blue River
721305,395.6,8.76,1.42,Min Flow - at Blue River
721306,395.84,8.2,1.42,Min Flow - at Blue River
721307,396.07,8.71,1.42,Min Flow - at Blue River
721308,396.4,11.33,1.42,Min Flow - at Blue River
721309,396.72,11.28,1.42,Min Flow - at Blue River
721310,396.98,9.8,1.42,Min Flow - at Blue River
721311,397.24,9.7,1.42,Min Flow - at Blue River
721312,397.62,12.92,1.42,Min Flow - at Blue River
721313,397.98,13.22,1.42,Min Flow - at Blue River
721314,398.45,16.54,1.42,GC
721315,398.8,22.05,10.44,GC
721316,399.08,21.06,11.82,GC
721317,399.36,17.29,8.05,GC
721318,399.65,16.13,6.89,GC
721319,399.93,16.27,7.02,GC
721320,400.19,20.97,12.35,GC
721321,400.45,20.58,10.79,GC:Max Con Flow - at Blue River
721322,400.77,36.03,25.49,GC
721323,400.98,25.14,18.2,GC
721324,401.24,20.55,11.35,GC
721325,401.51,18.24,8.78,GC
721326,401.77,16.69,7.87,GC
721327,402.03,14.59,4.74,GC
721328,402.28,15.08,6.8,GC
721329,402.54,21.73,12.51,GC
721330,402.79,17.14,7.67,GC
721331,403.04,14.59,5.12,GC
721332,403.29,14.12,4.86,GC
721333,403.55,18.38,10.1,GC
721334,403.8,26.07,16.65,GC
721335,404.04,23.19,14.19,GC
721336,404.28,22.95,13.96,GC
721337,404.52,26.68,17.68,GC
721338,404.76,24.32,15.32,GC
721339,405,23.77,13.72,GC
721340,405.24,22.35,12.98,GC
721341,405.48,18.64,9.65,GC
721342,405.72,15.58,6.59,GC
721343,405.95,14.47,5.66,GC
721344,406.19,15.77,6.04,GC
721345,406.42,13.25,3.93,GC
721346,406.66,13.13,4.06,GC
721347,406.89,13.74,3.82,GC
721348,407.13,14.12,5.24,GC:Vida Max Flood
721349,407.44,35.28,22.65,GC
721350,407.59,27.68,21.47,GC
721351,407.81,20.61,11.3,GC
721352,408.03,19,10.65,GC
721353,408.25,27.67,18.82,GC
721354,408.47,26.45,17.13,GC
721355,408.69,21.42,12.11,GC
721356,408.91,18.41,9.1,GC
721357,409.13,18.62,9.31,GC
721358,409.35,19.89,10.9,GC
721359,409.56,25.11,16.12,ZB:Max Con Flow - at Blue River
721360,409.77,32.39,23.39,ZB:Max Con Flow - at Blue River
721361,409.99,34.76,25.76,GC
721362,410.2,24.11,15.11,GC
721363,410.41,19.55,10.55,GC
721364,410.63,17.03,7.75,GC
721365,410.84,16.19,6.2,GC
721366,411.05,18.01,8.87,GC
721367,411.27,23.01,14.01,GC
721368,411.48,24.36,15.37,GC
721369,411.48,22.51,22.51,GC
721370,411.48,18.73,18.73,GC
721371,411.48,16.52,16.52,GC
721372,411.48,19.23,19.23,GC
721373,411.48,16.74,16.74,GC
721374,411.48,12.33,12.33,GC
721375,411.48,12.32,12.32,GC
721376,411.48,11.4,11.4,GC
721377,411.48,10.2,10.2,Min Flow - at Salem
721378,411.48,10.11,10.21,Min Flow - at Salem
721379,411.33,8.77,15.04,Min Flow - at Salem
721380,411.16,8.48,15.71,Min Flow - at Salem
721381,410.98,7.78,15.23,Min Flow - at Salem
721382,410.81,8.24,15.78,Min Flow - at Salem
721383,410.6,8.24,18.04,Min Flow - at Salem
721384,410.32,8,19.93,Min Flow - at Salem
721385,409.97,7.81,22.49,Min Flow - at Salem:Max Con Flow - at Blue River
721386,409.64,8.52,22.65,Min Flow - at Salem
721387,409.53,7.85,12.51,Daily BiOp Max Rate Decrease
721388,409.54,6.7,6.25,Daily BiOp Max Rate Decrease
721389,409.65,7.78,3.13,Daily BiOp Max Rate Decrease
721390,409.85,9.96,1.56,Min Flow - at Blue River
721391,410.01,8.14,1.42,Min Flow - at Blue River
721392,410.15,7.5,1.42,Min Flow - at Blue River
721393,410.28,6.99,1.42,Min Flow - at Blue River
721394,410.4,6.2,1.42,Min Flow - at Blue River
721395,410.5,5.75,1.42,Min Flow - at Blue River
721396,410.6,6.04,1.42,Min Flow - at Blue River
721397,410.71,6.33,1.42,Min Flow - at Blue River
721398,410.81,6.19,1.42,Min Flow - at Blue River
721399,410.9,5.29,1.42,Min Flow - at Salem
721400,410.96,5.8,2.89,Min Flow - at Salem
721401,410.98,4.68,3.97,Daily BiOp Max Rate Decrease
721402,411.09,6.34,1.98,Min Flow - at Blue River
721403,411.18,5.49,1.42,Min Flow - at Blue River
721404,411.26,4.84,1.42,Min Flow - at Blue River
721405,411.36,5.29,1.42,Min Flow - at Blue River
721406,411.45,5.54,1.42,GC
721407,411.48,5,3.86,GC
721408,411.48,4.55,4.55,GC
721409,411.48,4.51,4.51,GC
721410,411.48,3.97,3.97,GC
721411,411.48,3.58,3.58,GC
721412,411.48,2.76,2.76,GC
721413,411.48,3.2,3.2,GC
721414,411.48,3.07,3.07,GC
721415,411.48,2.94,2.94,GC
721416,411.48,2.94,2.94,GC
721417,411.48,2.4,2.4,GC
721418,411.48,2.47,2.47,GC
721419,411.48,2.6,2.6,GC
721420,411.48,3.18,3.18,GC
721421,411.48,2.82,2.82,GC
721422,411.48,2.42,2.42,GC
721423,411.48,2.14,2.14,GC
721424,411.48,1.76,1.76,GC
721425,411.48,2.16,2.16,GC
721426,411.48,2.13,2.13,GC
721427,411.48,1.75,1.75,GC
721428,411.48,2.43,2.43,GC
721429,411.48,1.75,1.75,GC
721430,411.48,1.69,1.69,GC
721431,411.48,2.14,2.14,GC
721432,411.48,1.97,1.97,GC
721433,411.48,1.74,1.74,GC
721434,411.48,1.63,1.63,GC
721435,411.48,1.55,1.55,GC
721436,411.48,1.43,1.43,Min Flow - at Albany by Water Year Type
721437,411.46,1.38,2.11,Min Flow - at Albany by Water Year Type
721438,411.42,1.32,2.93,Min Flow - at Albany by Water Year Type
721439,411.38,1.26,3.13,Min Flow - at Albany by Water Year Type
721440,411.34,1.21,3.06,Min Flow - at Albany by Water Year Type
721441,411.29,1.18,2.97,Min Flow - at Albany by Water Year Type
721442,411.25,1.15,3.07,Min Flow - at Albany by Water Year Type
721443,411.2,1.12,3.17,Min Flow - at Albany by Water Year Type
721444,411.15,1.07,2.97,Min Flow - at Albany by Water Year Type
721445,411.11,1.04,3.07,Min Flow - at Albany by Water Year Type
721446,411.05,1.01,3.34,Min Flow - at Albany by Water Year Type
721447,410.99,0.95,3.55,Min Flow - at Albany by Water Year Type
721448,410.91,0.93,4.11,Min Flow - at Albany by Water Year Type
721449,410.81,0.9,5.35,Min Flow - at Albany by Water Year Type
721450,410.73,0.9,5.07,Min Flow - at Albany by Water Year Type
721451,410.64,0.9,4.75,Min Flow - at Albany by Water Year Type
721452,410.52,0.91,6.66,Min Flow - at Albany by Water Year Type
721453,410.34,0.91,8.43,Min Flow - at Albany by Water Year Type
721454,410.2,0.88,6.82,Min Flow - at Albany by Water Year Type
721455,410.07,0.91,6.06,Min Flow - at Albany by Water Year Type
721456,409.92,0.91,7.31,Min Flow - at Albany by Water Year Type
721457,409.85,0.91,3.98,Min Flow - at Albany by Water Year Type
721458,409.78,1.93,5.06,Min Flow - at Albany by Water Year Type
721459,409.69,1.37,5.12,Min Flow - at Albany by Water Year Type
721460,409.6,1.06,4.85,Min Flow - at Albany by Water Year Type
721461,409.52,0.97,4.4,Min Flow - at Salem
721462,409.45,0.89,3.83,Min Flow - at Salem
721463,409.39,0.89,3.23,Min Flow - at Salem
721464,409.36,0.89,2.04,Min Flow - at Salem
721465,409.36,1.17,1.43,Min Flow - at Salem
721466,409.35,1.91,2.01,Min Flow - at Salem
721467,409.36,2.08,2.01,Min Flow - at Albany by Water Year Type
721468,409.34,2.48,2.94,Min Flow - at Albany by Water Year Type
721469,409.32,1.85,3.07,Min Flow - at Albany by Water Year Type
721470,409.28,1.66,3.15,Min Flow - at Albany by Water Year Type
721471,409.24,1.43,3.31,Min Flow - at Albany by Water Year Type
721472,409.18,1.29,3.46,Min Flow - at Albany by Water Year Type
721473,409.13,1.18,3.43,Min Flow - at Salem
721474,409.08,1.12,3.39,Min Flow - at Salem
721475,409.03,1.07,3.17,Min Flow - at Albany by Water Year Type
721476,408.99,1.41,3.11,Min Flow - at Albany by Water Year Type
721477,408.92,1.3,4.03,Min Flow - at Albany by Water Year Type
721478,408.85,1.13,4.03,Min Flow - at Salem
721479,408.77,1.04,4.71,Min Flow - at Salem
721480,408.71,0.99,3.31,Min Flow - at Salem
721481,408.58,0.91,6.38,Min Flow - at Salem
721482,408.43,0.88,7.18,Min Flow - at Salem
721483,408.25,0.95,8.46,Min Flow - at Salem
721484,408.08,0.92,8.13,Min Flow - at Albany by Water Year Type
721485,407.91,0.9,7.32,Min Flow - at Albany by Water Year Type
721486,407.73,0.87,7.76,Min Flow - at Albany by Water Year Type
721487,407.58,0.87,7.16,Min Flow - at Albany by Water Year Type
721488,407.42,0.9,7.78,Min Flow - at Albany by Water Year Type
721489,407.24,0.87,8.46,Min Flow - at Albany by Water Year Type
721490,407.04,0.81,8.47,Min Flow - at Albany by Water Year Type
721491,406.95,0.79,4.26,GC
721492,406.91,0.76,2.23,Min Flow - at Albany by Water Year Type
721493,406.84,0.76,3.83,GC:Max Con Flow - at Blue River
721494,406.65,0.76,8.5,GC
721495,406.51,0.73,6.21,GC
721496,406.13,0.93,16.09,GC
721497,405.75,0.99,15.98,GC
721498,405.36,0.82,15.18,GC
721499,404.98,0.96,15.79,GC
721500,404.6,0.82,16.14,GC
721501,404.21,0.79,15.15,GC
721502,403.83,0.74,15.1,GC
721503,403.41,0.74,15.77,GC
721504,402.99,0.74,15.7,GC
721505,402.57,0.71,16.42,GC
721506,402.15,0.71,15.56,GC
721507,401.73,0.66,15.79,GC
721508,401.31,0.66,14.94,GC
721509,400.9,0.66,15.33,GC
721510,400.48,0.66,14.55,GC
721511,400.03,0.66,16.65,GC
721512,399.58,0.66,15.37,GC
721513,399.13,0.66,15.36,GC
721514,398.68,0.69,15.39,GC
721515,398.23,0.8,15.5,GC
721516,397.79,0.71,15.42,GC
721517,397.34,0.68,14.82,GC
721518,396.83,0.68,16.44,GC
721519,396.32,0.65,16.23,GC
721520,395.82,0.65,16.32,GC
721521,395.31,0.65,14.89,GC
721522,394.8,0.62,15.88,GC
721523,394.3,0.65,15.3,GC
721524,393.79,0.62,14.86,GC
721525,393.28,0.62,13.86,GC
721526,392.68,0.59,17.08,GC
721527,392.08,0.59,16.08,GC
721528,391.48,0.59,16.08,GC
721529,390.88,0.59,15.22,GC
721530,390.27,0.59,15.5,GC
721531,389.67,0.58,15.29,GC
721532,389.07,0.58,13.25,GC
721533,388.47,0.58,14.68,GC
721534,387.68,0.58,17.43,GC
721535,386.9,0.58,16.72,GC
721536,386.11,1.01,17.14,GC
721537,385.33,5.23,19.93,GC
721538,384.54,2.85,17.55,GC
721539,383.76,1.49,14.77,GC
721540,382.97,1.15,14.43,GC
721541,382.19,1.09,14.23,GC
721542,381.12,0.98,17.4,GC
721543,380.06,1.91,18.33,GC
721544,378.99,5.99,20.98,GC
721545,377.92,4.06,19.05,GC
721546,376.85,2.73,16.86,GC
721547,375.79,2.11,16.38,GC
721548,374.72,1.71,13.99,GC
721549,373.12,1.54,19.96,GC
721550,371.52,1.4,19.25,GC
721551,369.92,1.26,17.41,GC
721552,368.32,1.23,16.44,GC
721553,366.72,1.14,15.31,GC
721554,365.12,1.06,14.21,GC
721555,363.52,1.06,13.33,GC
721556,361.92,1,12.46,GC
721557,361.6,1.23,3.41,GC
721558,361.28,3.98,6.13,GC
721559,360.97,4.91,7.03,GC
721560,360.65,3.3,5.38,GC
721561,360.33,3.24,5.3,GC
721562,360.01,2.7,4.73,GC
721563,359.69,2.36,4.36,Daily BiOp Max Rate Decrease
721564,359.68,2.08,2.18,GC
721565,359.69,1.88,1.78,GC
721566,359.69,1.74,1.74,GC
721567,359.69,1.6,1.6,GC
721568,359.69,1.57,1.57,GC
721569,359.69,1.51,1.51,Min Flow - at Blue River
721570,359.69,1.4,1.42,Min Flow - at Blue River
721571,359.68,1.37,1.42,Min Flow - at Blue River
721572,359.67,1.31,1.42,Min Flow - at Blue River:ZB
721573,359.66,1.26,1.29,ZB
721574,359.66,1.3,1.3,ZB
721575,359.66,1.27,1.27,ZB
721576,359.66,1.19,1.19,ZB
721577,359.66,1.16,1.16,ZB
721578,359.66,1.13,1.13,ZB
721579,359.66,1.16,1.16,ZB
721580,359.66,1.1,1.1,ZB
721581,359.66,1.38,1.38,GC
721582,359.69,1.7,1.5,GC
721583,359.69,1.5,1.5,Min Flow - at Blue River
721584,359.69,1.38,1.42,Min Flow - at Blue River
721585,359.69,1.41,1.42,Min Flow - at Blue River
721586,359.68,1.38,1.42,Min Flow - at Blue River
721587,359.67,1.3,1.42,Min Flow - at Blue River:ZB
721588,359.66,1.24,1.25,ZB
721589,359.66,1.24,1.24,ZB
721590,359.66,1.21,1.21,ZB
721591,359.66,1.19,1.19,ZB
721592,359.66,1.16,1.16,ZB
721593,359.66,1.1,1.1,ZB
721594,359.66,1.07,1.07,ZB
721595,359.66,1.07,1.07,GC
721596,359.69,2.89,2.7,GC
721597,359.69,3.51,3.51,GC
721598,359.69,3.62,3.62,GC
721599,359.69,3.77,3.77,GC
721600,359.69,8.01,8.01,GC
721601,359.69,6.08,6.08,GC
721602,359.69,3.86,3.86,GC
721603,359.69,2.3,2.3,GC
721604,359.69,1.98,1.98,GC
721605,359.69,1.88,1.88,Min Flow - at Blue River:ZB
721606,359.66,0.91,1.1,GC
721607,359.69,3.53,3.33,GC
721608,359.69,4.8,4.8,GC
721609,359.69,3.3,3.3,GC
721610,359.69,1.78,1.78,GC
721611,359.69,1.84,1.84,GC
721612,359.69,1.6,1.6,Min Flow - at Blue River
721613,359.67,1.27,1.42,Min Flow - at Blue River
721614,359.68,1.49,1.42,Min Flow - at Blue River
721615,359.69,1.45,1.42,GC
721616,359.69,3.11,3.08,GC
721617,359.69,7.87,7.87,GC
721618,359.69,7.28,7.28,GC
721619,359.69,5.71,5.71,GC
721620,359.69,5.46,5.46,GC
721621,359.69,5.06,5.06,GC
721622,359.69,5.11,5.11,GC
721623,359.69,4.62,4.62,GC
721624,359.69,4.13,4.13,GC
721625,359.69,3.79,3.79,GC
721626,359.69,3.44,3.44,GC
721627,359.69,3.09,3.09,GC
721628,359.69,2.84,2.84,GC
721629,359.69,2.75,2.75,GC
721630,359.69,2.69,2.69,GC
721631,359.69,2.6,2.6,GC
721632,359.69,2.21,2.21,GC
721633,359.69,2.06,2.06,GC
721634,359.69,1.97,1.97,Min Flow - at Blue River
721635,359.81,2.14,1.42,Min Flow - at Blue River
721636,359.91,2.05,1.42,Min Flow - at Blue River
721637,359.98,1.85,1.42,Min Flow - at Blue River
721638,360.02,1.66,1.42,Min Flow - at Blue River
721639,360.05,1.62,1.42,Min Flow - at Blue River
721640,360.08,1.57,1.42,Min Flow - at Blue River
721641,360.1,1.55,1.42,Min Flow - at Blue River
721642,360.1,1.45,1.42,Min Flow - at Blue River
721643,360.1,1.42,1.42,Min Flow - at Blue River
721644,360.1,1.42,1.42,Min Flow - at Blue River
721645,360.1,1.4,1.42,Min Flow - at Blue River
721646,360.09,1.35,1.42,Min Flow - at Blue River
721647,360.09,1.4,1.42,Min Flow - at Blue River
721648,360.11,1.53,1.42,Min Flow - at Blue River
721649,360.12,1.48,1.42,Min Flow - at Blue River
721650,360.16,1.71,1.42,Min Flow - at Blue River
721651,360.23,1.84,1.42,Min Flow - at Blue River
721652,360.27,1.7,1.42,Min Flow - at Blue River
721653,360.32,1.72,1.42,Min Flow - at Blue River
721654,360.35,1.62,1.42,Min Flow - at Blue River
721655,360.4,1.73,1.42,Min Flow - at Blue River
721656,360.56,2.44,1.42,Min Flow - at Blue River
721657,361.06,4.73,1.42,Min Flow - at Blue River
721658,361.48,4.22,1.42,Min Flow - at Blue River
721659,361.8,3.56,1.42,Min Flow - at Blue River
721660,362.18,4.1,1.42,Min Flow - at Blue River
721661,362.77,5.56,1.42,Min Flow - at Blue River
721662,364.38,13.37,1.42,Min Flow - at Blue River
721663,368.06,32.14,1.42,Min Flow - at Blue River
721664,369.89,18.74,1.42,Min Flow - at Blue River
721665,371.07,13.63,1.42,Min Flow - at Blue River
721666,372.26,13.94,1.42,Min Flow - at Blue River
721667,373.03,9.84,1.42,Min Flow - at Blue River
721668,373.64,8.55,1.42,Min Flow - at Blue River
721669,374.33,9.55,1.42,Min Flow - at Blue River
721670,375.96,20.27,1.42,Min Flow - at Blue River
721671,378.63,37.49,1.42,Min Flow - at Blue River
721672,380.95,35.09,1.42,Min Flow - at Blue River
721673,382.23,21.19,1.42,Min Flow - at Blue River
721674,383.05,15.33,1.42,Min Flow - at Blue River
721675,384.03,18.37,1.42,Min Flow - at Blue River
721676,384.8,14.49,1.42,Min Flow - at Blue River
721677,385.35,11.57,1.42,Min Flow - at Blue River
721678,385.79,9.7,1.42,Min Flow - at Blue River
721679,386.19,9.05,1.42,Min Flow - at Blue River
721680,386.48,8.22,1.42,Min Flow - at Blue River
721681,386.88,8.78,1.42,Min Flow - at Blue River
721682,387.37,12.02,1.42,Min Flow - at Blue River
721683,387.9,12.42,1.42,Min Flow - at Blue River
721684,388.35,10.54,1.42,Min Flow - at Blue River
721685,388.82,12.24,1.42,Min Flow - at Blue River
721686,389.52,16.55,1.42,Min Flow - at Blue River
721687,390.04,13.53,1.42,Min Flow - at Blue River
721688,390.45,12.47,1.42,Min Flow - at Blue River
721689,390.83,10.33,1.42,Min Flow - at Blue River
721690,391.67,22.54,1.42,Min Flow - at Blue River
721691,392.34,18.43,1.42,Min Flow - at Salem
721692,392.61,14.68,8.31,Min Flow - at Salem
721693,392.87,12.52,5.04,Min Flow - at Salem
721694,393.18,12.32,3.62,Min Flow - at Salem
721695,393.46,18.52,11.95,Min Flow - at Salem
721696,393.54,16.67,14.67,Min Flow - at Salem
721697,393.58,13.94,12.66,Min Flow - at Salem
721698,393.92,17.45,8.14,Min Flow - at Salem
721699,394.61,23.73,4.13,Daily BiOp Max Rate Decrease
721700,395.55,29.71,2.07,Min Flow - at Salem
721701,396.62,33.87,1.88,Min Flow - at Salem
721702,397.33,33.54,10.96,Min Flow - at Salem
721703,397.67,24.39,14.09,Min Flow - at Salem
721704,397.76,18.08,14.94,Min Flow - at Salem
721705,397.89,16.06,11.96,Min Flow - at Salem
721706,397.99,15.65,12.18,Min Flow - at Salem
721707,398.07,17.3,14.76,Min Flow - at Salem
721708,398.05,14.69,15.38,Min Flow - at Salem
721709,398,13.89,15.6,Min Flow - at Salem
721710,397.9,14.95,18.17,Min Flow - at Salem
721711,397.67,12.45,20.1,Min Flow - at Salem
721712,397.33,11.11,21.44,Min Flow - at Salem
721713,396.92,9.49,22.23,Min Flow - at Salem
721714,396.52,9.78,22.65,Min Flow - at Salem:Max Con Flow - at Blue River
721715,396.08,9.34,22.65,Min Flow - at Salem
721716,395.68,10.49,22.33,Min Flow - at Salem
721717,395.43,13.02,20.16,Min Flow - at Salem
721718,395.22,13.6,19.26,Min Flow - at Salem
721719,395.05,16.96,21.8,Min Flow - at Salem
721720,394.78,13.95,22.65,Min Flow - at Salem:Max Con Flow - at Blue River
721721,394.41,12.02,22.65,Min Flow - at Salem:Max Con Flow - at Blue River
721722,394.02,11.57,22.65,Min Flow - at Salem
721723,393.73,11.89,20.15,Min Flow - at Salem
721724,393.82,13.18,10.53,Daily BiOp Max Rate Decrease
721725,394.14,14.1,5.27,Daily BiOp Max Rate Decrease
721726,394.68,17.98,2.63,Min Flow - at Blue River
721727,395.37,22.33,1.42,Min Flow - at Blue River
721728,396.08,21.84,1.42,Min Flow - at Blue River
721729,396.64,18.27,1.42,Min Flow - at Salem
721730,396.9,14.32,5.5,Min Flow - at Salem
721731,397.01,13.06,9.62,Daily BiOp Max Rate Decrease
721732,397.24,11.96,4.81,Daily BiOp Max Rate Decrease
721733,397.57,12.16,2.4,Min Flow - at Blue River
721734,398.09,18.46,1.42,Min Flow - at Salem
721735,398.4,17.14,6.88,Min Flow - at Salem
721736,398.45,14.21,12.58,Min Flow - at Salem
721737,398.4,11.91,13.68,Min Flow - at Salem
721738,398.4,11,10.73,Daily BiOp Max Rate Decrease
721739,398.58,11.26,5.37,Daily BiOp Max Rate Decrease
721740,398.86,11.82,2.68,Min Flow - at Blue River
721741,399.45,20.79,1.42,Min Flow - at Salem
721742,399.9,16.35,1.71,Min Flow - at Salem
721743,400.11,13.34,6.55,Min Flow - at Salem
721744,400.01,12.22,15.51,Min Flow - at Salem
721745,400.05,11.68,10.25,Min Flow - at Salem
721746,400.18,11.4,7.22,Min Flow - at Salem
721747,400.32,12.68,7.41,Min Flow - at Salem
721748,400.44,11.61,7.14,Min Flow - at Salem
721749,400.52,9.01,6.13,Min Flow - at Salem
721750,400.72,11.99,5.49,Min Flow - at Salem
721751,401.05,15.69,4.76,Min Flow - at Salem
721752,401.31,14.94,5.51,Daily BiOp Max Rate Decrease
721753,401.61,13.05,2.76,Min Flow - at Salem
721754,401.89,11.38,1.5,Min Flow - at Blue River
721755,402.13,10.07,1.42,Min Flow - at Blue River
721756,402.41,11,1.42,Min Flow - at Blue River
721757,402.62,9.15,1.42,Min Flow - at Blue River
721758,402.83,9.33,1.42,Min Flow - at Blue River
721759,403.07,10.41,1.42,Min Flow - at Blue River
721760,403.3,9.78,1.42,Min Flow - at Salem
721761,403.49,8.92,2.54,Min Flow - at Salem
721762,403.56,8.22,5.9,Min Flow - at Salem
721763,403.58,7.07,6.49,Min Flow - at Salem
721764,403.56,6.4,7.18,Min Flow - at Salem
721765,403.48,5.71,8.36,Min Flow - at Salem
721766,403.32,5.34,10.4,Min Flow - at Salem
721767,403.19,4.84,9.48,Daily BiOp Max Rate Decrease
721768,403.19,4.57,4.74,Daily BiOp Max Rate Decrease
721769,403.23,3.98,2.37,Min Flow - at Blue River
721770,403.29,3.6,1.42,Min Flow - at Blue River
721771,403.36,3.6,1.42,Min Flow - at Blue River
721772,403.42,3.28,1.42,Min Flow - at Blue River
721773,403.47,3.07,1.42,Min Flow - at Blue River
721774,403.51,2.9,1.42,Min Flow - at Blue River
721775,403.55,2.78,1.42,Min Flow - at Blue River
721776,403.59,2.76,1.42,Min Flow - at Blue River
721777,403.62,2.59,1.42,Min Flow - at Blue River
721778,403.65,2.47,1.42,Min Flow - at Blue River
721779,403.67,2.3,1.42,Min Flow - at Blue River
721780,403.69,2.25,1.42,Min Flow - at Albany by Water Year Type
721781,403.71,2.11,1.42,Min Flow - at Albany by Water Year Type
721782,403.73,2.05,1.46,Min Flow - at Blue River
721783,403.74,1.94,1.42,Min Flow - at Albany by Water Year Type
721784,403.75,1.85,1.44,Min Flow - at Albany by Water Year Type
721785,403.76,1.8,1.62,Min Flow - at Albany by Water Year Type
721786,403.76,1.63,1.67,Min Flow - at Albany by Water Year Type
721787,403.75,1.52,1.63,Min Flow - at Albany by Water Year Type
721788,403.75,1.49,1.63,Min Flow - at Albany by Water Year Type
721789,403.74,1.49,1.94,Min Flow - at Albany by Water Year Type
721790,403.72,1.49,2.26,Min Flow - at Albany by Water Year Type
721791,403.69,1.41,2.64,Min Flow - at Albany by Water Year Type
721792,403.65,1.33,2.73,Min Flow - at Albany by Water Year Type
721793,403.61,1.3,2.65,Min Flow - at Albany by Water Year Type
721794,403.57,1.24,2.77,Min Flow - at Albany by Water Year Type
721795,403.52,1.21,3.02,Min Flow - at Albany by Water Year Type
721796,403.46,1.19,3.18,Min Flow - at Albany by Water Year Type
721797,403.39,1.16,3.49,Min Flow - at Albany by Water Year Type
721798,403.3,1.13,3.87,Min Flow - at Albany by Water Year Type
721799,403.22,1.08,3.8,Min Flow - at Albany by Water Year Type
721800,403.15,1.05,3.63,Min Flow - at Albany by Water Year Type
721801,403.08,0.99,3.83,Min Flow - at Albany by Water Year Type
721802,403,0.97,3.92,Min Flow - at Albany by Water Year Type
721803,402.9,0.99,4.71,Min Flow - at Albany by Water Year Type
721804,402.8,1,4.93,Min Flow - at Albany by Water Year Type
721805,402.69,0.94,5,Min Flow - at Albany by Water Year Type
721806,402.58,0.88,4.98,Min Flow - at Albany by Water Year Type
721807,402.47,0.86,4.86,Min Flow - at Albany by Water Year Type
721808,402.37,0.83,4.5,Min Flow - at Albany by Water Year Type
721809,402.23,0.86,5.69,Min Flow - at Albany by Water Year Type
721810,402.06,0.83,6.38,Min Flow - at Albany by Water Year Type
721811,401.9,0.8,6.56,Min Flow - at Albany by Water Year Type
721812,401.74,0.78,6.78,Min Flow - at Albany by Water Year Type
721813,401.56,0.75,6.9,Min Flow - at Albany by Water Year Type
721814,401.36,0.72,7.52,Min Flow - at Albany by Water Year Type
721815,401.19,0.66,7.12,Min Flow - at Albany by Water Year Type
721816,401,0.64,7.29,Min Flow - at Albany by Water Year Type
721817,400.78,0.67,7.64,Min Flow - at Albany by Water Year Type
721818,400.57,0.64,7.73,Min Flow - at Albany by Water Year Type
721819,400.38,0.61,7.42,Min Flow - at Albany by Water Year Type
721820,400.19,0.61,7.62,Min Flow - at Albany by Water Year Type
721821,399.97,0.61,7.78,Min Flow - at Albany by Water Year Type
721822,399.75,0.61,7.89,Min Flow - at Albany by Water Year Type
721823,399.52,0.59,8.03,Min Flow - at Albany by Water Year Type
721824,399.29,0.61,8.13,Min Flow - at Albany by Water Year Type
721825,399.06,0.56,8.21,Min Flow - at Albany by Water Year Type
721826,398.82,0.5,8.44,Min Flow - at Albany by Water Year Type
721827,398.57,0.5,8.47,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721828,398.33,0.47,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721829,398.08,0.45,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721830,397.84,0.45,8.5,Min Flow - at Albany by Water Year Type
721831,397.59,0.45,8.49,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721832,397.33,0.42,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721833,397.06,0.42,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721834,396.81,0.39,8.5,Min Flow - at Albany by Water Year Type
721835,396.57,0.4,8.2,Min Flow - at Albany by Water Year Type
721836,396.3,0.4,8.08,Min Flow - at Albany by Water Year Type
721837,396.05,0.45,8.39,Min Flow - at Albany by Water Year Type
721838,395.85,0.24,6.37,Daily BiOp Max Rate Decrease
721839,395.76,0.6,3.18,Min Flow - at Albany by Water Year Type
721840,395.7,2.01,3.7,Min Flow - at Albany by Water Year Type
721841,395.63,1.61,3.66,Min Flow - at Albany by Water Year Type
721842,395.59,2.4,3.33,Min Flow - at Albany by Water Year Type
721843,395.54,1.65,3.08,Min Flow - at Albany by Water Year Type
721844,395.55,2.19,2.11,Min Flow - at Albany by Water Year Type
721845,395.56,2.45,2.17,Min Flow - at Albany by Water Year Type
721846,395.59,4.05,3.01,Min Flow - at Albany by Water Year Type
721847,395.47,1.63,5,Min Flow - at Albany by Water Year Type
721848,395.37,1.75,4.65,Min Flow - at Albany by Water Year Type
721849,395.27,1.54,4.38,Min Flow - at Albany by Water Year Type
721850,395.19,1.8,3.9,Min Flow - at Albany by Water Year Type
721851,395.05,1.56,5.65,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
721852,394.83,1.58,8.5,Min Flow - at Albany by Water Year Type
721853,394.61,1.39,8.22,Min Flow - at Albany by Water Year Type
