timeInRun,elev_m,inflow_cms,outlfow_cms
707813,399.96,52.96,25.49
707814,399.65,60.23,70.57
707815,400.84,66.18,25.49
707816,400.19,64.2,87.03
707817,401.25,62.22,25.49
707818,400.72,56.6,74.67
707819,401.31,46.02,25.49
707820,401.24,32.54,35.25
707821,401.4,25.4,19.35
707822,401.77,21.9,9.68
707823,402.03,21.17,11.32
707824,402.28,22.89,14.61
707825,402.54,26.66,17.44
707826,402.79,29.31,19.84
707827,403.04,29.31,19.84
707828,403.29,26.13,16.87
707829,403.55,22.33,14.05
707830,403.8,20.58,11.16
707831,404.04,22.33,13.34
707832,404.28,24.32,15.32
707833,404.51,21.84,13.11
707834,404.72,19.16,11.4
707835,404.9,18.47,11.27
707836,404.99,17.54,13.71
707837,404.95,14.77,16.33
707838,404.79,12.62,19.34
707839,404.57,12.06,20.27
707840,404.42,12.22,18.12
707841,404.41,15.39,15.51
707842,404.58,19.85,13.42
707843,404.8,21.57,13.54
707844,404.98,21.57,13.8
707845,405.15,21.34,14.35
707846,405.24,18.47,15.08
707847,405.27,15.82,14.82
707848,405.24,13.74,14.86
707849,405.17,13.54,16.21
707850,405.04,12.22,17.44
707851,404.9,12.05,17.66
707852,404.92,12.98,12.43
707853,404.95,13.34,12.11
707854,404.91,11.49,12.87
707855,404.83,10.6,14.05
707856,404.73,10.4,14.35
707857,404.61,10.24,15
707858,404.44,9.91,16.02
707859,404.23,8.95,16.99
707860,403.97,8.19,18.01
707861,403.69,7.9,18.29
707862,403.42,8.49,18.01
707863,403.15,8.95,18.38
707864,402.87,8.65,18.99
707865,402.57,8.65,19.89
707866,402.22,8.36,20.78
707867,401.84,8.03,21.6
707868,401.42,8.19,22.44
707869,401.02,8.03,22.65
707870,400.54,7.17,22.65
707871,400.09,6.41,22.65
707872,399.6,6.41,22.65
707873,399.08,5.58,22.47
707874,398.58,5.29,21.82
707875,398.08,5.58,21.8
707876,397.56,5.58,22.65
707877,397,5.72,22.65
707878,396.45,5.02,22.65
707879,395.87,4.89,22.65
707880,395.27,5.85,22.65
707881,394.71,5.29,22.65
707882,394.07,4.89,22.65
707883,393.57,5.42,19.7
707884,392.96,5.02,20.56
707885,392.28,4.33,22.03
707886,391.9,3.86,14.16
707887,391.49,3.59,14.16
707888,391.1,3.46,13.15
707889,390.75,3.86,11.97
707890,390.42,4.39,12.37
707891,390.18,4.52,11.31
707892,389.76,3.99,13.94
707893,389.28,3.86,13.79
707894,388.85,4.25,14.15
707895,388.41,3.99,14.16
707896,387.9,3.59,14.16
707897,387.38,3.33,14.16
707898,387.21,3.2,7.08
707899,387.19,2.96,3.54
707900,387.26,3.33,1.77
707901,387.5,6.63,1.42
707902,387.83,8.29,1.42
707903,388.23,9.67,1.42
707904,388.6,9.67,1.42
707905,388.93,9.21,1.42
707906,389.19,7.53,1.42
707907,389.45,6.34,1.42
707908,389.64,5.64,1.42
707909,389.79,4.95,1.42
707910,389.93,4.52,1.42
707911,390.05,4.39,1.42
707912,390.17,4.12,1.42
707913,390.25,3.73,1.42
707914,390.32,3.46,1.42
707915,390.38,3.2,1.42
707916,390.44,3.01,1.42
707917,390.5,2.88,1.42
707918,390.57,3.11,1.42
707919,390.65,3.24,1.42
707920,390.71,2.75,1.42
707921,390.75,2.48,1.42
707922,390.79,2.29,1.42
707923,390.82,2.16,1.42
707924,390.85,2.06,1.42
707925,390.88,2.06,1.42
707926,390.9,1.96,1.42
707927,390.92,1.86,1.42
707928,390.94,1.77,1.42
707929,390.94,1.63,1.42
707930,390.95,1.63,1.42
707931,390.96,1.64,1.42
707932,390.97,1.54,1.42
707933,390.97,1.44,1.42
707934,390.97,1.37,1.42
707935,390.97,1.37,1.42
707936,390.96,1.31,1.42
707937,390.95,1.25,1.51
707938,390.93,1.25,1.64
707939,390.91,1.18,1.79
707940,390.88,1.18,1.93
707941,390.83,1.09,2.06
707942,390.79,1.09,2.21
707943,390.73,1.02,2.35
707944,390.67,1.02,2.45
707945,390.6,1.03,2.54
707946,390.44,0.96,4.72
707947,390.3,0.92,5.04
707948,390.14,0.86,5.2
707949,389.95,0.86,5.29
707950,389.76,0.86,5.36
707951,389.57,0.86,5.43
707952,389.29,0.79,6.03
707953,389.05,0.79,6.2
707954,388.81,0.72,6.32
707955,388.56,0.72,6.51
707956,388.31,0.72,6.65
707957,387.99,0.69,6.87
707958,387.71,0.69,7.13
707959,387.33,0.69,8.31
707960,386.97,0.69,8.47
707961,386.55,0.69,8.49
707962,386.2,0.66,8.5
707963,385.79,0.66,8.5
707964,385.38,0.66,8.37
707965,385,0.66,7.77
707966,384.62,0.6,7.7
707967,384.24,0.53,7.17
707968,383.86,0.53,6.74
707969,383.43,0.53,8.5
707970,382.94,0.6,8.5
707971,382.48,0.66,7.75
707972,382.11,0.6,7.03
707973,381.9,0.6,3.65
707974,381.71,0.7,4.2
707975,381.2,0.74,8.42
707976,380.88,0.67,5.73
707977,380.59,0.94,5.86
707978,380.47,1.2,2.93
707979,380.43,0.87,1.47
707980,380.38,0.74,1.42
707981,379.83,0.74,8.5
707982,379.57,0.67,4.25
707983,379.47,0.67,2.12
707984,379.41,0.6,1.42
707985,379.35,0.6,1.42
707986,378.84,0.61,7.76
707987,378.61,0.6,3.88
707988,378.52,0.6,1.94
707989,378.46,0.6,1.42
707990,378.4,0.6,1.42
707991,377.84,0.61,8.49
707992,377.58,0.58,4.24
707993,377.47,0.58,2.12
707994,377.41,0.54,1.42
707995,377.34,0.54,1.42
707996,377.28,0.54,1.42
707997,376.61,0.54,8.5
707998,376.35,0.54,4.25
707999,376.24,0.54,2.12
708000,376.06,0.48,3.02
708001,375.98,0.48,1.51
708002,375.92,0.48,1.42
708003,375.85,0.48,1.42
708004,375.61,0.48,2.9
708005,375.51,0.48,1.45
708006,375.44,0.48,1.42
708007,375.38,0.48,1.42
708008,375.32,0.62,1.42
708009,375.16,0.72,2.67
708010,375.09,0.69,1.42
708011,375.14,1.88,1.42
708012,375.31,3.56,1.42
708013,375.32,1.51,1.42
708014,375.3,1.15,1.42
708015,375.24,0.92,1.76
708016,375.06,0.82,2.68
708017,374.78,0.75,3.89
708018,374.61,0.72,3.17
708019,374.44,0.72,2.38
708020,374.27,0.69,2.38
708021,374.16,0.69,2.17
708022,374.07,0.62,1.88
708023,373.98,0.62,1.87
708024,373.86,0.68,1.84
708025,373.7,0.82,2.33
708026,373.62,0.82,1.87
708027,373.58,1.01,1.55
708028,373.52,0.82,1.72
708029,373.44,0.72,1.84
708030,373.38,0.75,1.48
708031,373.4,1.64,1.42
708032,373.37,1.01,1.42
708033,373.56,4.02,1.42
708034,374.23,9.47,1.42
708035,374.71,6.76,1.42
708036,374.85,3.36,1.42
708037,374.92,2.27,1.42
708038,374.87,1.64,2.25
708039,374.83,1.51,2.08
708040,374.79,1.34,1.91
708041,374.76,1.34,1.74
708042,374.74,1.28,1.56
708043,374.73,1.21,1.42
708044,374.71,1.15,1.42
708045,373.12,1.07,19.29
708046,371.52,1.27,19.11
708047,369.92,1.26,17.41
708048,368.32,1.12,16.33
708049,366.72,1.06,15.22
708050,365.12,0.99,14.15
708051,363.52,0.99,13.27
708052,361.92,0.99,12.45
708053,361.6,0.99,3.17
708054,361.28,0.9,3.04
708055,360.97,0.9,3.02
708056,360.65,0.9,2.98
708057,360.33,0.9,2.95
708058,360.01,0.9,2.93
708059,359.69,0.87,2.87
708060,359.69,0.87,0.87
708061,359.69,0.87,0.87
708062,359.66,0.86,1.05
708063,359.66,0.86,0.86
708064,359.66,0.86,0.86
708065,359.66,0.86,0.86
708066,359.66,0.8,0.8
708067,359.66,0.8,0.8
708068,359.66,1.26,1.26
708069,359.66,1.21,1.21
