timeInRun,active rule
707596,Min Flow - at Albany by Water Year Type
707597,Min Flow - at Albany by Water Year Type
707598,Min Flow - at Albany by Water Year Type
707599,Min Flow - at Albany by Water Year Type
707600,Min Flow - at Albany by Water Year Type
707601,Min Flow - at Salem
707602,Min Flow - at Albany by Water Year Type
707603,Min Flow - at Albany by Water Year Type
707604,Min Flow - at Albany by Water Year Type
707605,Min Flow - at Albany by Water Year Type
707606,Min Flow - at Albany by Water Year Type
707607,Min Flow - at Albany by Water Year Type
707608,Min Flow - at Albany by Water Year Type
707609,Min Flow - at Albany by Water Year Type
707610,Min Flow - at Salem
707611,Min Flow - at Salem
707612,Min Flow - at Albany by Water Year Type
707613,Min Flow - at Albany by Water Year Type
707614,Min Flow - at Albany by Water Year Type
707615,Min Flow - at Albany by Water Year Type
707616,Min Flow - at Albany by Water Year Type
707617,Min Flow - at Salem
707618,Min Flow - at Salem
707619,Min Flow - at Salem
707620,Min Flow - at Salem
707621,Min Flow - at Salem
707622,Min Flow - at Salem
707623,Min Flow - at Salem
707624,Min Flow - at Salem
707625,Min Flow - at Albany by Water Year Type
707626,Min Flow - at Salem
707627,Min Flow - at Albany by Water Year Type
707628,Min Flow - at Albany by Water Year Type
707629,Min Flow - at Albany by Water Year Type
707630,Min Flow - at Albany by Water Year Type
707631,Min Flow - at Salem
707632,Min Flow - at Salem
707633,Min Flow - at Salem
707634,Min Flow - at Albany by Water Year Type
707635,Min Flow - at Albany by Water Year Type
707636,Min Flow - at Albany by Water Year Type
707637,Min Flow - at Salem
707638,Min Flow - at Salem
707639,Min Flow - at Salem
707640,Min Flow - at Salem
707641,Min Flow - at Albany by Water Year Type
707642,Min Flow - at Salem
707643,Min Flow - at Salem
707644,Min Flow - at Salem
707645,Min Flow - at Salem
707646,Min Flow - at Salem
707647,Min Flow - at Salem
707648,Min Flow - at Salem
707649,Min Flow - at Salem
707650,Min Flow - at Salem
707651,Min Flow - at Salem
707652,Min Flow - at Salem
707653,Min Flow - at Salem
707654,Min Flow - at Salem
707655,Min Flow - at Salem
707656,Min Flow - at Salem
707657,Min Flow - at Salem
707658,Min Flow - at Salem
707659,Min Flow - at Salem
707660,Min Flow - at Albany by Water Year Type:0.5ft Max Ramp Up at DEX
707661,Min Flow - at Salem
707662,Min Flow - at Salem
707663,GC
707664,GC
707665,GC
707666,GC
707667,GC
707668,GC
707669,GC
707670,GC
707671,GC
707672,GC
707673,Revised Daily BiOp Max Rate of Decrease
707674,Min Flow - Hills Creek
707675,Min Flow - Hills Creek
707676,HCR min power release
707677,GC
707678,GC
707679,GC
707680,GC
707681,GC
707682,GC
707683,GC
707684,GC
707685,GC
707686,GC
707687,GC
707688,GC:HCR power max release
707689,GC:HCR power max release
707690,GC:HCR power max release
707691,GC:HCR power max release
707692,GC:HCR power max release
707693,GC:HCR power max release
707694,GC:HCR power max release
707695,GC:HCR power max release
707696,GC:HCR power max release
707697,GC
707698,GC
707699,GC
707700,GC
707701,GC
707702,GC
707703,ZB
707704,GC
