timeInRun,elev_m,inflow_cms,outlfow_cms
706845,514.58,10.91,14.65
706846,514.48,10.91,16.36
706847,514.41,11.08,14.94
706848,514.36,11.1,14.22
706849,514.24,10.21,16.58
706850,514.12,10.38,17.26
706851,514,10.39,17.46
706852,513.88,10.58,17.4
706853,513.75,10.76,17.58
706854,513.64,10.9,17.36
706855,513.52,10.78,17.54
706856,513.38,10.08,17.86
706857,513.24,10.08,18.25
706858,513.09,10.22,18.34
706859,512.95,10.39,18.35
706860,512.79,10.27,18.29
706861,512.62,9.42,18.22
706862,512.47,9.56,18.21
706863,512.32,9.56,18.26
706864,512.17,9.44,17.71
706865,512,8.55,17.78
706866,511.82,8.59,17.83
706867,511.66,8.88,17.7
706868,511.5,8.73,17.72
706869,511.33,8.74,17.79
706870,511.15,8.74,17.91
706871,510.98,8.65,18.06
706872,510.82,8.79,17.96
706873,510.64,8.8,18.02
706874,510.46,8.62,18.26
706875,510.28,8.37,18.23
706876,510.1,8.49,18.05
706877,509.91,8.37,18.11
706878,509.71,8.38,18.48
706879,509.51,8.38,19.21
706880,509.31,8.38,19.71
706881,509.16,8.51,16.41
706882,508.96,8.65,19.02
706883,508.78,9.33,18.6
706884,508.61,10.41,18.8
706885,508.25,9.47,28.09
706886,507.88,9.12,28.37
706887,507.63,8.89,21.84
706888,507.25,8.77,28.37
706889,506.97,8.76,23.16
706890,506.58,8.49,28.45
706891,506.19,8.36,28.44
706892,505.88,8.33,24.28
706893,505.48,8.12,28.05
706894,505.21,8.56,21.8
706895,504.86,9.83,27.9
706896,504.53,12.06,27.83
706897,504.17,9.66,27.85
706898,503.78,8.97,27.72
706899,503.4,8.51,27.6
706900,503.24,8.29,15.86
706901,503.16,8.19,12.24
706902,503.09,8.22,11.82
706903,502.77,8.2,23.76
706904,502.56,8.09,17.81
706905,502.44,8.09,13.95
706906,502.26,8.09,16.42
706907,502.13,8.19,14.45
706908,502,7.96,14.16
706909,501.83,7.97,16.42
706910,501.66,7.85,16.42
706911,501.29,7.85,25.16
706912,500.82,7.83,30.17
706913,500.25,7.83,34.53
706914,499.66,7.72,35.23
706915,499.45,7.76,17.62
706916,499.13,8.01,22.25
706917,498.89,8.04,18.69
706918,498.48,8.1,26.95
706919,498.27,7.86,17.32
706920,498.06,7.75,16.8
706921,497.98,7.75,11.33
706922,497.58,7.83,26.72
706923,497.11,7.71,28.04
706924,496.65,7.67,28.62
706925,496.18,7.55,28.57
706926,495.7,7.66,28.22
706927,495.21,7.5,29.48
706928,494.72,7.6,28.15
706929,494.23,7.47,28.03
706930,493.75,7.47,28.03
706931,493.26,7.45,28.01
706932,492.77,7.33,27.88
706933,492.28,7.41,27.97
706934,491.77,7.4,29.08
706935,491.25,7.27,27.52
706936,490.74,7.27,28.95
706937,490.23,7.33,27.58
706938,489.71,7.08,27.33
706939,489.2,7.09,27.34
706940,488.68,7.17,27.83
706941,488.17,7.05,26.32
706942,487.62,7.05,28.87
706943,487.08,7.06,27.46
706944,486.53,7.29,27.68
706945,485.99,7.14,27.53
706946,485.45,7.13,27.52
706947,484.9,7.27,27.51
706948,484.36,7.18,26.31
706949,483.79,7.05,27.36
706950,483.21,6.79,26.95
706951,482.64,6.65,26.81
706952,482.07,6.6,26.77
706953,481.5,6.61,26.77
706954,480.93,6.61,25.34
706955,480.36,6.7,26.86
706956,479.79,6.57,25.31
706957,478.97,6.57,33.27
706958,478.16,6.57,31.84
706959,477.34,6.57,33.27
706960,476.53,6.68,31.95
706961,475.71,6.79,31.69
706962,474.9,6.68,30.99
706963,474.09,6.68,30.99
706964,473.2,6.66,31.61
706965,472.31,6.63,33
706966,471.42,6.5,30.02
706967,470.54,6.49,31.43
706968,469.65,6.34,29.86
706969,468.76,6.23,29.64
706970,467.87,6.45,28.67
706971,466.98,6.34,28.56
706972,466.95,6.49,7.19
706973,466.95,6.64,6.64
706974,466.95,6.78,6.78
706975,466.95,6.67,6.67
706976,466.95,6.8,6.8
706977,466.95,7.44,7.44
706978,466.95,10.24,10.24
706979,466.98,14.09,13.39
706980,466.98,20.18,20.18
706981,466.98,20,20
706982,466.98,18.38,18.38
706983,466.98,11.88,11.88
706984,466.95,9.73,10.43
706985,466.95,9.04,9.04
706986,466.95,8.59,8.59
706987,466.95,8.23,8.23
706988,466.95,8.04,8.04
706989,466.95,8.88,8.88
706990,466.96,11.58,11.33
706991,466.98,14.27,13.82
706992,466.98,12.04,12.04
706993,466.96,10.76,11.33
706994,466.97,11.54,11.33
706995,466.98,19.67,19.31
706996,466.98,20.47,20.47
706997,466.98,24.53,24.53
706998,466.98,19.29,19.29
706999,466.98,16.86,16.86
707000,466.98,14.78,14.78
707001,466.98,13.77,13.77
707002,466.98,12.24,12.24
707003,466.98,12.36,12.36
707004,466.97,11,11.33
707005,466.95,9.98,10.35
707006,466.95,9.23,9.23
707007,466.95,9.45,9.45
707008,466.95,10.24,10.24
707009,466.95,10.54,10.54
707010,466.95,8.56,8.56
707011,466.95,9.3,9.3
707012,466.95,10.06,10.06
707013,466.95,9.36,9.36
707014,466.95,9.39,9.39
707015,466.95,8.56,8.56
707016,466.95,8.67,8.67
707017,466.95,9.48,9.48
707018,466.95,10.39,10.39
707019,466.98,13.35,12.66
707020,466.98,12.6,12.6
707021,466.98,11.26,11.33
707022,466.98,11.4,11.33
707023,466.95,9.96,10.66
707024,466.95,8.32,8.32
707025,466.95,8.94,8.94
707026,466.95,10.14,10.14
707027,466.95,9.54,9.54
707028,466.95,9.04,9.04
707029,466.95,8.82,8.82
707030,466.95,9.54,9.54
707031,466.95,9.43,9.43
707032,466.95,8.95,8.95
707033,466.95,8.45,8.45
707034,466.95,8.14,8.14
707035,466.95,8.65,8.65
707036,466.95,8.44,8.44
707037,466.95,9,9
707038,466.95,9.87,9.87
707039,467.09,14.41,11.33
707040,467.31,16.72,11.33
707041,467.38,13.29,11.33
707042,467.42,12.55,11.33
707043,467.43,11.59,11.33
707044,467.42,11.12,11.33
707045,467.45,12.02,11.33
707046,467.8,20.12,11.33
707047,468.89,38.67,11.33
707048,469.62,30.46,11.33
707049,470.17,26.13,11.33
707050,470.6,22.76,11.33
707051,471.09,25.01,11.33
707052,471.74,29.6,11.33
707053,472.55,33.2,11.33
707054,473.01,25.13,11.33
707055,473.37,21.44,11.33
707056,473.75,22.06,11.33
707057,474.27,25.98,11.33
707058,474.77,26.83,11.33
707059,475.39,29.62,11.33
707060,476.04,31.22,11.33
707061,476.61,28.71,11.33
707062,477.09,26.59,11.33
707063,477.66,29,11.33
707064,478.78,46.54,11.33
707065,480.47,67.12,11.33
707066,481.75,55.18,11.33
707067,482.97,54.11,11.33
707068,484.3,58.44,11.33
707069,485.63,59.56,11.33
707070,486.79,54.79,11.33
707071,487.96,56.58,11.33
707072,489.39,66.64,11.33
707073,490.68,62.39,11.33
707074,491.82,57.71,11.33
707075,493,61.15,11.33
707076,494.28,65.14,11.33
707077,495.39,58.64,11.33
707078,496.34,52.74,11.33
707079,497.12,46.61,11.33
707080,497.86,44.46,11.33
