timeInRun,elev_m,inflow_cms,outlfow_cms,active rule
713343.00,467.07,34.42,39.21,Min Flow - at Salem
713344.00,467.06,36.97,38.09,Min Flow - at Salem
713345.00,467.06,40.65,40.79,Min Flow - at Salem
713346.00,467.08,42.63,40.09,Min Flow - at Salem
713347.00,467.12,45.75,40.96,Min Flow - at Salem
713348.00,467.15,47.16,42.64,Min Flow - at Salem
713349.00,467.15,44.05,44.35,Min Flow - at Salem
713350.00,467.1,38.38,44.93,Min Flow - at Salem
713351.00,467,33.29,44.92,Min Flow - at Salem
713352.00,466.89,30.74,44.71,Min Flow - at Salem
713353.00,466.77,31.02,44.46,Min Flow - at Salem
713354.00,466.7,30.45,38.84,Min Flow - at Salem
713355.00,466.6,32.15,43.21,Min Flow - at Salem
713356.00,466.47,28.47,43.77,Min Flow - at Salem
713357.00,466.33,26.65,43.63,Min Flow - at Salem
713358.00,466.27,25.97,32.62,Min Flow - at Salem
713359.00,466.35,26.43,17.19,Min Flow - at Salem
713360.00,466.51,29.6,11.52,Min Flow - at Salem
713361.00,466.63,33.57,19.24,Min Flow - at Salem
713362.00,466.62,29.32,30.71,Revised Daily BiOp Max Rate of Decrease
713363.00,466.64,28.19,25.86,Min Flow - at Salem
713364.00,466.7,29.61,22.27,Min Flow - at Salem
713365.00,466.75,28.47,21.99,Min Flow - at Salem
713366.00,466.8,27.06,21.22,Min Flow - at Salem
713367.00,466.89,25.02,14.44,Min Flow - at Salem
713368.00,467.05,29.61,11.33,Min Flow - at Salem
713369.00,467.16,31.59,17.92,Min Flow - at Salem
713370.00,467.25,30.46,19.88,Min Flow - at Salem
713371.00,467.36,28.48,15.09,MinRelease
713372.00,467.5,33.29,16.38,Min Flow - at Salem
713373.00,467.71,35.84,11.33,Min Flow - at Salem
713374.00,467.9,34.42,11.33,Min Flow - at Salem
713375.00,468.18,46.32,11.33,Min Flow - at Salem
713376.00,468.48,55.09,19.24,MinRelease
713377.00,468.72,48.86,19.25,MinRelease
713378.00,468.97,42.07,12.18,MinRelease
713379.00,469.18,37.25,11.33,MinRelease
713380.00,469.37,34.99,11.33,MinRelease
713381.00,469.55,33.01,11.33,Revised Daily BiOp Max Rate of Decrease
713382.00,469.7,31.59,12.64,MinRelease
713383.00,469.7,30.46,30.46,MinRelease
713384.00,469.7,28.76,28.76,MinRelease
713385.00,469.7,27.52,27.52,GC
713386.00,469.7,26.16,26.16,GC
713387.00,469.7,25.93,25.93,GC
713388.00,469.7,24.35,24.35,GC
713389.00,469.7,22.28,22.28,GC
713390.00,469.7,21.88,21.88,GC
713391.00,469.7,22.94,22.94,GC
713392.00,469.7,21.36,21.36,GC
713393.00,469.7,19.58,19.58,GC
713394.00,469.7,18.87,18.87,GC
713395.00,469.7,18.36,18.36,GC
713396.00,469.7,18.03,18.03,GC
713397.00,469.7,17.35,17.35,GC
713398.00,469.7,16.84,16.84,GC
713399.00,469.7,16.67,16.67,GC
713400.00,469.7,16.34,16.34,GC
713401.00,469.7,15.83,15.83,GC
713402.00,469.7,15.38,15.38,GC
713403.00,469.7,15.07,15.07,GC
713404.00,469.7,14.93,14.93,GC
713405.00,469.7,14.59,14.59,GC
713406.00,469.7,14.45,14.45,GC
713407.00,469.7,14.03,14.03,GC
713408.00,469.7,13.75,13.75,GC
713409.00,469.7,13.61,13.61,GC
713410.00,469.7,13.47,13.47,GC
713411.00,469.7,13.61,13.61,GC
713412.00,469.68,13.05,14.58,GC
713413.00,469.65,12.76,16.99,GC
713414.00,469.59,12.62,19.89,GC
713415.00,469.54,12.48,19.06,Min Flow - at Albany by Water Year Type
713416.00,469.46,12.34,22.66,Min Flow - at Albany by Water Year Type
713417.00,469.35,12.06,25.31,Min Flow - at Albany by Water Year Type
713418.00,469.22,11.92,27.75,Min Flow - at Albany by Water Year Type
713419.00,469.1,11.78,26.77,Min Flow - at Albany by Water Year Type
713420.00,468.99,11.64,25.23,Min Flow - at Albany by Water Year Type
713421.00,468.86,11.49,26.74,Min Flow - at Albany by Water Year Type
713422.00,468.75,11.49,25.86,Min Flow - at Albany by Water Year Type
713423.00,468.63,11.49,25.66,Min Flow - at Albany by Water Year Type
713424.00,468.5,11.38,27.37,Min Flow - at Albany by Water Year Type
713425.00,468.36,11.24,27.92,Min Flow - at Albany by Water Year Type
713426.00,468.26,11.1,23.5,Min Flow - at Albany by Water Year Type
713427.00,468.12,11.1,27.79,Min Flow - at Albany by Water Year Type
713428.00,467.99,10.98,26.99,Min Flow - at Albany by Water Year Type
713429.00,467.86,10.87,26.65,Min Flow - at Salem
713430.00,467.72,10.73,28.09,Min Flow - at Albany by Water Year Type
713431.00,467.57,10.59,28.78,Min Flow - at Albany by Water Year Type
713432.00,467.44,10.59,26.2,Min Flow - at Salem
713433.00,467.31,10.48,24.97,Min Flow - at Salem
713434.00,467.22,10.48,22.06,Min Flow - at Salem
713435.00,467.14,10.99,19.99,Min Flow - at Salem
713436.00,467.08,12.61,19.92,Min Flow - at Salem
713437.00,467.02,11.62,19.14,Min Flow - at Salem
713438.00,466.96,11.11,18.55,Min Flow - at Salem
713439.00,466.9,10.74,17.21,Min Flow - at Salem
713440.00,466.87,11.25,15.15,Min Flow - at Salem
713441.00,466.86,12.75,14.32,Min Flow - at Salem
713442.00,466.82,11.76,15.83,Min Flow - at Salem
713443.00,466.79,11.25,15.1,Min Flow - at Salem
713444.00,466.76,10.74,14.61,Min Flow - at Salem
713445.00,466.73,10.6,13.58,Min Flow - at Salem
713446.00,466.72,11,12.54,Min Flow - at Salem
713447.00,466.69,11.51,14.18,Min Flow - at Salem
713448.00,466.67,11,14.43,Min Flow - at Salem
713449.00,466.61,10.75,16.77,Min Flow - at Salem
713450.00,466.56,10.49,16.62,Min Flow - at Salem
713451.00,466.49,10.5,18.56,Min Flow - at Salem
713452.00,466.42,10.5,18.86,Min Flow - at Salem
713453.00,466.33,10.52,21.42,Min Flow - at Salem
713454.00,466.24,10.38,21.04,Min Flow - at Salem
713455.00,466.15,10.27,20.6,Min Flow - at Salem
713456.00,466.06,10.16,20.21,Min Flow - at Salem
713457.00,465.98,10.02,19.59,Min Flow - at Salem
713458.00,465.9,10.02,20.03,Min Flow - at Salem
713459.00,465.81,9.88,20.17,Min Flow - at Salem
713460.00,465.71,9.88,20.98,Min Flow - at Salem
713461.00,465.61,9.77,21.37,Min Flow - at Salem
713462.00,465.54,9.88,18.39,Min Flow - at Salem
713463.00,465.47,10.39,18.86,Min Flow - at Salem
713464.00,465.45,10.39,12.2,Min Flow - at Albany by Water Year Type
713465.00,465.36,10.17,20.86,Min Flow - at Albany by Water Year Type
713466.00,465.34,10.68,12.78,Min Flow - at Albany by Water Year Type
713467.00,465.38,15.21,11.33,Min Flow - at Albany by Water Year Type
713468.00,465.39,13.34,11.33,Min Flow - at Albany by Water Year Type
713469.00,465.42,13.91,11.33,Revised Daily BiOp Max Rate of Decrease
713470.00,465.34,12.35,20.63,MinRelease
713471.00,465.3,11.3,15.73,MinRelease
713472.00,465.08,10.8,36.47,MinRelease
713473.00,464.85,10.4,36.91,GC
713474.00,464.62,10.29,36.53,GC
713475.00,464.39,10.18,36.3,GC
713476.00,464.15,10.04,36.16,GC
713477.00,463.92,9.89,36.02,GC:Tandem - HCR and LOP
713478.00,463.69,9.78,35.91,GC:Tandem - HCR and LOP
713479.00,463.46,9.53,35.65,GC:Tandem - HCR and LOP
713480.00,463.22,9.53,35.32,GC:Tandem - HCR and LOP
713481.00,462.99,9.53,34.57,GC:Tandem - HCR and LOP
713482.00,462.75,9.53,36.45,GC:Tandem - HCR and LOP
713483.00,462.51,9.77,35.9,GC:Tandem - HCR and LOP
713484.00,462.27,9.66,35.97,GC:Tandem - HCR and LOP
713485.00,462.03,9.54,36.26,GC:Tandem - HCR and LOP
713486.00,461.79,9.54,35.34,GC
713487.00,461.55,9.54,35.34,GC
713488.00,461.31,9.54,35.34,GC
713489.00,461.07,9.43,36.11,GC
713490.00,460.82,9.65,36.33,GC
713491.00,460.57,9.54,36.22,GC
713492.00,460.32,9.54,36.22,GC
713493.00,460.08,10.02,35.9,GC
713494.00,459.83,10.64,36.7,GC
713495.00,459.58,11.92,38.33,GC
713496.00,459.33,10.39,35.91,GC
713497.00,459.08,10.02,37.11,GC
713498.00,458.83,9.76,35.92,GC
713499.00,458.58,9.88,35.79,GC
713500.00,458.33,9.76,35.67,GC
713501.00,458.08,13.13,39.04,GC
713502.00,457.82,13.56,39.47,GC
713503.00,457.57,11.4,37.31,GC
713504.00,457.32,12.42,37.48,GC
713505.00,457.06,12.56,39.47,GC
713506.00,456.79,11.65,38.64,GC
713507.00,456.52,11.03,37.58,GC
713508.00,456.26,10.52,37.86,GC
713509.00,455.99,10.23,36.47,GC
713510.00,455.72,9.86,36.1,GC
713511.00,455.46,9.75,35.98,GC
713512.00,455.19,9.63,35.87,GC
713513.00,454.92,9.52,36.07,GC
713514.00,454.65,9.68,35.7,GC
713515.00,454.38,9.68,35.33,GC
713516.00,454.11,9.67,36.02,GC
713517.00,453.84,9.55,34.84,GC
713518.00,453.57,9.55,34.84,GC
713519.00,453.3,9.55,35.99,GC
713520.00,453.01,9.55,36.61,GC
713521.00,452.73,9.55,36.32,GC
713522.00,452.44,9.67,35.56,GC
713523.00,452.16,9.55,35.77,GC
713524.00,451.87,9.67,36.44,GC
713525.00,451.58,11.79,37.95,GC
713526.00,451.3,11.14,36.57,GC
713527.00,451.01,12.16,37.59,GC
713528.00,450.5,15.08,62.25,GC
713529.00,449.95,18.76,66.11,GC
713530.00,449.35,18.93,72.06,GC
713531.00,448.65,16.75,76.92,GC:Max Flow (Winter and Conservation)
713532.00,447.96,15.81,74.51,GC:Max Flow (Winter and Conservation)
713533.00,447.35,15.5,65.47,GC:PhysMaxCap
713534.00,446.75,13.94,64.91,GC:Max Flow (Winter and Conservation)
713535.00,446.07,13.09,67.91,GC
713536.00,445.4,12.41,65.81,GC
713537.00,444.73,11.9,65.3,GC
713538.00,444.06,11.79,63.61,GC
713539.00,443.39,11.79,63.47,GC
713540.00,442.72,11.39,62.36,GC
713541.00,442.05,11.14,62.11,GC
713542.00,441.38,10.88,59.49,GC
713543.00,441.35,10.63,13.08,GC
713544.00,441.35,10.55,10.55,GC
713545.00,441.35,10.55,10.55,GC:Max Flow (Winter and Conservation)
713546.00,441.35,10.55,10.55,ZB
713547.00,441.35,10.44,10.44,MinRelease
713548.00,441.35,10.56,10.56,MinRelease
713549.00,441.38,16.51,14.27,MinRelease
713550.00,441.38,15.59,15.59,MinRelease
713551.00,441.38,13.32,13.32,MinRelease
713552.00,441.38,12.75,12.75,GC
713553.00,441.38,12.49,12.49,GC
713554.00,441.38,11.98,11.98,GC
713555.00,441.38,12.37,12.37,GC
713556.00,441.38,22.11,22.11,GC
713557.00,441.38,18.66,18.66,GC
713558.00,441.38,16.67,16.67,GC
713559.00,441.38,15.28,15.28,GC
713560.00,441.38,14.01,14.01,GC
713561.00,441.38,13.44,13.44,GC
713562.00,441.38,13.3,13.3,GC
713563.00,441.38,13.16,13.16,GC
713564.00,441.38,13.16,13.16,GC
713565.00,441.38,13.16,13.16,GC
713566.00,441.38,13.87,13.87,GC
713567.00,441.38,17.12,17.12,GC
713568.00,441.38,16.05,16.05,GC
713569.00,441.38,14.86,14.86,GC
713570.00,441.38,13.73,13.73,GC
713571.00,441.38,13.58,13.58,GC
713572.00,441.38,15.57,15.57,GC
713573.00,441.98,72.06,28.77,GC
713574.00,442.94,111.42,37.66,GC
713575.00,443.72,111.38,52.03,GC
713576.00,443.64,57.57,63.6,GC:Max Bankfull Flow - at Waterloo
713577.00,443.35,39.45,62.48,Winter Ops Min Flow - at Green Peter
713578.00,442.99,31.52,58.05,GC:10k Max into Foster
713579.00,442.65,26.09,52.78,GC:PhysMaxCap
713580.00,442.32,22.61,47.68,GC:PhysMaxCap
713581.00,442.03,20.63,42.78,GC:PhysMaxCap
713582.00,441.76,19.3,38.37,GC:PhysMaxCap
713583.00,441.55,19.13,34.4,GC:PhysMaxCap
713584.00,441.38,18.28,30.83,GC:PhysMaxCap
713585.00,441.38,17.49,17.49,GC:PhysMaxCap
713586.00,441.38,16.7,16.7,GC:PhysMaxCap
713587.00,441.38,17.77,17.77,GC:PhysMaxCap
713588.00,441.38,17.49,17.49,GC:PhysMaxCap
713589.00,441.38,18.46,18.46,GC
713590.00,441.38,21.63,21.63,GC
713591.00,441.38,19.85,19.85,GC
713592.00,441.38,18.46,18.46,GC
713593.00,441.38,17.02,17.02,GC
713594.00,441.38,16.26,16.26,GC
713595.00,441.38,16.54,16.54,GC
713596.00,441.38,22.23,22.23,GC
713597.00,441.38,27.02,27.02,GC
713598.00,441.38,25.89,25.89,GC
713599.00,441.38,26.12,26.12,GC
713600.00,441.38,24.53,24.53,GC
713601.00,441.38,23.23,23.23,GC
713602.00,441.38,23.85,23.85,GC
713603.00,441.38,23.85,23.85,GC
713604.00,441.38,28.61,28.61,GC
713605.00,441.64,35.24,15.68,GC
713606.00,441.99,35.9,11.33,GC
713607.00,442.23,29.67,11.33,GC
713608.00,442.43,25.71,11.33,Revised Daily BiOp Max Rate of Decrease
713609.00,442.59,23.44,11.33,MinRelease
713610.00,442.72,22.25,11.33,MinRelease
713611.00,442.85,21.46,11.33,MinRelease
713612.00,443.03,25.26,11.33,MinRelease
713613.00,443.37,36.19,11.33,MinRelease
713614.00,443.76,42.42,11.33,MinRelease
713615.00,444.06,33.92,11.33,MinRelease
713616.00,444.28,28.54,11.33,MinRelease
713617.00,444.46,25.26,11.33,MinRelease
713618.00,444.62,23.25,11.33,MinRelease
713619.00,444.76,22.06,11.33,MinRelease
713620.00,444.89,21.47,11.33,MinRelease
713621.00,445.02,21.67,11.33,MinRelease
713622.00,445.16,22.66,11.33,MinRelease
713623.00,445.28,21.27,11.33,MinRelease
713624.00,445.39,19.49,11.33,MinRelease
713625.00,445.48,18.47,11.33,MinRelease
713626.00,445.55,17.62,11.33,MinRelease
713627.00,445.62,16.86,11.33,MinRelease
713628.00,445.68,16.09,11.33,MinRelease
713629.00,445.74,15.81,11.33,MinRelease
713630.00,445.79,15.39,11.33,MinRelease
713631.00,445.84,15.1,11.33,MinRelease
713632.00,445.88,14.82,11.33,MinRelease
713633.00,445.92,14.54,11.33,MinRelease
713634.00,446.03,19.56,11.33,MinRelease
713635.00,446.28,31.91,11.33,MinRelease
713636.00,446.43,23.64,11.33,MinRelease
713637.00,446.53,19.65,11.33,MinRelease
713638.00,446.6,17.44,11.33,MinRelease
713639.00,446.67,16.51,11.33,MinRelease
713640.00,446.74,16.82,11.33,MinRelease
713641.00,446.88,22.63,11.33,MinRelease
713642.00,447.03,24.33,11.33,MinRelease
713643.00,447.19,24.33,11.33,MinRelease
713644.00,447.41,30.51,11.33,MinRelease
713645.00,447.67,32.21,11.33,MinRelease
713646.00,447.92,31.92,11.33,MinRelease
713647.00,448.11,27.51,11.33,MinRelease
713648.00,448.27,24.11,11.33,MinRelease
713649.00,448.4,22.44,11.33,MinRelease
713650.00,448.5,21.05,11.33,MinRelease
713651.00,448.61,20.46,11.33,MinRelease
713652.00,448.71,20.07,11.33,MinRelease
713653.00,448.79,18.62,11.33,MinRelease
713654.00,448.87,17.78,11.33,MinRelease
713655.00,448.98,20.27,11.33,MinRelease
713656.00,449.2,29.95,11.33,MinRelease
713657.00,449.59,45.53,11.33,MinRelease
713658.00,450.01,48.08,11.33,MinRelease
713659.00,450.4,45.81,11.33,MinRelease
713660.00,450.76,44.68,11.33,MinRelease
713661.00,451.24,54.31,11.33,MinRelease
713662.00,451.97,77.53,11.33,MinLimit
713663.00,452.54,63.09,11.33,MinLimit
713664.00,452.96,50.35,11.33,MinRelease
713665.00,453.34,47.93,11.33,MinRelease
713666.00,453.69,44.25,11.33,MinRelease
713667.00,453.99,39.71,11.33,MinRelease
713668.00,454.24,35.75,11.33,MinRelease
713669.00,454.46,32.64,11.33,MinRelease
713670.00,454.67,31.22,11.33,MinRelease
713671.00,454.9,33.2,11.33,MinRelease
713672.00,455.17,38.02,11.33,MinRelease
713673.00,455.51,44.81,11.33,MinRelease
713674.00,455.95,54.44,11.33,MinRelease
713675.00,456.33,48.5,11.33,MinRelease
713676.00,456.67,46.8,11.33,MinRelease
713677.00,457.15,59.26,11.33,MinRelease
713678.00,457.54,49.91,11.33,MinRelease
713679.00,457.85,43.4,11.33,MinRelease
713680.00,458.15,41.98,11.33,MinRelease
713681.00,458.45,42.55,11.33,GC
713682.00,458.72,39.44,11.33,GC
713683.00,458.98,37.74,11.33,MinRelease
713684.00,459.27,42.55,11.33,MinRelease
713685.00,459.71,57.56,11.33,MinRelease
713686.00,460.32,75.4,11.33,MinRelease
713687.00,460.79,61.24,11.33,MinRelease
713688.00,461.16,52.18,11.33,MinRelease
713689.00,461.48,44.82,11.33,MinRelease
713690.00,461.75,41.14,11.33,MinRelease
713691.00,461.99,36.61,11.33,MinRelease
713692.00,462.2,35.2,11.33,MinRelease
713693.00,462.45,38.59,11.33,MinRelease
713694.00,462.73,41.71,11.33,MinRelease
713695.00,463,41.78,11.33,MinRelease
713696.00,463.26,39.23,11.33,MinRelease
713697.00,463.48,36.4,11.33,MinRelease
713698.00,463.7,35.83,11.33,MinRelease
713699.00,463.97,41.49,11.33,MinRelease
713700.00,464.31,49.14,11.33,MinRelease
713701.00,464.67,52.54,11.33,MinRelease
713702.00,465.07,57.35,11.33,MinRelease
713703.00,465.43,51.69,11.33,MinRelease
713704.00,465.76,49.99,11.33,MinRelease
713705.00,466.17,59.05,11.33,MinRelease
713706.00,466.64,66.41,11.33,MinRelease
713707.00,467.01,55.93,11.33,MinRelease
713708.00,467.32,48,11.33,MinRelease
713709.00,467.59,43.19,11.33,MinRelease
713710.00,467.81,38.66,11.33,MinRelease
713711.00,468.02,36.96,11.33,MinRelease
713712.00,468.27,41.78,11.33,MinRelease
713713.00,468.67,59.05,11.33,MinRelease
713714.00,469.3,88.78,11.33,MinRelease
713715.00,469.7,78.87,29.39,MinRelease
713716.00,469.7,63.3,63.3,MinRelease
713717.00,469.7,53.39,53.39,MinRelease
713718.00,469.7,48.29,48.29,GC
713719.00,469.7,44.61,44.61,ZB
713720.00,469.7,41.78,41.78,ZB
713721.00,469.7,39.23,39.23,GC
713722.00,469.7,39.23,39.23,GC
713723.00,469.7,46.02,46.02,GC
713724.00,469.7,50.27,50.27,GC
713725.00,469.7,45.17,45.17,GC
713726.00,469.7,38.96,38.96,GC
713727.00,469.7,35.28,35.28,GC
713728.00,469.7,37.54,37.54,GC
713729.00,469.7,44.62,44.62,GC
713730.00,469.7,56.8,56.8,GC
713731.00,469.7,66.99,66.99,GC
713732.00,469.7,76.9,76.9,GC
713733.00,469.7,88.51,88.51,ZB
713734.00,469.7,95.02,95.02,ZB
713735.00,469.7,92.48,92.48,ZB
713736.00,469.7,79.45,79.45,ZB
713737.00,469.7,69.82,69.82,ZB
713738.00,469.7,58.78,58.78,ZB
713739.00,469.7,49.72,49.72,ZB
713740.00,469.7,43.2,43.2,ZB
713741.00,469.7,37.82,37.82,ZB
713742.00,469.7,35.28,35.28,GC
713743.00,469.7,34.99,34.99,GC
713744.00,469.7,35.28,35.28,GC
713745.00,469.7,36.69,36.69,GC
713746.00,469.7,38.11,38.11,GC
713747.00,469.7,38.11,38.11,GC
713748.00,469.7,36.41,36.41,GC
713749.00,469.7,33.29,33.29,GC
713750.00,469.7,30.46,30.46,GC
713751.00,469.7,30.74,30.74,GC
713752.00,469.7,29.05,29.05,GC
713753.00,469.7,34.43,34.43,GC
713754.00,469.7,36.41,36.41,GC
713755.00,469.7,30.46,30.46,GC
713756.00,469.7,27.58,27.58,GC
713757.00,469.7,25.43,25.43,GC
713758.00,469.7,23.39,23.39,GC
713759.00,469.7,22.09,22.09,GC
713760.00,469.7,21.5,21.5,GC
713761.00,469.7,21.3,21.3,GC
713762.00,469.7,20.51,20.51,GC
713763.00,469.7,20.31,20.31,GC
713764.00,469.7,20.12,20.12,GC
713765.00,469.7,19.32,19.32,GC
713766.00,469.7,18.73,18.73,GC
713767.00,469.7,18.73,18.73,GC
713768.00,469.7,19.93,19.93,GC
713769.00,469.7,20.92,20.92,GC
713770.00,469.7,20.72,20.72,GC
713771.00,469.7,19.93,19.93,GC
713772.00,469.7,17.87,17.87,GC
713773.00,469.7,16.54,16.54,GC
713774.00,469.7,15.78,15.78,GC
713775.00,469.7,15.3,15.3,GC
713776.00,469.7,15.01,15.01,GC
713777.00,469.7,14.59,14.59,GC
713778.00,469.7,14.31,14.31,GC
713779.00,469.7,13.89,13.89,GC
713780.00,469.7,13.46,13.46,GC
713781.00,469.7,13.47,13.47,GC
713782.00,469.7,14.03,14.03,GC
713783.00,469.66,12.9,17.44,GC
713784.00,469.64,12.48,15.35,GC
713785.00,469.58,12.23,19.53,GC
713786.00,469.53,12.12,19.09,Min Flow - at Albany by Water Year Type
713787.00,469.46,11.83,19.8,Min Flow - at Albany by Water Year Type
713788.00,469.39,11.43,20.61,Min Flow - at Albany by Water Year Type
713789.00,469.31,11.32,21.13,Min Flow - at Albany by Water Year Type
713790.00,469.23,11.07,20.28,Min Flow - at Albany by Water Year Type
713791.00,469.15,10.82,20.92,Min Flow - at Albany by Water Year Type
713792.00,469.06,10.56,21.01,Min Flow - at Albany by Water Year Type
713793.00,468.98,10.42,21.34,Min Flow - at Albany by Water Year Type
713794.00,468.88,10.31,21.3,Min Flow - at Albany by Water Year Type
713795.00,468.79,10.2,21.92,Min Flow - at Albany by Water Year Type
713796.00,468.69,10.06,21.9,Min Flow - at Albany by Water Year Type
713797.00,468.59,9.95,21.76,Min Flow - at Albany by Water Year Type
713798.00,468.49,9.95,22.1,Min Flow - at Albany by Water Year Type
713799.00,468.39,9.84,22.33,Min Flow - at Albany by Water Year Type
713800.00,468.29,9.84,22.19,Min Flow - at Albany by Water Year Type
713801.00,468.19,9.85,22.7,Min Flow - at Albany by Water Year Type
713802.00,468.09,9.73,20.81,Min Flow - at Albany by Water Year Type
713803.00,467.98,9.62,23.17,Min Flow - at Albany by Water Year Type
713804.00,467.87,9.62,23.25,Min Flow - at Salem
713805.00,467.75,9.74,24.83,Min Flow - at Albany by Water Year Type
713806.00,467.62,9.51,25.16,Min Flow - at Salem
713807.00,467.5,9.62,24.2,Min Flow - at Albany by Water Year Type
713808.00,467.37,9.4,23.8,Min Flow - at Albany by Water Year Type
713809.00,467.25,9.28,24.17,Min Flow - at Albany by Water Year Type
713810.00,467.12,9.28,24.35,Min Flow - at Albany by Water Year Type
713811.00,467.01,9.28,23.12,Min Flow - at Albany by Water Year Type
713812.00,466.9,9.17,22.51,Min Flow - at Albany by Water Year Type
713813.00,466.78,9.06,23.06,Min Flow - at Albany by Water Year Type
713814.00,466.65,8.94,24.51,Min Flow - at Albany by Water Year Type
713815.00,466.5,8.83,25.87,Min Flow - at Albany by Water Year Type
713816.00,466.36,8.95,25.88,Min Flow - at Albany by Water Year Type
713817.00,466.12,8.83,36.32,Min Flow - at Albany by Water Year Type
713818.00,465.89,9,36.01,Min Flow - at Salem
713819.00,465.65,9,37.46,Min Flow - at Salem
713820.00,465.41,9,36.24,Min Flow - at Albany by Water Year Type
713821.00,465.18,8.89,34.69,Min Flow - at Albany by Water Year Type
713822.00,464.97,8.89,34.03,Min Flow - at Albany by Water Year Type
713823.00,464.76,8.77,32.68,Min Flow - at Albany by Water Year Type
713824.00,464.58,8.66,29.43,Min Flow - at Albany by Water Year Type
713825.00,464.41,8.77,27.39,Min Flow - at Albany by Water Year Type
713826.00,464.23,8.77,28.48,Min Flow - at Albany by Water Year Type
713827.00,464.04,8.77,30.24,Min Flow - at Albany by Water Year Type
713828.00,463.86,8.78,28.91,Min Flow - at Albany by Water Year Type
713829.00,463.72,8.66,24.68,Min Flow - at Albany by Water Year Type
713830.00,463.61,9.12,21.78,Min Flow - at Albany by Water Year Type
713831.00,463.6,12.66,13.71,Min Flow - at Albany by Water Year Type
713832.00,463.57,11.24,14.9,Min Flow - at Albany by Water Year Type
713833.00,463.63,17.81,11.33,Min Flow - at Albany by Water Year Type
713834.00,463.66,14.76,11.33,Min Flow - at Albany by Water Year Type
713835.00,463.66,11.9,11.33,Min Flow - at Albany by Water Year Type
713836.00,463.65,10.74,11.5,MinRelease
713837.00,463.52,10.14,25.05,MinRelease
713838.00,463.4,9.8,23.84,MinRelease
713839.00,463.31,9.58,19.57,Min Flow - at Albany by Water Year Type
713840.00,463.04,9.24,37.93,Min Flow - at Albany by Water Year Type
713841.00,462.75,9.13,41.91,Min Flow - at Albany by Water Year Type
713842.00,462.44,9.02,42.28,Min Flow - at Albany by Water Year Type
713843.00,462.27,8.91,28.47,Min Flow - at Albany by Water Year Type
713844.00,462.12,8.91,25.82,Min Con Flow from Foster
713845.00,461.93,9.47,29.73,Min Con Flow from Foster
713846.00,461.73,9.14,30.24,Min Con Flow from Foster
713847.00,461.62,9.02,21.52,Min Con Flow from Foster
713848.00,461.55,9.15,16.51,Min Con Flow from Foster
713849.00,461.5,8.92,13.78,Min Con Flow from Foster
713850.00,461.48,8.92,11.33,Min Con Flow from Foster
713851.00,461.46,9.49,11.33,Min Flow - at Albany by Water Year Type
713852.00,461.48,13.28,11.33,Min Flow - at Albany by Water Year Type
713853.00,461.31,10.87,28.9,MinRelease
713854.00,461.07,9.82,36.5,MinRelease
713855.00,460.82,9.71,36.39,MinRelease
713856.00,460.57,10.39,37.07,GC
713857.00,460.37,46.55,68.18,GC
713858.00,460.08,26.73,57.65,GC
713859.00,459.83,20.75,46.81,GC
713860.00,459.58,17.21,43.62,GC:PhysMaxCap
713861.00,459.33,14.83,40.35,GC
713862.00,459.08,13.42,40.51,GC
713863.00,458.83,12.51,38.67,GC
713864.00,458.58,11.74,37.66,GC
713865.00,458.33,11.38,37.29,GC
713866.00,458.08,10.98,36.89,GC
713867.00,457.82,10.72,36.64,GC
713868.00,457.57,10.5,36.41,GC
713869.00,457.32,10.27,35.32,GC
713870.00,457.06,10.04,36.95,GC
713871.00,456.79,9.81,36.79,GC
713872.00,456.52,9.81,36.37,GC
713873.00,456.26,12.25,39.59,GC
713874.00,455.99,12,38.23,GC
713875.00,455.72,13.13,39.36,GC
713876.00,455.46,13.13,39.36,GC
713877.00,455.19,23.12,49.35,GC
713878.00,454.92,24.68,51.23,GC
713879.00,454.65,23.22,49.24,GC
713880.00,454.38,20.84,46.5,GC
713881.00,454.11,22.22,48.58,GC:PhysMaxCap
713882.00,453.84,35.22,60.51,GC
713883.00,453.57,38.61,63.9,GC
713884.00,453.3,32.39,58.82,GC
713885.00,453.01,27.91,54.97,GC:PhysMaxCap
713886.00,452.73,24.28,51.05,GC:PhysMaxCap
713887.00,452.44,21.82,47.71,GC:PhysMaxCap
713888.00,452.16,21.42,47.63,GC:PhysMaxCap
713889.00,451.87,22.21,48.98,GC
713890.00,451.58,20.02,46.19,GC
713891.00,451.3,18.44,43.87,GC
713892.00,451.01,16.99,42.42,GC
713893.00,450.51,15.95,62.25,GC
713894.00,449.94,16.52,66.13,GC
713895.00,449.3,15.96,72.01,GC
713896.00,448.73,27.75,76.76,GC
713897.00,449.91,183.33,80.86,GC
713898.00,450.79,125.85,47.05,GC
713899.00,450.45,74.31,106,GC:PhysMaxCap
713900.00,449.76,51.37,111.16,Winter Ops Min Flow - at Green Peter
713901.00,449.15,58.45,112.55,GC:PhysMaxCap
713902.00,448.49,57.6,114.18,GC:PhysMaxCap
713903.00,447.76,53.07,114.61,GC:PhysMaxCap
713904.00,447.49,91.61,113.36,GC:PhysMaxCap
713905.00,447.48,114.89,115.69,GC:PhysMaxCap
713906.00,447.1,87.71,119.78,GC:PhysMaxCap
713907.00,446.7,66.19,99.2,GC:Max Bankfull Flow - at Waterloo
