timeInRun,elev_m,inflow_cms,outlfow_cms,active rule
706551.00,461.41,7.67,11.33,Min Flow - at Albany by Water Year Type
706552.00,460.98,7.35,53.12,Min Flow - at Albany by Water Year Type
706553.00,460.47,7.15,62,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706554.00,459.96,7.07,60.92,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706555.00,459.5,6.95,55.44,Min Flow - at Salem:Max Flow (Winter and Conservation)
706556.00,459.1,6.67,49.39,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706557.00,458.69,6.67,49.5,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706558.00,458.28,7.07,49.52,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706559.00,457.88,8.43,49.44,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706560.00,457.5,10.61,49.28,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706561.00,457.15,14.63,49.06,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706562.00,456.74,11.43,52.97,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706563.00,456.3,9.96,55.14,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706564.00,455.82,8.43,55.98,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706565.00,455.34,7.89,54.68,Min Flow - at Albany by Water Year Type:Max Flow (Winter and Conservation)
706566.00,454.9,7.58,51.41,Min Flow - at Albany by Water Year Type
706567.00,454.45,7.46,50.06,Min Flow - at Albany by Water Year Type
706568.00,454.01,8.12,50.24,Min Flow - at Albany by Water Year Type
706569.00,453.57,8.65,50.4,Min Flow - at Albany by Water Year Type
706570.00,453.13,7.77,50.54,Min Flow - at Albany by Water Year Type
706571.00,452.67,7.57,50.66,Min Flow - at Albany by Water Year Type
706572.00,452.19,7.46,50.77,Min Flow - at Albany by Water Year Type
706573.00,451.72,7.26,50.85,Min Flow - at Albany by Water Year Type
706574.00,451.23,7.15,50.91,Min Flow - at Albany by Water Year Type
706575.00,450.74,7.34,50.95,Min Flow - at Albany by Water Year Type
706576.00,450.27,7.77,50.97,Revised Daily BiOp Max Rate of Decrease
706577.00,450.04,7.57,27.75,Revised Daily BiOp Max Rate of Decrease
706578.00,449.95,7.65,15.36,MinRelease
706579.00,449.91,7.93,11.33,MinRelease
706580.00,449.86,7.61,11.33,MinRelease
706581.00,449.82,7.32,11.33,MinRelease
706582.00,449.77,7.4,11.33,MinRelease
706583.00,449.73,7.51,11.33,MinRelease
706584.00,449.69,7.71,11.33,MinRelease
706585.00,449.66,8.68,11.33,MinRelease
706586.00,449.64,9.5,11.33,MinRelease
706587.00,449.65,12.39,11.33,MinRelease
706588.00,449.64,10.6,11.33,MinRelease
706589.00,449.62,9.38,11.33,GC
706590.00,449.68,16.83,11.64,GC
706591.00,449.73,17.06,12.21,GC
706592.00,449.73,12.67,12.78,MinRelease
706593.00,449.7,13.94,16.89,MinRelease
706594.00,449.72,18.7,16.9,GC
706595.00,449.18,14.57,61.88,GC
706596.00,448.57,11.96,63.79,GC
706597.00,447.96,10.72,63.11,GC
706598.00,447.35,9.98,59.95,GC
706599.00,446.75,9.84,60.8,GC
706600.00,446.07,11,65.82,GC
706601.00,445.4,14.25,67.65,GC
706602.00,444.73,13.09,66.49,GC
706603.00,444.06,11.68,63.5,GC
706604.00,443.39,10.71,62.4,GC
706605.00,442.72,9.98,60.94,GC
706606.00,442.05,9.61,60.58,GC
706607.00,441.38,9.38,58.21,ZB
706608.00,441.35,9.13,11.37,MinRelease
706609.00,441.35,8.97,8.97,MinRelease
706610.00,441.35,8.74,8.74,MinRelease
706611.00,441.35,8.63,8.63,MinRelease
706612.00,441.35,8.43,8.43,MinRelease
706613.00,441.35,8.43,8.43,MinRelease
706614.00,441.35,9.56,9.56,MinRelease
706615.00,441.36,11.89,11.33,GC
706616.00,441.38,17.71,16.03,GC
706617.00,441.38,14.03,14.03,GC
706618.00,441.38,20.59,20.59,GC
706619.00,441.38,27.08,27.08,GC
706620.00,441.69,51.43,28.77,GC
706621.00,441.67,32.17,33.3,GC
706622.00,441.53,22.68,33.06,GC:Tandem - HCR and LOP
706623.00,441.38,18.06,29.17,Revised Daily BiOp Max Rate of Decrease
706624.00,441.38,15.74,15.89,GC
706625.00,441.38,14.37,14.24,GC
706626.00,441.38,13.35,13.35,GC
706627.00,441.38,12.23,12.23,GC
706628.00,441.38,11.38,11.38,MinRelease
706629.00,441.38,11,11.33,MinRelease
706630.00,441.37,10.49,11.33,ZB
706631.00,441.35,10.11,11.18,MinRelease
706632.00,441.35,9.97,9.97,MinRelease
706633.00,441.35,10.73,10.73,MinRelease
706634.00,441.35,11.12,11.12,GC
706635.00,441.38,13.63,11.39,GC
706636.00,441.38,14.51,14.51,GC
706637.00,441.38,18.27,18.27,GC
706638.00,441.38,27.78,27.78,GC:Max Flow (Winter and Conservation)
706639.00,441.46,35,28.77,GC:Max Flow (Winter and Conservation)
706640.00,441.48,31.55,30.01,GC:PhysMaxCap
706641.00,443.38,172.57,30.31,GC:PhysMaxCap
706642.00,443.74,86.76,58.58,GC:10k Max into Foster
706643.00,445.62,210.79,63.94,GC:10k Max into Foster
706644.00,446.38,152.73,91.94,GC:PhysMaxCap
706645.00,446.01,73.16,103.18,GC:PhysMaxCap
706646.00,445.43,51.35,97.7,GC:PhysMaxCap
706647.00,444.89,45.97,89.03,GC:PhysMaxCap
706648.00,444.82,75.71,80.98,GC:PhysMaxCap
706649.00,444.91,86.75,79.99,GC:Max Bankfull Flow - at Waterloo
706650.00,446.49,209.08,81.26,Unctrl
706651.00,446.8,129.79,104.93,Unctrl
706652.00,447.75,187.85,109.55,GC:PhysMaxCap
706653.00,448.52,172.56,107.14,GC:PhysMaxCap
706654.00,449.57,129.8,38.85,GC:PhysMaxCap
706655.00,449.47,106.01,115.33,GC:PhysMaxCap
706656.00,448.77,75.71,135.52,GC:PhysMaxCap
706657.00,448.32,53.06,92.85,GC:PhysMaxCap
706658.00,447.84,51.37,91.11,GC:PhysMaxCap
706659.00,447.35,47.69,87.98,GC:PhysMaxCap
706660.00,446.87,42.59,83.13,GC:PhysMaxCap
706661.00,446.37,39.48,80.3,GC:PhysMaxCap
706662.00,446.03,41.18,68.59,GC:PhysMaxCap
706663.00,445.77,41.18,61.77,GC:PhysMaxCap
706664.00,445.49,39.48,61.93,GC:PhysMaxCap
706665.00,445.17,36.65,62.5,GC:PhysMaxCap
706666.00,444.81,35.53,63.61,GC:PhysMaxCap
706667.00,444.43,34.13,63.67,GC:PhysMaxCap
706668.00,444.01,31.3,63.58,GC:PhysMaxCap
706669.00,443.56,28.59,63.53,GC
706670.00,443.14,26.1,58,Daily BiOp Max Rate of Decrease (at FOS)
706671.00,442.77,24.26,52.94,Daily BiOp Max Rate of Decrease (at FOS)
706672.00,442.69,22.9,29.13,MinRelease
706673.00,442.76,21.43,15.88,MinRelease
706674.00,442.87,20.58,11.33,MinRelease
706675.00,442.98,19.2,11.33,MinRelease
706676.00,443.08,19.2,11.33,MinRelease
706677.00,443.2,20.19,11.33,MinRelease
706678.00,443.3,19.01,11.33,MinRelease
706679.00,443.4,18.27,11.33,MinRelease
706680.00,443.48,17.54,11.33,MinRelease
706681.00,443.57,18.44,11.33,MinRelease
706682.00,443.72,23.6,11.33,MinRelease
706683.00,444.04,35.1,11.33,MinRelease
706684.00,444.32,33.97,11.33,MinRelease
706685.00,444.56,29.72,11.33,MinRelease
706686.00,444.77,27.12,11.33,MinRelease
706687.00,444.95,25.67,11.33,MinRelease
706688.00,445.14,26.16,11.33,MinRelease
706689.00,445.33,26.64,11.33,MinRelease
706690.00,445.61,33.41,11.33,MinRelease
706691.00,446.69,98.82,11.33,MinRelease
706692.00,447.97,117.23,11.33,MinRelease
706693.00,448.81,83.81,11.33,MinRelease
706694.00,449.4,61.16,11.33,MinRelease
706695.00,449.82,49.27,11.33,MinRelease
706696.00,450.23,45.87,11.33,MinRelease
706697.00,450.61,45.87,11.33,MinRelease
706698.00,451.14,59.18,11.33,MinRelease
706699.00,452.19,59.12,11.33,MinRelease
706700.00,452.73,61.1,11.33,MinRelease
706701.00,453.26,61.1,11.33,MinRelease
706702.00,453.71,54.87,11.33,MinRelease
706703.00,454.12,49.21,11.33,MinRelease
706704.00,454.45,44.11,11.33,MinRelease
706705.00,454.77,41,11.33,MinRelease
706706.00,455.04,38.17,11.33,MinRelease
706707.00,455.36,42.42,11.33,MinRelease
706708.00,455.64,39.02,11.33,MinRelease
706709.00,455.89,35.62,11.33,MinRelease
706710.00,456.12,34.21,11.33,MinRelease
706711.00,456.33,32.51,11.33,MinRelease
706712.00,456.52,30.53,11.33,MinRelease
706713.00,456.69,28.54,11.33,MinRelease
706714.00,456.85,26.85,11.33,MinRelease
706715.00,456.99,25.38,11.33,MinRelease
706716.00,457.1,23.11,11.33,MinRelease
706717.00,457.22,23.57,11.33,MinRelease
706718.00,457.36,24.7,11.33,MinRelease
706719.00,457.53,28.1,11.33,MinRelease
706720.00,457.68,27.57,11.33,MinRelease
706721.00,457.83,26.35,11.33,MinRelease
706722.00,457.97,25.64,11.33,MinRelease
706723.00,458.09,23.81,11.33,MinRelease
706724.00,458.2,22.67,11.33,MinRelease
706725.00,458.35,26.36,11.33,MinRelease
706726.00,458.62,39.33,11.33,MinRelease
706727.00,458.82,32.25,11.33,MinRelease
706728.00,458.98,27.32,11.33,MinRelease
706729.00,459.11,25.17,11.33,MinRelease
706730.00,459.21,22.73,11.33,MinRelease
706731.00,459.31,21.26,11.33,MinRelease
706732.00,459.41,22.31,11.33,MinRelease
706733.00,459.57,27.4,11.33,MinRelease
706734.00,459.71,25.96,11.33,MinRelease
706735.00,459.83,24.54,11.33,MinRelease
706736.00,460.01,30.66,11.33,MinRelease
706737.00,460.27,38.02,11.33,MinRelease
706738.00,460.5,36.61,11.33,MinRelease
706739.00,460.79,42.27,11.33,MinRelease
706740.00,461.19,54.73,11.33,MinRelease
706741.00,461.74,70.31,11.33,MinRelease
706742.00,462.35,78.24,11.33,MinRelease
706743.00,462.91,72.86,11.33,MinRelease
706744.00,463.47,72.86,11.33,MinRelease
706745.00,464.04,75.4,11.33,MinRelease
706746.00,464.57,70.31,11.33,MinRelease
706747.00,465.04,65.49,11.33,MinRelease
706748.00,465.44,56.72,11.33,Min Flow - at Salem
706749.00,465.79,52.75,11.72,Min Flow - at Salem
706750.00,466.14,54.73,13.38,GC
706751.00,466.49,56.72,16.03,GC
706752.00,466.65,56.72,37.53,GC
706753.00,466.82,68.04,48.86,GC
706754.00,466.98,63.23,43.92,GC
706755.00,467.14,51.05,31.1,GC
706756.00,467.31,45.67,25.95,GC
706757.00,467.47,45.67,26.49,GC
706758.00,467.63,42.27,23.08,GC
706759.00,467.79,40.86,21.24,GC
706760.00,467.96,38.38,18.76,GC
706761.00,468.12,37.24,17.62,GC
706762.00,468.28,38.94,19.32,GC
706763.00,468.44,45.46,25.84,GC
706764.00,468.6,56.5,36.88,GC
706765.00,468.76,60.75,41.66,GC
706766.00,468.91,54.52,35.43,GC
706767.00,469.07,50.84,31.75,GC
706768.00,469.23,48.85,29.76,GC
706769.00,469.38,54.52,35.43,GC
706770.00,469.54,58.77,38.98,GC
706771.00,469.7,58.77,38.94,ZB
706772.00,469.7,56.5,56.5,ZB
706773.00,469.7,60.75,60.75,ZB
706774.00,469.7,54.52,54.52,GC
706775.00,469.7,47.16,47.16,GC
706776.00,469.7,42.06,42.06,GC
706777.00,469.7,38.94,38.94,GC
706778.00,469.7,38.66,38.66,GC
706779.00,469.7,37.24,37.24,GC
706780.00,469.7,36.96,36.96,GC
706781.00,469.7,34.98,34.98,GC
706782.00,469.7,33.56,33.56,GC
706783.00,469.7,34.7,34.7,GC
706784.00,469.7,36.68,36.68,GC
706785.00,469.7,40.64,40.64,GC
706786.00,469.7,42.06,42.06,GC
706787.00,469.7,38.94,38.94,GC
706788.00,469.7,33.28,33.28,GC
706789.00,469.7,31.86,31.86,GC
706790.00,469.7,29.03,29.03,GC
706791.00,469.7,26.67,26.67,GC
706792.00,469.7,25.7,25.7,GC
706793.00,469.7,25.25,25.25,GC
706794.00,469.7,24.29,24.29,GC
706795.00,469.7,23.61,23.61,GC
706796.00,469.7,27.46,27.46,GC
706797.00,469.7,37.82,37.82,GC
706798.00,469.7,40.37,40.37,GC
706799.00,469.7,36.41,36.41,GC
706800.00,469.7,33.01,33.01,GC
706801.00,469.7,30.74,30.74,GC
706802.00,469.7,30.18,30.18,GC
706803.00,469.7,33.01,33.01,GC
706804.00,469.7,30.74,30.74,GC
706805.00,469.7,36.97,36.97,GC
706806.00,469.7,33.58,33.58,GC
706807.00,469.7,30.74,30.74,GC
706808.00,469.7,27.46,27.46,GC
706809.00,469.7,24.74,24.74,GC
706810.00,469.7,22.93,22.93,GC
706811.00,469.7,21.83,21.83,GC
706812.00,469.7,21.17,21.17,GC
706813.00,469.7,20.78,20.78,GC
706814.00,469.7,19.73,19.73,GC
706815.00,469.7,18.34,18.34,GC
706816.00,469.7,17.21,17.21,GC
706817.00,469.7,16.48,16.48,GC
706818.00,469.7,15.51,15.51,GC
706819.00,469.7,14.89,14.89,GC
706820.00,469.7,14.44,14.44,GC
706821.00,469.7,13.66,13.66,GC
706822.00,469.7,13.32,13.32,GC
706823.00,469.7,13.04,13.04,GC
706824.00,469.7,12.87,12.87,GC
706825.00,469.7,12.59,12.59,GC
706826.00,469.7,12.17,12.17,GC
706827.00,469.7,12.03,12.03,GC
706828.00,469.7,11.89,11.89,GC
706829.00,469.7,11.89,11.89,GC
706830.00,469.7,11.75,11.75,GC
706831.00,469.7,11.89,11.89,GC
706832.00,469.7,11.47,11.47,MinRelease
706833.00,469.69,11.05,11.33,Min Flow - at Albany by Water Year Type
706834.00,469.69,10.62,11.34,Min Flow - at Albany by Water Year Type
706835.00,469.68,10.48,11.57,Min Flow - at Albany by Water Year Type
706836.00,469.66,10.2,12.29,Min Flow - at Salem
706837.00,469.64,10.06,13.2,Min Flow - at Albany by Water Year Type
706838.00,469.61,9.95,13.52,Min Flow - at Albany by Water Year Type
706839.00,469.58,9.67,13.54,Min Flow - at Albany by Water Year Type
706840.00,469.55,9.44,13.8,Min Flow - at Albany by Water Year Type
706841.00,469.52,9.3,12.56,Min Flow - at Albany by Water Year Type
706842.00,469.49,9.31,13.62,Min Flow - at Albany by Water Year Type
706843.00,469.45,9.05,13.77,Min Flow - at Salem
706844.00,469.41,8.94,14.14,Min Flow - at Albany by Water Year Type
706845.00,469.37,8.8,13.71,Min Flow - at Salem
706846.00,469.32,8.69,14.38,Min Flow - at Albany by Water Year Type
706847.00,469.27,8.58,14.75,Min Flow - at Salem
706848.00,469.22,8.58,14.87,Min Flow - at Salem
706849.00,469.14,8.47,18.2,Min Flow - at Albany by Water Year Type
706850.00,469.06,8.36,18.26,Min Flow - at Albany by Water Year Type
706851.00,468.98,8.22,18.15,Min Flow - at Albany by Water Year Type
706852.00,468.9,8.21,18.04,Min Flow - at Albany by Water Year Type
706853.00,468.81,8.21,18.28,Min Flow - at Albany by Water Year Type
706854.00,468.73,8.21,18.65,Min Flow - at Albany by Water Year Type
706855.00,468.64,8.1,18.98,Min Flow - at Albany by Water Year Type
706856.00,468.55,8.11,19.02,Min Flow - at Albany by Water Year Type
706857.00,468.46,7.99,18.92,Min Flow - at Albany by Water Year Type
706858.00,468.37,7.88,19.21,Min Flow - at Albany by Water Year Type
706859.00,468.27,7.77,19.68,Min Flow - at Albany by Water Year Type
706860.00,468.17,7.66,19.7,Min Flow - at Albany by Water Year Type
706861.00,468.07,7.66,19.35,Min Flow - at Albany by Water Year Type
706862.00,467.98,7.66,19.46,Min Flow - at Albany by Water Year Type
706863.00,467.87,7.55,20.61,Min Flow - at Albany by Water Year Type
706864.00,467.76,7.55,21.05,Min Flow - at Albany by Water Year Type
706865.00,467.65,7.47,20.87,Min Flow - at Salem
706866.00,467.54,7.47,20.85,Min Flow - at Albany by Water Year Type
706867.00,467.42,7.24,20.86,Min Flow - at Albany by Water Year Type
706868.00,467.3,7.13,20.84,Min Flow - at Salem
706869.00,467.19,7.13,20.95,Min Flow - at Salem
706870.00,467.07,7.02,21.36,Min Flow - at Salem
706871.00,466.95,7.02,21.75,Min Flow - at Salem
706872.00,466.82,7.02,22.07,Min Flow - at Salem
706873.00,466.69,7.03,22.41,Min Flow - at Salem
706874.00,466.55,7.03,22.94,Min Flow - at Salem
706875.00,466.42,7.03,23.12,Min Flow - at Salem
706876.00,466.28,6.95,23.37,Min Flow - at Salem
706877.00,466.13,6.95,24.02,Min Flow - at Salem
706878.00,465.98,6.95,24.66,Min Flow - at Salem
706879.00,465.8,6.95,27.53,Min Flow - at Salem
706880.00,465.63,6.95,27.68,Min Flow - at Albany by Water Year Type
706881.00,465.38,6.95,35.42,Min Flow - at Albany by Water Year Type
706882.00,465.15,6.95,32.36,Min Flow - at Albany by Water Year Type
706883.00,465,7.64,25.19,Min Flow - at Albany by Water Year Type
706884.00,464.89,8.89,22,Min Flow - at Salem
706885.00,464.8,7.96,18.95,Min Flow - at Salem
706886.00,464.72,7.65,15.84,Min Flow - at Albany by Water Year Type
706887.00,464.59,7.42,22,Min Flow - at Salem
706888.00,464.45,7.31,23.29,Min Flow - at Albany by Water Year Type
706889.00,464.25,7.11,29.61,Min Flow - at Albany by Water Year Type
706890.00,464.05,7,29.9,Min Flow - at Albany by Water Year Type
706891.00,463.84,6.91,30.13,Min Flow - at Albany by Water Year Type
706892.00,463.63,6.91,30.53,Min Flow - at Salem
706893.00,463.45,6.91,27.49,Min Flow - at Albany by Water Year Type
706894.00,463.27,7,26.42,Min Flow - at Salem
706895.00,463.13,7.76,22.82,Min Flow - at Salem
706896.00,463,8.64,23.2,Min Flow - at Salem
706897.00,462.82,7.96,27.74,Min Flow - at Salem
706898.00,462.56,7.43,36.37,Min Flow - at Salem
706899.00,462.25,7.11,41.39,Min Flow - at Albany by Water Year Type
706900.00,462.08,7,25.6,Revised Daily BiOp Max Rate of Decrease
706901.00,462.01,6.8,14.55,Min Flow - at Albany by Water Year Type
706902.00,461.95,6.8,13.35,Min Flow - at Salem
706903.00,461.9,6.81,11.95,Min Flow - at Albany by Water Year Type
706904.00,461.8,6.72,17.79,Min Flow - at Albany by Water Year Type
706905.00,461.69,6.72,18.51,Min Flow - at Albany by Water Year Type
706906.00,461.58,6.72,19.06,Min Flow - at Albany by Water Year Type
706907.00,461.45,6.72,20.27,Min Con Flow from Foster:PhysMaxCap
706908.00,461.33,6.53,19.34,Min Flow - at Albany by Water Year Type
706909.00,461.17,6.53,23.68,Min Con Flow from Foster:PhysMaxCap
706910.00,461.01,6.45,23.85,Min Flow - at Albany by Water Year Type
706911.00,460.92,6.45,16.77,Min Flow - at Albany by Water Year Type
706912.00,460.85,6.45,13.94,Min Flow - at Albany by Water Year Type
706913.00,460.78,6.68,14,MinRelease
706914.00,460.73,6.6,11.33,Min Flow - at Salem
706915.00,460.68,6.6,12.39,Min Flow - at Albany by Water Year Type
706916.00,460.62,6.57,13.36,Min Flow - at Salem
706917.00,460.4,6.54,29.84,Min Flow - at Salem
706918.00,460.21,6.51,27.17,Min Flow - at Salem
706919.00,459.99,6.48,28.7,Min Flow - at Salem
706920.00,459.86,6.48,20.84,Min Flow - at Albany by Water Year Type
706921.00,459.69,6.4,24.48,Min Flow - at Albany by Water Year Type
706922.00,459.48,6.31,27.65,Min Flow - at Albany by Water Year Type
706923.00,459.31,6.31,24.08,Min Flow - at Albany by Water Year Type
706924.00,459.15,6.31,23.28,Min Flow - at Albany by Water Year Type
706925.00,459.01,6.31,21.57,Min Flow - at Salem
706926.00,458.87,6.22,21.04,Min Flow - at Albany by Water Year Type
706927.00,458.7,6.22,23.18,Min Flow - at Albany by Water Year Type
706928.00,458.54,6.22,23.63,Min Flow - at Salem
706929.00,458.14,6.22,46.78,Min Flow - at Albany by Water Year Type
706930.00,457.86,6.22,35.51,Min Flow - at Albany by Water Year Type
706931.00,457.66,6.31,26.45,Min Flow - at Albany by Water Year Type
706932.00,457.45,6.31,27.4,Min Flow - at Albany by Water Year Type
706933.00,457.22,6.3,29.82,Min Flow - at Albany by Water Year Type
706934.00,456.94,6.39,35,Min Flow - at Albany by Water Year Type
706935.00,456.62,6.39,37.75,Min Flow - at Albany by Water Year Type
706936.00,456.34,6.38,35.19,Min Flow - at Albany by Water Year Type
706937.00,456.08,6.38,32.48,Min Flow - at Albany by Water Year Type
706938.00,455.84,6.38,29.68,Min Flow - at Albany by Water Year Type
706939.00,455.63,6.3,26.88,Min Flow - at Albany by Water Year Type
706940.00,455.43,6.29,25.87,GC
706941.00,455.19,6.21,30.14,GC
706942.00,454.92,6.21,32.76,GC
706943.00,454.65,6.21,32.23,GC
706944.00,454.38,6.56,32.22,GC
706945.00,454.11,6.56,32.91,GC
706946.00,453.84,6.55,31.84,GC
706947.00,453.57,6.72,32.01,GC
706948.00,453.3,6.72,33.15,GC
706949.00,453.01,6.64,33.69,GC
706950.00,452.73,6.64,33.41,GC
706951.00,452.44,6.64,32.53,GC
706952.00,452.16,6.64,32.85,GC
706953.00,451.87,6.55,33.32,GC
706954.00,451.58,6.47,32.63,GC
706955.00,451.3,6.38,31.81,GC
706956.00,451.01,6.3,31.73,GC
706957.00,450.4,6.3,61.98,GC
706958.00,449.79,6.3,59.12,GC
706959.00,449.18,6.3,60.12,GC
706960.00,448.57,6.3,58.12,GC
706961.00,447.96,6.3,58.69,GC
706962.00,447.35,6.3,56.26,GC
706963.00,446.75,6.3,57.26,GC
706964.00,446.07,6.3,61.12,GC
706965.00,445.4,6.21,59.61,GC
706966.00,444.73,6.21,59.61,GC
706967.00,444.06,6.13,57.95,GC
706968.00,443.39,6.13,57.81,GC
706969.00,442.72,6.13,57.09,GC
706970.00,442.05,6.04,57.01,GC
706971.00,441.38,6.04,54.87,ZB
706972.00,441.35,6.04,8.28,Low RO Flows When Turbine Low
706973.00,441.35,6.04,6.04,Low RO Flows When Turbine Low
706974.00,441.35,6.11,6.11,Low RO Flows When Turbine Low
706975.00,441.35,6.11,6.11,Low RO Flows When Turbine Low
706976.00,441.35,6.19,6.19,Low RO Flows When Turbine Low
706977.00,441.35,6.28,6.28,Low RO Flows When Turbine Low
706978.00,441.35,7.27,7.27,MinRelease
706979.00,441.35,9.56,9.56,Min Buffer Flow from Foster
706980.00,441.38,14.18,11.94,GC
706981.00,441.38,14.18,14.18,MinRelease
706982.00,441.38,11.18,11.33,ZB
706983.00,441.35,8.97,11.06,MinRelease
706984.00,441.35,7.78,7.78,Low RO Flows When Turbine Low
706985.00,441.35,7.38,7.38,Low RO Flows When Turbine Low
706986.00,441.35,7.1,7.1,Low RO Flows When Turbine Low
706987.00,441.35,6.9,6.9,Low RO Flows When Turbine Low
706988.00,441.35,6.9,6.9,Low RO Flows When Turbine Low
706989.00,441.35,6.99,6.99,MinRelease
706990.00,441.35,7.58,7.58,MinRelease
706991.00,441.35,9.19,9.19,MinRelease
706992.00,441.35,8.43,8.43,MinRelease
706993.00,441.35,7.78,7.78,MinRelease
706994.00,441.35,8.09,8.09,MinRelease
706995.00,441.38,13.16,11.33,GC
706996.00,441.38,15.42,15.02,GC
706997.00,441.38,21.8,21.8,GC
706998.00,441.38,13.58,13.58,GC
706999.00,441.38,11.46,11.46,MinRelease
707000.00,441.38,11.18,11.33,MinRelease
707001.00,441.36,10.04,11.33,ZB
707002.00,441.35,9.31,10.11,MinRelease
707003.00,441.35,9.08,9.08,MinRelease
707004.00,441.35,8.32,8.32,MinRelease
707005.00,441.35,7.74,7.74,Low RO Flows When Turbine Low
707006.00,441.35,7.43,7.43,MinRelease
707007.00,441.35,7.54,7.54,MinRelease
707008.00,441.35,7.85,7.85,MinRelease
707009.00,441.35,7.94,7.94,Low RO Flows When Turbine Low
707010.00,441.35,6.75,6.75,Low RO Flows When Turbine Low
707011.00,441.35,6.58,6.58,Low RO Flows When Turbine Low
707012.00,441.35,7.23,7.23,MinRelease
707013.00,441.35,9.86,9.86,MinRelease
707014.00,441.35,10.29,10.29,MinRelease
707015.00,441.35,8.02,8.02,MinRelease
707016.00,441.35,7.74,7.74,MinRelease
707017.00,441.35,8.02,8.02,MinRelease
707018.00,441.35,7.74,7.74,MinRelease
707019.00,441.35,8.05,8.05,MinRelease
707020.00,441.35,8.16,8.16,MinRelease
707021.00,441.35,7.74,7.74,MinRelease
707022.00,441.35,8.05,8.05,MinRelease
707023.00,441.35,7.74,7.74,Low RO Flows When Turbine Low
707024.00,441.35,6.95,6.95,Low RO Flows When Turbine Low
707025.00,441.35,7.06,7.06,MinRelease
707026.00,441.35,8.28,8.28,MinRelease
707027.00,441.35,7.63,7.63,Low RO Flows When Turbine Low
707028.00,441.35,7.43,7.43,Low RO Flows When Turbine Low
707029.00,441.35,7.24,7.24,MinRelease
707030.00,441.35,7.63,7.63,MinRelease
707031.00,441.35,7.86,7.86,MinRelease
707032.00,441.35,7.64,7.64,Low RO Flows When Turbine Low
707033.00,441.35,7.35,7.35,Low RO Flows When Turbine Low
707034.00,441.35,7.16,7.16,Low RO Flows When Turbine Low
707035.00,441.35,7.24,7.24,Low RO Flows When Turbine Low
707036.00,441.35,7.46,7.46,MinRelease
707037.00,441.35,8,8,MinRelease
707038.00,441.35,8.65,8.65,MinRelease
707039.00,441.38,13.52,11.33,MinRelease
707040.00,441.47,18.23,11.33,MinRelease
707041.00,441.49,12.96,11.33,MinRelease
707042.00,441.49,10.98,11.33,MinRelease
707043.00,441.47,9.85,11.33,MinRelease
707044.00,441.44,9.12,11.33,MinRelease
707045.00,441.41,9.01,11.33,MinRelease
707046.00,441.39,10.23,11.33,MinRelease
707047.00,441.56,23.8,11.33,MinRelease
707048.00,441.74,24.25,11.33,MinRelease
707049.00,441.89,21.82,11.33,MinRelease
707050.00,441.99,18.43,11.33,MinRelease
707051.00,442.09,19,11.33,MinRelease
707052.00,442.26,24.04,11.33,MinRelease
707053.00,442.58,35.37,11.33,MinRelease
707054.00,442.73,23.36,11.33,MinRelease
707055.00,442.81,17.87,11.33,MinRelease
707056.00,442.87,15.72,11.33,MinRelease
707057.00,442.95,17.14,11.33,MinRelease
707058.00,443.05,19.01,11.33,MinRelease
707059.00,443.21,23.82,11.33,MinRelease
707060.00,443.45,28.58,11.33,MinRelease
707061.00,443.63,25.66,11.33,MinRelease
707062.00,443.78,23.37,11.33,MinRelease
707063.00,443.94,23.37,11.33,MinLimit
707064.00,444.33,42.12,11.33,MinRelease
707065.00,445.26,83.74,11.33,MinLimit:PhysMaxCap
707066.00,445.78,52.88,11.33,GC
707067.00,446.26,49.2,11.33,GC
707068.00,446.89,63.36,11.33,MinRelease
707069.00,447.57,68.17,11.33,GC
707070.00,448.08,52.88,11.33,GC
707071.00,448.58,54.87,11.33,GC
707072.00,449.37,78.37,11.33,GC
707073.00,450.04,70.44,11.33,GC
707074.00,450.55,56.85,11.33,GC
707075.00,451.1,61.1,11.33,GC
707076.00,451.66,61.1,11.33,GC
707077.00,452.22,63.37,11.33,GC
707078.00,452.68,52.89,11.33,GC
707079.00,453.06,47.51,11.33,MinRelease
707080.00,453.39,42.42,11.33,MinRelease
707081.00,453.68,39.02,11.33,MinRelease
707082.00,453.92,33.93,11.33,MinRelease
707083.00,454.12,29.97,11.33,MinRelease
707084.00,454.28,27.32,11.33,MinRelease
707085.00,454.42,24.94,11.33,MinRelease
707086.00,454.55,23.81,11.33,MinRelease
707087.00,454.69,24.49,11.33,MinRelease
707088.00,454.83,24.26,11.33,MinRelease
707089.00,454.95,23.36,11.33,MinRelease
707090.00,455.08,24.49,11.33,MinRelease
