timeInRun,elev_m,inflow_cms,outlfow_cms
711475,275.03,82.12,46.47
711476,275.23,74.19,38.54
711477,275.35,73.13,50.79
711478,275.46,77.1,56.99
711479,275.57,73.89,54.85
711480,275.82,82.31,38.63
711481,276.11,105.59,51.33
711482,276.42,110.23,55.22
711483,276.61,111.86,76.37
711484,276.8,113.95,78.45
711485,277,166.13,130.64
711486,277.19,183.38,147.89
711487,277.39,151.29,115.71
711488,277.58,134.52,98.11
711489,277.77,131.11,96.44
711490,277.95,154.57,119.9
711491,278.14,175.62,140.95
711492,278.32,172.41,137.74
711493,278.51,168.25,133.58
711494,278.69,165.12,130.45
711495,278.88,148.68,114.01
711496,278.88,159.09,159.09
711497,278.88,163.02,163.02
711498,278.88,158.47,158.47
711499,278.88,151.44,151.44
711500,278.88,135.86,135.86
711501,278.88,123.44,123.44
711502,278.88,128.63,128.63
711503,278.88,142.23,142.23
711504,278.88,152.42,152.42
711505,278.88,246.24,246.24
711506,279.95,630.2,424.75
711507,279.96,426.31,424.75
711508,279.19,276.82,424.75
711509,278.88,188.54,247.62
711510,278.88,161.99,161.99
711511,278.88,150.45,150.45
711512,278.88,157.32,157.32
711513,278.88,153.59,153.59
711514,278.88,161.76,161.76
711515,278.88,193.64,193.64
711516,278.88,207.97,207.97
711517,278.88,226.06,226.06
711518,278.88,220.2,220.2
711519,278.88,196.7,196.7
711520,278.88,182.27,182.27
711521,278.88,158.99,158.99
711522,278.88,142.71,142.71
711523,278.88,128.19,128.19
711524,278.88,122.73,122.73
711525,278.88,121.21,121.21
711526,278.88,119.4,119.4
711527,278.88,116.01,116.01
711528,278.88,118.36,118.36
711529,278.88,120.17,120.17
711530,278.88,137.81,137.81
711531,278.88,138.52,138.52
711532,278.88,130.52,130.52
711533,278.88,116.17,116.17
711534,278.88,105.48,105.48
711535,278.88,104.57,104.57
711536,278.88,99.73,99.73
711537,278.88,94.58,94.58
711538,278.88,89.81,89.81
711539,278.88,89.57,89.57
711540,278.88,96.58,96.58
711541,278.88,110.4,110.4
711542,278.88,118.18,118.18
711543,278.88,112.13,112.13
711544,278.88,102.51,102.51
711545,278.88,90.8,90.8
711546,278.88,87.65,87.65
711547,278.88,85.63,85.63
711548,278.88,83.33,83.33
711549,278.88,76.18,76.18
711550,278.88,71.83,71.83
711551,278.88,68.04,68.04
711552,278.88,65.78,65.78
711553,278.88,63.14,63.14
711554,278.88,60.91,60.91
711555,278.88,58.8,58.8
711556,278.88,55.62,55.62
711557,278.88,55.69,55.69
711558,278.88,53.96,53.96
711559,278.88,52.32,52.32
711560,278.88,50.59,50.59
711561,278.88,48.86,48.86
711562,278.88,47.25,47.25
711563,278.88,46.14,46.14
711564,278.88,46.05,46.05
711565,278.88,45.01,45.01
711566,278.88,42.44,42.44
711567,278.88,42.09,42.09
711568,278.88,40.93,40.93
711569,278.88,40.11,40.11
711570,278.88,39.86,39.86
711571,278.88,38.73,38.73
711572,278.88,38.16,38.16
711573,278.88,36.77,36.77
711574,278.88,35.85,35.85
711575,278.88,35.62,35.62
711576,278.88,35.32,35.32
711577,278.88,34.21,34.21
711578,278.87,32.8,33.98
711579,278.86,31.69,33.98
711580,278.84,30.8,33.98
711581,278.82,30.54,34.23
711582,278.8,29.98,34.35
711583,278.77,29.11,34.78
711584,278.74,29.3,35.4
711585,278.7,29.78,36.18
711586,278.67,30.29,36.62
711587,278.64,31.05,37
711588,278.6,31.43,37.64
711589,278.57,31.43,37.3
711590,278.54,31.22,37.82
711591,278.5,31.38,38.44
711592,278.46,31.53,39.3
711593,278.41,31.85,40.24
711594,278.37,31.9,40.38
711595,278.41,43.98,36.72
711596,278.44,48.21,41.49
711597,278.47,49.43,44.54
711598,278.46,46.3,48.51
711599,278.42,43.88,50.59
711600,278.37,40.83,50.98
711601,278.32,40.8,49.83
711602,278.27,41.03,49.87
711603,278.22,41.1,49.82
711604,278.18,41.05,49.73
711605,278.13,41.24,49.71
711606,278.08,41.08,50.23
711607,277.91,30.21,62.47
711608,277.74,27.8,59.26
711609,277.7,37.04,45.3
711610,277.66,41.77,49.27
711611,277.6,39.1,51.06
711612,277.53,37.53,49.99
711613,277.35,28.31,62.59
711614,277.16,26.98,61.34
711615,276.97,26.76,60.39
711616,276.79,26.29,59.51
711617,276.71,34.59,48.91
711618,276.64,35.75,49.27
711619,276.56,35.66,49.27
711620,276.48,34.64,49.27
711621,276.39,33.83,50.45
711622,276.3,33.66,51.24
711623,276.21,34.24,50.14
711624,276.14,36.94,49.69
711625,276.1,43.06,50.03
711626,276.07,44.26,50.58
711627,276.07,51.11,49.89
711628,276.08,51.99,50.9
711629,276.08,51.18,50.86
711630,276.09,50.95,49.38
711631,276.1,50.43,49.27
711632,276.08,47.02,49.63
711633,276.04,41.56,50.17
711634,275.96,37.18,50.83
711635,275.88,35.97,49.99
711636,275.8,35.04,50.41
711637,275.71,34.1,49.22
711638,275.62,31.96,48.92
711639,275.51,30.35,49.22
711640,275.4,29.03,49.06
711641,275.28,25.32,45.81
711642,275.23,25.53,35.2
711643,275.19,26.49,33.98
711644,275.21,38.6,35.25
711645,275.21,44.99,44.85
711646,275.06,32.31,58.75
711647,274.85,24.88,61.74
711648,274.7,25.82,53.62
711649,274.53,27.44,57.18
711650,274.35,27.72,59.14
711651,274.19,28.95,57.09
711652,274.02,28.01,59.95
711653,273.82,27.52,60.68
711654,273.64,30.94,62.47
711655,273.47,31.93,61.88
711656,273.3,36.07,65.78
711657,273.1,34.08,67.93
711658,272.91,32.3,65.04
711659,272.75,33.13,60.43
711660,272.63,36.03,57.45
711661,272.59,37.69,44.53
711662,272.56,39.42,44.74
711663,272.55,39.43,40.07
711664,272.56,40.84,39.07
711665,272.36,48.43,82.25
711666,272.08,54.2,101.1
711667,271.81,77.29,124.19
711668,271.53,75.89,122.79
711669,271.25,69.01,115.8
711670,270.97,63.68,109.28
711671,270.69,57.2,102.79
711672,270.4,56.1,103.57
711673,270.11,54.32,101.79
711674,269.82,52.84,100.31
711675,269.53,52.79,99.26
711676,269.25,52.26,98.37
711677,268.96,51.67,97.78
711678,268.67,50.52,96.63
711679,268.38,49.48,95.59
711680,268.07,51.02,98.84
711681,267.77,51.29,98.4
711682,267.46,50.93,98.04
711683,267.16,50.13,96.53
711684,266.85,49.25,95.65
711685,266.55,51.19,97.59
711686,266.24,51.86,97.54
711687,265.94,50.25,95.94
711688,265.62,50.22,97.72
711689,265.29,50.17,97.83
711690,264.97,49.33,96.67
711691,264.65,49.45,95.2
711692,264.33,48.14,94.53
711693,264,47.76,93.34
711694,263.68,48.53,95.1
711695,263.34,49.22,97.51
711696,263,49.88,96.67
711697,262.65,52.01,99.8
711698,262.31,55.3,101.88
711699,261.97,57.15,103.73
711700,261.63,60.96,107.54
711701,261.28,56.35,101.82
711702,260.94,53.67,98.64
711703,260.36,76.45,152.98
711704,259.77,82.16,156.21
711705,259.19,80.28,154.07
711706,258.61,77.22,148.79
711707,258.02,76.41,147.46
711708,257.44,73.86,142.94
711709,256.85,73.99,142.32
711710,256.18,76.87,153.25
711711,255.51,89.12,164.5
711712,254.84,119.21,193.3
711713,254.17,105.27,177.51
711714,253.5,96.39,166.78
711715,252.83,101.41,170.51
711716,252.26,181.69,239.83
711717,251.49,144.37,220.28
711718,251.46,129.2,132.2
711719,251.49,120.91,117.91
711720,251.49,107.17,107.17
711721,251.49,97.37,97.37
711722,251.49,83.83,83.83
711723,251.49,82.04,82.04
711724,251.49,77.45,77.45
711725,251.49,73.88,73.88
711726,251.49,59.81,59.81
711727,251.49,52.12,52.12
