DAY_NDX,Q_CFS
722335,2480
722336,3130
722337,3270
722338,3050
722339,2990
722340,1170
722341,1180
722342,3050
722343,1110
722344,1200
722345,1470
722346,1280
722347,1180
722348,1280
722349,1160
722350,1150
722351,1160
722352,1200
722353,1120
722354,1090
722355,1090
722356,1130
722357,1130
722358,1060
722359,1070
722360,1090
722361,1090
722362,1110
722363,1040
722364,1000
722365,1010
722366,1060
722367,1030
722368,984
722369,1030
722370,1060
722371,1090
722372,1210
722373,1070
722374,1080
722375,1060
722376,1060
722377,1050
722378,1080
722379,3010
722380,2290
722381,2050
722382,1130
722383,1310
722384,2160
722385,2090
722386,2100
722387,1900
722388,1810
722389,1050
722390,1100
722391,1960
722392,1880
722393,1570
722394,1470
722395,1480
722396,1070
722397,1170
722398,3660
722399,4810
722400,5000
722401,5020
722402,4960
722403,4920
722404,4960
722405,3820
722406,3020
722407,3040
722408,3190
722409,3170
722410,2990
722411,3020
722412,3140
722413,3070
722414,1960
722415,1000
722416,975
722417,992
722418,992
722419,992
722420,984
722421,984
722422,984
722423,1000
722424,1070
722425,992
722426,1090
722427,1010
722428,1050
722429,992
722430,1020
722431,1110
722432,1180
722433,1210
722434,1100
722435,1220
722436,1700
722437,2420
722438,2690
722439,3170
722440,3210
722441,3270
722442,3220
722443,3240
722444,3100
722445,2420
722446,2320
722447,2300
722448,2340
722449,1310
722450,1320
722451,1320
722452,1080
722453,1240
722454,1170
722455,1900
722456,2280
722457,2960
722458,2800
722459,3270
722460,3330
722461,5180
722462,5660
722463,5530
722464,4730
722465,4060
722466,3050
722467,2930
722468,2920
722469,2540
722470,2370
722471,2930
722472,2860
722473,2700
722474,2740
722475,2690
722476,2380
722477,1990
722478,1650
722479,1800
722480,1780
722481,2260
722482,1880
722483,1920
722484,1690
722485,1200
722486,1020
722487,967
722488,975
722489,1030
722490,2050
722491,2100
722492,1570
722493,1010
722494,992
722495,992
722496,992
722497,984
722498,1270
722499,1220
722500,1360
722501,1020
722502,984
722503,959
722504,1190
722505,1380
722506,992
722507,959
722508,943
722509,984
722510,951
722511,1080
722512,1050
722513,1030
722514,992
722515,992
722516,1060
722517,1010
722518,1040
722519,1040
722520,1040
722521,1000
722522,951
722523,1000
722524,975
722525,1290
722526,1450
722527,1130
722528,1000
722529,1000
722530,992
722531,959
722532,1180
722533,1430
722534,975
722535,1020
722536,992
722537,1000
722538,1010
722539,1000
722540,1030
722541,1030
722542,959
722543,1030
722544,992
722545,951
722546,1030
722547,1020
722548,1030
722549,1030
722550,1040
722551,1040
722552,1040
722553,1020
722554,1010
722555,1040
722556,1030
722557,1020
722558,1030
722559,1050
722560,1040
722561,1030
722562,1010
722563,911
722564,1040
722565,1040
722566,1050
722567,1120
722568,1070
722569,1050
722570,1060
722571,1030
722572,1000
722573,1020
722574,1030
722575,1040
722576,1030
722577,1000
722578,967
722579,943
722580,959
722581,1370
722582,1390
722583,1400
722584,1430
722585,1420
722586,1410
722587,1710
722588,1810
722589,1850
722590,1890
722591,1550
722592,1300
722593,1530
722594,2090
722595,2360
722596,2220
722597,2320
722598,2360
722599,2450
722600,2340
722601,2530
722602,2700
722603,2540
722604,2600
722605,2590
722606,2630
722607,2600
722608,2480
722609,2480
722610,2440
722611,2420
722612,2410
722613,2450
722614,2450
722615,2450
722616,2410
722617,2480
722618,2460
722619,1830
722620,1740
722621,1740
722622,1750
722623,1730
722624,1680
722625,1730
722626,2240
722627,2620
722628,2910
722629,2700
722630,2850
722631,2760
722632,2720
722633,2890
722634,2720
722635,2820
722636,2850
722637,2760
722638,2730
722639,2910
722640,2810
722641,2840
722642,2820
722643,2880
722644,2780
722645,2760
722646,1950
722647,2100
722648,2010
722649,2050
722650,2100
722651,2020
722652,2020
722653,2110
722654,2010
722655,2120
722656,2110
722657,2100
722658,2060
722659,2020
722660,2110
722661,2360
722662,2780
722663,2860
722664,2840
722665,2880
722666,2890
722667,2860
722668,2990
722669,2930
722670,3050
722671,4200
722672,4610
722673,4500
722674,5360
722675,5300
722676,5200
722677,2890
722678,2880
722679,2820
722680,2930
722681,2880
722682,3020
722683,2990
722684,3060
722685,3090
722686,3110
722687,2190
722688,1620
722689,1640
722690,1700
722691,1790
722692,1540
722693,1660
722694,1610
722695,1890
722696,1850
722697,1590
722698,1650
722699,1530
722700,1550
722701,1580
722702,1570
722703,1910
722704,2240
722705,1980
722706,2290
722707,2980
722708,3620
722709,4740
722710,5070
722711,3760
722712,1100
722713,1010
722714,4600
722715,6090
722716,8350
722717,9240
722718,9680
722719,9740
722720,8600
722721,5050
722722,5050
722723,5120
722724,5180
722725,2750
722726,3440
722727,5080
722728,5300
722729,5200
722730,2780
722731,1610
722732,1010
722733,1050
722734,958
722735,966
722736,1020
722737,1040
722738,1150
722739,1100
722740,997
722741,1010
722742,997
722743,920
722744,981
722745,958
722746,920
722747,935
722748,950
722749,950
722750,927
722751,981
722752,974
722753,935
722754,935
722755,935
722756,942
722757,989
722758,1020
722759,935
722760,927
722761,927
722762,912
722763,935
722764,958
722765,981
722766,905
722767,898
722768,912
722769,958
722770,1030
722771,942
722772,1010
722773,974
722774,912
722775,927
722776,989
722777,950
722778,920
722779,950
722780,942
722781,883
722782,912
722783,950
722784,942
722785,927
722786,958
722787,950
722788,935
722789,966
722790,950
722791,920
722792,950
722793,958
722794,950
722795,950
722796,958
722797,958
722798,974
722799,950
722800,935
722801,935
722802,974
722803,1010
722804,1010
722805,1500
722806,2240
722807,2250
722808,2730
722809,2780
722810,2190
722811,2240
722812,2280
722813,2220
722814,1990
722815,1810
722816,2020
722817,1990
722818,1700
722819,1290
722820,1420
722821,942
722822,958
722823,958
722824,981
722825,942
722826,966
722827,989
722828,981
722829,1590
722830,1550
722831,1560
722832,1440
722833,1430
722834,1280
722835,1340
722836,1300
722837,1280
722838,1250
722839,1230
722840,1360
722841,1180
722842,1130
722843,1490
722844,1810
722845,1630
722846,1420
722847,1580
722848,1800
722849,1680
722850,1450
722851,1440
722852,1580
722853,1240
722854,1370
722855,1340
722856,1390
722857,1440
722858,1370
722859,1360
722860,1270
722861,1290
722862,1380
722863,1280
722864,1350
722865,1350
722866,1370
722867,1270
722868,1300
722869,1250
722870,1310
722871,1240
722872,1160
722873,1160
722874,1220
722875,1170
722876,1170
722877,1160
722878,1130
722879,1160
722880,1180
722881,1120
722882,1220
722883,920
722884,942
722885,920
722886,935
722887,950
722888,942
722889,966
722890,950
722891,1020
722892,1010
722893,966
722894,1040
722895,1010
722896,997
722897,997
722898,989
722899,981
722900,997
722901,1040
722902,974
722903,981
722904,1040
722905,974
722906,981
722907,1020
722908,1010
722909,989
722910,989
722911,989
722912,989
722913,1070
722914,989
722915,981
722916,1050
722917,1070
722918,1010
722919,1030
722920,981
722921,942
722922,1010
722923,1040
722924,1040
722925,1040
722926,1330
722927,1340
722928,1330
722929,1330
722930,1380
722931,1380
722932,1410
722933,1390
722934,1380
722935,1350
722936,1290
722937,1460
722938,1420
722939,1410
722940,1470
722941,1440
722942,1440
722943,1460
722944,1800
722945,1790
722946,1780
722947,1760
722948,1810
722949,1670
722950,1870
722951,1830
722952,1810
722953,2250
722954,2240
722955,2190
722956,2210
722957,2190
722958,2460
722959,2400
722960,2420
722961,2440
722962,2460
722963,2460
722964,2480
722965,2380
722966,2330
722967,2370
722968,2360
722969,2330
722970,2410
722971,2380
722972,2380
722973,2380
722974,2300
722975,2400
722976,2410
722977,2380
722978,2370
722979,2440
722980,2330
722981,2410
722982,2090
722983,1800
722984,1850
722985,1870
722986,1890
722987,1810
722988,1940
722989,1890
722990,1410
722991,1440
722992,1410
722993,1460
722994,1400
722995,1490
722996,1450
722997,1430
722998,1390
722999,1460
723000,1470
723001,1560
723002,1530
723003,1470
723004,1530
723005,1530
723006,1460
723007,1510
723008,1530
723009,1620
723010,2050
723011,2720
723012,3050
723013,2990
723014,2910
723015,2910
723016,2860
723017,2880
723018,2880
723019,2930
723020,2910
723021,2850
723022,2890
723023,2890
723024,2910
723025,2950
723026,2990
723027,2950
723028,2930
723029,2890
723030,2890
723031,2860
723032,3050
723033,2960
723034,2960
723035,2190
723036,966
723037,966
723038,3150
723039,4950
723040,4890
723041,4950
723042,5030
723043,5140
723044,5240
723045,5200
723046,5200
723047,5120
723048,5070
723049,3010
723050,2890
723051,2910
723052,2860
723053,2930
723054,2920
723055,3880
723056,5160
723057,4200
723058,1040
723059,1030
723060,3880
723061,9740
723062,10000
723063,10000
723064,10000
723065,9940
723066,9910
723067,7430
723068,4540
723069,4610
723070,4690
723071,4710
723072,4630
723073,4690
723074,2960
723075,2920
723076,2840
723077,2880
723078,2450
723079,2460
723080,2090
723081,1190
723082,1150
723083,1140
723084,942
723085,927
723086,935
723087,958
723088,974
723089,966
723090,966
723091,1050
723092,942
723093,898
723094,935
723095,942
723096,942
723097,974
723098,966
723099,935
723100,927
723101,935
723102,920
723103,927
723104,935
723105,927
723106,905
723107,890
723108,905
723109,935
723110,942
723111,942
723112,950
723113,950
723114,958
723115,1990
723116,2950
723117,2850
723118,2890
723119,2840
723120,2730
723121,2690
723122,1900
723123,1420
723124,966
723125,958
723126,958
723127,950
723128,935
723129,966
723130,958
723131,942
723132,958
723133,950
723134,935
723135,942
723136,935
723137,935
723138,942
723139,942
723140,942
723141,942
723142,950
723143,958
723144,942
723145,905
723146,958
723147,958
723148,935
723149,966
723150,958
723151,950
723152,958
723153,958
723154,950
723155,950
723156,950
723157,974
723158,966
723159,966
723160,974
723161,966
723162,966
723163,966
723164,966
723165,966
723166,958
723167,958
723168,989
723169,989
723170,974
723171,958
723172,958
723173,950
723174,974
723175,1370
723176,1410
723177,1410
723178,1420
723179,1690
723180,1720
723181,1550
723182,2110
723183,1410
723184,1190
723185,1310
723186,1580
723187,1730
723188,1790
723189,1620
723190,1490
723191,1500
723192,1490
723193,1460
723194,1440
723195,1460
723196,1250
723197,1300
723198,958
723199,981
723200,989
723201,981
723202,1740
723203,2170
723204,1870
723205,2020
723206,1990
723207,1960
723208,2140
723209,2050
723210,2650
723211,2050
723212,1940
723213,1910
723214,1760
723215,1650
723216,1510
723217,1140
723218,1120
723219,1140
723220,1230
723221,1370
723222,1830
723223,6240
723224,9240
723225,8600
723226,4800
723227,3300
723228,2700
723229,2780
723230,2630
723231,3060
723232,3300
723233,2370
723234,2110
723235,2480
723236,2440
723237,1900
723238,1440
723239,1580
723240,1580
723241,1470
723242,950
723243,974
723244,981
723245,958
723246,981
723247,974
723248,950
723249,942
723250,974
723251,974
723252,974
723253,950
723254,974
723255,981
723256,981
723257,966
723258,1010
723259,958
723260,974
723261,958
723262,981
723263,989
723264,966
723265,974
723266,1320
723267,1480
723268,1130
723269,958
723270,966
723271,958
723272,950
723273,942
723274,942
723275,950
723276,997
723277,974
723278,958
723279,966
723280,974
723281,958
723282,974
723283,966
723284,1070
723285,1050
723286,1080
723287,1060
723288,1050
723289,1050
723290,1060
723291,1050
723292,1070
723293,1370
723294,1380
723295,1390
723296,1380
723297,1390
723298,1380
723299,1380
723300,1400
723301,1360
723302,1300
723303,1370
723304,1390
723305,1400
723306,1400
723307,1380
723308,1780
723309,1780
723310,1790
723311,1780
723312,1790
723313,1800
723314,1770
723315,1810
723316,1800
723317,2200
723318,2190
723319,2200
723320,2210
723321,2260
723322,2410
723323,2460
723324,2460
723325,2490
723326,2490
723327,2510
723328,2490
723329,2520
723330,2530
723331,2480
723332,2410
723333,2420
723334,2490
723335,2510
723336,2450
723337,2370
723338,2460
723339,2450
723340,2410
723341,2360
723342,2400
723343,2930
723344,3080
723345,2980
723346,3040
723347,2860
723348,2930
723349,2880
723350,2880
723351,3040
723352,2790
723353,2540
723354,2290
723355,2400
723356,2400
723357,2320
723358,2420
723359,2390
723360,2360
723361,2340
723362,2360
723363,2450
723364,2410
723365,2440
723366,2380
723367,2150
723368,2260
723369,2300
723370,2190
723371,2210
723372,2210
723373,2170
723374,2180
723375,2170
723376,2140
723377,2120
723378,2040
723379,2020
723380,2090
723381,3060
723382,2990
723383,2990
723384,3020
723385,3060
723386,3050
723387,3030
723388,3020
723389,2960
723390,3470
723391,4950
723392,4780
723393,4810
723394,4890
723395,4780
723396,4110
723397,4100
723398,2510
723399,2080
723400,2180
723401,5190
723402,5020
723403,3660
723404,1200
723405,1050
723406,2940
723407,6770
723408,9320
723409,9240
723410,6970
723411,4240
723412,4660
723413,1290
723414,3870
723415,5870
723416,9330
723417,4800
723418,5490
723419,8540
723420,9210
723421,9150
723422,9250
723423,9390
723424,9420
723425,9300
723426,6650
723427,4910
723428,4890
723429,5010
723430,5010
723431,4990
723432,4850
723433,4740
723434,4740
723435,3010
723436,2940
723437,2730
723438,2050
723439,1430
723440,1090
723441,1060
723442,968
723443,946
723444,947
723445,953
723446,2130
723447,2930
723448,2940
723449,2760
723450,2890
723451,2310
723452,1940
723453,1110
723454,3320
723455,4990
723456,5150
723457,4750
723458,2880
723459,2870
723460,2960
723461,2860
723462,2830
723463,2900
723464,2930
723465,2910
