DAY_NDX,Q_CFS
729543,5.4
729544,8.6
729545,13
729546,22
729547,12
729548,9.5
729549,8.4
729550,10
729551,15
729552,16
729553,12
729554,10
729555,12
729556,13
729557,14
729558,13
729559,12
729560,11
729561,11
729562,10
729563,10
729564,9
729565,9
729566,9.1
729567,9.3
729568,9.2
729569,9.3
729570,12
729571,12
729572,11
729573,11
729574,12
729575,12
729576,12
729577,18
729578,33
729579,31
729580,28
729581,26
729582,23
729583,23
729584,24
729585,22
729586,21
729587,21
729588,72
729589,100
729590,65
729591,56
729592,54
729593,481
729594,1100
729595,585
729596,478
729597,486
729598,866
729599,901
729600,481
729601,295
729602,227
729603,226
729604,331
729605,1500
729606,660
729607,343
729608,238
729609,181
729610,159
729611,142
729612,116
729613,110
729614,337
729615,576
729616,562
729617,388
729618,279
729619,216
729620,180
729621,157
729622,134
729623,110
729624,121
729625,92
729626,82
729627,78
729628,150
729629,249
729630,925
729631,2440
729632,1170
729633,636
729634,510
729635,406
729636,299
729637,232
729638,188
729639,157
729640,135
729641,119
729642,105
729643,95
729644,88
729645,88
729646,91
729647,91
729648,237
729649,558
729650,436
729651,562
729652,834
729653,563
729654,524
729655,524
729656,408
729657,298
729658,225
729659,183
729660,151
729661,128
729662,130
729663,131
729664,122
729665,113
729666,102
729667,115
729668,126
729669,132
729670,123
729671,302
729672,457
729673,288
729674,202
729675,155
729676,126
729677,108
729678,98
729679,92
729680,88
729681,132
729682,204
729683,234
729684,290
729685,218
729686,176
729687,220
729688,621
729689,791
729690,545
729691,368
729692,728
729693,1210
729694,656
729695,391
729696,297
729697,227
729698,183
729699,154
729700,133
729701,120
729702,107
729703,96
729704,88
729705,89
729706,118
729707,131
729708,130
729709,125
729710,116
729711,111
729712,120
729713,158
729714,201
729715,200
729716,186
729717,172
729718,171
729719,169
729720,150
729721,133
729722,137
729723,124
729724,112
729725,104
729726,101
729727,96
729728,89
729729,83
729730,79
729731,80
729732,86
729733,82
729734,79
729735,81
729736,99
729737,117
729738,129
729739,141
729740,184
729741,247
729742,291
729743,283
729744,273
729745,227
729746,185
729747,172
729748,202
729749,243
729750,226
729751,189
729752,154
729753,133
729754,136
729755,183
729756,211
729757,222
729758,207
729759,182
729760,194
729761,213
729762,185
729763,157
729764,136
729765,128
729766,147
729767,150
729768,141
729769,136
729770,134
729771,224
729772,340
729773,315
729774,277
729775,240
729776,240
729777,282
729778,360
729779,373
729780,302
729781,269
729782,268
729783,245
729784,219
729785,203
729786,215
729787,186
729788,154
729789,143
729790,149
729791,155
729792,140
729793,125
729794,114
729795,113
729796,122
729797,143
729798,169
729799,188
729800,197
729801,177
729802,160
729803,146
729804,133
729805,120
729806,112
729807,110
729808,110
729809,130
729810,150
729811,110
729812,75
729813,65
729814,60
729815,70
729816,69
729817,65
729818,58
729819,54
729820,49
729821,48
729822,48
729823,45
729824,42
729825,42
729826,41
729827,38
729828,36
729829,34
729830,31
729831,29
729832,28
729833,26
729834,25
729835,26
729836,25
729837,23
729838,22
729839,21
729840,20
729841,19
729842,19
729843,18
729844,17
729845,17
729846,16
729847,16
729848,15
729849,15
729850,15
729851,17
729852,16
729853,19
729854,17
729855,15
729856,14
729857,13
729858,12
729859,12
729860,13
729861,12
729862,11
729863,11
729864,9.9
729865,9.5
729866,9
729867,8.7
729868,8.3
729869,7.9
729870,7.6
729871,7.2
729872,7
729873,6.9
729874,6.7
729875,6.8
729876,8.9
729877,9.8
729878,8.3
729879,7.4
729880,6.9
729881,6.6
729882,6.4
729883,6.3
729884,6.1
729885,6
729886,5.9
729887,5.8
729888,5.6
729889,5.4
729890,5.3
729891,5.3
729892,5.2
729893,5.2
729894,5.2
729895,5.1
729896,4.9
729897,4.8
729898,4.8
729899,4.8
729900,4.7
729901,4.7
729902,4.8
729903,4.8
729904,4.6
729905,4.5
729906,4.5
729907,4.5
729908,4.4
729909,4.4
729910,4.3
729911,4.3
729912,4.3
729913,5.5
729914,5.1
729915,5
729916,5.5
729917,5.1
729918,4.9
729919,4.7
729920,4.5
729921,4.5
729922,4.3
729923,4.4
729924,4.3
729925,4.3
729926,4.3
729927,4.2
729928,4.1
729929,4.1
729930,4.1
729931,4.2
729932,4.7
729933,9
729934,14
729935,48
729936,24
729937,13
729938,15
729939,11
729940,9.3
729941,8.6
729942,18
729943,30
729944,62
729945,30
729946,33
729947,36
729948,85
729949,70
729950,55
729951,49
729952,39
729953,33
729954,30
729955,33
729956,29
729957,34
729958,83
729959,66
729960,57
729961,56
729962,135
729963,1380
729964,1630
729965,534
729966,283
729967,190
729968,156
729969,134
729970,381
729971,261
729972,189
729973,167
729974,244
729975,269
729976,203
729977,174
729978,149
729979,147
729980,237
729981,292
729982,225
729983,285
729984,567
729985,674
729986,754
729987,469
729988,318
729989,234
729990,185
729991,155
729992,135
729993,121
729994,111
729995,102
729996,95
729997,88
729998,83
729999,78
730000,78
730001,74
730002,73
730003,158
730004,143
730005,118
730006,110
730007,144
730008,223
730009,244
730010,193
730011,157
730012,140
730013,219
730014,232
730015,215
730016,194
730017,162
730018,140
730019,140
730020,136
730021,128
730022,120
730023,127
730024,155
730025,159
730026,142
730027,126
730028,113
730029,103
730030,101
730031,813
730032,823
730033,486
730034,336
730035,265
730036,253
730037,236
730038,263
730039,336
730040,291
730041,274
730042,289
730043,269
730044,381
730045,403
730046,308
730047,233
730048,182
730049,151
730050,129
730051,122
730052,178
730053,216
730054,176
730055,157
730056,290
730057,435
730058,325
730059,258
730060,216
730061,186
730062,192
730063,188
730064,159
730065,134
730066,119
730067,105
730068,103
730069,119
730070,105
730071,106
730072,174
730073,151
730074,198
730075,196
730076,183
730077,226
730078,191
730079,168
730080,180
730081,220
730082,188
730083,162
730084,146
730085,146
730086,141
730087,125
730088,111
730089,104
730090,113
730091,138
730092,175
730093,214
730094,188
730095,156
730096,131
730097,124
730098,129
730099,127
730100,136
730101,169
730102,292
730103,262
730104,259
730105,211
730106,178
730107,170
730108,149
730109,130
730110,127
730111,141
730112,129
730113,111
730114,121
730115,117
730116,114
730117,109
730118,98
730119,93
730120,96
730121,104
730122,119
730123,116
730124,107
730125,96
730126,88
730127,95
730128,238
730129,315
730130,252
730131,215
730132,188
730133,175
730134,181
730135,165
730136,146
730137,129
730138,123
730139,118
730140,115
730141,111
730142,104
730143,96
730144,86
730145,81
730146,87
730147,82
730148,77
730149,76
730150,69
730151,63
730152,60
730153,58
730154,55
730155,54
730156,50
730157,47
730158,52
730159,53
730160,62
730161,70
730162,264
730163,216
730164,149
730165,115
730166,93
730167,79
730168,70
730169,62
730170,56
730171,51
730172,47
730173,44
730174,41
730175,38
730176,36
730177,33
730178,31
730179,30
730180,29
730181,28
730182,27
730183,27
730184,27
730185,26
730186,26
730187,24
730188,23
730189,22
730190,21
730191,20
730192,19
730193,18
730194,18
730195,17
730196,16
730197,16
730198,15
730199,15
730200,14
730201,14
730202,13
730203,13
730204,13
730205,12
730206,12
730207,11
730208,11
730209,11
730210,10
730211,10
730212,9.7
730213,9.3
730214,8.9
730215,8.6
730216,8.4
730217,8
730218,7.9
730219,7.6
730220,7.5
730221,7.4
730222,7.3
730223,7
730224,6.9
730225,6.8
730226,6.6
730227,6.5
730228,6.3
730229,6.5
730230,7.3
730231,6.7
730232,6.3
730233,6
730234,5.8
730235,5.7
730236,5.6
730237,5.5
730238,5.4
730239,5.3
730240,5.2
730241,5.2
730242,5.3
730243,5.4
730244,6.1
730245,7.3
730246,8.2
730247,9.2
730248,6.7
730249,6.1
730250,6.5
730251,7.3
730252,7
730253,6.8
730254,6.1
730255,5.8
730256,5.5
730257,5.4
730258,5.5
730259,5.4
730260,5.2
730261,5.1
730262,5
730263,4.9
730264,4.7
730265,4.6
730266,4.6
730267,4.6
730268,4.5
730269,4.5
730270,4.5
730271,4.5
730272,4.8
730273,10
730274,7.5
730275,6.2
730276,5.7
730277,5.3
730278,5
730279,4.9
730280,4.7
730281,4.9
730282,5.8
730283,7.1
730284,6.4
730285,6.1
730286,6
730287,5.7
730288,5.5
730289,5.2
730290,6.8
730291,6.6
730292,28
730293,40
730294,22
730295,15
730296,12
730297,10
730298,9.2
730299,8.7
730300,17
730301,16
730302,14
730303,12
730304,11
730305,11
730306,11
730307,12
730308,12
730309,14
730310,13
730311,32
730312,33
730313,25
730314,20
730315,17
730316,15
730317,14
730318,13
730319,12
730320,11
730321,10
730322,10
730323,9.8
730324,9.5
730325,9.2
730326,14
730327,39
730328,29
730329,37
730330,67
730331,49
730332,55
730333,65
730334,52
730335,44
730336,40
730337,35
730338,32
730339,29
730340,27
730341,25
730342,24
730343,23
730344,22
730345,21
730346,22
730347,78
730348,130
730349,98
730350,123
730351,84
730352,68
730353,66
730354,86
730355,231
730356,285
730357,213
730358,149
730359,114
730360,95
730361,85
730362,78
730363,73
730364,70
730365,67
730366,63
730367,64
730368,68
730369,77
730370,75
730371,67
730372,62
730373,59
730374,58
730375,52
730376,48
730377,47
730378,47
730379,43
730380,39
730381,37
730382,35
730383,40
730384,39
730385,55
730386,72
730387,65
730388,61
730389,56
730390,51
730391,47
730392,44
730393,44
730394,40
730395,38
730396,37
730397,53
730398,65
730399,98
730400,138
730401,114
730402,93
730403,80
730404,71
730405,64
730406,58
730407,52
730408,48
730409,45
730410,43
730411,41
730412,39
730413,41
730414,39
730415,38
730416,56
730417,63
730418,59
730419,54
730420,50
730421,46
730422,43
730423,40
730424,44
730425,52
730426,46
730427,45
730428,46
730429,48
730430,51
730431,56
730432,60
730433,58
730434,54
730435,51
730436,49
730437,49
730438,49
730439,48
730440,48
730441,65
730442,158
730443,136
730444,110
730445,95
730446,89
730447,97
730448,136
730449,127
730450,146
730451,239
730452,217
730453,180
730454,142
730455,136
730456,148
730457,128
730458,112
730459,101
730460,99
730461,90
730462,84
730463,78
730464,75
730465,86
730466,84
730467,79
730468,74
730469,71
730470,73
730471,91
730472,99
730473,109
730474,110
730475,106
730476,98
730477,93
730478,90
730479,95
730480,106
730481,102
730482,99
730483,89
730484,200
730485,220
730486,170
730487,150
730488,136
730489,121
730490,100
730491,80
730492,80
730493,84
730494,77
730495,72
730496,69
730497,65
730498,108
730499,250
730500,312
730501,225
730502,169
730503,135
730504,113
730505,97
730506,85
730507,75
730508,67
730509,61
730510,57
730511,54
730512,52
730513,49
730514,44
730515,41
730516,39
730517,40
730518,44
730519,38
730520,39
730521,37
730522,34
730523,33
730524,31
730525,30
730526,32
730527,46
730528,36
730529,32
730530,30
730531,28
730532,26
730533,25
730534,24
730535,23
730536,22
730537,21
730538,20
730539,22
730540,22
730541,21
730542,30
730543,27
730544,23
730545,21
730546,19
730547,18
730548,17
730549,16
730550,15
730551,15
730552,14
730553,14
730554,13
730555,13
730556,13
730557,12
730558,12
730559,11
730560,11
730561,12
730562,11
730563,11
730564,11
730565,11
730566,10
730567,9.8
730568,9.3
730569,8.9
730570,8.6
730571,8.3
730572,7.9
730573,8.1
730574,8.9
730575,11
730576,9.5
730577,8.6
730578,7.9
730579,7.6
730580,7.6
730581,7.4
730582,7
730583,6.8
730584,6.5
730585,6.2
730586,5.9
730587,5.8
730588,5.6
730589,5.5
730590,5.4
730591,5.4
730592,5.3
730593,5.2
730594,5.1
730595,5
730596,4.9
730597,4.8
730598,5.6
