REGION,PVT,PVTto,VEGCLASSfrom,VEGCLASSto,ABBREVfrom,ABBREVto,STARTAGE,ENDAGE,RNDAGE,LAI,CARBON
1,5,5,4006410,4007210,DF:S1p,DF:Mm1,39,58,50,8.000000,0.000000
1,5,5,4006320,4007320,DF:Sc2,DF:Mc2,39,58,51,8.000000,0.000000
1,5,5,4006210,4007210,DF:Sm1,DF:Mm1,39,58,52,8.000000,0.000000
1,5,5,4004100,4005210,DF:Yo,DF:Pm1,1,18,7,3.000000,0.000000
1,5,5,4004400,4005210,DF:Yop,DF:Pm1,1,18,8,3.000000,0.000000
1,5,5,4209320,4209320,DG:Gc2,DG:Gc2,139,500,435,8.000000,0.000000
1,5,5,4208320,4209320,DG:Lc2,DG:Gc2,79,168,106,8.000000,0.000000
1,5,5,4207320,4208320,DG:Mc2,DG:Lc2,59,88,87,8.000000,0.000000
1,6,6,4009410,4009410,DF:G1p,DF:G1p,176,225,225,8.000000,0.000000
1,6,6,4009320,4009320,DF:Gc2,DF:Gc2,176,999,476,8.000000,0.000000
1,6,6,4002000,4002000,DF:GF,DF:GF,1,10,2,0.500000,0.000000
1,6,6,4002100,4002100,DF:GFp,DF:GFp,1,10,3,0.500000,0.000000
1,6,6,4009220,4009320,DF:Gm2,DF:Gc2,175,200,192,8.000000,0.000000
1,6,6,4008410,4008320,DF:L1p,DF:Lc2,101,175,105,8.000000,0.000000
1,6,6,4008320,4009320,DF:Lc2,DF:Gc2,101,175,106,8.000000,0.000000
1,6,6,4008220,4009320,DF:Lm2,DF:Gc2,101,175,107,8.000000,0.000000
1,6,6,4007410,4008320,DF:M1p,DF:Lc2,71,100,78,8.000000,0.000000
1,6,6,4007320,4008320,DF:Mc2,DF:Lc2,71,100,79,8.000000,0.000000
1,6,6,4007220,4008320,DF:Mm2,DF:Lc2,71,100,80,8.000000,0.000000
1,6,6,4005210,4006320,DF:Pm1,DF:Sc2,26,50,36,8.000000,0.000000
1,6,6,4006320,4007320,DF:Sc2,DF:Mc2,51,70,62,8.000000,0.000000
1,6,6,4006220,4007320,DF:Sm2,DF:Mc2,51,70,63,8.000000,0.000000
1,6,6,4004100,4005210,DF:Yo,DF:Pm1,11,25,24,3.000000,0.000000
1,6,6,4004400,4005210,DF:Yop,DF:Pm1,11,25,25,3.000000,0.000000
