UGB_DH_ID,UGB_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1028,Eugene,1.48,1.561993135,1.648528753,1.739858511,1.836248007,1.937977556,2.045342999,2.15865657,2.2782478,2.404464476,2.537673653,2.67826272,2.826640529,2.983238583,3.148512289,3.322942285
1040,Corvallis,2.11,2.189147785,2.271264467,2.356461411,2.44485416,2.536562592,2.631711081,2.730428665,2.832849225,2.939111661,3.049360087,3.163744019,3.282418584,3.405544726,3.533289428,3.665825936
1057,Salem/Keizer,1.5,1.581168388,1.666728981,1.756919451,1.851990331,1.95220571,2.057843971,2.169198556,2.28657879,2.410310733,2.540738091,2.678223167,2.823147872,2.97591478,3.136948251,3.306695606
1086,Metro,2.44,2.498566594,2.558538945,2.619950794,2.682836693,2.747232024,2.813173017,2.880696772,2.949841279,3.020645442,3.093149096,3.167393033,3.243419026,3.321269848,3.4009893,3.482622234
