WATERRIGHTID,X,Y,PODID,POUID,PERMITCODE,PODRATE,USECODE,PRIORITYDOY,YEAR,BEGINDOY,ENDDOY,REACHCOMID,LENGTH_OR_COMID,SPECIAL,CERTIFICATE
72419,504469.22,5039497.81,3324,4282,2,0.023,16,99,1947,1,365,23804886,1449.39,0,-99
25499,502307.27,4949964.35,3325,767,4,0.7575,16,100,1947,60,304,23780883,3777.53,0,-99
75032,519266.45,5025818.44,3326,5017,2,0.52,16,101,1947,1,365,23804852,1724.12,0,-99
75032,519430.09,5025310.71,3327,5017,2,0.15,16,101,1947,1,365,23806050,2122.71,0,-99
25379,496737.23,4991243.67,3328,685,4,0.4701,16,105,1947,60,304,23791313,1678.83,0,-99
25380,498394.07,4988807.29,3331,686,4,1.3368,16,105,1947,60,304,23792027,2562.97,0,-99
25380,498447.69,4989548.75,3329,686,4,1.4901,16,105,1947,60,304,23792015,900.53,0,-99
25380,498962.55,4989059.93,3330,686,4,0.6595,16,105,1947,60,304,23792035,4973.4,0,-99
25380,499346.18,4989990.19,3332,686,4,1.3368,16,105,1947,60,304,23792015,900.53,0,-99
25812,510632.1,4996446.17,3333,962,4,0.3342,16,105,1947,60,304,23800592,2565.84,0,-99
75034,511718.7,5011900.7,3334,5019,2,0.16,16,107,1947,1,365,23791291,2366.51,0,-99
87745,500121.08,4863925.86,3337,7979,2,2.79,16,108,1947,1,365,23759788,9796.03,0,-99
72251,477300.94,4993105.3,3335,4209,2,0.38,16,108,1947,91,273,23796673,7986.78,0,-99
72251,478056.7,4993166.69,3336,4209,2,0.38,16,108,1947,91,273,23796671,8684.32,0,-99
73366,505484.76,5018224.32,3338,4529,2,0.004,16,114,1947,1,365,23791599,597.87,0,-99
126884,496360.2,4854022.46,3339,13440,2,0.011,16,116,1947,1,365,23759278,1210.31,0,-99
181152,481139.82,4935497.73,3340,15297,4,0.3676,16,117,1947,60,304,23762869,5635.37,0,-99
73068,503991.33,5030549.98,3341,4493,2,0.1,16,119,1947,1,365,23804872,1448.51,0,-99
73363,512061.47,4912095.93,3350,4528,2,0.1,16,120,1947,1,365,23763597,4762.63,0,-99
25379,497160.29,4991673.14,3342,685,4,0.4902,16,120,1947,60,304,23791313,1678.83,0,-99
25773,499219.98,4949292.25,3343,934,4,0.6684,16,120,1947,60,304,23780425,2468.37,0,-99
26225,503747.51,4943759.44,3344,1219,4,0.4456,16,120,1947,60,304,23785633,3327.74,0,-99
26416,498086.17,4985876.49,3345,1334,4,0.078,16,120,1947,60,304,23792039,2094.17,0,-99
26703,486242.08,4966215.31,3346,1500,4,1.3368,16,120,1947,60,304,23792369,2499.97,0,-99
27290,513076.32,4957890.95,3347,1880,4,0.713,16,120,1947,60,304,23780453,382.14,0,-99
27637,485713.93,4986417.77,3348,2099,4,0.2674,16,120,1947,60,304,23797561,3678.49,0,-99
28425,509632.74,4956756.31,3349,2567,4,0.7798,16,120,1947,60,304,23780895,4881.56,0,-99
69744,515109.37,4855136.38,3352,4110,2,0.075,16,121,1947,1,365,23753068,2059.3,0,-99
69744,515452.63,4855716.75,3351,4110,2,0.075,16,121,1947,1,365,23753068,2059.3,0,-99
128407,499776.55,5031409.11,3353,13503,2,0.265,16,121,1947,1,365,23805888,1824.35,0,-99
170659,499776.55,5031409.11,3354,14758,2,0.098,16,121,1947,1,365,23805888,1824.35,0,-99
74556,498879.47,4982106.34,3355,4831,2,0.07,16,122,1947,1,365,23792103,5016.23,0,-99
72824,516118.69,4983936.29,3356,4397,2,0.16,16,126,1947,1,365,23800692,8366.49,0,-99
73290,520021.56,4942671.57,3357,4518,2,0.25,16,126,1947,1,365,23786187,5245.09,0,-99
72421,499010.57,4948545.43,3358,4283,2,0.138,16,128,1947,1,365,23780425,2468.37,0,-99
75033,532640.77,5008196.62,3359,5018,2,0.01,16,129,1947,1,365,23800942,11355.81,0,-99
25129,500194.35,4950333.89,3360,525,4,0.5347,16,132,1947,60,304,23781281,5860.95,0,-99
26254,484745.64,4895924.91,3361,1242,4,0.2228,16,133,1947,60,304,23763317,9501.23,0,-99
72254,517226.19,5037102.88,3362,4211,2,0.02,16,134,1947,1,365,23804910,1643.96,0,-99
72843,487303.05,4993590.44,3363,4409,2,0.153,16,134,1947,1,365,23797437,2306.8,0,-99
72886,519066.19,5004711.71,3364,4427,2,0.352,16,134,1947,1,365,23800596,5070.68,0,-99
72886,519091.23,5004447.98,3365,4427,2,0.352,16,134,1947,1,365,23800596,5070.68,0,-99
72886,519523.64,5004414.53,3366,4427,2,0.352,16,134,1947,1,365,23800596,5070.68,0,-99
178148,511776.86,4957652.91,3367,15171,2,0.66,16,134,1947,60,304,23781963,2231.4,0,-99
25237,486283.24,4896200.38,3368,589,4,0.4813,16,135,1947,60,304,23763357,1475.97,0,-99
25438,505511.78,4946211.94,3369,726,4,0.2005,16,135,1947,60,304,23786137,6337.82,0,-99
28366,492862.76,4944221.58,3370,2532,4,0.7798,16,135,1947,60,304,23762843,845.41,0,-99
72186,493075.71,4999840.51,3372,4187,2,0.69,16,136,1947,1,365,23796855,3131.76,0,-99
98508,489844.05,5032457.43,3373,10413,2,0.375,16,136,1947,1,365,23805864,2319.02,0,-99
25237,486704.18,4896204.76,3371,589,4,0.4813,16,136,1947,60,304,23763357,1475.97,0,-99
72802,513266.25,5016511.73,3374,4387,2,0.19,16,137,1947,1,365,23791709,3458,0,-99
72802,513340.13,5016365.19,3375,4387,2,0.19,16,137,1947,1,365,23791709,3458,0,-99
73459,501807.05,4961852.92,3376,4556,2,0.19,16,137,1947,1,365,23792497,794.14,0,-99
73459,501877.2,4962047.78,3377,4556,2,0.19,16,137,1947,1,365,23792497,794.14,0,-99
172322,512537.14,4983534.53,3378,14819,2,0.52,16,141,1947,1,365,23800668,316.99,0,-99
172322,512606.01,4984125.63,3379,14819,2,0.52,16,141,1947,1,365,23800660,1502.26,0,-99
74853,495529.58,5007955.51,3380,4943,2,0.45,16,142,1947,1,365,23796485,2656.43,0,-99
74853,495798.69,5008538.04,3381,4943,2,0.45,16,142,1947,1,365,23796485,2656.43,0,-99
72566,512542.59,4979411.94,3382,4347,2,0.075,16,143,1947,1,365,23801632,2126.89,0,-99
134851,454786.18,4989369.8,3383,13656,2,0.32,16,143,1947,1,365,23796735,3362.31,0,-99
134851,454786.18,4989369.8,3384,13656,2,0.32,16,143,1947,1,365,23796735,3362.31,0,-99
28531,503980.55,4974217.72,3385,2627,4,0.2228,16,145,1947,60,304,23801844,6819.48,0,-99
69755,513588.49,4863040.84,3387,4111,2,0.13,16,146,1947,1,365,23751804,6483.56,0,-99
73772,509590.56,4868713.61,3388,4682,2,0.095,16,146,1947,1,365,23751782,1596.67,0,-99
27747,491573.28,4943736.08,3386,2172,4,0.0668,16,146,1947,60,304,23764565,867.38,0,-99
82162,465182.98,4954852.69,3389,6718,2,0.3,16,147,1947,1,365,23764285,4654.67,0,-99
82162,465224.79,4954771.83,3390,6718,2,0.3,16,147,1947,1,365,23764285,4654.67,0,-99
82162,465553.23,4954395.19,3391,6718,2,0.3,16,147,1947,1,365,23764285,4654.67,0,-99
72374,500792.66,5046402.62,3392,4264,2,0.185,16,148,1947,1,365,23804948,1716.81,0,-99
72374,500865.65,5046141,3393,4264,2,0.185,16,148,1947,1,365,23804948,1716.81,0,-99
72374,500935.75,5045970.3,3394,4264,2,0.185,16,148,1947,1,365,23804948,1716.81,0,-99
72802,513266.25,5016511.73,3395,4387,2,0.108,16,148,1947,1,365,23791709,3458,0,-99
72802,513340.13,5016365.19,3396,4387,2,0.108,16,148,1947,1,365,23791709,3458,0,-99
72459,515094.96,5004467.5,3408,4298,2,0.19,16,151,1947,1,365,23800582,6942.36,0,-99
74290,488835.84,5009979.9,3409,4747,2,0.29,16,151,1947,1,365,23797205,908.77,0,-99
25749,501037.8,4969340.63,3397,917,4,0.2228,16,151,1947,60,304,23791171,1554.77,0,-99
25954,515113.43,4981043.47,3398,1062,4,0.1003,16,151,1947,60,304,23801588,3222.36,0,-99
26072,502540.24,4875616.83,3399,1127,4,0.156,16,151,1947,60,304,23751764,795.15,0,-99
26098,509044.07,5003281.3,3400,1142,4,1.5596,16,151,1947,60,304,23791961,918.93,0,-99
26264,489659.69,4884381.5,3401,1249,4,0.4456,16,151,1947,60,304,23765409,2870.98,0,-99
26288,489238.43,4959610.76,3402,1268,4,0.2228,16,151,1947,60,304,23791375,1884.75,0,-99
26430,502315.97,4985304.03,3403,1341,4,0.557,16,151,1947,60,304,23800622,7315.94,0,-99
26991,501012.79,4880148.21,3404,1688,4,0.2228,16,151,1947,60,304,23772745,3325.19,0,-99
27310,482310.23,4906645.91,3405,1892,4,0.557,16,151,1947,60,304,23763329,386.86,0,-99
27592,525147.65,5010989.59,3406,2067,4,1.114,16,151,1947,60,304,23800820,2356.93,0,-99
27653,499291.84,4988142.52,3407,2107,4,0.0668,16,151,1947,60,304,23792035,4973.4,0,-99
25021,490864.33,4951598.32,3410,457,4,0.4456,16,152,1947,60,304,23764433,9295.54,0,-99
25114,513328.29,4879393.99,3411,516,4,0.3342,16,152,1947,60,304,23773625,6333.79,0,-99
26351,497718.28,4985851.84,3412,1302,4,0.4456,16,152,1947,60,304,23792039,2094.17,0,-99
72848,533104.07,5018306.47,3415,4411,2,0.38,16,153,1947,1,365,23791715,2726.75,0,-99
74852,555980.87,5014115.42,3416,4942,2,0.19,16,153,1947,1,365,23809896,2426.23,0,-99
25021,490871.19,4951843.15,3413,457,4,0.4456,16,153,1947,60,304,23764433,9295.54,0,-99
28179,492258.55,4887477.8,3414,2402,4,0.0891,16,153,1947,60,304,23765363,4204.8,0,-99
34129,518862.29,4981261.85,3417,2924,2,0.0113,16,154,1947,1,365,23800692,8366.49,0,-99
69362,460194.74,4993997.24,3418,4035,2,0.05,16,154,1947,1,365,23797391,4879.71,0,-99
69365,492899.66,4956163.72,3420,4036,2,0.088,16,156,1947,1,365,23780919,2150.95,0,-99
25359,503459.8,4945729.72,3419,674,4,0.5793,16,156,1947,60,304,23785631,2927.56,0,-99
100084,521998.37,4991713.8,3421,10836,2,0.38,16,157,1947,1,365,23800762,8195.16,0,-99
74050,482569.54,5029799.23,3422,4726,2,0.32,16,158,1947,1,365,23797049,3649.26,0,-99
26709,486840.38,4965233.76,3423,1504,4,1.7379,16,160,1947,60,304,23792369,2499.97,0,-99
72377,501803.54,5052749.63,3427,4265,2,0.356,16,162,1947,1,365,23804954,3829.59,0,-99
72377,501875.72,5053091.61,3424,4265,2,0.356,16,162,1947,1,365,23805524,2782.98,0,-99
72377,501984.43,5052652.31,3425,4265,2,0.356,16,162,1947,1,365,23804954,3829.59,0,-99
72377,506529.81,5058910.6,3426,4265,2,0.356,16,162,1947,1,365,23805266,3285.07,0,-99
73458,527607.67,4918580.33,3428,4555,2,0.023,16,162,1947,1,365,23787047,568.09,0,-99
69758,499730.72,4848487.64,3430,4113,2,0.19,16,163,1947,1,365,23759440,3560.47,0,-99
25235,492442.92,4952395.47,3429,587,4,0.7798,16,163,1947,60,304,23764433,9295.54,0,-99
76450,501006.6,4967761.84,3431,5477,2,0.06,16,164,1947,1,365,23791437,3989.28,0,-99
25375,497051.37,4993157.05,3432,683,4,1.3201,16,166,1947,60,304,23791995,1167.92,0,-99
28282,486237.94,4892793.1,3433,2466,4,2.228,16,166,1947,60,304,23763361,674.31,0,-99
69490,497607.45,4973257.99,3434,4072,2,0.0025,16,167,1947,1,365,23792275,3089.56,0,-99
72803,531509.77,5018625.1,3435,4388,2,0.463,16,169,1947,1,365,23791727,1666.34,0,-99
25398,509259.76,4956981.8,3436,697,4,1.1229,16,171,1947,60,304,23780895,4881.56,0,-99
26704,486649.33,4966623.85,3437,1501,4,1.8871,16,171,1947,60,304,23792369,2499.97,0,-99
27247,508017.88,4963934.67,3438,1850,4,0.8355,16,171,1947,60,304,23792477,3347.99,0,-99
25299,490370.07,4882040.84,3439,628,4,0.2673,16,181,1947,60,304,23763419,2257.31,0,-99
26554,481348.15,4935015.67,3440,1416,4,0.4456,16,181,1947,60,304,23763089,5691.58,0,-99
26888,488796.05,4894777.77,3441,1628,4,0.2674,16,181,1947,60,304,23765283,1625.4,0,-99
27561,488978.75,4891035.79,3442,2044,4,0.1827,16,181,1947,60,304,23763367,1068.81,0,-99
27562,488836.38,4891479.18,3443,2045,4,0.2339,16,181,1947,60,304,23763363,3785.72,0,-99
27924,497689.16,4934180.03,3444,2262,4,0.3342,16,181,1947,60,304,23763701,5029.41,0,-99
28240,485514.22,4897609.87,3445,2439,4,1.0026,16,181,1947,60,304,23763353,2502.51,0,-99
28240,485514.22,4897609.87,3446,2439,4,1.0026,16,181,1947,60,304,23763353,2502.51,0,-99
25479,524854.56,5008214.14,3447,753,4,0.156,16,182,1947,60,304,23801146,6270.77,0,-99
74698,534917.91,5003036.36,3448,4877,2,0.35,16,189,1947,1,365,23800838,2664.58,0,-99
25670,485917.66,4894110.68,3449,860,4,0.9803,16,191,1947,60,304,23763359,1522.3,0,-99
76332,497918.22,5010152.53,3450,5442,2,0.94,16,196,1947,1,365,23791875,6563.16,0,-99
76332,497918.22,5010152.53,3451,5442,2,0.94,16,196,1947,1,365,23791875,6563.16,0,-99
73460,478565.78,4972611.46,3452,4557,2,0.109,16,205,1947,1,365,23791341,13598.45,0,-99
72258,515482.83,5041189.56,3453,4212,2,0.015,16,206,1947,1,365,23804914,4946.55,0,-99
71854,484263.74,4965845.84,3454,4133,2,0.025,16,209,1947,1,365,23791349,3011.38,0,-99
69757,487017.83,4871952,3455,4112,2,0.01,16,211,1947,1,365,23765513,4189.12,0,-99
25147,511887.62,4964358.34,3456,536,4,0.2495,16,212,1947,60,304,23791203,6082.55,0,-99
25596,542745.49,5037160.19,3457,823,4,0.0891,16,212,1947,60,304,23815070,5449.51,0,-99
26267,491691.29,5001846.19,3458,1252,4,0.1782,16,212,1947,60,304,23797013,8450.01,0,-99
26413,485381.02,4895835.1,3459,1332,4,0.2228,16,212,1947,60,304,23763359,1522.3,0,-99
26832,487629.89,4875650.84,3460,1588,4,0.0371,16,212,1947,60,304,23765467,3312.21,0,-99
26924,509202.04,4988154.89,3461,1654,4,0.2406,16,212,1947,60,304,23801476,3597.7,0,-99
27752,548314.17,5032329.18,3462,2175,4,0.0223,16,212,1947,60,304,23815518,5000.46,0,-99
27798,510133.33,5037704.5,3463,2199,4,0.0223,16,212,1947,60,304,23805224,969.47,0,-99
27839,469845.17,4888359.52,3464,2217,4,0.0535,16,212,1947,60,304,23763173,4363.1,0,-99
28993,476989.37,4932564.8,3465,2864,4,0.0067,16,212,1947,60,304,23764723,1344.77,0,-99
72820,530380.92,5030106.81,3466,4394,2,0.01,16,217,1947,1,365,23815548,3686.98,0,-99
28896,468000.16,4931004.36,3467,2811,4,0.0446,16,219,1947,60,304,23762941,3827.14,0,-99
72378,482020.51,5048555.31,3468,4266,2,0.005,16,220,1947,1,365,23805298,4069.61,0,-99
92796,465819.44,4989940.16,3469,9161,2,0.31,16,223,1947,1,365,23796771,5045.54,0,-99
96507,465819.44,4989940.16,3470,10029,2,0.01,16,223,1947,1,365,23796771,5045.54,0,-99
72741,535569.02,5014029.13,3471,4366,2,0.69,16,225,1947,1,365,23791879,1850.01,0,-99
72830,530355.48,5008813.12,3472,4400,2,0.2,16,234,1947,1,365,23800942,11355.81,0,-99
74655,498446.19,4957649.63,3473,4866,2,0.5,16,234,1947,1,365,23781083,2462.66,0,-99
74655,498603.54,4957616.61,3476,4866,2,0.5,16,234,1947,1,365,23781083,2462.66,0,-99
74699,489258.5,4958090.94,3474,4878,2,0.92,16,234,1947,1,365,23792573,1465.45,0,-99
76910,509688.61,4868206.34,3475,5604,2,0.14,16,234,1947,1,365,23751786,12247.03,0,-99
72462,520357.26,4986206.86,3477,4299,2,0.39,16,241,1947,1,365,23800720,5700.61,0,-99
25783,498888.98,4992487.63,3478,941,4,1.0026,16,243,1947,60,304,23791315,2226.87,0,-99
27177,486199.49,4885373.26,3479,1804,4,0.0891,16,243,1947,60,304,23765395,12259.85,0,-99
73656,490095.39,4969674.6,3480,4639,2,0.01,16,245,1947,1,365,23792303,757,0,-99
25068,491622.52,4915359.92,3481,484,4,0.3008,16,258,1947,60,304,23764991,8588.73,0,-99
78789,477613.86,5010020.81,3482,5798,2,0.02,16,260,1947,1,365,23797187,382.56,0,-99
71857,482940.17,4966966.45,3483,4134,2,0.1,16,261,1947,1,365,23791339,2705.42,0,-99
73342,483340.91,4953084.96,3484,4520,2,1,16,261,1947,1,365,23762799,4624.61,0,-99
73342,483340.91,4953084.96,3485,4520,2,1,16,261,1947,1,365,23762799,4624.61,0,-99
69370,451506.97,4992504.72,3486,4037,2,0.2,16,262,1947,1,365,23796741,2902.57,0,-99
72831,541325.7,5031477.24,3487,4401,2,0.061,16,265,1947,1,365,23809728,3675.75,0,-99
76378,449751.51,4990072.93,3488,5449,2,0.3,16,265,1947,1,365,23797001,3366.9,0,-99
73373,463289.73,4893315.16,3489,4530,2,0.018,16,267,1947,1,365,23763181,3641.45,0,-99
75375,519144.37,5027689.78,3490,5116,2,0.05,16,269,1947,1,365,23805270,3179.22,0,-99
25421,503464.04,5042445.54,3491,713,4,0.1337,16,273,1947,60,304,23805718,3883.08,0,-99
26875,501668.4,5042362.83,3492,1620,4,0.0668,16,273,1947,60,304,23805680,6258.1,0,-99
28356,509140.52,4866481.1,3493,2525,4,0.0446,16,273,1947,60,304,23751786,12247.03,0,-99
29024,551402.67,5031467.22,3494,2885,4,0.0891,16,273,1947,60,304,23809586,2381.55,0,-99
72867,479898.95,4951879.93,3495,4419,2,0.245,16,282,1947,1,365,23762803,2742.06,0,-99
72867,479908.31,4951063.36,3497,4419,2,0.245,16,282,1947,1,365,23762805,1744.65,0,-99
72867,480046.87,4951471.96,3496,4419,2,0.245,16,282,1947,1,365,23762805,1744.65,0,-99
72969,536580.74,5005364.66,3498,4467,2,0.02,16,282,1947,1,365,23801202,3717.89,0,-99
26752,500695.16,5030876.89,3499,1537,4,0.2852,16,286,1947,60,304,23805950,4116.05,0,-99
72185,503528.59,5032348,3500,4186,2,0.325,16,287,1947,1,365,23804876,3915.47,0,-99
76233,534040.44,4955915.66,3501,5397,2,0.02,16,287,1947,1,365,23780483,6412.67,0,-99
73955,465242.67,4884051.2,3502,4707,2,0.17,16,288,1947,1,365,23763165,3444.43,0,-99
83258,465646.57,4884449.63,3503,7025,2,0.07,16,288,1947,1,365,23765357,4747.05,0,-99
83258,465646.57,4884449.63,3504,7025,2,0.01,16,288,1947,1,365,23765357,4747.05,0,-99
124562,519928.59,5025426.85,3506,13392,2,0.125,16,297,1947,1,365,23806050,2122.71,0,-99
124562,519975.47,5025871.52,3505,13392,2,0.04,16,297,1947,1,365,23804852,1724.12,0,-99
71859,500060.96,5010887.12,3507,4135,2,0.76,16,301,1947,1,365,23791053,2452.06,0,-99
72259,492555.47,5046566.75,3508,4213,2,0.33,16,303,1947,1,365,23805010,1505.23,0,-99
82309,490229.19,5034823.5,3509,6749,2,1.93,16,303,1947,1,365,23805090,1731.43,0,-99
25949,485247.8,4964024.96,3510,1057,4,0.2674,16,304,1947,60,304,23792437,3735.64,0,-99
26620,508186.87,4935313.63,3511,1450,4,0.2807,16,304,1947,60,304,23786695,3778.8,0,-99
28330,525119.98,5002143.92,3512,2503,4,0.1114,16,304,1947,60,304,23800978,12999.74,0,-99
28641,500587.2,5043844.4,3513,2693,4,0.1114,16,304,1947,60,304,23804946,4007.98,0,-99
76793,551005.69,4890003.14,3514,5571,2,0.01,16,308,1947,1,365,23774173,4272.37,0,-99
72424,483623.37,5035780.76,3516,4285,2,0.375,16,310,1947,1,365,23805110,2481.46,0,-99
72424,483844.09,5035754.01,3515,4285,2,0.375,16,310,1947,1,365,23805110,2481.46,0,-99
73841,512629.36,4883805.55,3517,4690,2,0.08,16,317,1947,1,365,23773493,1738.88,0,-99
99749,490432.52,5039342.25,3518,10741,2,0.013,16,321,1947,1,365,23805720,3541.15,0,-99
75695,498036.3,4959112.76,3521,5245,2,0.19,16,322,1947,1,365,23792561,3576.77,0,-99
75695,498717.89,4959099.36,3520,5245,2,0.19,16,322,1947,1,365,23792561,3576.77,0,-99
75695,498882.84,4959066.32,3519,5245,2,0.19,16,322,1947,1,365,23792561,3576.77,0,-99
75695,498945.18,4959044.03,3522,5245,2,0.19,16,322,1947,1,365,23792561,3576.77,0,-99
80205,529684.84,4885682.76,3523,6142,2,0.71,16,322,1947,1,365,23772857,2359.18,0,-99
72186,493075.71,4999840.51,3524,4187,2,0.11,16,323,1947,1,365,23796855,3131.76,0,-99
75035,537189.72,5020022.96,3525,5020,2,0.19,16,323,1947,1,365,23791251,886.86,0,-99
72465,510800.59,4966437.01,3528,4302,2,0.328,16,324,1947,1,365,23791225,1479.83,0,-99
72465,511215.65,4966438.29,3527,4302,2,0.328,16,324,1947,1,365,23791225,1479.83,0,-99
72465,511631.02,4966439.66,3526,4302,2,0.328,16,324,1947,1,365,23791225,1479.83,0,-99
69376,545581.52,5002753.87,3529,4038,2,0.113,16,328,1947,1,365,23800960,1934.36,0,-99
72463,516192.03,4968374.13,3530,4300,2,0.25,16,328,1947,1,365,23792395,1787.36,0,-99
25963,507899.97,4997987.62,3531,1070,4,0.8556,16,334,1947,60,304,23800580,4105.86,0,-99
26873,505599.08,5001403.28,3532,1618,4,0.0668,16,334,1947,60,304,23791975,5270.94,0,-99
76142,500113.15,4939664.3,3533,5354,2,0.1,16,335,1947,1,365,23763741,2643.67,0,-99
76142,500152.54,4939603.96,3534,5354,2,0.1,16,335,1947,1,365,23763741,2643.67,0,-99
27797,523322.35,5013763.16,3535,2198,4,0.0535,16,337,1947,60,304,23800828,4717.06,0,-99
73127,530091.76,4985874.2,3536,4500,2,0.108,16,339,1947,1,365,23800770,527.87,0,-99
69538,457699.85,4988257.3,3537,4090,2,0.028,16,342,1947,1,365,23796907,2326.57,0,-99
128889,495850.15,5008745.87,3538,13552,2,1.32,16,345,1947,1,365,23796485,2656.43,0,-99
72433,485823.9,5034388.29,3539,4288,2,0.5,16,351,1947,1,365,23805102,4280.89,0,-99
75035,537179.3,5021222.04,3540,5020,2,0.07,16,356,1947,1,365,23791649,1418.21,0,-99
72821,539550.3,5010569,3590,4395,2,0.251,16,365,1947,1,365,23801134,4541.01,0,-99
25124,492347.79,4953734.21,3541,522,4,0.5347,16,365,1947,60,304,23780411,887.17,0,-99
25141,495047.91,4984268.34,3542,534,4,0.8912,16,365,1947,60,304,23791083,4949.67,0,-99
25448,505822.96,4942307.92,3543,735,4,0.3342,16,365,1947,60,304,23785657,3397.19,0,-99
25517,508882.42,4956214.31,3544,778,4,0.4456,16,365,1947,60,304,23780895,4881.56,0,-99
25650,511655.18,4964488.72,3545,847,4,0.0245,16,365,1947,60,304,23791203,6082.55,0,-99
25711,491294.75,4954893.24,3546,886,4,1.114,16,365,1947,60,304,23780409,2373.42,0,-99
25715,489562.71,4955014.51,3547,890,4,1.114,16,365,1947,60,304,23780405,2286.98,0,-99
25739,482612.78,4938221.69,3548,909,4,0.4456,16,365,1947,60,304,23762869,5635.37,0,-99
25761,486137.94,4933256.46,3549,926,4,0.1337,16,365,1947,60,304,23764783,2073.72,0,-99
25762,485986.03,4932765.31,3550,927,4,0.0557,16,365,1947,60,304,23764775,1578.42,0,-99
25898,519848.54,4987639.64,3551,1016,4,0.1003,16,365,1947,60,304,23800720,5700.61,0,-99
26013,486722.56,4897311.15,3552,1113,4,0.8355,16,365,1947,60,304,23763353,2502.51,0,-99
26103,484835.92,4888401.19,3553,1145,4,0.1248,16,365,1947,60,304,23763315,13623.62,0,-99
26111,490598.86,4891903.43,3554,1152,4,1.114,16,365,1947,60,304,23763461,5594.59,0,-99
26178,484833.79,4897445.01,3555,1192,4,0.6684,16,365,1947,60,304,23763351,966.35,0,-99
26180,512525.08,5041349.62,3556,1194,4,0.0111,16,365,1947,60,304,23805716,6013.46,0,-99
26349,501875.2,4945843.49,3557,1301,4,0.7798,16,365,1947,60,304,23786481,2996.41,0,-99
26360,478397.57,4908900,3558,1308,4,0.1782,16,365,1947,60,304,23765103,7742.03,0,-99
26561,525155.09,4999037.36,3559,1421,4,0.156,16,365,1947,60,304,23801266,4480.47,0,-99
26622,510785.62,4931589.52,3560,1451,4,0.1114,16,365,1947,60,304,23786723,3609.93,0,-99
26713,501653.43,4914490.19,3561,1506,4,0.1782,16,365,1947,60,304,23763587,4977.44,0,-99
26815,529909.76,5029824.93,3562,1579,4,0.0557,16,365,1947,60,304,23815512,1920.56,0,-99
26944,498770.6,4983515.73,3563,1666,4,0.9803,16,365,1947,60,304,23792103,5016.23,0,-99
26986,483070.08,4904243.81,3564,1686,4,1.0026,16,365,1947,60,304,23765129,3974.69,0,-99
27009,502868.39,4943802.78,3565,1698,4,0.6684,16,365,1947,60,304,23786481,2996.41,0,-99
27035,506718.44,5008902.5,3566,1715,4,1.5596,16,365,1947,60,304,23791905,2395.66,0,-99
27191,483319.14,4933101.81,3567,1813,4,0.6684,16,365,1947,60,304,23764761,6475.12,0,-99
27192,483681.77,4933159.84,3568,1814,4,0.1114,16,365,1947,60,304,23764761,6475.12,0,-99
27301,491861.83,4958929.27,3569,1886,4,0.2183,16,365,1947,60,304,23792537,1150.83,0,-99
27346,485952.11,4896700.85,3570,1915,4,0.6684,16,365,1947,60,304,23763353,2502.51,0,-99
27399,483712.68,4892800.86,3571,1952,4,0.4456,16,365,1947,60,304,23763317,9501.23,0,-99
27531,517083.26,4920920.11,3572,2026,4,0.2228,16,365,1947,60,304,23785709,4522.52,0,-99
27619,495768.28,4879556.66,3573,2083,4,0.0334,16,365,1947,60,304,23763427,1936.32,0,-99
27656,492306.89,4956159.58,3574,2110,4,0.5704,16,365,1947,60,304,23780919,2150.95,0,-99
27679,524638.5,5013553.74,3575,2130,4,0.1894,16,365,1947,60,304,23791869,2571.1,0,-99
27682,506928.86,4957555.78,3576,2132,4,1.5596,16,365,1947,60,304,23781095,2997.87,0,-99
27825,503341.62,4981906.41,3577,2208,4,0.0891,16,365,1947,60,304,23801092,4047.27,0,-99
27827,487692.11,4890991.68,3578,2210,4,0.8021,16,365,1947,60,304,23763367,1068.81,0,-99
27949,494888.88,4944044.1,3579,2278,4,0.1114,16,365,1947,60,304,23762841,3645.87,0,-99
28043,529745.34,5010303.11,3580,2338,4,0.0958,16,365,1947,60,304,23791911,1208.61,0,-99
28081,480095.62,4915691.5,3581,2350,4,0.6684,16,365,1947,60,304,23763069,1284.43,0,-99
28182,512080.47,4964010.83,3582,2404,4,0.3342,16,365,1947,60,304,23791203,6082.55,0,-99
28208,487336.87,4892770.82,3583,2422,4,0.4411,16,365,1947,60,304,23763363,3785.72,0,-99
28306,496285.46,4882955.35,3584,2486,4,0.0668,16,365,1947,60,304,23774181,325,0,-99
28390,489682.03,4945228.49,3585,2548,4,0.0446,16,365,1947,60,304,23764513,3101.67,0,-99
28402,507683.1,4941746.36,3586,2555,4,0.4679,16,365,1947,60,304,23786531,702.6,0,-99
28585,491959.4,4959538,3587,2664,4,0.2005,16,365,1947,60,304,23792537,1150.83,0,-99
28982,511712.75,5001252.35,3588,2857,4,0.0668,16,365,1947,60,304,23801210,1958.97,0,-99
29070,477387.55,4912132.48,3589,2908,4,0.8912,16,365,1947,60,304,23763073,8845.2,0,-99
168276,480965.44,4931517.37,3591,14644,4,1.7445,16,365,1947,60,304,23763009,3326.81,0,-99
27541,513872.36,4982655.57,3592,2032,4,0.2941,16,2,1948,61,305,23801588,3222.36,0,-99
72826,510351.14,4956480.03,3593,4398,2,0.277,16,6,1948,1,366,23780895,4881.56,0,-99
73573,512119.08,4882804.79,3594,4610,2,0.24,16,9,1948,1,366,23773493,1738.88,0,-99
