WATERRIGHTID,X,Y,PODID,POUID,PERMITCODE,PODRATE,USECODE,PRIORITYDOY,YEAR,BEGINDOY,ENDDOY,REACHCOMID,LENGTH_OR_COMID,SPECIAL,CERTIFICATE
94547,508985.16,5017869.71,12735,9581,2,0.16,16,114,1969,1,365,23805240,1581.96,0,-99
150632,514893.38,4982971.04,12736,14152,4,0.91,16,114,1969,60,304,23801588,3222.36,0,-99
173508,514610.6,4983009.24,12737,14892,4,0.12,16,114,1969,60,304,23801588,3222.36,0,-99
94059,490246.1,4948517.02,12738,9427,2,0.02,16,115,1969,1,365,23762837,5455.1,0,-99
97194,498016.61,5032684.2,12739,10170,2,0.34,16,118,1969,1,365,23805246,203.28,0,-99
97194,498016.61,5032684.2,12740,10170,2,0.34,16,118,1969,1,365,23805246,203.28,0,-99
92860,506340.58,5005099.88,12741,9183,2,0.29,16,119,1969,1,365,23791937,335.45,0,-99
92414,517040.44,4994518.34,12742,9058,4,0.23,16,120,1969,60,304,23801362,1354.13,0,-99
94445,488835.38,5046543.62,12743,9538,4,0.24,16,120,1969,60,304,23805602,8048.96,0,-99
108344,491906,4886444.87,12744,12017,4,0.11,16,120,1969,60,304,23772703,349.56,0,-99
96804,484818.38,4898737.99,12746,10092,4,0.38,16,127,1969,60,304,23763351,966.35,0,-99
96804,485120.4,4899242.79,12745,10092,4,0.43,16,127,1969,60,304,23763351,966.35,0,-99
95728,518217.32,5013215.45,12747,9818,4,0.94,16,128,1969,60,304,23791801,1750.16,0,-99
93935,485956.5,4874220.65,12748,9390,4,0.03,16,129,1969,60,304,23765467,3312.21,0,-99
97288,474401.95,4959045.69,12751,10197,2,0.47,16,132,1969,1,365,23762731,4829.99,0,-99
97288,474735.86,4960670.23,12752,10197,2,0.71,16,132,1969,1,365,23762671,3658.41,0,-99
97288,475026.69,4959417.64,12750,10197,2,0.47,16,132,1969,1,365,23762731,4829.99,0,-99
118083,474613.36,4958941.93,12753,13138,2,0.23,16,132,1969,1,365,23762731,4829.99,0,-99
118084,475046.32,4959406.33,12754,13139,2,0.04,16,132,1969,1,365,23762731,4829.99,0,-99
96939,470838.12,4992377.61,12749,10129,4,0.55,16,132,1969,60,304,23797427,4134.78,0,-99
90366,497682.46,4971217.9,12755,8589,4,0.18,16,134,1969,1,365,23792299,2943.25,0,-99
92861,501967.47,5010801.73,12756,9184,2,0.2,16,134,1969,1,365,23791857,555.87,0,-99
95679,486140.7,4940619.87,12758,9805,2,2.36,16,135,1969,1,365,23764623,1969.26,0,-99
107768,532868.5,5028073.61,12759,11935,2,0.42,16,135,1969,1,365,23815552,972.04,0,-99
173962,513450.14,4988859.01,12760,14921,2,0.09,16,135,1969,1,365,23800650,7871.14,0,-99
92513,510710.7,4980664.67,12757,9092,4,0.97,16,135,1969,60,304,23801608,3331.68,0,-99
94439,477982.13,4982879.31,12761,9537,2,0,16,136,1969,1,365,23797647,2218.54,0,-99
91145,499310.42,5033153.94,12762,8803,4,0.06,16,139,1969,60,304,23805244,3088.68,0,-99
95179,492047.69,4946867.92,12763,9683,2,0.21,16,139,1969,105,288,23762839,2170.68,0,-99
95179,492268.72,4946893.81,12764,9683,2,0.21,16,139,1969,105,288,23762839,2170.68,0,-99
17644,507717.07,4955189.05,12766,10,4,0.44,16,141,1969,60,304,23780895,4881.56,0,-99
17644,507798.38,4954882.89,12767,10,4,0.44,16,141,1969,60,304,23780895,4881.56,0,-99
17644,508136.8,4955553.33,12765,10,4,0.44,16,141,1969,60,304,23780895,4881.56,0,-99
128716,508385,4955944.64,12768,13535,4,0.17,16,141,1969,60,304,23780895,4881.56,0,-99
128716,508385,4955944.64,12769,13535,4,0.2,16,141,1969,60,304,23780895,4881.56,0,-99
91588,473949.75,4974184.02,12770,8891,2,0.01,16,142,1969,1,365,23791113,2381.39,0,-99
92574,491470.19,4944278.11,12771,9114,2,0.04,16,142,1969,1,365,23764565,867.38,0,-99
92962,500493.79,4946580.47,12772,9220,2,0.07,16,143,1969,1,365,23785617,1100.63,0,-99
95806,498633.93,4992863.04,12773,9857,4,0.88,16,143,1969,60,304,23791315,2226.87,0,-99
98820,564707.69,4890728.68,12774,10499,2,0.25,16,148,1969,1,365,23774259,2644.86,0,-99
120854,494512.62,4991554.78,12776,13346,2,0.48,16,148,1969,1,365,23791311,1235.57,0,-99
120854,496534.69,5004951.24,12777,13346,2,0.48,16,148,1969,1,365,23791331,11408.07,0,-99
145064,494512.62,4991554.78,12775,13985,2,2.73,16,148,1969,1,365,23791311,1235.57,0,-99
166173,494496.96,4991518.18,12778,14525,2,0.25,16,148,1969,1,365,23791311,1235.57,0,-99
94512,502308.56,4986004.61,12779,9567,4,0.84,16,149,1969,60,304,23800622,7315.94,0,-99
90965,492098.36,4886387.66,12780,8755,4,0.03,16,154,1969,60,304,23772703,349.56,0,-99
94819,518727.66,4992978.43,12781,9646,4,0.53,16,154,1969,60,304,23801388,2122.77,0,-99
93722,478055.17,4884802.19,12782,9356,4,0.06,16,155,1969,60,304,23765881,6057.63,0,-99
155810,544036.44,5022287.96,12783,14225,4,0.39,16,155,1969,60,304,23809864,1630.92,0,-99
155810,544093.68,5022019.99,12784,14225,4,0.39,16,155,1969,60,304,23809864,1630.92,0,-99
166902,543612.24,5022899.37,12786,14567,4,0.11,16,155,1969,60,304,23809852,1673.05,0,-99
166902,543693.88,5022790.68,12787,14567,4,0.19,16,155,1969,60,304,23809852,1673.05,0,-99
166902,543794.89,5022736.8,12785,14567,4,0.06,16,155,1969,60,304,23809852,1673.05,0,-99
97192,485717.21,5058752.15,12789,10169,2,0.07,16,156,1969,1,365,23805328,9136.11,0,-99
97192,485717.21,5058752.15,12790,10169,2,0.07,16,156,1969,1,365,23805328,9136.11,0,-99
93205,505061.73,4985121.65,12788,9308,4,0.72,16,156,1969,60,304,23801528,4239.19,0,-99
92415,509706.18,4980830.27,12791,9059,4,0.57,16,157,1969,60,304,23801608,3331.68,0,-99
90538,481829.94,4880318.71,12793,8640,2,0,16,160,1969,1,365,23763269,3215.1,0,-99
90538,481868.17,4880195.26,12792,8640,2,0,16,160,1969,1,365,23763269,3215.1,0,-99
92202,510759.86,4981602.15,12794,8999,4,0.6,16,160,1969,60,304,23801608,3331.68,0,-99
91408,484862.83,5019310.07,12795,8854,2,0.64,16,164,1969,1,365,23796517,1079.35,0,-99
94098,497991.5,4875767.94,12796,9440,2,0.01,16,164,1969,1,365,23763445,308.05,0,-99
97272,499819.45,5001635.75,12798,10189,2,0.83,16,167,1969,1,365,23791329,2601.96,0,-99
92416,507951.79,4991834.19,12797,9060,4,0.46,16,167,1969,60,304,23801376,6229.38,0,-99
96602,482103.78,4915367.73,12799,10052,2,1,16,168,1969,1,365,23763063,169.7,0,-99
91878,487510.53,4995465.76,12800,8940,2,0.03,16,170,1969,1,365,23797411,1333.35,0,-99
92728,503768.44,5032700.83,12801,9147,2,0.5,16,170,1969,1,365,23804876,3915.47,0,-99
94634,521795.46,4960118.65,12803,9617,2,0.17,16,170,1969,1,365,23780479,7631.35,0,-99
94634,522214.38,4960297.27,12802,9617,2,0.17,16,170,1969,1,365,23780479,7631.35,0,-99
95899,503294.43,4987434.38,12804,9895,4,0.44,16,170,1969,60,304,23801454,1207.87,0,-99
94635,522897.91,4961088.51,12805,9618,2,0.05,16,171,1969,1,365,23781009,5809.34,0,-99
166509,504922.54,4979927.9,12806,14544,4,1.13,16,171,1969,60,304,23801624,5172.11,0,-99
177302,504754.46,4979583.14,12808,15105,4,0.21,16,171,1969,60,304,23801624,5172.11,0,-99
177302,504922.54,4979927.9,12807,15105,4,0.21,16,171,1969,60,304,23801624,5172.11,0,-99
94098,497991.5,4875767.94,12809,9440,2,0.04,16,175,1969,1,365,23763445,308.05,0,-99
94704,517964.36,4923830.21,12810,9628,2,0.2,16,176,1969,1,365,23785701,1670.45,0,-99
94497,517324.2,4922473.72,12812,9556,2,0.54,16,177,1969,1,365,23785705,625.3,0,-99
98235,491257.56,5028136.64,12813,10370,2,1.42,16,177,1969,1,365,23805192,2101.45,0,-99
92514,502505.53,4994051.17,12811,9093,4,0.06,16,177,1969,60,304,23791993,1499.26,0,-99
94548,480466.77,5000485.99,12814,9582,2,0.63,16,178,1969,1,365,23796637,1720.78,0,-99
96504,508560.2,4972760.62,12815,10027,2,0.06,16,178,1969,1,365,23800638,11772.46,0,-99
91708,472253.95,4981421.97,12816,8921,2,0,16,182,1969,1,365,23797661,3822.36,0,-99
92718,477901.96,4983910.25,12817,9145,2,0,16,182,1969,1,365,23797615,2166.51,0,-99
95180,468712.12,4939635.51,12819,9684,2,0.025,16,183,1969,1,365,23764631,2573.22,0,-99
94400,512214.41,4950532.66,12818,9522,4,0.09,16,183,1969,60,304,23786247,7832.54,0,-99
91930,547009.04,5016190.91,12820,8945,2,0.05,16,184,1969,1,365,23809028,3458.27,0,-99
92418,505145.28,4989563.23,12821,9061,4,0.12,16,184,1969,60,304,23801474,3029.36,0,-99
95352,504306.71,5004071.34,12822,9729,4,0.6,16,184,1969,60,304,23791939,4080.46,0,-99
95352,504791.82,5004055.29,12823,9729,4,1.23,16,184,1969,60,304,23791949,1692.8,0,-99
97264,510514.44,4988014.18,12824,10184,4,0.13,16,184,1969,60,304,23801498,3912.29,0,-99
96438,525690.76,5013100.86,12826,10019,2,0.02,16,188,1969,1,365,23791869,2571.1,0,-99
90285,479078.81,4907071.04,12825,8557,4,0.88,16,188,1969,60,304,23765149,6838.21,0,-99
94711,506710.9,4994145.58,12827,9631,4,1.26,16,189,1969,60,304,23801320,1347.12,0,-99
91166,490249.79,5028886.72,12828,8814,2,0.24,16,190,1969,1,365,23805188,1681.72,0,-99
94290,476471.5,4985936.06,12829,9494,2,0,16,190,1969,1,365,23796813,4025.31,0,-99
93478,494122.97,5036711.94,12830,9348,2,0.15,16,192,1969,1,365,23805752,2371.87,0,-99
93478,494122.97,5036711.94,12831,9348,2,0,16,192,1969,1,365,23805752,2371.87,0,-99
96115,495645.01,5035702.91,12832,9954,2,0,16,195,1969,1,365,23805770,447.3,0,-99
96079,483306.54,4960228,12833,9936,2,0,16,196,1969,1,365,23764211,1807.04,0,-99
91589,482109.73,4974979.48,12834,8892,2,0.01,16,198,1969,1,365,23791109,10803.11,0,-99
90379,480389.38,4913126.73,12835,8595,4,0.42,16,203,1969,60,304,23764985,298.85,0,-99
92515,508379.62,4988207.68,12836,9094,4,0.38,16,203,1969,60,304,23800618,1660.88,0,-99
95681,528112.3,4917187.13,12837,9806,2,0.02,16,204,1969,1,365,23785773,1418.22,0,-99
94513,514847.06,4968709.65,12838,9568,4,0.02,16,209,1969,1,365,23792347,2605.37,0,-99
97031,514614.57,4863759.33,12839,10140,2,0.19,16,209,1969,1,365,23753906,1045.84,0,-99
95154,515732.74,4939117.7,12840,9675,2,0.21,16,210,1969,1,365,23786621,2602.2,0,-99
95187,523896.33,5027147.98,12842,9688,4,0.29,16,210,1969,60,304,23815546,1620.67,0,-99
95187,524093.35,5027161.81,12841,9688,4,0.29,16,210,1969,60,304,23815546,1620.67,0,-99
94450,494033.72,4999626.4,12843,9539,4,0.4,16,212,1969,60,304,23797383,2752.31,0,-99
91971,475766.21,4992504.44,12844,8967,2,1.81,16,213,1969,1,365,23796673,7986.78,0,-99
97288,474401.95,4959045.69,12846,10197,2,0.27,16,213,1969,1,365,23762731,4829.99,0,-99
97288,475026.69,4959417.64,12845,10197,2,0.27,16,213,1969,1,365,23762731,4829.99,0,-99
93176,471586.69,4889593.57,12847,9290,2,0.01,16,216,1969,1,365,23763121,8351.97,0,-99
94985,465484.88,4928400.58,12848,9664,2,0.08,16,218,1969,1,365,23762947,1276.61,0,-99
98507,495729.38,5035820.47,12849,10412,2,0,16,219,1969,1,365,23805766,791.09,0,-99
101535,509920.21,4974528.65,12850,11101,2,0.01,16,220,1969,1,365,23801744,5568.22,0,-99
91587,485728.28,4974972.1,12851,8890,2,0.01,16,223,1969,1,365,23791105,1752.55,0,-99
91590,472123.17,4974970.66,12852,8893,2,0.04,16,223,1969,1,365,23791115,2572.86,0,-99
94129,471741.63,4975121.86,12853,9450,2,0.01,16,223,1969,1,365,23791115,2572.86,0,-99
99963,483746.33,4991960.21,12855,10798,2,0.77,16,223,1969,1,365,23796837,757.05,0,-99
99963,483791.75,4991827.61,12854,10798,2,0.77,16,223,1969,1,365,23796837,757.05,0,-99
92457,470598.66,4988374.38,12856,9072,2,0,16,224,1969,1,365,23797495,5084.8,0,-99
95608,476796.7,4996995.52,12857,9787,2,0.54,16,225,1969,1,365,23796953,922.55,0,-99
95796,481700.9,4933162.67,12859,9850,4,0.69,16,225,1969,60,304,23763089,5691.58,0,-99
95796,482026.96,4933140.61,12858,9850,4,0.28,16,225,1969,60,304,23763089,5691.58,0,-99
95797,481726.43,4934694.36,12860,9851,4,0.32,16,225,1969,60,304,23763089,5691.58,0,-99
96241,496884.52,4854763.89,12861,9980,4,0.05,16,226,1969,1,365,23759276,3176.67,0,-99
96547,520419.68,5016365.62,12862,10044,2,0.11,16,227,1969,1,365,23791273,1879.66,0,-99
95264,479378.08,5007879.65,12863,9710,2,0.01,16,231,1969,1,365,23796615,5959.49,0,-99
95832,500083.26,5037720.25,12864,9867,2,0,16,231,1969,1,365,23805048,4579.46,0,-99
91711,478143.13,4974043.28,12865,8922,2,0.01,16,234,1969,1,365,23791109,10803.11,0,-99
95093,517424.91,5014077.55,12866,9674,2,0.31,16,237,1969,1,365,23791797,2070.93,0,-99
95093,517424.91,5014077.55,12867,9674,2,0.31,16,237,1969,1,365,23791797,2070.93,0,-99
108132,516538.43,5021845.05,12871,11994,4,0.05,16,238,1969,60,304,23791581,2641.71,0,-99
108132,516550.84,5021750.47,12870,11994,4,0.05,16,238,1969,60,304,23791581,2641.71,0,-99
108132,516684.72,5021666.17,12869,11994,4,0.05,16,238,1969,60,304,23791581,2641.71,0,-99
108132,516795.01,5021756.92,12868,11994,4,0.05,16,238,1969,60,304,23791581,2641.71,0,-99
103445,477996.37,4957838.96,12872,11439,2,0.02,16,239,1969,1,365,23764265,2657.66,0,-99
103445,477996.37,4957838.96,12873,11439,2,0.02,16,239,1969,1,365,23764265,2657.66,0,-99
94099,506994.88,4887324.98,12874,9441,2,0.08,16,240,1969,1,365,23773613,1398.37,0,-99
95800,522969.29,4942160.56,12875,9852,2,0.01,16,241,1969,1,365,23786219,3339.79,0,-99
134100,486645.06,4938687.9,12876,13639,2,0.37,16,241,1969,1,365,23762867,7580.16,0,-99
92963,525453.34,4914087.52,12877,9221,2,0.02,16,245,1969,1,365,23786315,5180.72,0,-99
95482,490744.69,5005300.61,12878,9752,4,0.41,16,246,1969,60,304,23797279,1814.1,0,-99
96835,491250.86,4845674.16,12879,10103,2,0.02,16,247,1969,1,365,23759866,246.71,0,-99
96835,491326.69,4845629.7,12880,10103,2,0.02,16,247,1969,1,365,23759864,1920.85,0,-99
95776,563216.73,4891916.08,12881,9839,2,0.48,16,248,1969,1,365,23773211,3317.69,0,-99
95776,568090.24,4895095.23,12882,9839,2,0.48,16,248,1969,1,365,23774053,4397.04,0,-99
94821,506062.89,5009677.6,12884,9647,4,2.01,16,254,1969,60,304,23791891,3171.65,0,-99
94821,506868.21,5008919.67,12883,9647,4,0.89,16,254,1969,60,304,23791905,2395.66,0,-99
93723,482969.16,4879462.52,12885,9357,4,0.01,16,255,1969,60,304,23763269,3215.1,0,-99
93273,482031.09,4898391.93,12886,9328,4,0.04,16,259,1969,60,304,23763313,15405.08,0,-99
95349,507368.3,4938538,12888,9727,4,0.25,16,259,1969,60,304,23785641,4470.89,0,-99
95349,507628.79,4938497.21,12887,9727,4,0.5,16,259,1969,60,304,23785641,4470.89,0,-99
95587,506991.88,4939334.2,12889,9780,4,0.41,16,259,1969,60,304,23785641,4470.89,0,-99
95391,531536.4,5004484.33,12890,9738,4,0.5,16,262,1969,60,304,23801182,2138.26,0,-99
90340,516466.16,4878232.59,12891,8575,2,0.05,16,266,1969,1,365,23772795,1598.96,0,-99
98685,550804.21,4888880.93,12892,10451,2,0.04,16,267,1969,1,365,23774923,474.92,0,-99
90189,479940.15,4916840.48,12893,8522,2,0.77,16,268,1969,1,365,23763061,2463.35,0,-99
98378,471897.78,4993212.03,12894,10394,2,0.16,16,268,1969,1,365,23796675,5041.19,0,-99
109773,471742.25,4993227.5,12895,12287,2,0.66,16,268,1969,1,365,23796675,5041.19,0,-99
109774,471936.82,4993210.32,12896,12288,2,0.25,16,268,1969,1,365,23796675,5041.19,0,-99
95072,471910.37,4964279.81,12897,9672,2,0.93,16,273,1969,1,365,23762681,1098.39,0,-99
94484,483090.02,4897899.14,12898,9548,4,0.12,16,275,1969,60,304,23763313,15405.08,0,-99
94468,465266.34,4928324.16,12899,9545,2,0.34,16,280,1969,1,365,23762947,1276.61,0,-99
144177,510972.74,5022406.28,12900,13934,4,0.08,16,283,1969,60,304,23805230,4055.21,0,-99
95286,524726.21,5025463.43,12901,9715,4,0.03,16,290,1969,60,304,23806080,2187.68,0,-99
94972,483439.89,4997070.84,12902,9658,2,1.32,16,293,1969,1,365,23796807,12086.49,0,-99
94972,483549.01,4996495.73,12903,9658,2,1.32,16,293,1969,1,365,23796807,12086.49,0,-99
94260,481668.03,4888989.49,12904,9485,4,0.18,16,300,1969,60,304,23765395,12259.85,0,-99
97195,495302.1,5050426.09,12905,10171,2,1.26,16,303,1969,1,365,23805552,3410.84,0,-99
97195,495346.43,5050250.88,12906,10171,2,0,16,303,1969,1,365,23805552,3410.84,0,-99
93814,526660.84,4991539.05,12907,9372,2,0,16,304,1969,1,365,23801478,3779.25,0,-99
96849,526633.37,4991645.71,12908,10112,4,0.02,16,304,1969,60,304,23801478,3779.25,0,-99
97955,522434.12,4971870.22,12909,10317,2,0,16,307,1969,1,365,23800686,4521.28,0,-99
99769,465089.81,4928519.89,12910,10752,2,0.06,16,311,1969,1,365,23764789,2430.01,0,-99
93020,496003.63,5055236.13,12911,9238,2,0.2,16,314,1969,1,365,23804984,9326.4,0,-99
97393,489407.14,4980491.12,12916,10213,2,0.01,16,314,1969,1,365,23792091,4094.71,0,-99
94268,506053.47,4938766.8,12915,9489,4,0.58,16,314,1969,60,304,23786589,809.61,0,-99
94268,506071.3,4938425.35,12914,9489,4,0.51,16,314,1969,60,304,23786589,809.61,0,-99
94268,506697.4,4938570.48,12912,9489,4,0.61,16,314,1969,60,304,23786619,3608.97,0,-99
94268,506700.44,4938451.27,12913,9489,4,0.64,16,314,1969,60,304,23786619,3608.97,0,-99
94680,496279.41,5005508.31,12917,9622,2,0.25,16,317,1969,1,365,23791331,11408.07,0,-99
96948,511364.07,5050260.61,12918,10133,2,0.29,16,318,1969,1,365,23805594,1925.21,0,-99
96948,511364.07,5050260.61,12919,10133,2,0.29,16,318,1969,1,365,23805594,1925.21,0,-99
141185,494050.65,5039728.73,12920,13802,4,2.31,16,324,1969,60,304,23805040,7568.16,0,-99
96613,485841.12,4966580.62,12921,10057,2,0.87,16,325,1969,1,365,23791363,636.57,0,-99
142191,552036.38,5035027.95,12922,13846,4,0.11,16,330,1969,60,304,23815080,5471.03,0,-99
150703,523617.78,5001559.21,12923,14155,4,0.27,16,330,1969,60,304,23801244,4003.19,0,-99
150703,523617.78,5001559.21,12924,14155,4,0.27,16,330,1969,60,304,23801244,4003.19,0,-99
98604,501680.62,4876190.44,12926,10423,2,1.94,16,335,1969,1,365,23751758,1159.95,0,-99
98604,501683.16,4875368.67,12927,10423,2,1.94,16,335,1969,1,365,23751758,1159.95,0,-99
94203,482082.85,4912314.32,12925,9467,4,0.58,16,335,1969,60,304,23763287,507.13,0,-99
170370,494163.1,5037986.21,12931,14745,2,0.29,16,337,1969,1,365,23805040,7568.16,0,-99
127896,477837.75,4909327.54,12928,13464,4,0.19,16,337,1969,60,304,23765103,7742.03,0,-99
127896,478642.03,4909325.3,12929,13464,4,0.09,16,337,1969,60,304,23765103,7742.03,0,-99
127896,479046.18,4909324.52,12930,13464,4,0.27,16,337,1969,60,304,23765047,376.05,0,-99
176693,479233.95,4909080.88,12932,15065,4,0.78,16,337,1969,60,304,23765047,376.05,0,-99
170860,516640.04,4925395.05,12933,14773,2,1.85,16,338,1969,1,365,23785699,2510.62,0,-99
91974,496305.18,4996254.62,12934,8969,2,0.85,16,339,1969,1,365,23792753,6041.39,0,-99
94261,484548.39,4896253.85,12935,9486,4,0.15,16,342,1969,60,304,23763317,9501.23,0,-99
94357,480446.45,4912309.53,12936,9509,4,0.67,16,342,1969,60,304,23765635,1934.7,0,-99
117068,477460.25,4914119.45,12937,13038,4,1.56,16,342,1969,60,304,23762977,3313.84,0,-99
117068,477931.84,4914078.42,12938,13038,4,1.56,16,342,1969,60,304,23763073,8845.2,0,-99
114502,512522.28,4982048.01,12941,12810,2,0.26,16,346,1969,1,365,23800672,3124.36,0,-99
98389,477682.22,4914592.86,12940,10402,4,0.24,16,346,1969,60,304,23762977,3313.84,0,-99
98389,477702.61,4915005.78,12939,10402,4,0.17,16,346,1969,60,304,23763043,2144.73,0,-99
92715,496468.36,4990362.7,12942,9144,2,0.43,16,349,1969,1,365,23792595,2746.53,0,-99
95866,480270.57,4892581.98,12943,9880,2,0.013,16,349,1969,1,365,23763257,2388.42,0,-99
119717,499595.67,5007489.34,12944,13244,2,1.13,16,349,1969,1,365,23791331,11408.07,0,-99
91478,487770.51,4968991.49,12945,8864,4,0.69,16,351,1969,60,304,23791153,4773.46,0,-99
95620,541363.27,5009374.49,12946,9795,2,0.3,16,352,1969,1,365,23801134,4541.01,0,-99
93725,479805.56,4883609.36,12947,9358,4,0.16,16,353,1969,60,304,23763263,1348.41,0,-99
95801,523555.01,4921936.16,12948,9853,2,0.08,16,363,1969,1,365,23787001,3704.5,0,-99
166585,475980.77,4995282.6,12949,14554,2,0.56,16,363,1969,1,365,23796649,2942.97,0,-99
177506,475289.7,4994679.6,12951,15130,2,0.24,16,363,1969,1,365,23796649,2942.97,0,-99
177506,475979.05,4995277.41,12950,15130,2,0.24,16,363,1969,1,365,23796649,2942.97,0,-99
17650,507501.49,4955280.61,12952,11,4,0.22,16,365,1969,60,304,23780895,4881.56,0,-99
95906,503240.83,5012047.37,12953,9898,2,0.64,16,2,1970,1,365,23791795,118.96,0,-99
91959,491705.66,4997108.04,12954,8958,4,0.26,16,5,1970,60,304,23797407,4360.8,0,-99
94863,479616.52,4928750.67,12955,9649,2,0.44,16,6,1970,1,365,23763015,1847.49,0,-99
94863,479804.4,4928216.12,12956,9649,2,0.44,16,6,1970,1,365,23763015,1847.49,0,-99
96057,516129.5,4867568.44,12957,9927,2,0.01,16,6,1970,1,365,23752694,11799.66,0,-99
92419,507375.41,4991248.71,12958,9062,4,0.32,16,12,1970,60,304,23801460,4885.67,0,-99
95592,503998.93,4978097.07,12959,9783,4,0.125,16,12,1970,60,304,23801624,5172.11,0,-99
91577,470860.24,4976339.78,12960,8887,2,0.06,16,14,1970,1,365,23791457,2506.6,0,-99
92899,514716.39,5039759.36,12961,9194,2,0.02,16,16,1970,1,365,23806154,2065.9,0,-99
96895,474341.89,4870559.35,12962,10115,4,0.15,16,16,1970,60,304,23765483,3041.45,0,-99
96896,473128.97,4870901.38,12963,10116,4,0.03,16,16,1970,60,304,23763945,3547.96,0,-99
95357,521142.69,4984342.81,12965,9730,2,0,16,20,1970,1,365,23801578,4155.05,0,-99
95357,521226.29,4984237.96,12964,9730,2,0,16,20,1970,1,365,23801582,2876.8,0,-99
95357,521261.25,4984289.42,12966,9730,2,0,16,20,1970,1,365,23801582,2876.8,0,-99
104239,480062.19,4909446.64,12967,11536,4,0.37,16,20,1970,60,304,23763311,705.34,0,-99
93181,477329.59,4890907.27,12968,9291,2,0,16,21,1970,1,365,23763133,4361.68,0,-99
90554,496874.47,4915098.44,12969,8649,4,0.22,16,26,1970,60,304,23763567,4946.85,0,-99
90554,496960.15,4915482.12,12970,8649,4,0.14,16,26,1970,60,304,23763567,4946.85,0,-99
91149,499760.24,5037125.24,12971,8805,4,0.36,16,26,1970,60,304,23805048,4579.46,0,-99
44904,552601.2,5020364.62,12972,2929,2,0.85,16,28,1970,1,365,23809520,7821.23,0,-99
92692,499964.96,4988583.09,12973,9132,4,0.73,16,29,1970,60,304,23792035,4973.4,0,-99
92420,502090.66,4991594.89,12974,9063,4,0.81,16,30,1970,60,304,23791493,3173.02,0,-99
92421,512063.5,4988771.24,12975,9064,4,1.22,16,30,1970,60,304,23801490,1950.62,0,-99
92693,501224.27,4996842.13,12976,9133,4,1.04,16,30,1970,60,304,23791987,906.43,0,-99
93726,484492.06,4898139.68,12977,9359,4,0.25,16,30,1970,60,304,23763351,966.35,0,-99
94122,490871.65,4961613.23,12978,9446,4,0.22,16,34,1970,60,304,23792469,554.3,0,-99
94122,491270.65,4961487.31,12979,9446,4,0.03,16,34,1970,60,304,23792469,554.3,0,-99
92964,512113.71,4928555.64,12980,9222,2,0.075,16,40,1970,1,365,23785687,3807.71,0,-99
94864,468215.75,4932440.33,12981,9650,2,0.22,16,40,1970,1,365,23762899,1922.9,0,-99
95936,487791.86,5056530.46,12982,9909,2,0.19,16,41,1970,1,365,23805022,2115.16,0,-99
92575,479914.65,4941003.22,12983,9115,2,0.04,16,47,1970,1,365,23764605,4482.79,0,-99
96646,454976.46,4945725.72,12986,10068,2,0.33,16,47,1970,1,365,23764447,3726.57,0,-99
93167,488565.13,4893992.04,12984,9286,4,0.13,16,47,1970,60,304,23765283,1625.4,0,-99
94205,481354.08,4920996.45,12985,9468,4,0.26,16,47,1970,60,304,23765753,4162.45,0,-99
95866,480270.57,4892581.98,12987,9880,2,0.0875,16,48,1970,1,365,23763257,2388.42,0,-99
90794,477465.44,5028304.3,12988,8718,2,0.01,16,49,1970,1,365,23796539,2240.3,0,-99
97956,523549.17,4984975.81,12989,10318,2,0.01,16,49,1970,1,365,23800722,2800.27,0,-99
94865,462645.27,4925081.84,12990,9651,2,0.03,16,51,1970,1,365,23764865,3236.56,0,-99
94865,462651.47,4925064.58,12991,9651,2,0.03,16,51,1970,1,365,23764865,3236.56,0,-99
94865,462660.45,4925009.87,12992,9651,2,0.03,16,51,1970,1,365,23764865,3236.56,0,-99
94865,462676.49,4924958.24,12993,9651,2,0.03,16,51,1970,1,365,23764865,3236.56,0,-99
94095,472060.46,4870545.04,12994,9438,4,0.18,16,55,1970,60,304,23763945,3547.96,0,-99
95867,509881.36,4890766.36,12996,9881,2,0.16,16,56,1970,1,365,23773601,3172.76,0,-99
95867,509883.64,4890541.89,12995,9881,2,0.16,16,56,1970,1,365,23773601,3172.76,0,-99
96117,502461.05,5027683,12997,9956,2,0.013,16,57,1970,1,365,23805316,2969.1,0,-99
103708,511531.19,5024957.25,12998,11484,2,0.66,16,58,1970,1,365,23805228,1260.21,0,-99
175057,506949.15,4989779.29,12999,14980,4,0.46,16,61,1970,60,304,23801460,4885.67,0,-99
179237,506800.95,4989608.31,13000,15232,4,0.43,16,61,1970,60,304,23801460,4885.67,0,-99
91879,496534.84,5004949.56,13001,8941,2,0.29,16,65,1970,1,365,23791331,11408.07,0,-99
91880,496534.73,5004949.26,13002,8942,2,1.19,16,65,1970,1,365,23791331,11408.07,0,-99
91149,499760.24,5037125.24,13003,8805,4,0.02,16,68,1970,60,304,23805048,4579.46,0,-99
97573,487461.88,4898013.9,13004,10239,4,0.25,16,68,1970,60,304,23763353,2502.51,0,-99
97574,487715.25,4897823.62,13005,10240,4,0.15,16,68,1970,60,304,23763353,2502.51,0,-99
175852,515064.78,5008403.77,13008,15022,4,0.41,16,69,1970,60,304,23801120,1761.25,0,-99
175852,515499.41,5008876.07,13006,15022,4,0.41,16,69,1970,60,304,23801120,1761.25,0,-99
178601,515064.78,5008403.77,13007,15183,4,0.84,16,69,1970,60,304,23801120,1761.25,0,-99
