DAY_NDX,Q_CFS
730857,46.9
730858,46.2
730859,45.7
730860,43.6
730861,42.5
730862,42.4
730863,41.7
730864,40.1
730865,39.4
730866,42
730867,38.9
730868,39
730869,39.5
730870,37.7
730871,36.5
730872,35.6
730873,34.8
730874,34.4
730875,34
730876,34.7
730877,38.3
730878,39
730879,34.5
730880,32.5
730881,31.6
730882,30.7
730883,30.1
730884,30.1
730885,29.4
730886,28.8
730887,28.6
730888,29.8
730889,29.4
730890,27.9
730891,27.1
730892,25.6
730893,25.2
730894,24.7
730895,25.6
730896,24.5
730897,26
730898,26.7
730899,25.1
730900,24.2
730901,23.2
730902,22.8
730903,22.3
730904,21.9
730905,20.6
730906,20.6
730907,20.9
730908,24.5
730909,28.4
730910,22.7
730911,22.2
730912,21.4
730913,20.3
730914,19.6
730915,19.4
730916,18.8
730917,19.5
730918,20.1
730919,18.8
730920,17.9
730921,17.6
730922,17.1
730923,16.3
730924,16.4
730925,16.3
730926,16.2
730927,16.3
730928,16.4
730929,16.2
730930,16.3
730931,15.6
730932,15
730933,14.7
730934,14.7
730935,14.7
730936,14.8
730937,14.5
730938,14.4
730939,14.3
730940,14.1
730941,13.9
730942,13.5
730943,13.4
730944,13.5
730945,13.4
730946,13.6
730947,13.5
730948,13.3
730949,13
730950,12.7
730951,12.4
730952,12.3
730953,12.1
730954,11.7
730955,11.6
730956,11.7
730957,11.8
730958,11.4
730959,11.2
730960,10.9
730961,11
730962,11.4
730963,11.6
730964,11.2
730965,10.9
730966,11.6
730967,11.5
730968,11.1
730969,10.6
730970,10.4
730971,10.1
730972,10.1
730973,10.3
730974,10.5
730975,10.2
730976,10
730977,10
730978,10.8
730979,11.3
730980,10.9
730981,10.8
730982,9.79
730983,9.78
730984,9.64
730985,9.26
730986,8.98
730987,9.29
730988,9.71
730989,10.5
730990,9.86
730991,9.49
730992,9.3
730993,8.9
730994,8.72
730995,8.6
730996,8.54
730997,9.63
730998,8.33
730999,8.17
731000,8.43
731001,8.78
731002,12
731003,11
731004,10
731005,11.2
731006,11.1
731007,9.9
731008,9.52
731009,9.29
731010,9.21
731011,9.01
731012,10
731013,9
731014,8.5
731015,8.3
731016,8.3
731017,7.8
731018,7.65
731019,8.8
731020,8
731021,7.88
731022,8.15
731023,8.4
731024,8.4
731025,9.3
731026,8
731027,7.98
731028,8.01
731029,8.1
731030,8.33
731031,8.5
731032,9.08
731033,10
731034,10.2
731035,10.6
731036,10.6
731037,10.7
731038,10.7
731039,10.9
731040,13.5
731041,17
731042,23.6
731043,16.9
731044,15.4
731045,16.3
731046,17
731047,19.8
731048,13.7
731049,14
731050,15.4
731051,13.5
731052,15.2
731053,14.4
731054,13.2
731055,12.4
731056,12.1
731057,11.7
731058,11.4
731059,11.1
731060,11
731061,11
731062,10.8
731063,10.7
731064,10.7
731065,10.7
731066,10.6
731067,11.2
731068,10.7
731069,10.3
731070,10.3
731071,10.3
731072,10.5
731073,22.1
731074,41.5
731075,43.6
731076,42.5
731077,113
731078,88.5
731079,270
731080,122
731081,114
731082,97.7
731083,76.8
731084,61
731085,50.9
731086,47.3
731087,43.1
731088,39.6
731089,41
731090,61.7
731091,58.7
731092,56.5
731093,136
731094,302
731095,222
731096,242
731097,303
731098,369
731099,315
731100,223
731101,159
731102,122
731103,98.7
731104,83
731105,76.8
731106,106
731107,93.8
731108,95.9
731109,90.9
731110,85.3
731111,78.1
731112,71.4
731113,65.2
731114,60.6
731115,56.8
731116,68.5
731117,68.7
731118,75.5
731119,85.7
731120,222
731121,241
731122,183
731123,167
731124,237
731125,1140
731126,1010
731127,608
731128,403
731129,283
731130,228
731131,187
731132,158
731133,138
731134,121
731135,109
731136,98.8
731137,90.8
731138,85
731139,78.5
731140,96.3
731141,106
731142,239
731143,335
731144,276
731145,224
731146,191
731147,166
731148,146
731149,132
731150,120
731151,111
731152,102
731153,94.6
731154,88.8
731155,82.5
731156,78.9
731157,74.6
731158,73.3
731159,75.1
731160,140
731161,139
731162,281
731163,304
731164,249
731165,238
731166,225
731167,214
731168,222
731169,201
731170,180
731171,162
731172,163
731173,169
731174,264
731175,593
731176,516
731177,385
731178,317
731179,283
731180,241
731181,217
731182,193
731183,174
731184,161
731185,151
731186,146
731187,152
731188,137
731189,130
731190,137
731191,133
731192,132
731193,128
731194,123
731195,116
731196,137
731197,187
731198,175
731199,164
731200,148
731201,136
731202,121
731203,110
731204,103
731205,102
731206,91.7
731207,105
731208,107
731209,97.5
731210,98.1
731211,94
731212,92.1
731213,94.9
731214,89.8
731215,85.5
731216,82.1
731217,87.1
731218,95
731219,85.9
731220,82.1
731221,80.8
731222,78.1
731223,72.9
731224,69.6
731225,67.1
731226,64.6
731227,62.1
731228,60.3
731229,59.5
731230,60.4
731231,57.1
731232,54.5
731233,51.9
731234,50.4
731235,49.2
731236,48.1
731237,46.4
731238,45.6
731239,44.9
731240,43.7
731241,43
731242,41.1
731243,40
731244,40.2
731245,39
731246,37.8
731247,36.8
731248,36.1
731249,34.9
731250,33.7
731251,32.6
731252,31.8
731253,31.8
731254,32.2
731255,31.6
731256,30.6
731257,30.6
731258,31.5
731259,30.1
731260,28.9
731261,27.9
731262,27.3
731263,27
731264,27.8
731265,27.4
731266,27.3
731267,26.9
731268,26.4
731269,25.6
731270,24.5
731271,23.7
731272,23
731273,22.4
731274,22.1
731275,23.3
731276,22.8
731277,22.1
731278,21.2
731279,20.8
731280,20.9
731281,20.9
731282,20.2
731283,20.8
731284,20.4
731285,19.4
731286,19.2
731287,19
731288,18.9
731289,18.6
731290,18.1
731291,17.8
731292,17.5
731293,17.1
731294,16.8
731295,16.5
731296,16.5
731297,16.2
731298,16.1
731299,16.1
731300,16
731301,15.4
731302,15.1
731303,14.7
731304,14.5
731305,14.3
731306,14.1
731307,14.3
731308,14.4
731309,14.5
731310,14.2
731311,14.6
731312,14.7
731313,13.8
731314,14.9
731315,14.5
731316,13.9
731317,13.6
731318,13.5
731319,13.1
731320,12.8
731321,12.9
731322,13.2
731323,12.7
731324,12
731325,11.9
731326,11.8
731327,11.7
731328,11.6
731329,11.5
731330,11.7
731331,10.9
731332,10.9
731333,11.1
731334,10.9
731335,10.7
731336,10.7
731337,10.5
731338,10.1
731339,10
731340,9.85
731341,9.79
731342,9.72
731343,9.7
731344,10.9
731345,10.6
731346,15.1
731347,12.5
731348,11.8
731349,11
731350,10.5
731351,10.3
731352,10.1
731353,10.4
731354,10.3
731355,10.2
731356,9.98
731357,9.91
731358,9.75
731359,9.22
731360,9.13
731361,9.17
731362,8.85
731363,8.74
731364,8.58
731365,8.68
731366,8.81
731367,9.16
731368,8.89
731369,8.93
731370,8.94
731371,8.92
731372,9.12
731373,9.58
731374,12.1
731375,10.3
731376,11.3
731377,11.3
731378,13.6
731379,24.5
731380,13.3
731381,11.4
731382,12
731383,13.2
731384,11.3
731385,10.3
731386,13.4
731387,11.9
731388,11.9
731389,11
731390,11.1
731391,10.6
731392,9.94
731393,9.68
731394,9.66
731395,9.57
731396,11.3
731397,11.5
731398,10.3
731399,10.3
731400,10.3
731401,10.3
731402,10.3
731403,10.1
731404,10
731405,10
731406,10
731407,10.4
731408,10.3
731409,12.4
731410,11.1
731411,10.6
731412,10.3
731413,12.2
731414,22.3
731415,28.2
731416,25.1
731417,44.2
731418,34.3
731419,26.3
731420,20.2
731421,18
731422,24.4
731423,45.5
731424,46
731425,36.7
731426,32.1
731427,35.9
731428,30.2
731429,29.6
731430,28
731431,37.1
731432,33.3
731433,48.3
731434,70.4
731435,63.5
731436,53.8
731437,48.5
731438,48.5
731439,43.5
731440,55.7
731441,101
731442,142
731443,119
731444,103
731445,87.9
731446,75.8
731447,69.3
731448,67.8
731449,60.9
731450,55.3
731451,53.4
731452,74.2
731453,87.5
731454,83.2
731455,93.2
731456,99.2
731457,97.8
731458,83.9
731459,77.5
731460,74.4
731461,69
731462,62.2
731463,56.8
731464,50
731465,55
731466,54.9
731467,77.9
731468,116
731469,154
731470,160
731471,151
731472,142
731473,166
731474,223
731475,242
731476,227
731477,224
731478,229
731479,222
731480,190
731481,160
731482,160
731483,193
731484,206
731485,199
731486,192
731487,216
731488,410
731489,742
731490,604
731491,469
731492,436
731493,359
731494,300
731495,243
731496,232
731497,204
731498,176
731499,158
731500,147
731501,135
731502,120
731503,110
731504,110
731505,107
731506,130
731507,136
731508,159
731509,163
731510,158
731511,147
731512,135
731513,122
731514,122
731515,127
731516,151
731517,221
731518,259
731519,240
731520,211
731521,196
731522,181
731523,166
731524,148
731525,137
731526,129
731527,119
731528,110
731529,105
731530,98.9
731531,92.5
731532,86.5
731533,81.7
731534,77.7
731535,74.7
731536,77.6
731537,75.8
731538,70.6
731539,68.2
731540,66.1
731541,64.1
731542,67.2
