DAY_NDX,Q_CFS
722335,1530
722336,2340
722337,2380
722338,2240
722339,2100
722340,1770
722341,1740
722342,1890
722343,1880
722344,1740
722345,1810
722346,3640
722347,3840
722348,3860
722349,3870
722350,3870
722351,3870
722352,3870
722353,3840
722354,1830
722355,1720
722356,2910
722357,3130
722358,2050
722359,2900
722360,2910
722361,1350
722362,1200
722363,2160
722364,1740
722365,1500
722366,1410
722367,1120
722368,1120
722369,1120
722370,1160
722371,1160
722372,1190
722373,1180
722374,1160
722375,1160
722376,1170
722377,1160
722378,1470
722379,2100
722380,1320
722381,1200
722382,1200
722383,1200
722384,1950
722385,2130
722386,1850
722387,1840
722388,1830
722389,1370
722390,1190
722391,1860
722392,1840
722393,1260
722394,1300
722395,1300
722396,1300
722397,1290
722398,2630
722399,3640
722400,3580
722401,4530
722402,5350
722403,5050
722404,5160
722405,4560
722406,3990
722407,3780
722408,3610
722409,3760
722410,3940
722411,3830
722412,3730
722413,3730
722414,3720
722415,2530
722416,1330
722417,1190
722418,1210
722419,1250
722420,1320
722421,1480
722422,1500
722423,1350
722424,1270
722425,1270
722426,1270
722427,1270
722428,1270
722429,1270
722430,1250
722431,1290
722432,1300
722433,1330
722434,2090
722435,2120
722436,3870
722437,3960
722438,3480
722439,3440
722440,4750
722441,5610
722442,6110
722443,6110
722444,6160
722445,5260
722446,5040
722447,4540
722448,4150
722449,2560
722450,2410
722451,2380
722452,1810
722453,1670
722454,1670
722455,2780
722456,2970
722457,2970
722458,2530
722459,3730
722460,6000
722461,7730
722462,8470
722463,8080
722464,6050
722465,4120
722466,1710
722467,1250
722468,1770
722469,3750
722470,4750
722471,5650
722472,5610
722473,4800
722474,4980
722475,4200
722476,3670
722477,2930
722478,2910
722479,2820
722480,3040
722481,3160
722482,3250
722483,2570
722484,2270
722485,1640
722486,1430
722487,1580
722488,1710
722489,1720
722490,1780
722491,1870
722492,2090
722493,1860
722494,1600
722495,1550
722496,1600
722497,1960
722498,1850
722499,1740
722500,1660
722501,1370
722502,1400
722503,1390
722504,1750
722505,1520
722506,1430
722507,1440
722508,1420
722509,1460
722510,1570
722511,1420
722512,1310
722513,1310
722514,1310
722515,1760
722516,1910
722517,1870
722518,1850
722519,1860
722520,1890
722521,2060
722522,1930
722523,1910
722524,1910
722525,1930
722526,1910
722527,1900
722528,1890
722529,1900
722530,1890
722531,1860
722532,1900
722533,1990
722534,1610
722535,1590
722536,1770
722537,1840
722538,1840
722539,1840
722540,1830
722541,1830
722542,1830
722543,1820
722544,1820
722545,1820
722546,1820
722547,1820
722548,1870
722549,1880
722550,1880
722551,1880
722552,1880
722553,1860
722554,1860
722555,1950
722556,1950
722557,1930
722558,1930
722559,1930
722560,1930
722561,2030
722562,2150
722563,2150
722564,2110
722565,1950
722566,2070
722567,2080
722568,2070
722569,2060
722570,2060
722571,2050
722572,2050
722573,2020
722574,2090
722575,2130
722576,2120
722577,2140
722578,2310
722579,2320
722580,2310
722581,2660
722582,2730
722583,2730
722584,2720
722585,2730
722586,2800
722587,3090
722588,3030
722589,2840
722590,2800
722591,2790
722592,2370
722593,2410
722594,2390
722595,2380
722596,2420
722597,2470
722598,2470
722599,2480
722600,2480
722601,2470
722602,2420
722603,2440
722604,2480
722605,2470
722606,2440
722607,2420
722608,2420
722609,2420
722610,2420
722611,2430
722612,2430
722613,2460
722614,2460
722615,2440
722616,2430
722617,2410
722618,2390
722619,2390
722620,2390
722621,2380
722622,2390
722623,2390
722624,2410
722625,2510
722626,3040
722627,3610
722628,3590
722629,3590
722630,3580
722631,3580
722632,3560
722633,3960
722634,3780
722635,3780
722636,3680
722637,3620
722638,3830
722639,3990
722640,3990
722641,3970
722642,3960
722643,3870
722644,3860
722645,3830
722646,3830
722647,3620
722648,3450
722649,3610
722650,3620
722651,3620
722652,3510
722653,3290
722654,3170
722655,3110
722656,3140
722657,3230
722658,3260
722659,3380
722660,3650
722661,3800
722662,3620
722663,3480
722664,3500
722665,3510
722666,3940
722667,4190
722668,4000
722669,3920
722670,3920
722671,3920
722672,5140
722673,7390
722674,8790
