DAY_NDX,Q_CFS
722335,65
722336,60
722337,56
722338,50
722339,47
722340,44
722341,42
722342,40
722343,38
722344,191
722345,301
722346,240
722347,184
722348,161
722349,136
722350,115
722351,104
722352,93
722353,89
722354,89
722355,83
722356,77
722357,72
722358,69
722359,64
722360,59
722361,58
722362,53
722363,50
722364,48
722365,46
722366,46
722367,44
722368,42
722369,45
722370,77
722371,156
722372,792
722373,442
722374,360
722375,474
722376,775
722377,495
722378,478
722379,367
722380,271
722381,248
722382,219
722383,201
722384,188
722385,169
722386,152
722387,138
722388,129
722389,134
722390,147
722391,161
722392,165
722393,154
722394,136
722395,119
722396,251
722397,430
722398,674
722399,615
722400,487
722401,349
722402,265
722403,227
722404,204
722405,191
722406,176
722407,174
722408,201
722409,188
722410,163
722411,145
722412,129
722413,117
722414,109
722415,101
722416,95
722417,93
722418,90
722419,89
722420,95
722421,134
722422,131
722423,119
722424,111
722425,106
722426,107
722427,109
722428,106
722429,109
722430,140
722431,154
722432,150
722433,158
722434,161
722435,186
722436,211
722437,307
722438,251
722439,221
722440,221
722441,237
722442,221
722443,193
722444,169
722445,156
722446,158
722447,167
722448,161
722449,154
722450,154
722451,163
722452,176
722453,167
722454,163
722455,150
722456,131
722457,127
722458,136
722459,257
722460,320
722461,295
722462,248
722463,214
722464,186
722465,165
722466,150
722467,140
722468,138
722469,134
722470,123
722471,111
722472,103
722473,95
722474,91
722475,87
722476,85
722477,78
722478,71
722479,66
722480,64
722481,58
722482,55
722483,51
722484,47
722485,45
722486,43
722487,42
722488,40
722489,39
722490,38
722491,36
722492,35
722493,34
722494,33
722495,32
722496,30
722497,30
722498,29
722499,28
722500,28
722501,30
722502,32
722503,32
722504,30
722505,28
722506,26
722507,25
722508,25
722509,24
722510,23
722511,22
722512,22
722513,22
722514,22
722515,22
722516,24
722517,22
722518,21
722519,21
722520,20
722521,20
722522,19
722523,19
722524,19
722525,20
722526,18
722527,18
722528,17
722529,17
722530,16
722531,16
722532,15
722533,15
722534,15
722535,15
722536,13
722537,13
722538,13
722539,13
722540,12
722541,12
722542,12
722543,12
