DAY_NDX,Q_CFS
726096,36
726097,36
726098,29
726099,62
726100,218
726101,94
726102,68
726103,53
726104,44
726105,39
726106,34
726107,32
726108,31
726109,31
726110,28
726111,26
726112,25
726113,25
726114,24
726115,22
726116,21
726117,20
726118,21
726119,20
726120,20
726121,23
726122,27
726123,24
726124,20
726125,20
726126,22
726127,30
726128,46
726129,51
726130,30
726131,75
726132,69
726133,42
726134,36
726135,31
726136,28
726137,26
726138,24
726139,23
726140,22
726141,21
726142,20
726143,20
726144,20
726145,19
726146,19
726147,18
726148,18
726149,26
726150,31
726151,23
726152,21
726153,20
726154,22
726155,33
726156,21
726157,20
726158,19
726159,19
726160,18
726161,17
726162,17
726163,17
726164,19
726165,19
726166,19
726167,19
726168,18
726169,17
726170,17
726171,17
726172,17
726173,17
726174,17
726175,18
726176,18
726177,18
726178,18
726179,18
726180,17
726181,27
726182,30
726183,20
726184,19
726185,17
726186,17
726187,16
726188,16
726189,17
726190,16
726191,16
726192,18
726193,18
726194,17
726195,17
726196,20
726197,22
726198,28
726199,21
726200,20
726201,19
726202,18
726203,17
726204,17
726205,17
726206,16
726207,16
726208,16
726209,16
726210,17
726211,15
726212,15
726213,16
726214,16
726215,16
726216,16
726217,16
726218,31
726219,28
726220,21
726221,19
726222,19
726223,18
726224,18
726225,17
726226,17
726227,17
726228,16
726229,18
726230,28
726231,19
726232,17
726233,16
726234,17
726235,17
726236,16
726237,26
726238,18
726239,16
726240,15
726241,15
726242,16
726243,18
726244,17
726245,16
726246,15
726247,16
726248,16
726249,15
726250,16
726251,16
726252,16
726253,20
726254,19
726255,17
726256,16
726257,43
726258,25
726259,19
726260,18
726261,17
726262,17
726263,16
726264,16
726265,16
726266,16
726267,16
726268,16
726269,16
726270,16
726271,17
726272,16
726273,17
726274,17
726275,17
726276,16
726277,16
726278,29
726279,31
726280,31
726281,30
726282,22
726283,38
726284,42
726285,34
726286,25
726287,22
726288,21
726289,20
726290,19
726291,20
726292,30
726293,25
726294,24
726295,35
726296,28
726297,23
726298,23
726299,21
726300,93
726301,50
726302,39
726303,32
726304,27
726305,34
726306,33
726307,28
726308,26
726309,25
726310,24
726311,42
726312,72
726313,72
726314,85
726315,76
726316,57
726317,46
726318,40
726319,36
726320,36
726321,85
726322,299
