DAY_NDX,Q_CFS
722335,719
722336,713
722337,656
722338,397
722339,327
722340,322
722341,387
722342,382
722343,377
722344,854
722345,6130
722346,6840
722347,5680
722348,4180
722349,3690
722350,2700
722351,1820
722352,1710
722353,1580
722354,1390
722355,1320
722356,1220
722357,1010
722358,750
722359,750
722360,649
722361,440
722362,451
722363,418
722364,418
722365,479
722366,468
722367,456
722368,462
722369,573
722370,854
722371,2280
722372,7300
722373,5620
722374,6670
722375,7860
722376,4270
722377,7810
722378,7810
722379,6610
722380,5430
722381,5190
722382,5120
722383,4120
722384,3840
722385,3080
722386,2500
722387,2230
722388,2060
722389,2640
722390,2530
722391,2610
722392,2690
722393,4010
722394,4020
722395,3450
722396,2490
722397,2940
722398,5620
722399,5280
722400,5350
722401,3240
722402,2170
722403,1490
722404,1390
722405,1240
722406,924
722407,656
722408,1160
722409,1820
722410,1260
722411,1170
722412,1060
722413,983
722414,1030
722415,902
722416,628
722417,497
722418,474
722419,491
722420,534
722421,775
722422,807
722423,931
722424,1220
722425,1220
722426,1300
722427,1940
722428,2220
722429,2140
722430,2370
722431,2540
722432,2400
722433,2720
722434,3520
722435,5360
722436,6820
722437,6630
722438,4880
722439,3440
722440,3690
722441,5830
722442,5870
722443,4650
722444,3610
722445,2080
722446,2140
722447,2340
722448,2360
722449,2060
722450,1490
722451,1370
722452,1320
722453,1210
722454,1120
722455,990
722456,945
722457,881
722458,750
722459,1240
722460,3520
722461,5690
722462,4130
722463,2990
722464,2200
722465,1790
722466,1270
722467,1170
722468,1010
722469,775
722470,713
722471,593
722472,534
722473,497
722474,479
722475,462
722476,440
722477,434
722478,382
722479,382
722480,368
722481,349
722482,345
722483,340
722484,331
722485,318
722486,310
722487,301
722488,297
722489,293
722490,228
722491,228
722492,225
722493,225
722494,225
722495,225
722496,225
722497,224
722498,223
722499,223
722500,223
722501,225
722502,297
722503,322
722504,322
722505,293
722506,293
722507,289
722508,281
722509,273
722510,273
722511,262
722512,258
722513,247
722514,243
722515,254
722516,243
722517,187
722518,181
722519,178
722520,215
722521,209
722522,209
722523,178
722524,175
722525,169
722526,161
722527,161
722528,161
722529,158
722530,153
722531,150
722532,138
722533,138
722534,135
722535,138
722536,133
722537,145
722538,138
722539,138
722540,138
722541,133
722542,133
722543,133
722544,133
722545,133
722546,130
722547,135
722548,133
722549,138
722550,135
722551,133
722552,133
722553,130
722554,130
722555,130
722556,133
722557,128
722558,130
722559,138
722560,158
722561,153
722562,150
722563,155
722564,153
722565,158
722566,158
722567,155
722568,166
722569,161
722570,158
722571,158
722572,148
722573,142
722574,161
722575,164
722576,169
722577,175
722578,164
722579,193
722580,229
722581,407
722582,1040
722583,1040
722584,1020
722585,1030
722586,1040
722587,1040
722588,1010
722589,983
722590,998
722591,1010
722592,909
722593,707
722594,479
722595,327
722596,377
722597,656
722598,693
722599,686
722600,671
722601,628
722602,664
722603,628
722604,656
722605,656
722606,656
722607,649
722608,678
722609,678
722610,693
722611,686
722612,678
722613,678
722614,678
722615,693
722616,713
722617,719
722618,737
722619,731
722620,725
722621,737
722622,731
722623,725
722624,725
722625,794
722626,1310
722627,2030
722628,1960
722629,1690
722630,1520
722631,1560
722632,1940
722633,2050
722634,1920
722635,1880
722636,1830
722637,1640
722638,1640
722639,1550
722640,1260
722641,1110
722642,707
722643,1270
722644,1920
722645,909
722646,737
722647,607
722648,462
722649,354
722650,340
722651,297
722652,277
722653,262
722654,273
722655,377
722656,1150
722657,1060
722658,1680
722659,1520
722660,1490
722661,2740
722662,4390
722663,4480
722664,4280
722665,3670
722666,2970
722667,1770
722668,1660
722669,1430
722670,3380
722671,6000
722672,6610
722673,6490
722674,5380
722675,3650
722676,2570
722677,1910
722678,1890
722679,1700
722680,1320
722681,1190
722682,1030
722683,840
722684,807
722685,788
722686,744
722687,756
722688,807
722689,1200
722690,2270
722691,2260
722692,2200
722693,2090
722694,1600
722695,1210
722696,1120
722697,990
722698,867
722699,990
722700,1270
722701,1450
722702,1570
722703,1600
722704,3790
722705,3780
722706,3090
722707,2760
722708,3030
722709,4730
722710,3230
722711,6520
722712,9400
722713,7050
722714,5830
722715,7530
722716,7740
722717,7230
722718,6840
722719,6570
722720,6390
722721,6040
722722,4790
722723,3410
722724,2340
722725,1990
722726,1900
722727,1720
722728,1200
722729,1010
722730,1010
722731,1010
722732,953
722733,737
722734,847
722735,731
722736,813
722737,924
722738,854
722739,781
722740,744
722741,693
722742,560
722743,547
722744,528
722745,515
722746,503
722747,497
722748,573
722749,867
722750,794
722751,762
722752,902
722753,1240
722754,1050
722755,960
722756,1070
722757,990
722758,1330
722759,1760
722760,1630
722761,1420
722762,945
722763,938
722764,938
722765,847
722766,762
722767,719
722768,656
722769,867
722770,867
722771,1460
722772,5150
722773,6820
722774,5380
722775,3720
722776,2730
722777,2850
722778,2710
722779,2610
722780,2460
722781,2310
722782,1940
722783,1300
722784,1120
722785,1070
722786,917
722787,827
722788,794
722789,794
722790,775
722791,566
722792,540
722793,528
722794,586
722795,902
722796,1320
722797,1880
722798,2800
722799,3690
722800,3330
722801,3060
722802,2880
722803,2710
722804,2260
722805,1930
722806,1470
722807,1240
722808,1010
722809,1050
722810,2420
722811,2770
722812,2520
722813,1890
722814,1360
722815,938
722816,781
722817,719
722818,649
722819,586
722820,566
722821,540
722822,522
722823,503
722824,491
722825,479
722826,474
722827,456
722828,491
722829,522
722830,560
722831,566
722832,547
722833,528
722834,509
722835,491
722836,456
722837,413
722838,407
722839,402
722840,397
722841,407
722842,429
722843,423
722844,593
722845,713
722846,1080
722847,1330
722848,1130
722849,967
722850,938
722851,924
722852,881
722853,744
722854,1200
722855,1540
722856,1500
722857,1250
722858,1010
722859,840
722860,794
722861,586
722862,503
722863,503
722864,560
722865,607
722866,725
722867,807
722868,781
722869,628
722870,479
722871,440
722872,368
722873,354
722874,392
722875,434
722876,491
722877,560
722878,547
722879,534
722880,491
722881,377
722882,336
722883,277
722884,273
722885,273
722886,269
722887,262
722888,254
722889,251
722890,236
722891,225
722892,215
722893,205
722894,205
722895,199
722896,196
722897,190
722898,187
722899,181
722900,181
722901,187
722902,178
722903,175
722904,175
722905,175
722906,175
722907,178
722908,178
722909,169
722910,164
722911,158
722912,158
722913,158
722914,158
722915,161
722916,155
722917,158
722918,158
722919,158
722920,158
722921,161
722922,155
722923,155
722924,155
722925,153
722926,155
722927,155
722928,155
722929,158
722930,158
722931,158
722932,155
722933,155
722934,155
722935,158
722936,161
722937,158
722938,158
722939,155
722940,155
722941,158
722942,161
722943,164
722944,358
722945,1010
722946,1030
722947,1040
722948,1040
722949,1030
722950,1020
722951,1010
722952,1010
722953,990
722954,664
722955,621
722956,621
722957,621
722958,566
722959,451
722960,451
722961,451
722962,462
722963,468
722964,462
722965,456
722966,451
722967,451
722968,445
722969,445
722970,445
722971,440
