DAY_NDX,Q_CFS
722335,5150
722336,6470
722337,7080
722338,7150
722339,6920
722340,5170
722341,3300
722342,4980
722343,5780
722344,6340
722345,10500
722346,9210
722347,8170
722348,7410
722349,6900
722350,6360
722351,5720
722352,5230
722353,5310
722354,5310
722355,4840
722356,4540
722357,4290
722358,4250
722359,4250
722360,5350
722361,4520
722362,3790
722363,3590
722364,3400
722365,3030
722366,2850
722367,2810
722368,2830
722369,3900
722370,6400
722371,9620
722372,32400
722373,26100
722374,19100
722375,20000
722376,30800
722377,25000
722378,23800
722379,19900
722380,13300
722381,11800
722382,11100
722383,11200
722384,11800
722385,10400
722386,9920
722387,9210
722388,9130
722389,8320
722390,7970
722391,10100
722392,12000
722393,12400
722394,10500
722395,8710
722396,9130
722397,14400
722398,23300
722399,29200
722400,23600
722401,20100
722402,16900
722403,15200
722404,14300
722405,12900
722406,9750
722407,9370
722408,9810
722409,10300
722410,9510
722411,9020
722412,8550
722413,8200
722414,7110
722415,5000
722416,3830
722417,3600
722418,3480
722419,3420
722420,3480
722421,3740
722422,4780
722423,4440
722424,4270
722425,4400
722426,4900
722427,5740
722428,5680
722429,5150
722430,5950
722431,7410
722432,6720
722433,8220
722434,9450
722435,10800
722436,11600
722437,13900
722438,13500
722439,13100
722440,12800
722441,13700
722442,13400
722443,11500
722444,10600
722445,9590
722446,9080
722447,9020
722448,9020
722449,8220
722450,7340
722451,7290
722452,7180
722453,6810
722454,6600
722455,6670
722456,6320
722457,6380
722458,6120
722459,9240
722460,14900
722461,17000
722462,18400
722463,16000
722464,12900
722465,10300
722466,8300
722467,7320
722468,7770
722469,6400
722470,5390
722471,5390
722472,5310
722473,5080
722474,5120
722475,5390
722476,5230
722477,4440
722478,3620
722479,3370
722480,3250
722481,3470
722482,3500
722483,3270
722484,3160
722485,2780
722486,2400
722487,2120
722488,2000
722489,1990
722490,2300
722491,2860
722492,2750
722493,2090
722494,1800
722495,1740
722496,1690
722497,1610
722498,1690
722499,1810
722500,1830
722501,1900
722502,1870
722503,1970
722504,1930
722505,2230
722506,1850
722507,1620
722508,1550
722509,1510
722510,1470
722511,1390
722512,1420
722513,1360
722514,1320
722515,1380
722516,1610
722517,1720
722518,1450
722519,1520
722520,1440
722521,1280
722522,1290
722523,1480
722524,1320
722525,1260
722526,1830
722527,1670
722528,1450
722529,1410
722530,1610
722531,1570
722532,1460
722533,1760
722534,1630
722535,1400
722536,1420
722537,1460
722538,1480
722539,1320
722540,1290
722541,1290
722542,1240
722543,1180
722544,1300
722545,1260
722546,1210
722547,1220
722548,1230
722549,1260
722550,1260
722551,1310
722552,1310
722553,1270
722554,1250
722555,1230
722556,1240
722557,1220
722558,1250
722559,1260
722560,1310
722561,1320
722562,1380
722563,1350
722564,1300
722565,1490
722566,1510
722567,1520
722568,1550
722569,1490
722570,1480
722571,1440
722572,1400
722573,1400
722574,1400
722575,1370
722576,1440
722577,1490
722578,1490
722579,1620
722580,1920
722581,2160
722582,2200
722583,2190
722584,2150
722585,2160
722586,2170
722587,2190
722588,2440
722589,2460
722590,2440
722591,2420
722592,2020
722593,1930
722594,2270
722595,2620
722596,2740
722597,2740
722598,2770
722599,2810
722600,2770
722601,2840
722602,2970
722603,2990
722604,2990
722605,3000
722606,3000
722607,2990
722608,3020
722609,3030
722610,2990
722611,2940
722612,2940
722613,2960
722614,3020
722615,3020
722616,3020
722617,2970
722618,2990
722619,2830
722620,2400
722621,2510
722622,2740
722623,3020
722624,2940
722625,3060
722626,5650
722627,8330
722628,8110
722629,6320
722630,7260
722631,6780
722632,7290
722633,8310
722634,8090
722635,8170
722636,7730
722637,7420
722638,8790
722639,8500
722640,7520
722641,6910
722642,7030
722643,9680
722644,9010
722645,7630
722646,6540
722647,5790
722648,5520
722649,5360
722650,5410
722651,5090
722652,4910
722653,4420
722654,4510
722655,5340
722656,7950
722657,7840
722658,6590
722659,6060
722660,6610
722661,11000
722662,14900
722663,15900
722664,13500
722665,11100
722666,9760
722667,9090
722668,8980
722669,8930
722670,17500
722671,23200
722672,26700
722673,25300
722674,19800
722675,17100
722676,15500
722677,13000
722678,13200
722679,12000
722680,11300
722681,11000
722682,10400
722683,9120
722684,9090
722685,8930
722686,9260
722687,8790
722688,6980
722689,8450
722690,9650
722691,9310
722692,9620
722693,8170
722694,7310
722695,6810
722696,6590
722697,6110
722698,5700
722699,5810
722700,6180
722701,6250
722702,7680
722703,7840
722704,15800
722705,15900
722706,11200
722707,11800
722708,14700
722709,18600
722710,16700
722711,27100
722712,40300
722713,36400
722714,31400
722715,25600
722716,27800
722717,26800
722718,26000
722719,25000
722720,20900
722721,15600
722722,14100
722723,13800
722724,13600
722725,10700
722726,8790
722727,11600
722728,11900
722729,11700
722730,9060
722731,7520
722732,8170
722733,7190
722734,6930
722735,5430
722736,5050
722737,8000
722738,6810
722739,5760
722740,5030
722741,4470
722742,4110
722743,3990
722744,3810
722745,3590
722746,3450
722747,3410
722748,3590
722749,4470
722750,5390
722751,5260
722752,4810
722753,5950
722754,5520
722755,5030
722756,5790
722757,5990
722758,6390
722759,5950
722760,5210
722761,4760
722762,5950
722763,6560
722764,6560
722765,5920
722766,5190
722767,4590
722768,4440
722769,5540
722770,5360
722771,6040
722772,12500
722773,11500
722774,8870
722775,7420
722776,8420
722777,7680
722778,7130
722779,6860
722780,5990
722781,5360
722782,5110
722783,4760
722784,4600
722785,4850
722786,4420
722787,4140
722788,4270
722789,4040
722790,3930
722791,3710
722792,3560
722793,3530
722794,3880
722795,5790
722796,6440
722797,5850
722798,8280
722799,9680
722800,8560
722801,7650
722802,7390
722803,7110
722804,8500
722805,8390
722806,9040
722807,9170
722808,8980
722809,9850
722810,10800
