DAY_NDX,Q_CFS
726258,645
726259,620
726260,603
726261,606
726262,594
726263,590
726264,600
726265,602
726266,597
726267,600
726268,609
726269,605
726270,598
726271,602
726272,609
726273,602
726274,599
726275,599
726276,605
726277,613
726278,669
726279,711
726280,718
726281,748
726282,704
726283,751
726284,1100
726285,938
726286,809
726287,992
726288,930
726289,959
726290,972
726291,898
726292,547
726293,544
726294,533
726295,608
726296,673
726297,1530
726298,1910
726299,1850
726300,1910
726301,1660
726302,1450
726303,1400
726304,1420
726305,1430
726306,1420
726307,1420
726308,1450
726309,1580
726310,1570
726311,1600
726312,1700
726313,1920
726314,1750
726315,1640
726316,1420
726317,1590
726318,1550
726319,608
726320,572
726321,608
726322,1650
726323,4620
726324,4270
726325,3040
726326,2390
726327,2480
726328,2200
726329,1920
726330,1730
726331,1580
726332,1150
726333,861
726334,779
726335,731
726336,673
726337,600
726338,549
726339,518
726340,499
726341,520
726342,520
726343,521
726344,539
726345,502
726346,511
726347,532
726348,508
726349,549
726350,586
726351,528
726352,504
726353,613
726354,872
726355,2200
726356,7450
726357,13600
726358,8880
726359,8680
726360,8220
726361,7820
726362,7370
726363,6880
726364,5620
726365,3580
726366,3380
726367,2820
726368,2060
726369,1880
726370,1700
726371,1570
726372,1810
726373,2360
726374,2080
726375,1720
726376,1760
726377,2790
726378,4500
726379,3750
726380,3100
726381,2930
726382,3110
726383,3600
726384,2120
726385,1810
726386,1890
726387,1610
726388,1830
726389,2470
726390,5070
726391,4730
726392,3560
726393,2720
726394,1940
726395,1640
726396,1480
726397,1280
726398,1120
726399,991
726400,1020
726401,1800
726402,2490
726403,2780
726404,2730
726405,2870
726406,3130
726407,3530
726408,3200
726409,2530
726410,2340
726411,2440
726412,2870
726413,3110
726414,2830
726415,2670
726416,3610
726417,4210
726418,5020
726419,4360
726420,2290
726421,1890
726422,2060
726423,2230
726424,2070
726425,2090
726426,2180
726427,2340
726428,2450
726429,2400
726430,2420
726431,2720
726432,2660
726433,2600
726434,2450
726435,2160
726436,1740
726437,1640
726438,1560
726439,1560
726440,1590
726441,1700
726442,1770
726443,1780
726444,2030
726445,2250
726446,2310
726447,2230
726448,2040
726449,1700
726450,1430
726451,1440
726452,1430
726453,1450
726454,1500
726455,1560
726456,1530
726457,1440
726458,1460
726459,1480
726460,1430
726461,1430
726462,1870
726463,1640
726464,1880
726465,3210
726466,9230
726467,20200
726468,14600
726469,11400
726470,8000
726471,5000
726472,3630
726473,2790
726474,2550
726475,2830
726476,3920
726477,4130
726478,3870
726479,3450
726480,3390
726481,3170
726482,3140
726483,3140
726484,3060
726485,2770
726486,2100
726487,1660
726488,1710
726489,1930
726490,1580
726491,1620
726492,1620
726493,1770
726494,1930
726495,1590
726496,1640
726497,1610
726498,1680
726499,1870
726500,2610
726501,2570
726502,2150
726503,2010
