DAY_NDX,Q_CFS
722335,403
722336,398
722337,262
722338,123
722339,99
722340,149
722341,182
722342,186
722343,186
722344,494
722345,2020
722346,3580
722347,3190
722348,2480
722349,2110
722350,1320
722351,974
722352,949
722353,888
722354,814
722355,798
722356,777
722357,494
722358,319
722359,323
722360,193
722361,112
722362,112
722363,112
722364,149
722365,186
722366,186
722367,186
722368,186
722369,190
722370,201
722371,1400
722372,1410
722373,1380
722374,3690
722375,3170
722376,1650
722377,3940
722378,4030
722379,4050
722380,3940
722381,3910
722382,2780
722383,1990
722384,1460
722385,753
722386,365
722387,388
722388,741
722389,1190
722390,1180
722391,1180
722392,1180
722393,1430
722394,1580
722395,1260
722396,606
722397,1270
722398,2590
722399,3560
722400,3920
722401,2530
722402,1040
722403,661
722404,666
722405,554
722406,310
722407,166
722408,417
722409,559
722410,448
722411,448
722412,453
722413,453
722414,453
722415,288
722416,137
722417,137
722418,153
722419,172
722420,169
722421,169
722422,172
722423,374
722424,574
722425,574
722426,747
722427,1270
722428,1490
722429,1490
722430,1490
722431,1500
722432,1500
722433,1490
722434,1730
722435,3120
722436,3960
722437,3690
722438,2790
722439,1970
722440,1980
722441,2560
722442,2500
722443,2200
722444,1460
722445,771
722446,777
722447,1040
722448,1330
722449,1060
722450,683
722451,569
722452,569
722453,569
722454,513
722455,463
722456,463
722457,379
722458,292
722459,374
722460,2310
722461,3190
722462,2040
722463,1310
722464,968
722465,706
722466,559
722467,559
722468,393
722469,270
722470,212
722471,169
722472,169
722473,169
722474,169
722475,169
722476,169
722477,162
722478,162
722479,162
722480,162
722481,162
722482,162
722483,162
722484,162
722485,162
722486,162
722487,162
722488,162
722489,159
722490,159
722491,159
722492,159
722493,159
722494,159
722495,159
722496,159
722497,159
722498,159
722499,159
722500,159
722501,159
722502,159
722503,159
722504,159
722505,159
722506,159
722507,159
722508,156
722509,156
722510,156
722511,156
722512,156
722513,156
722514,156
722515,156
722516,115
722517,92
722518,90
722519,92
722520,107
722521,143
722522,143
722523,140
722524,117
722525,94
722526,94
722527,94
722528,94
722529,94
722530,94
722531,94
722532,94
722533,94
722534,94
722535,92
722536,92
722537,92
722538,92
722539,92
722540,92
722541,92
722542,92
722543,92
722544,92
722545,92
722546,92
722547,92
722548,92
722549,92
722550,92
722551,90
722552,90
722553,90
722554,87
722555,87
722556,87
722557,87
722558,87
722559,90
722560,90
722561,90
722562,90
722563,90
722564,90
722565,90
722566,90
722567,83
722568,85
722569,90
722570,90
722571,90
722572,90
722573,90
722574,90
722575,90
722576,92
722577,90
722578,92
722579,92
722580,92
722581,473
722582,729
722583,724
722584,718
722585,712
722586,706
722587,706
722588,712
722589,706
722590,700
722591,695
722592,564
722593,417
722594,159
722595,97
722596,328
722597,484
722598,479
