DAY_NDX,Q_CFS
725894,8.6
725895,8.2
725896,8.4
725897,9.7
725898,9.2
725899,8.6
725900,8.3
725901,8.1
725902,7.3
725903,7
725904,7.1
725905,7.3
725906,7.6
725907,8.7
725908,9.7
725909,8.5
725910,8.2
725911,7.9
725912,7.7
725913,7.6
725914,8.8
725915,8.5
725916,8.1
725917,7.9
725918,7.6
725919,7.6
725920,7.3
725921,7.1
725922,7
725923,7
725924,9.1
725925,38
725926,147
725927,150
725928,121
725929,282
725930,130
725931,117
725932,100
725933,207
725934,193
725935,274
725936,219
725937,159
725938,213
725939,259
725940,453
725941,300
725942,220
725943,277
725944,751
725945,1810
725946,1080
725947,605
725948,610
725949,502
725950,633
725951,1150
725952,604
725953,404
725954,304
725955,248
725956,210
725957,180
725958,159
725959,172
725960,171
725961,150
725962,135
725963,123
725964,111
725965,100
725966,99
725967,90
725968,81
725969,75
725970,71
725971,67
725972,88
725973,119
725974,166
725975,227
725976,213
725977,197
725978,159
725979,129
725980,113
725981,101
725982,138
725983,380
725984,344
725985,242
725986,260
725987,331
725988,354
725989,333
725990,279
725991,236
725992,272
725993,2110
725994,2840
725995,846
725996,517
725997,435
725998,357
725999,354
726000,466
726001,494
726002,441
726003,385
726004,352
726005,395
726006,376
726007,312
726008,264
726009,226
726010,202
726011,187
726012,172
726013,162
726014,174
726015,275
726016,264
726017,221
726018,186
726019,167
726020,150
726021,140
726022,135
726023,130
726024,125
726025,117
726026,113
726027,115
726028,110
726029,103
726030,97
726031,249
726032,505
726033,455
726034,534
726035,418
726036,359
726037,493
726038,537
726039,425
726040,340
726041,285
726042,255
726043,234
726044,210
726045,215
726046,178
726047,173
726048,536
726049,1280
726050,799
726051,541
726052,526
726053,572
726054,494
726055,550
726056,820
726057,631
726058,669
726059,747
726060,597
726061,810
726062,684
726063,559
726064,783
726065,630
726066,481
726067,452
726068,778
726069,701
726070,644
726071,832
726072,843
726073,660
726074,627
726075,561
726076,564
726077,483
726078,424
726079,408
726080,392
726081,370
726082,329
726083,294
726084,263
726085,235
726086,218
726087,212
726088,200
726089,186
726090,167
726091,155
726092,145
726093,156
726094,160
726095,135
726096,114
726097,114
726098,146
726099,140
726100,127
726101,115
726102,105
726103,97
726104,92
726105,86
726106,80
726107,77
726108,78
726109,71
726110,66
726111,63
726112,58
726113,66
726114,96
726115,80
726116,69
726117,62
726118,57
726119,52
726120,49
726121,50
726122,60
726123,59
726124,50
726125,46
726126,46
726127,71
726128,175
726129,149
726130,122
726131,274
726132,328
726133,250
726134,195
726135,156
726136,134
726137,116
726138,106
726139,93
726140,78
726141,71
726142,65
726143,60
726144,56
726145,53
726146,49
726147,47
726148,46
726149,66
726150,85
726151,59
726152,50
726153,45
726154,43
726155,45
726156,39
726157,35
726158,33
726159,29
726160,27
726161,26
726162,26
726163,26
726164,31
726165,41
726166,32
726167,29
726168,27
726169,25
726170,24
726171,22
726172,21
726173,20
726174,20
726175,20
726176,20
726177,18
726178,17
726179,18
726180,18
726181,23
726182,34
726183,24
726184,21
726185,18
726186,18
726187,16
726188,15
726189,14
726190,13
726191,13
726192,14
726193,13
726194,12
726195,14
726196,17
726197,25
726198,32
726199,25
726200,19
726201,16
726202,14
726203,13
726204,13
726205,12
726206,12
726207,11
726208,11
726209,10
726210,9.6
726211,9.6
726212,9.1
726213,8.9
726214,9
726215,8.8
726216,8.7
726217,9
726218,42
726219,103
726220,51
726221,32
726222,25
726223,21
726224,19
726225,17
726226,25
726227,21
726228,18
726229,16
726230,15
726231,14
726232,13
726233,13
726234,12
726235,11
726236,10
726237,9
726238,8.6
726239,8.2
726240,7.9
726241,7.6
726242,7.6
726243,7.3
726244,7.7
726245,11
726246,9.5
726247,8.6
726248,8.3
726249,7.8
726250,7.3
726251,7
726252,7
726253,9.3
726254,9.7
726255,9
726256,8.2
726257,12
726258,18
726259,12
726260,10
726261,9
726262,8.3
726263,8.2
726264,8.2
726265,8.2
726266,7.9
726267,7.9
726268,8.5
726269,8.2
726270,8.2
726271,8.2
726272,8.2
726273,8.2
726274,8
726275,7.7
726276,7.6
726277,7.7
726278,16
726279,27
726280,38
726281,43
726282,24
726283,57
726284,147
726285,99
726286,61
726287,46
726288,37
726289,32
726290,29
726291,26
726292,31
726293,32
726294,38
726295,82
726296,62
726297,86
726298,69
726299,58
726300,151
726301,136
726302,106
726303,85
726304,72
726305,75
726306,67
726307,59
726308,53
726309,48
726310,44
726311,65
726312,126
726313,291
726314,318
726315,268
726316,194
726317,149
726318,123
726319,110
726320,109
726321,148
726322,279
726323,462
726324,302
726325,223
726326,287
726327,269
726328,221
726329,183
726330,155
726331,134
726332,118
726333,105
726334,94
726335,85
726336,78
726337,72
726338,67
726339,62
726340,59
726341,57
726342,54
726343,51
726344,48
726345,47
726346,47
726347,44
726348,42
726349,54
726350,92
726351,97
726352,83
726353,112
726354,174
726355,358
726356,1210
726357,1580
726358,921
726359,988
726360,740
726361,501
726362,387
726363,363
726364,315
726365,268
726366,220
726367,190
726368,169
726369,147
726370,133
726371,134
726372,202
726373,176
726374,159
726375,160
726376,181
726377,453
726378,658
726379,576
726380,454
726381,398
726382,371
726383,391
726384,381
726385,366
726386,359
726387,294
726388,391
726389,487
726390,794
726391,652
726392,497
726393,388
726394,302
726395,279
726396,249
726397,221
726398,204
726399,193
726400,241
726401,442
726402,454
726403,449
726404,442
726405,460
726406,470
726407,458
726408,408
726409,360
726410,330
726411,365
726412,437
726413,386
726414,334
726415,353
726416,354
726417,308
726418,518
726419,403
726420,333
726421,285
726422,302
726423,290
726424,279
726425,310
726426,325
726427,324
726428,325
726429,312
726430,310
726431,330
726432,280
726433,250
726434,225
726435,200
726436,182
726437,173
726438,165
726439,161
726440,159
726441,159
726442,151
726443,143
726444,139
726445,135
726446,129
726447,120
726448,108
726449,100
726450,102
726451,97
726452,90
726453,87
726454,87
726455,87
726456,83
726457,80
726458,72
726459,69
726460,64
726461,72
726462,128
726463,127
726464,171
726465,199
726466,1710
726467,1670
726468,685
726469,424
726470,310
726471,246
726472,202
726473,171
726474,148
726475,131
726476,118
726477,108
726478,98
726479,91
726480,90
726481,82
726482,89
726483,81
726484,72
726485,66
726486,62
726487,58
726488,57
726489,102
726490,104
726491,146
726492,186
726493,237
726494,207
726495,168
726496,159
726497,153
726498,155
726499,248
726500,341
726501,262
726502,210
726503,204
726504,191
726505,165
726506,265
726507,375
726508,285
726509,239
726510,271
726511,244
726512,240
726513,294
726514,252
726515,212
726516,180
726517,156
726518,136
726519,121
726520,108
726521,97
726522,87
726523,82
726524,78
726525,72
726526,66
726527,61
726528,58
726529,55
726530,51
726531,49
726532,62
726533,54
726534,47
726535,49
726536,59
726537,47
726538,41
726539,37
726540,35
726541,33
726542,31
726543,28
726544,27
726545,26
726546,24
726547,24
726548,23
726549,22
726550,21
726551,20
726552,19
726553,18
726554,18
726555,20
726556,20
726557,18
726558,17
726559,16
726560,16
726561,15
726562,16
726563,15
726564,14
726565,13
726566,12
726567,11
726568,12
