DAY_NDX,Q_CFS
730516,1600
730517,1650
730518,1900
730519,1750
730520,1700
730521,1650
730522,1600
730523,1550
730524,1530
730525,1510
730526,1540
730527,2570
730528,2230
730529,1950
730530,1780
730531,1630
730532,1550
730533,1480
730534,1420
730535,1330
730536,1290
730537,1250
730538,1240
730539,1240
730540,1430
730541,1290
730542,1420
730543,1810
730544,1500
730545,1360
730546,1290
730547,1210
730548,1160
730549,1120
730550,1100
730551,1070
730552,1030
730553,1020
730554,1000
730555,978
730556,961
730557,950
730558,964
730559,923
730560,909
730561,967
730562,1020
730563,961
730564,967
730565,944
730566,917
730567,902
730568,876
730569,867
730570,873
730571,1020
730572,774
730573,740
730574,770
730575,996
730576,1010
730577,893
730578,845
730579,846
730580,870
730581,838
730582,867
730583,897
730584,740
730585,740
730586,780
730587,789
730588,784
730589,761
730590,722
730591,711
730592,729
730593,691
730594,699
730595,776
730596,796
730597,773
730598,808
730599,836
730600,800
730601,770
730602,730
730603,680
730604,665
730605,727
730606,675
730607,662
730608,658
730609,673
730610,716
730611,687
730612,668
730613,674
730614,638
730615,647
730616,674
730617,700
730618,812
730619,710
730620,661
730621,635
730622,710
730623,771
730624,726
730625,731
730626,735
730627,749
730628,737
730629,733
730630,741
730631,745
730632,798
730633,880
730634,840
730635,820
730636,797
730637,768
730638,755
730639,762
730640,742
730641,722
730642,707
730643,776
730644,775
730645,783
730646,831
730647,844
730648,1580
730649,1340
730650,934
730651,1020
730652,1000
730653,951
730654,984
730655,968
730656,913
730657,849
730658,890
730659,1170
730660,2930
730661,2390
730662,1800
730663,1540
730664,1280
730665,1300
730666,1270
730667,1820
730668,4600
730669,4370
730670,3720
730671,2840
730672,2290
730673,2300
730674,2120
730675,1950
730676,1610
730677,1450
730678,1400
730679,1370
730680,1410
730681,1820
730682,4920
730683,3690
730684,3360
730685,3910
730686,3370
730687,2890
730688,3130
730689,3410
730690,6460
730691,12500
730692,7150
730693,5200
730694,4180
730695,3450
730696,4580
730697,12000
730698,8330
730699,8610
730700,10700
730701,8190
730702,6790
730703,6650
730704,6760
730705,10600
730706,7600
730707,6500
730708,5540
730709,5100
730710,4800
730711,7500
730712,18500
730713,10900
730714,11500
730715,16700
730716,11500
730717,8620
730718,7090
730719,5930
730720,5050
730721,4360
730722,3840
730723,3440
730724,3200
730725,2990
730726,3110
730727,2950
730728,2730
730729,2750
730730,2910
730731,3630
730732,3920
730733,3720
730734,3550
730735,4550
730736,10400
730737,17100
730738,12200
730739,8350
730740,6470
730741,5860
730742,6100
730743,5270
730744,4580
730745,4080
730746,3780
730747,3630
730748,3770
730749,3980
730750,6680
730751,5820
730752,5140
730753,4410
730754,9200
730755,10400
730756,7430
730757,5820
730758,4670
730759,4070
730760,3910
730761,4100
730762,3870
730763,3600
730764,3800
730765,3700
730766,3700
730767,4630
730768,7020
730769,5880
730770,4840
730771,4410
730772,4050
730773,3730
730774,3120
730775,2900
730776,2940
730777,2870
730778,2820
730779,3000
730780,3300
730781,3700
730782,5210
730783,7300
730784,7430
730785,5780
730786,4660
730787,4120
730788,3490
730789,3160
730790,2880
730791,2660
730792,2520
730793,2470
730794,4390
730795,6150
730796,4640
730797,3860
730798,3640
730799,4760
730800,13300
730801,9350
730802,7290
730803,6050
730804,5200
730805,4630
730806,4070
730807,4960
730808,5070
730809,4620
730810,4070
730811,3710
730812,3580
730813,3480
730814,3400
730815,3450
730816,3360
730817,3200
730818,3150
730819,3170
730820,3260
730821,3350
730822,3560
730823,3750
730824,4190
730825,4460
730826,4730
730827,4760
730828,4850
730829,7610
730830,8880
730831,9050
730832,9190
730833,21600
730834,14300
730835,9520
730836,7540
730837,6390
730838,5470
730839,4820
730840,4470
730841,4180
730842,4070
730843,3830
730844,3780
730845,3850
730846,4210
730847,3850
730848,3680
730849,3770
730850,3930
730851,4160
730852,4550
730853,4320
730854,4050
730855,3980
730856,3650
730857,3300
730858,3200
730859,2890
730860,2840
730861,2970
730862,3300
730863,3660
730864,3680
730865,3620
730866,3520
730867,3950
730868,4020
730869,4020
730870,4100
730871,4370
730872,4230
730873,4020
730874,3940
730875,4200
730876,4580
730877,4940
730878,6080
730879,6510
730880,5670
730881,4990
730882,4500
730883,4140
730884,3970
730885,3990
730886,4030
730887,3630
730888,3280
730889,3120
730890,2890
730891,2820
730892,2820
730893,3060
730894,3240
730895,3170
730896,2960
730897,2820
730898,3600
730899,3230
730900,2800
730901,2560
730902,2490
730903,2370
730904,2240
730905,2120
730906,2000
730907,1960
730908,1960
730909,2600
730910,2370
730911,2050
730912,1860
730913,1720
730914,1670
730915,1600
730916,1540
730917,1490
730918,1540
730919,1440
730920,1390
730921,1370
730922,1370
730923,1240
730924,1230
730925,1200
730926,1170
730927,1160
730928,1110
730929,1100
730930,1100
730931,1060
730932,1030
730933,1000
730934,997
730935,976
730936,971
730937,977
730938,957
730939,944
730940,934
730941,920
730942,928
730943,961
730944,914
730945,968
730946,996
730947,906
730948,917
730949,861
730950,857
730951,860
730952,838
730953,824
730954,811
730955,779
730956,833
730957,787
730958,783
730959,740
730960,741
730961,834
730962,835
730963,811
730964,730
730965,754
730966,758
730967,765
730968,765
730969,762
730970,756
730971,749
730972,750
730973,760
730974,751
730975,759
730976,774
730977,784
730978,776
730979,797
730980,801
730981,797
730982,826
730983,872
730984,912
730985,977
730986,967
730987,960
730988,982
730989,1160
730990,1090
730991,1020
730992,1000
730993,979
730994,952
730995,948
730996,972
730997,791
730998,753
730999,780
731000,771
731001,824
731002,992
731003,1040
731004,898
731005,905
731006,1080
731007,984
731008,929
731009,888
731010,855
731011,820
731012,789
731013,793
731014,779
731015,848
731016,786
731017,813
731018,772
731019,797
731020,737
731021,747
731022,804
731023,794
731024,816
731025,810
731026,734
731027,787
731028,792
731029,793
731030,805
731031,821
731032,810
731033,783
731034,771
731035,778
731036,780
731037,785
731038,712
731039,788
731040,819
731041,906
731042,1180
731043,1350
731044,1190
731045,1220
731046,1530
731047,1580
731048,1370
731049,1200
731050,1520
731051,1520
731052,1450
731053,1410
731054,1240
731055,1160
731056,1090
731057,1030
731058,991
731059,975
731060,906
731061,861
731062,855
731063,859
731064,756
731065,928
731066,1040
731067,673
731068,679
731069,830
731070,824
731071,780
731072,791
731073,872
731074,1190
731075,1740
731076,2370
731077,2670
731078,3320
731079,5080
731080,4130
731081,3000
731082,2460
731083,2050
731084,2420
731085,2320
731086,2030
731087,1800
731088,1670
731089,1750
731090,4120
731091,5000
731092,4280
731093,4660
731094,7860
731095,5920
731096,5140
731097,8950
731098,8600
731099,10400
731100,6520
731101,4760
731102,3900
731103,3380
731104,2770
731105,2510
731106,2670
731107,4680
731108,4770
731109,4200
731110,3570
731111,3070
731112,2740
731113,2480
731114,2300
731115,2200
731116,2350
731117,3580
731118,3460
731119,4510
731120,7910
731121,10700
731122,7160
731123,5910
731124,20000
731125,29600
731126,32600
731127,15500
731128,10400
731129,7820
731130,6200
731131,5190
731132,4480
731133,4030
731134,3660
731135,3330
731136,3080
731137,2910
731138,2760
731139,2640
731140,2550
731141,2630
731142,3250
731143,4210
731144,3810
731145,3960
731146,4550
731147,5790
731148,5360
731149,4420
731150,3890
731151,3540
731152,3070
731153,3020
731154,2650
731155,2590
731156,2530
731157,2470
731158,2490
731159,4410
731160,13900
731161,19600
731162,14000
731163,11900
731164,9230
731165,8470
731166,8620
731167,7720
731168,6910
731169,6400
731170,5480
731171,4810
731172,4370
731173,4340
731174,4970
731175,13800
731176,14400
731177,9680
731178,7530
731179,8700
731180,8390
731181,6980
731182,5900
731183,5300
731184,5590
731185,6440
731186,6110
731187,5510
731188,4990
731189,4760
731190,4890
731191,4720
731192,4460
731193,4860
731194,4990
731195,5560
731196,5470
731197,5620
731198,5410
731199,4790
731200,4410
731201,4840
731202,5330
731203,4920
731204,4440
731205,4330
731206,4450
731207,4450
731208,4970
731209,4760
731210,4450
731211,4100
731212,3880
731213,3930
731214,3600
731215,3490
731216,3350
731217,3260
731218,3350
731219,3860
731220,3610
731221,3350
731222,3170
731223,2890
731224,2760
731225,2660
731226,2810
731227,2760
731228,2730
731229,2740
731230,2920
731231,2950
731232,2860
731233,2780
731234,2620
731235,2550
731236,2520
731237,2650
731238,2800
731239,2900
731240,2710
731241,2450
731242,2330
731243,2310
731244,2260
731245,2190
731246,2020
731247,1880
731248,1800
731249,1850
731250,1620
731251,1590
731252,1550
731253,1510
731254,1460
731255,1370
731256,1300
731257,1360
731258,1370
731259,1360
731260,1270
731261,1280
731262,1280
731263,1150
731264,1080
731265,1150
731266,1280
731267,1450
731268,1260
731269,1230
731270,1130
731271,1100
731272,1040
731273,1020
731274,1000
731275,979
731276,961
731277,953
731278,945
731279,929
731280,920
731281,908
731282,888
731283,897
731284,885
731285,845
731286,835
731287,835
731288,823
731289,821
731290,805
731291,805
731292,770
731293,769
731294,801
731295,747
731296,742
731297,736
731298,718
731299,671
731300,716
731301,715
731302,710
731303,692
731304,678
731305,708
731306,670
731307,696
731308,727
731309,757
731310,744
731311,745
731312,749
731313,764
731314,754
731315,736
731316,726
731317,722
731318,720
731319,712
731320,692
731321,707
731322,721
731323,750
731324,738
731325,706
731326,650
731327,681
731328,691
731329,713
731330,700
731331,683
731332,688
731333,694
731334,705
731335,675
731336,674
731337,670
731338,674
731339,667
731340,664
731341,662
731342,655
731343,653
731344,716
731345,888
731346,900
731347,943
731348,879
731349,888
731350,795
731351,766
731352,837
731353,775
731354,1020
731355,876
731356,853
731357,827
731358,804
731359,905
731360,772
731361,753
731362,762
731363,727
731364,691
731365,720
731366,736
731367,743
731368,748
731369,779
731370,764
731371,773
731372,764
731373,773
731374,878
731375,843
731376,898
731377,1060
731378,1060
731379,1150
731380,1270
731381,1120
731382,1120
731383,1350
731384,1120
731385,999
731386,1010
731387,972
731388,934
731389,907
731390,1010
731391,983
731392,923
731393,895
731394,881
731395,870
731396,1120
731397,1240
731398,1040
731399,955
731400,935
731401,932
731402,985
731403,945
731404,797
731405,825
731406,790
731407,776
731408,863
731409,1340
731410,1630
731411,1320
731412,1230
731413,1290
731414,1240
731415,2460
731416,2490
731417,2810
731418,2720
731419,2260
731420,1850
731421,1630
731422,1770
731423,1810
731424,2090
731425,1910
731426,1700
731427,5120
731428,5880
731429,4440
731430,3770
731431,4880
731432,4480
731433,5190
731434,7610
731435,6120
731436,4760
731437,3940
731438,3420
731439,3190
731440,3510
731441,13100
731442,18900
731443,9560
731444,6340
731445,5390
731446,4570
731447,3970
731448,3580
731449,3490
731450,3370
731451,3110
731452,3190
731453,3850
731454,3340
731455,3210
731456,3860
731457,5080
731458,3900
731459,3380
731460,3130
731461,2850
731462,2690
731463,2560
731464,2300
731465,2150
731466,2410
731467,2940
731468,4110
731469,4750
731470,4600
731471,4310
731472,3990
731473,4270
731474,5660
731475,6360
731476,5680
731477,5100
731478,5290
731479,5530
731480,4650
731481,4000
731482,5670
731483,15600
731484,11400
731485,7990
731486,6510
731487,8220
731488,21200
731489,22100
731490,13600
731491,9380
731492,7640
731493,6210
731494,5520
731495,4990
731496,4700
731497,4920
731498,4730
731499,4260
731500,3950
731501,3640
731502,3370
731503,3150
731504,3000
731505,3190
731506,3670
731507,5950
731508,8570
731509,8610
731510,7140
731511,5850
731512,4920
731513,4320
731514,4110
731515,3990
731516,3920
731517,3870
731518,4570
731519,4240
731520,3800
731521,3670
731522,3880
731523,4290
731524,4700
731525,4230
731526,4100
731527,4420
731528,4620
731529,4270
731530,4010
731531,3880
731532,3690
731533,3640
731534,3500
731535,3450
731536,3500
731537,3650
731538,3340
731539,3080
731540,3030
731541,3240
731542,3550
731543,3580
731544,3820
731545,3910
731546,3850
731547,3520
731548,3540
731549,3510
731550,3150
731551,2850
731552,2700
731553,2770
731554,2820
731555,2780
731556,2770
731557,2700
731558,2520
731559,2630
731560,2760
731561,2910
731562,2950
731563,3250
731564,3460
731565,3180
731566,3080
731567,2970
731568,2780
731569,3180
731570,3710
731571,3640
731572,3300
731573,3060
731574,2820
731575,2770
731576,2930
731577,3110
731578,2870
731579,2810
731580,2600
731581,2580
731582,2640
731583,2570
731584,2480
731585,2290
731586,2170
731587,2360
731588,2150
731589,2060
731590,2610
731591,2420
731592,2200
731593,2030
731594,1950
731595,2020
731596,2040
731597,2120
731598,2030
731599,1940
731600,1900
731601,1750
731602,2510
731603,2820
731604,2410
731605,2250
731606,3000
731607,4190
731608,5580
731609,4530
731610,3720
731611,3100
731612,2690
731613,2400
731614,2170
731615,2090
731616,2240
731617,2920
731618,4070
731619,4930
731620,4420
731621,3960
731622,3460
731623,3060
731624,2800
731625,2480
731626,2240
731627,2030
731628,1880
731629,1800
731630,1720
731631,1610
731632,1540
731633,1520
731634,1510
731635,1440
731636,1390
731637,1320
731638,1270
731639,1240
731640,1200
731641,1180
731642,1150
731643,1140
731644,1120
731645,1090
731646,1070
731647,1090
731648,1050
731649,1030
731650,1010
731651,993
731652,968
731653,956
731654,943
731655,920
731656,904
731657,895
731658,893
731659,866
731660,886
731661,925
731662,905
731663,881
731664,869
731665,859
731666,854
731667,859
731668,845
731669,841
731670,809
731671,764
731672,752
731673,766
731674,750
731675,747
731676,841
731677,853
731678,822
731679,758
731680,720
731681,768
731682,764
731683,768
731684,752
731685,703
731686,697
731687,680
731688,680
731689,673
731690,766
731691,657
731692,678
731693,1140
731694,1800
731695,1090
731696,1630
731697,2030
731698,1970
731699,1490
731700,1260
731701,1100
731702,1040
731703,1010
731704,1050
731705,1080
731706,1010
731707,940
731708,857
731709,864
731710,877
731711,886
731712,875
731713,985
731714,1040
731715,1030
731716,1350
731717,1540
731718,1890
731719,1960
731720,2810
731721,2870
731722,2540
731723,2050
731724,1790
731725,1630
731726,1400
731727,1290
731728,1240
731729,1170
731730,1190
731731,1050
731732,1060
731733,1030
731734,991
731735,978
731736,963
731737,941
731738,1050
731739,1190
731740,1120
731741,1650
731742,1590
731743,1440
731744,1310
731745,1170
731746,1040
731747,997
731748,931
731749,1000
731750,1360
731751,2160
731752,1890
731753,1830
731754,2030
731755,2190
731756,2430
731757,2240
731758,2080
731759,2100
731760,1860
731761,1790
731762,1900
731763,2470
731764,2330
731765,3170
731766,4940
731767,3970
731768,2970
731769,2520
731770,2200
731771,1950
731772,1840
731773,1820
731774,1760
731775,1600
731776,1580
731777,1510
