DAY_NDX,Q_CFS
722335,203
722336,280
722337,251
722338,203
722339,183
722340,181
722341,148
722342,133
722343,134
722344,724
722345,1100
722346,1080
722347,853
722348,669
722349,659
722350,541
722351,405
722352,409
722353,401
722354,349
722355,352
722356,338
722357,292
722358,257
722359,246
722360,100
722361,59
722362,60
722363,61
722364,48
722365,44
722366,45
722367,46
722368,47
722369,48
722370,47
722371,45
722372,51
722373,45
722374,590
722375,1280
722376,793
722377,1780
722378,2510
722379,2600
722380,1810
722381,1100
722382,1100
722383,1090
722384,532
722385,72
722386,47
722387,47
722388,47
722389,48
722390,49
722391,48
722392,49
722393,52
722394,334
722395,371
722396,77
722397,605
722398,2170
722399,2800
722400,2790
722401,2230
722402,973
722403,556
722404,560
722405,352
722406,95
722407,49
722408,271
722409,445
722410,445
722411,445
722412,161
722413,44
722414,44
722415,44
722416,44
722417,45
722418,45
722419,45
722420,46
722421,46
722422,42
722423,51
722424,53
722425,100
722426,187
722427,210
722428,210
722429,212
722430,212
722431,212
722432,374
722433,440
722434,615
722435,664
722436,980
722437,1090
722438,1090
722439,1090
722440,1100
722441,835
722442,615
722443,280
722444,183
722445,183
722446,283
722447,320
722448,320
722449,108
722450,122
722451,159
722452,159
722453,159
722454,243
722455,274
722456,274
722457,274
722458,814
722459,1690
722460,1440
722461,1010
722462,742
722463,644
722464,436
722465,210
722466,101
722467,101
722468,222
722469,314
722470,352
722471,374
722472,304
722473,274
722474,274
722475,246
722476,212
722477,212
722478,212
722479,212
722480,192
722481,169
722482,178
722483,152
722484,115
722485,156
722486,205
722487,205
722488,205
722489,205
722490,205
722491,205
722492,203
722493,203
722494,165
722495,120
722496,101
722497,76
722498,75
722499,75
722500,75
722501,75
722502,75
722503,113
722504,108
722505,80
722506,80
722507,53
722508,46
722509,45
722510,185
722511,457
722512,483
722513,551
722514,610
722515,610
722516,610
722517,605
722518,605
722519,605
722520,600
722521,600
722522,595
722523,590
722524,590
722525,590
722526,585
722527,585
722528,605
722529,610
722530,605
722531,605
722532,605
722533,600
722534,600
722535,600
722536,595
722537,605
722538,605
722539,751
722540,859
722541,853
722542,689
722543,620
722544,620
722545,615
722546,610
722547,605
722548,600
722549,595
722550,600
722551,605
722552,595
722553,605
722554,605
722555,605
722556,605
722557,595
722558,605
722559,605
722560,420
722561,183
722562,108
722563,108
722564,106
722565,106
722566,106
722567,106
722568,106
722569,106
722570,105
722571,105
722572,105
722573,105
722574,105
722575,105
722576,105
722577,105
722578,105
722579,105
722580,105
722581,103
722582,103
722583,103
722584,87
722585,86
722586,77
722587,77
722588,77
722589,76
722590,76
722591,77
722592,77
722593,77
722594,77
722595,77
722596,77
722597,77
722598,77
722599,77
722600,77
722601,77
722602,77
722603,77
722604,76
722605,76
722606,76
722607,76
722608,76
722609,76
722610,76
722611,75
722612,76
722613,76
722614,76
722615,75
722616,75
722617,75
722618,75
722619,75
722620,75
722621,75
722622,75
722623,73
722624,73
722625,103
722626,585
722627,987
722628,960
722629,556
722630,310
722631,389
722632,424
722633,445
722634,436
722635,445
722636,367
722637,304
722638,416
722639,496
722640,491
722641,500
722642,500
722643,625
722644,575
722645,397
722646,352
722647,345
722648,349
722649,341
722650,349
722651,301
722652,212
722653,111
722654,92
722655,159
722656,280
722657,320
722658,317
722659,310
722660,283
722661,527
722662,1660
722663,1920
722664,1080
722665,483
722666,393
722667,409
722668,356
722669,334
722670,625
722671,1480
722672,1740
722673,1940
722674,2450
722675,1510
722676,625
722677,397
722678,518
722679,503
722680,436
722681,306
722682,268
722683,313
722684,331
722685,292
722686,277
722687,277
722688,317
722689,525
722690,720
722691,644
722692,514
722693,500
722694,461
722695,371
722696,307
722697,292
722698,292
722699,292
722700,492
722701,610
722702,724
722703,715
722704,899
722705,1020
722706,980
722707,1000
722708,1000
722709,1410
722710,949
722711,842
722712,44
722713,42
722714,545
722715,1050
722716,2190
722717,2930
722718,2880
722719,3290
722720,3500
722721,2880
722722,1770
722723,1100
722724,812
722725,712
722726,696
722727,528
722728,392
722729,385
722730,331
722731,288
722732,158
722733,53
722734,60
722735,58
722736,60
722737,53
722738,47
722739,48
722740,48
722741,48
722742,47
722743,47
722744,47
722745,47
722746,48
722747,48
722748,48
722749,49
722750,50
722751,49
722752,49
722753,51
722754,51
722755,49
722756,50
722757,48
722758,49
722759,465
722760,465
722761,240
722762,49
722763,48
722764,49
722765,49
722766,46
722767,45
722768,45
722769,46
722770,45
722771,44
722772,47
722773,45
722774,44
722775,139
722776,184
722777,181
722778,181
722779,300
722780,365
722781,365
722782,365
722783,259
722784,131
722785,90
722786,61
722787,43
722788,43
722789,43
722790,43
722791,43
722792,43
722793,43
722794,43
722795,44
722796,44
722797,44
722798,237
722799,685
722800,884
722801,884
722802,884
722803,772
722804,691
722805,691
722806,691
722807,519
722808,450
722809,454
722810,454
722811,454
722812,341
722813,224
722814,184
722815,184
722816,184
722817,186
722818,117
722819,57
722820,44
722821,44
722822,44
722823,44
722824,44
722825,45
722826,45
722827,45
722828,46
722829,46
722830,47
722831,47
722832,27
722833,18
722834,35
722835,43
722836,43
722837,43
722838,43
722839,43
722840,96
722841,162
722842,119
722843,42
722844,42
722845,42
722846,322
722847,368
722848,250
722849,204
722850,204
722851,204
722852,207
722853,279
722854,276
722855,245
722856,232
722857,256
722858,264
722859,248
722860,204
722861,181
722862,162
722863,190
722864,193
722865,164
722866,140
722867,133
722868,133
