DAY_NDX,Q_CFS
735250,38.4
735251,35.1
735252,32.9
735253,30.6
735254,28.1
735255,26.4
735256,24.3
735257,22.7
735258,23
735259,20.5
735260,18.5
735261,17.5
735262,16.4
735263,15.7
735264,14.8
735265,13.6
735266,12.2
735267,11.2
735268,10.7
735269,9.97
735270,9.36
735271,8.65
735272,8.54
735273,10.9
735274,10.9
735275,10.1
735276,10.8
735277,10.7
735278,9.47
735279,8.81
735280,7.87
735281,7.36
735282,6.85
735283,6.65
735284,5.9
735285,6.13
735286,9.98
735287,14.8
735288,15.3
735289,12.4
735290,10.9
735291,10
735292,7.01
735293,5.85
735294,5.75
735295,4.96
735296,3.8
735297,3.9
735298,3.82
735299,3.51
735300,2.71
735301,2.78
735302,2.98
735303,2.93
735304,3.24
735305,3.02
735306,2.49
735307,1.75
735308,1.87
735309,2.03
735310,1.94
735311,2.05
735312,2.62
735313,3.67
735314,5.43
735315,3.95
735316,3.03
735317,2.41
735318,1.95
735319,1.56
735320,1.33
735321,0.97
735322,0.79
735323,1.14
735324,1
735325,1
735326,0.93
735327,0.76
735328,0.37
735329,0.81
735330,0.76
735331,0.71
735332,0.75
735333,0.78
735334,0.86
735335,0.76
735336,0.91
735337,0.78
735338,0.31
735339,0.44
735340,0.52
735341,0.39
735342,0.47
735343,0.08
735344,0.07
735345,0.15
735346,0.34
735347,0.26
735348,0.35
735349,0.32
735350,0.34
735351,0.21
735352,0.6
735353,0.9
735354,0.42
735355,0.19
735356,0.55
735357,0.68
735358,0.71
735359,0.61
735360,0.4
735361,0.38
735362,0.33
735363,0.3
735364,0.26
735365,0.29
735366,0.24
735367,0.3
735368,0.25
735369,0.19
735370,0.2
735371,0.26
735372,0.29
735373,0.53
735374,0.53
735375,0.52
735376,3.4
735377,2.84
735378,2.11
735379,1.74
735380,1.4
735381,1.26
735382,1.25
735383,1.08
735384,0.94
735385,0.71
735386,0.84
735387,0.85
735388,0.87
735389,0.85
735390,0.83
735391,3.52
735392,2.97
735393,1.98
735394,1.84
735395,1.78
735396,3.32
735397,5.29
735398,5.17
735399,4.36
735400,3.74
735401,3.09
735402,4.02
735403,5.87
735404,11.2
735405,22.9
735406,16.6
735407,12.7
735408,17.5
735409,21.4
735410,17.2
735411,16.7
735412,16
735413,58.8
735414,60.9
735415,42.5
735416,43.1
735417,62
735418,65.8
735419,58.6
735420,55.7
735421,48.7
735422,44.9
735423,41.7
735424,36.4
735425,31.8
735426,54
735427,109
735428,82
735429,66.6
735430,57.1
735431,50.8
735432,46.4
735433,47.3
735434,46.8
735435,110
735436,116
