DAY_NDX,Q_CFS
722335,327
722336,479
722337,1040
722338,1250
722339,1180
722340,772
722341,424
722342,424
722343,424
722344,220
722345,677
722346,1250
722347,892
722348,565
722349,910
722350,1150
722351,1210
722352,1220
722353,970
722354,589
722355,589
722356,583
722357,589
722358,589
722359,910
722360,1250
722361,633
722362,327
722363,327
722364,318
722365,314
722366,305
722367,305
722368,305
722369,305
722370,300
722371,309
722372,314
722373,309
722374,309
722375,314
722376,314
722377,309
722378,314
722379,314
722380,309
722381,309
722382,309
722383,314
722384,309
722385,309
722386,309
722387,309
722388,309
722389,309
722390,309
722391,309
722392,309
722393,309
722394,309
722395,309
722396,309
722397,314
722398,602
722399,930
722400,930
722401,910
722402,1040
722403,1250
722404,1260
722405,1090
722406,892
722407,892
722408,883
722409,883
722410,883
722411,874
722412,901
722413,910
722414,552
722415,349
722416,756
722417,901
722418,892
722419,901
722420,901
722421,901
722422,901
722423,901
722424,901
722425,901
722426,920
722427,892
722428,910
722429,910
722430,910
722431,901
722432,910
722433,614
722434,468
722435,473
722436,462
722437,462
722438,451
722439,456
722440,456
722441,456
722442,451
722443,451
722444,440
722445,440
722446,440
722447,440
722448,440
722449,434
722450,434
722451,429
722452,429
722453,434
722454,901
722455,1420
722456,1410
722457,1030
722458,698
722459,1230
722460,2160
722461,2300
722462,1730
722463,1240
722464,856
722465,558
722466,440
722467,429
722468,764
722469,1210
722470,1470
722471,1550
722472,1130
722473,820
722474,865
722475,960
722476,1050
722477,1030
722478,901
722479,740
722480,705
722481,726
722482,705
722483,602
722484,535
722485,524
722486,507
722487,484
722488,496
722489,507
722490,496
722491,468
722492,429
722493,419
722494,414
722495,375
722496,349
722497,362
722498,375
722499,353
722500,344
722501,380
722502,419
722503,429
722504,434
722505,434
722506,424
722507,424
722508,429
722509,440
722510,434
722511,424
722512,424
722513,419
722514,389
722515,322
722516,318
722517,318
722518,322
722519,318
722520,314
722521,314
722522,314
722523,318
722524,318
722525,314
722526,314
722527,314
722528,314
722529,314
722530,314
722531,314
722532,314
722533,314
722534,577
722535,712
722536,719
722537,780
722538,820
722539,571
722540,419
722541,380
722542,589
722543,780
722544,856
722545,829
722546,780
722547,788
722548,796
722549,796
722550,788
722551,780
722552,780
722553,748
722554,772
722555,780
722556,788
722557,780
722558,780
722559,780
722560,780
722561,838
722562,865
722563,847
722564,838
722565,820
722566,726
722567,627
722568,620
722569,627
722570,479
722571,698
722572,726
722573,726
722574,756
722575,772
722576,772
722577,772
722578,772
722579,772
722580,772
722581,772
722582,772
722583,772
722584,772
722585,772
722586,772
722587,772
722588,772
722589,772
722590,772
722591,772
722592,772
722593,733
722594,748
722595,772
722596,772
722597,772
722598,772
722599,772
722600,772
722601,772
722602,874
722603,950
722604,950
722605,950
722606,950
722607,960
722608,620
722609,468
722610,462
722611,462
722612,462
722613,462
722614,462
722615,462
722616,456
722617,462
722618,468
722619,468
722620,468
722621,473
722622,583
722623,639
722624,639
722625,651
722626,874
722627,1000
722628,1000
722629,1000
722630,1000
722631,1010
722632,1010
722633,1020
722634,1020
722635,1020
722636,1020
722637,1040
722638,1050
722639,1050
722640,1050
722641,1070
722642,1070
722643,1080
722644,883
722645,733
722646,726
722647,712
722648,712
722649,712
722650,712
722651,712
722652,670
722653,620
722654,614
722655,614
722656,620
722657,620
722658,620
722659,719
722660,812
722661,960
722662,1130
722663,1130
722664,1130
722665,1130
722666,1190
722667,1200
722668,1200
722669,1210
722670,1220
722671,1250
722672,1230
722673,1190
722674,1190
722675,1180
722676,1180
722677,1190
722678,1190
722679,1240
722680,1230
722681,1210
722682,1230
722683,1230
722684,1240
722685,1250
722686,1260
722687,940
722688,484
722689,366
722690,404
722691,456
722692,512
722693,518
722694,524
722695,518
722696,496
722697,456
722698,456
722699,451
722700,501
722701,524
722702,691
722703,712
722704,892
722705,1010
722706,1070
722707,1110
722708,1100
722709,1110
722710,1110
722711,772
722712,228
722713,209
722714,620
722715,980
722716,2630
722717,3990
722718,4010
722719,4630
722720,4970
722721,3850
722722,1080
722723,1070
722724,1070
722725,1070
722726,1080
722727,1090
722728,1080
722729,1090
722730,1100
722731,1100
722732,1130
722733,1120
722734,865
722735,358
722736,300
722737,300
722738,300
722739,300
722740,300
722741,300
722742,300
722743,300
722744,296
722745,292
722746,288
722747,296
722748,305
722749,305
722750,296
722751,235
722752,296
722753,296
722754,305
722755,300
722756,300
722757,300
722758,300
722759,300
722760,300
722761,300
722762,300
722763,305
722764,300
722765,281
722766,300
722767,300
722768,300
722769,305
722770,300
722771,300
722772,300
722773,296
722774,296
722775,300
722776,300
722777,296
722778,300
722779,300
722780,300
722781,300
722782,300
722783,296
722784,300
722785,300
722786,300
722787,300
722788,300
722789,247
722790,239
722791,243
722792,239
722793,228
722794,292
722795,296
722796,235
722797,300
722798,305
722799,300
722800,296
722801,296
722802,300
722803,300
722804,300
722805,305
722806,300
722807,296
722808,300
722809,300
722810,565
722811,788
722812,796
722813,796
722814,740
722815,698
722816,698
722817,698
722818,698
722819,698
722820,501
722821,300
722822,305
722823,305
722824,305
722825,305
722826,305
722827,305
722828,300
722829,300
722830,305
722831,305
722832,305
722833,305
722834,305
722835,529
722836,424
722837,300
722838,296
722839,296
722840,300
722841,344
722842,496
722843,529
722844,529
722845,602
722846,645
722847,691
722848,670
722849,602
722850,571
722851,589
722852,614
722853,726
722854,748
722855,772
722856,796
722857,796
722858,788
722859,788
722860,740
722861,639
722862,608
722863,639
722864,627
722865,583
722866,558
722867,565
722868,524
722869,496
722870,440
722871,404
722872,404
722873,419
722874,424
722875,565
722876,620
722877,414
722878,434
722879,434
722880,440
722881,440
722882,565
722883,608
722884,596
722885,596
722886,596
722887,490
722888,336
722889,305
722890,309
722891,331
722892,331
722893,331
722894,336
722895,322
722896,318
722897,314
722898,296
722899,288
722900,285
722901,285
722902,285
722903,281
722904,285
722905,281
722906,281
722907,262
722908,254
722909,269
722910,277
722911,327
722912,490
722913,540
722914,540
722915,540
722916,540
722917,565
722918,764
722919,764
722920,772
722921,764
722922,772
722923,772
722924,780
722925,772
722926,780
722927,780
722928,780
722929,788
722930,788
722931,788
722932,788
722933,796
722934,796
722935,796
722936,796
722937,796
722938,796
722939,796
722940,804
722941,804
722942,804
722943,804
722944,812
722945,820
722946,820
722947,820
722948,820
722949,782
722950,838
722951,847
722952,847
722953,817
722954,796
722955,796
722956,804
722957,519
722958,404
722959,531
722960,577
722961,668
722962,785
722963,785
722964,772
722965,764
722966,764
722967,763
722968,762
722969,765
722970,765
722971,764
722972,755
722973,748
722974,756
722975,764
722976,764
722977,764
722978,764
722979,772
722980,788
722981,780
722982,764
722983,764
722984,788
722985,788
722986,788
722987,788
722988,788
722989,788
722990,796
722991,796
722992,804
722993,796
722994,796
722995,796
722996,788
722997,788
722998,796
722999,796
723000,796
723001,796
723002,796
723003,796
723004,796
723005,804
723006,796
723007,796
723008,804
723009,796
723010,970
723011,1080
723012,1070
723013,1080
723014,1090
723015,1070
723016,1040
723017,1050
723018,812
723019,705
723020,705
723021,705
723022,698
723023,698
723024,883
723025,883
723026,691
723027,691
723028,691
723029,620
723030,529
723031,529
723032,804
723033,1040
723034,1010
723035,740
723036,344
723037,571
723038,1020
723039,1040
723040,1040
723041,1050
723042,1040
723043,1040
723044,1040
723045,1050
723046,1050
723047,1070
723048,1080
723049,1080
723050,1080
723051,1080
723052,1080
723053,1080
723054,1070
723055,1270
723056,1540
723057,1620
723058,670
723059,490
723060,960
723061,1990
723062,4280
723063,4950
723064,4930
723065,4930
723066,4050
723067,2560
723068,2010
723069,1280
723070,663
723071,623
723072,565
723073,517
723074,494
723075,466
723076,455
723077,450
723078,382
723079,344
723080,344
723081,344
723082,344
723083,294
723084,225
723085,228
723086,225
723087,225
723088,225
723089,225
723090,228
723091,225
723092,225
723093,228
723094,228
723095,228
723096,278
723097,294
723098,294
723099,294
723100,294
723101,294
723102,294
723103,290
723104,290
723105,290
723106,290
723107,290
723108,290
723109,290
723110,290
723111,290
723112,294
723113,294
723114,290
723115,290
723116,290
723117,290
723118,294
723119,290
723120,290
723121,290
723122,290
723123,290
723124,290
723125,290
723126,290
723127,290
723128,294
723129,290
723130,286
723131,290
723132,290
723133,290
723134,290
723135,286
723136,286
723137,286
723138,239
723139,254
723140,290
723141,286
723142,286
723143,282
723144,286
723145,290
723146,286
723147,282
723148,286
723149,286
723150,282
723151,282
723152,282
723153,286
723154,290
723155,290
723156,290
723157,286
723158,286
723159,282
723160,282
723161,286
723162,286
723163,286
723164,282
723165,286
723166,290
723167,286
723168,282
723169,254
723170,262
723171,282
723172,282
723173,282
723174,286
723175,286
723176,286
723177,286
723178,286
723179,286
723180,286
723181,290
723182,282
723183,290
723184,290
723185,286
723186,282
723187,286
723188,282
723189,282
723190,282
723191,282
723192,278
723193,278
723194,278
723195,282
723196,282
723197,282
723198,282
723199,282
723200,282
723201,282
723202,282
723203,282
723204,286
723205,418
723206,584
723207,603
723208,597
723209,721
723210,766
723211,751
723212,736
723213,736
723214,699
723215,590
723216,540
723217,522
723218,505
723219,439
723220,382
723221,439
723222,578
723223,1510
723224,2040
723225,1540
723226,1240
723227,1140
723228,1150
723229,1190
723230,1190
723231,1050
723232,838
723233,743
723234,1000
723235,990
723236,684
723237,643
723238,522
723239,387
723240,382
723241,387
723242,387
723243,387
723244,387
723245,392
723246,392
723247,392
723248,392
723249,392
723250,392
723251,392
723252,387
723253,387
723254,387
723255,392
723256,392
723257,392
723258,392
723259,392
723260,392
723261,387
723262,387
723263,387
723264,382
723265,278
723266,286
723267,286
723268,282
723269,282
723270,282
723271,282
723272,282
723273,286
723274,358
723275,528
723276,597
723277,603
723278,603
723279,597
723280,597
723281,590
723282,597
723283,590
723284,590
723285,522
723286,528
723287,590
723288,597
723289,597
723290,584
723291,540
723292,590
723293,728
723294,789
723295,773
723296,751
723297,766
723298,773
723299,781
723300,781
723301,789
723302,781
723303,781
723304,789
723305,789
723306,797
723307,797
723308,820
723309,829
723310,829
723311,829
723312,820
723313,804
723314,804
723315,797
723316,804
723317,797
723318,804
723319,797
723320,789
723321,797
723322,829
723323,864
723324,873
723325,812
723326,873
723327,892
723328,892
723329,892
723330,910
723331,901
723332,910
723333,910
723334,910
723335,910
723336,910
